No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,20531.247,53,41168.495,41173.587,41437.288
2,Dayhoff+I,20359.965,54,40827.930,40833.220,41101.795
3,Dayhoff+G4,19815.534,54,39739.068,39744.357,40012.933
4,Dayhoff+I+G4,19816.329,55,39742.659,39748.149,40021.596
5,Dayhoff+F,20410.831,72,40965.663,40975.176,41330.816
6,Dayhoff+F+I,20237.129,73,40620.258,40630.045,40990.483
7,Dayhoff+F+G4,19686.776,73,39519.552,39529.338,39889.777
8,Dayhoff+F+I+G4,19687.442,74,39522.883,39532.947,39898.180
9,mtMAM,22408.857,53,44923.714,44928.806,45192.507
10,mtMAM+I,22128.822,54,44365.644,44370.934,44639.509
11,mtMAM+G4,20853.710,54,41815.420,41820.710,42089.285
12,mtMAM+I+G4,20850.047,55,41810.094,41815.584,42089.030
13,mtMAM+F,21072.535,72,42289.071,42298.584,42654.224
14,mtMAM+F+I,20818.309,73,41782.619,41792.405,42152.844
15,mtMAM+F+G4,19847.257,73,39840.513,39850.300,40210.738
16,mtMAM+F+I+G4,19848.087,74,39844.173,39854.236,40219.469
17,JTT,19959.383,53,40024.766,40029.858,40293.559
18,JTT+I,19801.788,54,39711.577,39716.866,39985.441
19,JTT+G4,19347.066,54,38802.131,38807.421,39075.996
20,JTT+I+G4,19347.666,55,38805.331,38810.821,39084.268
21,JTT+F,19858.371,72,39860.743,39870.256,40225.896
22,JTT+F+I,19699.880,73,39545.760,39555.546,39915.985
23,JTT+F+G4,19249.591,73,38645.181,38654.967,39015.406
24,JTT+F+I+G4,19250.151,74,38648.302,38658.366,39023.599
25,WAG,20244.053,53,40594.107,40599.199,40862.900
26,WAG+I,20090.121,54,40288.243,40293.532,40562.108
27,WAG+G4,19634.256,54,39376.513,39381.802,39650.378
28,WAG+I+G4,19634.904,55,39379.807,39385.297,39658.744
29,WAG+F,20116.684,72,40377.367,40386.880,40742.520
30,WAG+F+I,19962.374,73,40070.748,40080.534,40440.973
31,WAG+F+G4,19494.907,73,39135.814,39145.600,39506.039
32,WAG+F+I+G4,19495.481,74,39138.962,39149.025,39514.258
33,cpREV,20476.596,53,41059.192,41064.285,41327.985
34,cpREV+I,20301.957,54,40711.915,40717.204,40985.780
35,cpREV+G4,19731.264,54,39570.529,39575.818,39844.394
36,cpREV+I+G4,19731.610,55,39573.221,39578.711,39852.157
37,cpREV+F,20291.860,72,40727.720,40737.233,41092.874
38,cpREV+F+I,20118.954,73,40383.908,40393.694,40754.133
39,cpREV+F+G4,19530.687,73,39207.374,39217.160,39577.599
40,cpREV+F+I+G4,19530.904,74,39209.808,39219.871,39585.104
41,mtREV,21634.296,53,43374.591,43379.684,43643.385
42,mtREV+I,21412.039,54,42932.078,42937.367,43205.943
43,mtREV+G4,20595.543,54,41299.086,41304.375,41572.951
44,mtREV+I+G4,20595.967,55,41301.934,41307.424,41580.871
45,mtREV+F,20539.724,72,41223.448,41232.961,41588.602
46,mtREV+F+I,20336.519,73,40819.037,40828.823,41189.262
47,mtREV+F+G4,19649.787,73,39445.574,39455.360,39815.799
48,mtREV+F+I+G4,19649.731,74,39447.461,39457.525,39822.758
49,rtREV,20685.665,53,41477.330,41482.423,41746.124
50,rtREV+I,20519.641,54,41147.282,41152.572,41421.147
51,rtREV+G4,19971.238,54,40050.476,40055.765,40324.341
52,rtREV+I+G4,19971.539,55,40053.078,40058.569,40332.015
53,rtREV+F,20496.065,72,41136.129,41145.642,41501.282
54,rtREV+F+I,20323.821,73,40793.641,40803.427,41163.866
55,rtREV+F+G4,19779.539,73,39705.079,39714.865,40075.304
56,rtREV+F+I+G4,19779.795,74,39707.591,39717.654,40082.887
57,mtART,23087.363,53,46280.725,46285.818,46549.519
