No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,65365.730,47,130825.460,130826.397,131130.462
2,Dayhoff+I,63620.297,48,127336.593,127337.570,127648.085
3,Dayhoff+G4,62419.039,48,124934.079,124935.056,125245.570
4,Dayhoff+I+G4,62400.736,49,124899.473,124900.491,125217.454
5,Dayhoff+F,65249.535,66,130631.069,130632.913,131059.371
6,Dayhoff+F+I,63463.852,67,127061.704,127063.605,127496.495
7,Dayhoff+F+G4,62230.409,67,124594.818,124596.718,125029.609
8,Dayhoff+F+I+G4,62210.829,68,124557.658,124559.615,124998.938
9,mtMAM,70456.911,47,141007.821,141008.758,141312.824
10,mtMAM+I,67968.806,48,136033.611,136034.588,136345.103
11,mtMAM+G4,64967.286,48,130030.573,130031.550,130342.064
12,mtMAM+I+G4,64956.329,49,130010.658,130011.676,130328.639
13,mtMAM+F,67419.230,66,134970.459,134972.303,135398.760
14,mtMAM+F+I,65129.073,67,130392.145,130394.046,130826.936
15,mtMAM+F+G4,63013.869,67,126161.738,126163.639,126596.529
16,mtMAM+F+I+G4,62989.479,68,126114.958,126116.915,126556.237
17,JTT,64071.708,47,128237.416,128238.353,128542.419
18,JTT+I,62332.291,48,124760.582,124761.559,125072.073
19,JTT+G4,61255.383,48,122606.767,122607.744,122918.259
20,JTT+I+G4,61238.357,49,122574.714,122575.733,122892.696
21,JTT+F,64065.492,66,128262.985,128264.829,128691.286
22,JTT+F+I,62313.565,67,124761.131,124763.031,125195.921
23,JTT+F+G4,61230.749,67,122595.499,122597.399,123030.289
24,JTT+F+I+G4,61213.564,68,122563.128,122565.086,123004.408
25,WAG,64581.694,47,129257.387,129258.324,129562.389
26,WAG+I,62928.418,48,125952.836,125953.814,126264.328
27,WAG+G4,61890.242,48,123876.484,123877.461,124187.976
28,WAG+I+G4,61872.832,49,123843.664,123844.682,124161.645
29,WAG+F,64624.574,66,129381.149,129382.993,129809.450
30,WAG+F+I,62945.252,67,126024.505,126026.405,126459.295
31,WAG+F+G4,61874.926,67,123883.851,123885.752,124318.642
32,WAG+F+I+G4,61857.655,68,123851.309,123853.267,124292.589
33,cpREV,65071.773,47,130237.545,130238.482,130542.548
34,cpREV+I,63393.642,48,126883.284,126884.261,127194.776
35,cpREV+G4,62182.273,48,124460.545,124461.522,124772.037
36,cpREV+I+G4,62166.905,49,124431.810,124432.828,124749.792
37,cpREV+F,65048.630,66,130229.260,130231.104,130657.561
38,cpREV+F+I,63377.984,67,126889.967,126891.868,127324.758
39,cpREV+F+G4,62136.267,67,124406.534,124408.434,124841.325
40,cpREV+F+I+G4,62121.149,68,124378.297,124380.255,124819.577
41,mtREV,68077.841,47,136249.682,136250.619,136554.685
42,mtREV+I,66099.432,48,132294.863,132295.841,132606.355
43,mtREV+G4,64219.751,48,128535.502,128536.479,128846.993
44,mtREV+I+G4,64204.853,49,128507.706,128508.724,128825.687
45,mtREV+F,65570.719,66,131273.438,131275.282,131701.739
46,mtREV+F+I,63747.884,67,127629.767,127631.668,128064.558
47,mtREV+F+G4,62260.514,67,124655.028,124656.928,125089.818
48,mtREV+F+I+G4,62244.485,68,124624.970,124626.928,125066.250
49,rtREV,65500.780,47,131095.559,131096.496,131400.562
50,rtREV+I,63727.030,48,127550.061,127551.038,127861.552
51,rtREV+G4,62543.399,48,125182.797,125183.774,125494.289
52,rtREV+I+G4,62526.082,49,125150.164,125151.182,125468.145
53,rtREV+F,65295.165,66,130722.329,130724.173,131150.630
54,rtREV+F+I,63478.209,67,127090.418,127092.318,127525.209
55,rtREV+F+G4,62279.303,67,124692.606,124694.506,125127.396
56,rtREV+F+I+G4,62261.505,68,124659.010,124660.968,125100.290
57,mtART,71047.144,47,142188.289,142189.226,142493.291
58,mtART+I,68531.753,48,137159.507,137160.484,137470.998
59,mtART+G4,65629.419,48,131354.837,131355.815,131666.329
60,mtART+I+G4,65609.970,49,131317.940,131318.958,131635.921
61,mtART+F,67963.723,66,136059.446,136061.290,136487.747
62,mtART+F+I,65793.893,67,131721.787,131723.687,132156.577
63,mtART+F+G4,63611.738,67,127357.476,127359.377,127792.267
64,mtART+F+I+G4,63592.378,68,127320.756,127322.713,127762.036
65,mtZOA,68623.128,47,137340.256,137341.193,137645.259
66,mtZOA+I,66446.688,48,132989.376,132990.353,133300.867
67,mtZOA+G4,64153.148,48,128402.296,128403.273,128713.788
68,mtZOA+I+G4,64139.833,49,128377.665,128378.683,128695.647
69,mtZOA+F,66180.564,66,132493.128,132494.972,132921.429
70,mtZOA+F+I,64256.289,67,128646.577,128648.478,129081.368
71,mtZOA+F+G4,62595.568,67,125325.136,125327.036,125759.927
72,mtZOA+F+I+G4,62578.302,68,125292.604,125294.561,125733.883
73,VT,64560.448,47,129214.895,129215.832,129519.897
74,VT+I,62881.654,48,125859.309,125860.286,126170.801
75,VT+G4,61903.647,48,123903.293,123904.270,124214.785
76,VT+I+G4,61886.907,49,123871.815,123872.833,124189.796
77,VT+F,64596.813,66,129325.627,129327.471,129753.928
78,VT+F+I,62909.984,67,125953.968,125955.868,126388.758
79,VT+F+G4,61925.586,67,123985.172,123987.073,124419.963
80,VT+F+I+G4,61908.855,68,123953.710,123955.667,124394.990
81,LG,64858.110,47,129810.220,129811.158,130115.223
82,LG+I,63072.298,48,126240.597,126241.574,126552.088
83,LG+G4,61889.841,48,123875.682,123876.660,124187.174
84,LG+I+G4,61872.125,49,123842.250,123843.268,124160.231
85,LG+F,64817.656,66,129767.313,129769.157,130195.614
86,LG+F+I,63024.259,67,126182.518,126184.418,126617.308
87,LG+F+G4,61838.516,67,123811.033,123812.933,124245.823
88,LG+F+I+G4,61820.597,68,123777.194,123779.151,124218.474
89,DCMut,65368.457,47,130830.914,130831.851,131135.916
90,DCMut+I,63622.242,48,127340.484,127341.461,127651.976
91,DCMut+G4,62424.691,48,124945.383,124946.360,125256.874
92,DCMut+I+G4,62405.885,49,124909.770,124910.788,125227.751
93,DCMut+F,65250.730,66,130633.460,130635.304,131061.761
94,DCMut+F+I,63464.562,67,127063.125,127065.025,127497.915
95,DCMut+F+G4,62234.773,67,124603.546,124605.446,125038.337
96,DCMut+F+I+G4,62214.968,68,124565.937,124567.894,125007.217
97,PMB,65440.329,47,130974.658,130975.595,131279.660
98,PMB+I,63723.905,48,127543.810,127544.787,127855.302
99,PMB+G4,62691.270,48,125478.540,125479.517,125790.032
100,PMB+I+G4,62672.929,49,125443.857,125444.875,125761.838
101,PMB+F,65503.513,66,131139.026,131140.870,131567.327
102,PMB+F+I,63791.017,67,127716.034,127717.935,128150.825
103,PMB+F+G4,62745.537,67,125625.075,125626.975,126059.865
104,PMB+F+I+G4,62727.421,68,125590.842,125592.799,126032.122
105,HIVb,65754.189,47,131602.379,131603.316,131907.381
106,HIVb+I,63699.947,48,127495.894,127496.871,127807.386
107,HIVb+G4,62248.706,48,124593.412,124594.389,124904.904
108,HIVb+I+G4,62226.709,49,124551.418,124552.436,124869.399
109,HIVb+F,65563.745,66,131259.489,131261.333,131687.791
110,HIVb+F+I,63474.042,67,127082.083,127083.983,127516.874
111,HIVb+F+G4,62019.492,67,124172.983,124174.884,124607.774
112,HIVb+F+I+G4,61996.321,68,124128.641,124130.599,124569.921
113,HIVw,67599.719,47,135293.438,135294.375,135598.441
114,HIVw+I,65488.709,48,131073.419,131074.396,131384.911
115,HIVw+G4,63958.208,48,128012.416,128013.393,128323.908
116,HIVw+I+G4,63935.045,49,127968.091,127969.109,128286.072
117,HIVw+F,66713.219,66,133558.439,133560.283,133986.740
118,HIVw+F+I,64540.741,67,129215.483,129217.383,129650.273
119,HIVw+F+G4,63090.652,67,126315.303,126317.203,126750.094
120,HIVw+F+I+G4,63063.063,68,126262.126,126264.083,126703.406
121,JTTDCMut,64081.086,47,128256.171,128257.108,128561.173
122,JTTDCMut+I,62345.122,48,124786.243,124787.220,125097.735
123,JTTDCMut+G4,61267.668,48,122631.336,122632.313,122942.828
124,JTTDCMut+I+G4,61250.299,49,122598.599,122599.617,122916.580
125,JTTDCMut+F,64079.628,66,128291.256,128293.100,128719.558
126,JTTDCMut+F+I,62329.627,67,124793.254,124795.154,125228.044
127,JTTDCMut+F+G4,61245.336,67,122624.672,122626.572,123059.462
128,JTTDCMut+F+I+G4,61227.807,68,122591.615,122593.572,123032.895
129,FLU,65806.802,47,131707.604,131708.541,132012.606
130,FLU+I,63915.645,48,127927.290,127928.267,128238.782
131,FLU+G4,62406.808,48,124909.616,124910.593,125221.107
132,FLU+I+G4,62389.367,49,124876.735,124877.753,125194.716
133,FLU+F,65745.268,66,131622.537,131624.381,132050.838
134,FLU+F+I,63817.997,67,127769.994,127771.894,128204.784
135,FLU+F+G4,62246.262,67,124626.524,124628.424,125061.315
136,FLU+F+I+G4,62228.283,68,124592.567,124594.524,125033.846
137,Blosum62,65492.705,47,131079.409,131080.346,131384.412
138,Blosum62+I,63793.353,48,127682.705,127683.682,127994.197
139,Blosum62+G4,62748.624,48,125593.248,125594.225,125904.740
140,Blosum62+I+G4,62730.661,49,125559.322,125560.340,125877.303
141,Blosum62+F,65486.518,66,131105.035,131106.879,131533.336
142,Blosum62+F+I,63797.019,67,127728.038,127729.939,128162.829
143,Blosum62+F+G4,62746.549,67,125627.099,125628.999,126061.889
144,Blosum62+F+I+G4,62728.896,68,125593.791,125595.749,126035.071
145,mtMet,68039.343,47,136172.687,136173.624,136477.689
146,mtMet+I,65971.639,48,132039.278,132040.255,132350.770
147,mtMet+G4,64032.385,48,128160.769,128161.746,128472.261
148,mtMet+I+G4,64016.717,49,128131.434,128132.452,128449.415
149,mtMet+F,65255.779,66,130643.559,130645.403,131071.860
150,mtMet+F+I,63376.800,67,126887.600,126889.501,127322.391
151,mtMet+F+G4,61902.425,67,123938.851,123940.751,124373.642
152,mtMet+F+I+G4,61884.974,68,123905.948,123907.905,124347.228
153,mtVer,68519.867,47,137133.734,137134.671,137438.736
154,mtVer+I,66388.057,48,132872.113,132873.091,133183.605
155,mtVer+G4,64169.319,48,128434.638,128435.615,128746.130
156,mtVer+I+G4,64156.380,49,128410.761,128411.779,128728.742
157,mtVer+F,65909.240,66,131950.479,131952.323,132378.780
158,mtVer+F+I,63890.487,67,127914.974,127916.874,128349.765
159,mtVer+F+G4,62265.548,67,124665.096,124666.996,125099.886
160,mtVer+F+I+G4,62245.022,68,124626.044,124628.002,125067.324
161,mtInv,68538.993,47,137171.987,137172.924,137476.989
162,mtInv+I,66498.884,48,133093.767,133094.744,133405.259
163,mtInv+G4,64794.745,48,129685.491,129686.468,129996.982
164,mtInv+I+G4,64776.391,49,129650.782,129651.800,129968.763
165,mtInv+F,65107.377,66,130346.753,130348.597,130775.054
166,mtInv+F+I,63299.756,67,126733.511,126735.412,127168.302
167,mtInv+F+G4,61980.350,67,124094.700,124096.601,124529.491
168,mtInv+F+I+G4,61963.331,68,124062.662,124064.619,124503.942
