No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,35425.445,49,70948.889,70950.735,71238.129
2,Dayhoff+I,34738.584,50,69577.168,69579.090,69872.311
3,Dayhoff+G4,34297.701,50,68695.403,68697.324,68990.546
4,Dayhoff+I+G4,34299.661,51,68701.323,68703.322,69002.368
5,Dayhoff+F,35454.474,68,71044.949,71048.509,71446.343
6,Dayhoff+F+I,34747.872,69,69633.743,69637.409,70041.040
7,Dayhoff+F+G4,34233.414,69,68604.828,68608.494,69012.125
8,Dayhoff+F+I+G4,34235.655,70,68611.310,68615.084,69024.510
9,mtMAM,36875.739,49,73849.477,73851.323,74138.717
10,mtMAM+I,36016.782,50,72133.564,72135.486,72428.707
11,mtMAM+G4,35452.268,50,71004.535,71006.457,71299.678
12,mtMAM+I+G4,35441.758,51,70985.516,70987.516,71286.562
13,mtMAM+F,35313.603,68,70763.205,70766.765,71164.599
14,mtMAM+F+I,34523.811,69,69185.621,69189.287,69592.918
15,mtMAM+F+G4,34062.631,69,68263.262,68266.928,68670.559
16,mtMAM+F+I+G4,34059.169,70,68258.337,68262.111,68671.537
17,JTT,34388.572,49,68875.144,68876.990,69164.384
18,JTT+I,33735.823,50,67571.647,67573.568,67866.789
19,JTT+G4,33383.043,50,66866.086,66868.008,67161.229
20,JTT+I+G4,33385.747,51,66873.494,66875.493,67174.539
21,JTT+F,34425.822,68,68987.644,68991.204,69389.038
22,JTT+F+I,33756.706,69,67651.412,67655.078,68058.709
23,JTT+F+G4,33352.825,69,66843.651,66847.317,67250.948
24,JTT+F+I+G4,33355.483,70,66850.966,66854.740,67264.166
25,WAG,35408.404,49,70914.808,70916.654,71204.048
26,WAG+I,34720.173,50,69540.345,69542.267,69835.488
27,WAG+G4,34308.305,50,68716.609,68718.531,69011.752
28,WAG+I+G4,34310.734,51,68723.467,68725.467,69024.513
29,WAG+F,35493.081,68,71122.161,71125.721,71523.556
30,WAG+F+I,34786.101,69,69710.201,69713.867,70117.499
31,WAG+F+G4,34302.013,69,68742.027,68745.693,69149.324
32,WAG+F+I+G4,34304.522,70,68749.044,68752.817,69162.244
33,cpREV,35765.630,49,71629.260,71631.106,71918.500
34,cpREV+I,35019.551,50,70139.102,70141.024,70434.245
35,cpREV+G4,34512.111,50,69124.223,69126.145,69419.366
36,cpREV+I+G4,34514.024,51,69130.047,69132.047,69431.093
37,cpREV+F,35848.960,68,71833.921,71837.481,72235.315
38,cpREV+F+I,35061.072,69,70260.144,70263.810,70667.441
39,cpREV+F+G4,34424.030,69,68986.060,68989.726,69393.357
40,cpREV+F+I+G4,34426.302,70,68992.603,68996.377,69405.803
41,mtREV,36346.763,49,72791.526,72793.372,73080.766
42,mtREV+I,35634.830,50,71369.661,71371.583,71664.804
43,mtREV+G4,35227.085,50,70554.171,70556.093,70849.314
44,mtREV+I+G4,35224.651,51,70551.302,70553.301,70852.348
45,mtREV+F,35261.346,68,70658.693,70662.253,71060.087
46,mtREV+F+I,34554.611,69,69247.222,69250.888,69654.519
47,mtREV+F+G4,34055.400,69,68248.800,68252.466,68656.097
48,mtREV+F+I+G4,34055.461,70,68250.922,68254.696,68664.122
49,rtREV,36044.982,49,72187.963,72189.809,72477.203
50,rtREV+I,35309.837,50,70719.675,70721.596,71014.818
51,rtREV+G4,34904.547,50,69909.095,69911.016,70204.238
52,rtREV+I+G4,34904.615,51,69911.229,69913.229,70212.275
53,rtREV+F,35885.361,68,71906.722,71910.282,72308.117
54,rtREV+F+I,35164.781,69,70467.563,70471.229,70874.860
55,rtREV+F+G4,34705.794,69,69549.588,69553.254,69956.885
56,rtREV+F+I+G4,34706.486,70,69552.971,69556.745,69966.171
57,mtART,37831.153,49,75760.306,75762.151,76049.546
58,mtART+I,36928.831,50,73957.662,73959.584,74252.805
59,mtART+G4,36361.698,50,72823.396,72825.318,73118.539
60,mtART+I+G4,36353.640,51,72809.280,72811.279,73110.325
61,mtART+F,36441.775,68,73019.551,73023.111,73420.945
62,mtART+F+I,35612.284,69,71362.568,71366.234,71769.865
63,mtART+F+G4,35057.315,69,70252.629,70256.295,70659.926
64,mtART+F+I+G4,35055.503,70,70251.005,70254.779,70664.205
65,mtZOA,36736.669,49,73571.337,73573.183,73860.577
66,mtZOA+I,35963.859,50,72027.718,72029.640,72322.861
67,mtZOA+G4,35504.748,50,71109.495,71111.417,71404.638
68,mtZOA+I+G4,35499.753,51,71101.506,71103.506,71402.552
69,mtZOA+F,35801.703,68,71739.406,71742.965,72140.800
70,mtZOA+F+I,35058.987,69,70255.975,70259.641,70663.272
71,mtZOA+F+G4,34557.197,69,69252.394,69256.060,69659.691
72,mtZOA+F+I+G4,34557.914,70,69255.828,69259.602,69669.028
73,VT,35206.522,49,70511.044,70512.890,70800.284
74,VT+I,34557.024,50,69214.049,69215.970,69509.192
75,VT+G4,34203.538,50,68507.076,68508.998,68802.219
76,VT+I+G4,34206.488,51,68514.976,68516.975,68816.021
77,VT+F,35252.214,68,70640.429,70643.988,71041.823
78,VT+F+I,34590.099,69,69318.197,69321.863,69725.495
79,VT+F+G4,34181.433,69,68500.866,68504.532,68908.163
80,VT+F+I+G4,34184.196,70,68508.393,68512.166,68921.593
