No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,20624.546,11,41271.092,41271.232,41332.132
2,Dayhoff+I,20465.142,12,40954.284,40954.450,41020.873
3,Dayhoff+G4,20401.099,12,40826.198,40826.363,40892.787
4,Dayhoff+I+G4,20395.587,13,40817.174,40817.367,40889.312
5,Dayhoff+F,20552.681,30,41165.362,41166.357,41331.834
6,Dayhoff+F+I,20376.430,31,40814.861,40815.923,40986.882
7,Dayhoff+F+G4,20297.056,31,40656.113,40657.176,40828.134
8,Dayhoff+F+I+G4,20292.723,32,40649.446,40650.578,40827.017
9,mtMAM,22714.433,11,45450.867,45451.007,45511.907
10,mtMAM+I,22198.268,12,44420.536,44420.701,44487.125
11,mtMAM+G4,21711.855,12,43447.710,43447.875,43514.299
12,mtMAM+I+G4,21708.740,13,43443.479,43443.672,43515.617
13,mtMAM+F,21252.365,30,42564.730,42565.726,42731.202
14,mtMAM+F+I,20885.385,31,41832.770,41833.833,42004.792
15,mtMAM+F+G4,20601.911,31,41265.821,41266.884,41437.843
16,mtMAM+F+I+G4,20600.079,32,41264.159,41265.291,41441.729
17,JTT,20450.839,11,40923.677,40923.817,40984.717
18,JTT+I,20289.206,12,40602.412,40602.578,40669.001
19,JTT+G4,20246.061,12,40516.122,40516.287,40582.711
20,JTT+I+G4,20238.971,13,40503.942,40504.135,40576.080
21,JTT+F,20325.525,30,40711.050,40712.046,40877.523
22,JTT+F+I,20158.376,31,40378.753,40379.815,40550.774
23,JTT+F+G4,20108.256,31,40278.512,40279.575,40450.534
24,JTT+F+I+G4,20101.766,32,40267.531,40268.663,40445.102
25,WAG,20382.047,11,40786.095,40786.235,40847.135
26,WAG+I,20260.013,12,40544.026,40544.192,40610.615
27,WAG+G4,20234.815,12,40493.629,40493.795,40560.218
28,WAG+I+G4,20227.331,13,40480.662,40480.855,40552.800
29,WAG+F,20305.427,30,40670.853,40671.849,40837.325
30,WAG+F+I,20176.115,31,40414.231,40415.293,40586.252
31,WAG+F+G4,20139.502,31,40341.004,40342.066,40513.025
32,WAG+F+I+G4,20133.877,32,40331.755,40332.887,40509.325
33,cpREV,20628.659,11,41279.317,41279.457,41340.357
34,cpREV+I,20488.951,12,41001.901,41002.067,41068.490
35,cpREV+G4,20429.824,12,40883.648,40883.813,40950.237
36,cpREV+I+G4,20426.141,13,40878.282,40878.475,40950.420
37,cpREV+F,20477.938,30,41015.876,41016.872,41182.348
38,cpREV+F+I,20332.840,31,40727.679,40728.742,40899.701
39,cpREV+F+G4,20250.353,31,40562.705,40563.768,40734.727
40,cpREV+F+I+G4,20248.879,32,40561.758,40562.890,40739.329
41,mtREV,21895.055,11,43812.110,43812.250,43873.150
42,mtREV+I,21631.955,12,43287.909,43288.075,43354.498
43,mtREV+G4,21434.363,12,42892.727,42892.892,42959.316
44,mtREV+I+G4,21432.031,13,42890.061,42890.254,42962.199
45,mtREV+F,20709.512,30,41479.025,41480.020,41645.497
46,mtREV+F+I,20513.107,31,41088.215,41089.278,41260.236
47,mtREV+F+G4,20369.053,31,40800.106,40801.169,40972.127
48,mtREV+F+I+G4,20368.029,32,40800.059,40801.190,40977.629
49,rtREV,20665.314,11,41352.627,41352.767,41413.667
50,rtREV+I,20495.762,12,41015.523,41015.689,41082.112
51,rtREV+G4,20434.259,12,40892.518,40892.684,40959.107
52,rtREV+I+G4,20428.994,13,40883.988,40884.181,40956.126
53,rtREV+F,20510.407,30,41080.814,41081.810,41247.286
54,rtREV+F+I,20337.965,31,40737.931,40738.994,40909.952
55,rtREV+F+G4,20265.840,31,40593.679,40594.742,40765.701
56,rtREV+F+I+G4,20261.845,32,40587.690,40588.822,40765.261
57,mtART,22674.836,11,45371.672,45371.812,45432.712
58,mtART+I,22195.527,12,44415.054,44415.220,44481.643
59,mtART+G4,21776.945,12,43577.889,43578.055,43644.478
60,mtART+I+G4,21774.636,13,43575.273,43575.466,43647.411
