No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,4736.266,15,9502.533,9503.287,9569.733
2,Dayhoff+I,4660.165,16,9352.331,9353.188,9424.012
3,Dayhoff+G4,4633.369,16,9298.738,9299.595,9370.419
4,Dayhoff+I+G4,4634.725,17,9303.451,9304.416,9379.612
5,Dayhoff+F,4717.021,34,9502.042,9505.900,9654.364
6,Dayhoff+F+I,4640.454,35,9350.908,9354.998,9507.709
7,Dayhoff+F+G4,4613.000,35,9295.999,9300.090,9452.801
8,Dayhoff+F+I+G4,4614.232,36,9300.465,9304.796,9461.746
9,mtMAM,5125.045,15,10280.090,10280.845,10347.291
10,mtMAM+I,5031.913,16,10095.827,10096.683,10167.507
11,mtMAM+G4,4961.091,16,9954.181,9955.038,10025.862
12,mtMAM+I+G4,4962.166,17,9958.333,9959.298,10034.494
13,mtMAM+F,4830.834,34,9729.668,9733.526,9881.990
14,mtMAM+F+I,4732.937,35,9535.874,9539.965,9692.675
15,mtMAM+F+G4,4683.298,35,9436.596,9440.687,9593.398
16,mtMAM+F+I+G4,4683.414,36,9438.828,9443.160,9600.110
17,JTT,4681.346,15,9392.691,9393.446,9459.892
18,JTT+I,4619.909,16,9271.818,9272.675,9343.499
19,JTT+G4,4599.706,16,9231.413,9232.269,9303.093
20,JTT+I+G4,4600.189,17,9234.377,9235.343,9310.538
21,JTT+F,4665.935,34,9399.871,9403.728,9552.192
22,JTT+F+I,4600.731,35,9271.461,9275.552,9428.263
23,JTT+F+G4,4579.707,35,9229.414,9233.505,9386.215
24,JTT+F+I+G4,4580.153,36,9232.306,9236.638,9393.588
25,WAG,4727.217,15,9484.434,9485.189,9551.635
26,WAG+I,4665.252,16,9362.505,9363.362,9434.186
27,WAG+G4,4645.309,16,9322.618,9323.475,9394.299
28,WAG+I+G4,4645.786,17,9325.572,9326.537,9401.732
29,WAG+F,4702.661,34,9473.321,9477.178,9625.643
30,WAG+F+I,4638.119,35,9346.238,9350.329,9503.039
31,WAG+F+G4,4617.410,35,9304.821,9308.911,9461.622
32,WAG+F+I+G4,4617.888,36,9307.776,9312.108,9469.058
33,cpREV,4826.332,15,9682.664,9683.419,9749.865
34,cpREV+I,4751.434,16,9534.867,9535.724,9606.548
35,cpREV+G4,4721.794,16,9475.587,9476.444,9547.268
36,cpREV+I+G4,4722.254,17,9478.508,9479.473,9554.669
37,cpREV+F,4778.990,34,9625.980,9629.837,9778.301
38,cpREV+F+I,4697.553,35,9465.105,9469.196,9621.907
39,cpREV+F+G4,4664.589,35,9399.177,9403.268,9555.979
40,cpREV+F+I+G4,4665.020,36,9402.040,9406.372,9563.322
41,mtREV,5028.707,15,10087.413,10088.168,10154.614
42,mtREV+I,4957.296,16,9946.592,9947.448,10018.272
43,mtREV+G4,4918.059,16,9868.118,9868.975,9939.799
44,mtREV+I+G4,4918.594,17,9871.187,9872.153,9947.348
45,mtREV+F,4770.015,34,9608.029,9611.886,9760.351
46,mtREV+F+I,4688.841,35,9447.682,9451.773,9604.484
47,mtREV+F+G4,4653.710,35,9377.419,9381.510,9534.221
48,mtREV+F+I+G4,4654.204,36,9380.408,9384.740,9541.690
49,rtREV,4783.811,15,9597.623,9598.378,9664.823
50,rtREV+I,4717.608,16,9467.217,9468.073,9538.897
51,rtREV+G4,4696.213,16,9424.425,9425.282,9496.106
52,rtREV+I+G4,4696.359,17,9426.718,9427.683,9502.879
53,rtREV+F,4720.533,34,9509.066,9512.923,9661.387
54,rtREV+F+I,4652.619,35,9375.239,9379.330,9532.040
55,rtREV+F+G4,4630.033,35,9330.067,9334.157,9486.868
56,rtREV+F+I+G4,4630.228,36,9332.457,9336.788,9493.738
57,mtART,5113.605,15,10257.211,10257.965,10324.411
58,mtART+I,5009.611,16,10051.223,10052.079,10122.903
59,mtART+G4,4935.425,16,9902.850,9903.707,9974.531
60,mtART+I+G4,4935.682,17,9905.364,9906.329,9981.525
61,mtART+F,4830.753,34,9729.506,9733.364,9881.828
62,mtART+F+I,4733.812,35,9537.624,9541.715,9694.426
63,mtART+F+G4,4680.667,35,9431.333,9435.424,9588.135
64,mtART+F+I+G4,4680.719,36,9433.437,9437.769,9594.719
65,mtZOA,4985.772,15,10001.544,10002.299,10068.745
66,mtZOA+I,4900.763,16,9833.527,9834.384,9905.208
67,mtZOA+G4,4849.239,16,9730.477,9731.334,9802.158
68,mtZOA+I+G4,4849.512,17,9733.025,9733.990,9809.185
69,mtZOA+F,4768.329,34,9604.658,9608.515,9756.979
70,mtZOA+F+I,4685.623,35,9441.246,9445.337,9598.048
71,mtZOA+F+G4,4646.878,35,9363.756,9367.847,9520.558
72,mtZOA+F+I+G4,4646.990,36,9365.980,9370.312,9527.262
