No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,20525.780,53,41157.559,41162.567,41427.201
2,Dayhoff+I,20356.134,54,40820.268,40825.469,41094.997
3,Dayhoff+G4,19835.631,54,39779.262,39784.463,40053.991
4,Dayhoff+I+G4,19836.216,55,39782.431,39787.830,40062.248
5,Dayhoff+F,20407.600,72,40959.201,40968.553,41325.506
6,Dayhoff+F+I,20236.307,73,40618.613,40628.234,40990.006
7,Dayhoff+F+G4,19708.527,73,39563.054,39572.675,39934.447
8,Dayhoff+F+I+G4,19708.983,74,39565.966,39575.859,39942.446
9,mtMAM,22416.259,53,44938.517,44943.525,45208.159
10,mtMAM+I,22133.598,54,44375.196,44380.397,44649.925
11,mtMAM+G4,20876.866,54,41861.732,41866.933,42136.461
12,mtMAM+I+G4,20873.734,55,41857.468,41862.867,42137.284
13,mtMAM+F,21078.754,72,42301.507,42310.860,42667.813
14,mtMAM+F+I,20823.596,73,41793.192,41802.812,42164.585
15,mtMAM+F+G4,19869.854,73,39885.708,39895.329,40257.101
16,mtMAM+F+I+G4,19870.433,74,39888.866,39898.759,40265.346
17,JTT,19975.893,53,40057.787,40062.795,40327.428
18,JTT+I,19819.717,54,39747.434,39752.635,40022.163
19,JTT+G4,19375.795,54,38859.590,38864.792,39134.319
20,JTT+I+G4,19376.307,55,38862.613,38868.012,39142.430
21,JTT+F,19875.843,72,39895.686,39905.038,40261.991
22,JTT+F+I,19719.169,73,39584.338,39593.959,39955.731
23,JTT+F+G4,19278.816,73,38703.632,38713.252,39075.025
24,JTT+F+I+G4,19279.316,74,38706.632,38716.525,39083.112
25,WAG,20250.019,53,40606.038,40611.046,40875.680
26,WAG+I,20099.266,54,40306.532,40311.734,40581.261
27,WAG+G4,19653.479,54,39414.957,39420.159,39689.686
28,WAG+I+G4,19654.078,55,39418.157,39423.556,39697.973
29,WAG+F,20122.591,72,40389.182,40398.534,40755.487
30,WAG+F+I,19972.286,73,40090.572,40100.193,40461.965
31,WAG+F+G4,19514.139,73,39174.277,39183.898,39545.670
32,WAG+F+I+G4,19514.701,74,39177.403,39187.296,39553.883
33,cpREV,20484.317,53,41074.634,41079.642,41344.276
34,cpREV+I,20315.312,54,40738.625,40743.826,41013.354
35,cpREV+G4,19751.672,54,39611.344,39616.545,39886.073
36,cpREV+I+G4,19751.984,55,39613.967,39619.366,39893.784
37,cpREV+F,20297.951,72,40739.902,40749.255,41106.208
38,cpREV+F+I,20131.026,73,40408.051,40417.672,40779.444
39,cpREV+F+G4,19550.059,73,39246.117,39255.738,39617.510
40,cpREV+F+I+G4,19550.186,74,39248.373,39258.266,39624.853
41,mtREV,21646.510,53,43399.021,43404.029,43668.662
42,mtREV+I,21425.659,54,42959.317,42964.519,43234.046
43,mtREV+G4,20617.157,54,41342.313,41347.514,41617.042
44,mtREV+I+G4,20617.505,55,41345.010,41350.409,41624.827
