No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,2825.940,71,5793.879,5846.853,6048.040
2,Dayhoff+I,2697.298,72,5538.595,5593.345,5796.336
3,Dayhoff+G4,2651.887,72,5447.774,5502.524,5705.514
4,Dayhoff+I+G4,2650.184,73,5446.368,5502.933,5707.688
5,Dayhoff+F,2829.588,90,5839.175,5933.313,6161.351
6,Dayhoff+F+I,2708.370,91,5598.740,5695.526,5924.495
7,Dayhoff+F+G4,2664.959,91,5511.918,5608.704,5837.673
8,Dayhoff+F+I+G4,2663.413,92,5510.827,5610.315,5840.162
9,mtMAM,3090.033,71,6322.066,6375.040,6576.227
10,mtMAM+I,2939.536,72,6023.073,6077.823,6280.813
11,mtMAM+G4,2834.624,72,5813.248,5867.998,6070.988
12,mtMAM+I+G4,2833.144,73,5812.288,5868.853,6073.608
13,mtMAM+F,2970.766,90,6121.533,6215.671,6443.708
14,mtMAM+F+I,2823.171,91,5828.343,5925.129,6154.098
15,mtMAM+F+G4,2738.409,91,5658.818,5755.604,5984.573
16,mtMAM+F+I+G4,2736.303,92,5656.606,5756.095,5985.942
17,JTT,2812.095,71,5766.191,5819.165,6020.351
18,JTT+I,2687.787,72,5519.575,5574.325,5777.315
19,JTT+G4,2640.027,72,5424.055,5478.805,5681.796
20,JTT+I+G4,2638.687,73,5423.374,5479.939,5684.694
21,JTT+F,2810.303,90,5800.605,5894.743,6122.781
22,JTT+F+I,2693.299,91,5568.599,5665.385,5894.354
23,JTT+F+G4,2648.622,91,5479.245,5576.031,5805.000
24,JTT+F+I+G4,2647.353,92,5478.707,5578.195,5808.042
25,WAG,2847.475,71,5836.950,5889.924,6091.111
26,WAG+I,2717.948,72,5579.896,5634.646,5837.637
27,WAG+G4,2665.303,72,5474.606,5529.356,5732.347
28,WAG+I+G4,2664.247,73,5474.494,5531.060,5735.815
29,WAG+F,2849.214,90,5878.427,5972.565,6200.603
30,WAG+F+I,2726.701,91,5635.402,5732.188,5961.158
31,WAG+F+G4,2677.352,91,5536.703,5633.490,5862.459
32,WAG+F+I+G4,2676.056,92,5536.113,5635.601,5865.448
33,cpREV,2914.119,71,5970.237,6023.211,6224.398
34,cpREV+I,2772.810,72,5689.621,5744.371,5947.361
35,cpREV+G4,2704.230,72,5552.461,5607.211,5810.201
36,cpREV+I+G4,2703.466,73,5552.933,5609.498,5814.253
37,cpREV+F,2902.204,90,5984.409,6078.546,6306.584
38,cpREV+F+I,2767.175,91,5716.350,5813.136,6042.106
39,cpREV+F+G4,2704.567,91,5591.134,5687.920,5916.889
40,cpREV+F+I+G4,2703.769,92,5591.538,5691.027,5920.874
41,mtREV,2990.288,71,6122.575,6175.549,6376.736
42,mtREV+I,2856.040,72,5856.080,5910.830,6113.820
43,mtREV+G4,2782.725,72,5709.451,5764.201,5967.191
44,mtREV+I+G4,2782.704,73,5711.409,5767.974,5972.729
45,mtREV+F,2895.132,90,5970.264,6064.402,6292.440
46,mtREV+F+I,2762.736,91,5707.472,5804.258,6033.227
47,mtREV+F+G4,2701.128,91,5584.255,5681.042,5910.011
48,mtREV+F+I+G4,2700.676,92,5585.352,5684.840,5914.687
49,rtREV,2891.386,71,5924.772,5977.746,6178.933
50,rtREV+I,2762.628,72,5669.255,5724.005,5926.996
51,rtREV+G4,2707.320,72,5558.640,5613.390,5816.381
52,rtREV+I+G4,2705.988,73,5557.976,5614.541,5819.296
53,rtREV+F,2854.503,90,5889.006,5983.144,6211.182
54,rtREV+F+I,2732.874,91,5647.747,5744.534,5973.503
55,rtREV+F+G4,2684.169,91,5550.339,5647.125,5876.094
56,rtREV+F+I+G4,2682.371,92,5548.742,5648.230,5878.077
57,mtART,3087.316,71,6316.632,6369.606,6570.792
58,mtART+I,2926.793,72,5997.587,6052.337,6255.327
59,mtART+G4,2822.702,72,5789.404,5844.154,6047.145
60,mtART+I+G4,2819.974,73,5785.947,5842.513,6047.268
61,mtART+F,2938.836,90,6057.672,6151.810,6379.848
62,mtART+F+I,2794.458,91,5770.916,5867.702,6096.671
63,mtART+F+G4,2718.388,91,5618.776,5715.562,5944.531
64,mtART+F+I+G4,2712.866,92,5609.731,5709.220,5939.067
65,mtZOA,2953.628,71,6049.256,6102.230,6303.416
66,mtZOA+I,2817.662,72,5779.323,5834.073,6037.064
67,mtZOA+G4,2742.574,72,5629.148,5683.898,5886.888
68,mtZOA+I+G4,2740.835,73,5627.670,5684.235,5888.990
69,mtZOA+F,2855.380,90,5890.760,5984.898,6212.935
70,mtZOA+F+I,2729.010,91,5640.020,5736.806,5965.775
71,mtZOA+F+G4,2674.019,91,5530.038,5626.824,5855.793
72,mtZOA+F+I+G4,2671.534,92,5527.067,5626.555,5856.402
73,VT,2849.271,71,5840.542,5893.516,6094.703
74,VT+I,2723.207,72,5590.413,5645.163,5848.154
75,VT+G4,2673.902,72,5491.803,5546.553,5749.544
76,VT+I+G4,2672.772,73,5491.544,5548.109,5752.864
77,VT+F,2843.914,90,5867.828,5961.966,6190.004
78,VT+F+I,2723.504,91,5629.007,5725.793,5954.763
79,VT+F+G4,2678.427,91,5538.854,5635.640,5864.609
80,VT+F+I+G4,2677.166,92,5538.331,5637.820,5867.667
81,LG,2858.642,71,5859.283,5912.257,6113.444
82,LG+I,2730.517,72,5605.035,5659.785,5862.775
83,LG+G4,2674.303,72,5492.606,5547.356,5750.346
84,LG+I+G4,2672.848,73,5491.695,5548.260,5753.015
85,LG+F,2830.906,90,5841.813,5935.951,6163.989
86,LG+F+I,2711.887,91,5605.773,5702.559,5931.529
87,LG+F+G4,2662.925,91,5507.850,5604.637,5833.606
88,LG+F+I+G4,2661.086,92,5506.171,5605.660,5835.507
89,DCMut,2826.166,71,5794.332,5847.306,6048.492
