No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,6452.698,39,12983.396,12990.239,13147.453
2,Dayhoff+I,6261.695,40,12603.391,12610.600,12771.654
3,Dayhoff+G4,6150.194,40,12380.389,12387.598,12548.652
4,Dayhoff+I+G4,6149.328,41,12380.657,12388.243,12553.126
5,Dayhoff+F,6434.828,58,12985.656,13001.318,13229.638
6,Dayhoff+F+I,6254.022,59,12626.044,12642.282,12874.232
7,Dayhoff+F+G4,6141.761,59,12401.521,12417.760,12649.709
8,Dayhoff+F+I+G4,6141.420,60,12402.839,12419.667,12655.234
9,mtMAM,7118.278,39,14314.557,14321.399,14478.613
10,mtMAM+I,6800.978,40,13681.955,13689.164,13850.218
11,mtMAM+G4,6561.436,40,13202.872,13210.081,13371.135
12,mtMAM+I+G4,6559.833,41,13201.667,13209.253,13374.137
13,mtMAM+F,6641.611,58,13399.222,13414.883,13643.203
14,mtMAM+F+I,6358.879,59,12835.758,12851.997,13083.946
15,mtMAM+F+G4,6170.822,59,12459.643,12475.882,12707.831
16,mtMAM+F+I+G4,6169.107,60,12458.215,12475.043,12710.609
17,JTT,6348.641,39,12775.282,12782.124,12939.338
18,JTT+I,6160.103,40,12400.206,12407.414,12568.469
19,JTT+G4,6071.786,40,12223.571,12230.780,12391.834
20,JTT+I+G4,6069.453,41,12220.906,12228.492,12393.375
21,JTT+F,6319.280,58,12754.559,12770.220,12998.540
22,JTT+F+I,6140.290,59,12398.580,12414.818,12646.768
23,JTT+F+G4,6050.120,59,12218.240,12234.479,12466.428
24,JTT+F+I+G4,6048.250,60,12216.500,12233.327,12468.894
25,WAG,6464.983,39,13007.965,13014.808,13172.022
26,WAG+I,6266.810,40,12613.620,12620.829,12781.883
27,WAG+G4,6169.313,40,12418.626,12425.835,12586.889
28,WAG+I+G4,6167.323,41,12416.647,12424.233,12589.117
29,WAG+F,6418.687,58,12953.374,12969.035,13197.355
30,WAG+F+I,6229.319,59,12576.639,12592.878,12824.827
31,WAG+F+G4,6133.904,59,12385.809,12402.047,12633.997
32,WAG+F+I+G4,6132.158,60,12384.316,12401.144,12636.711
33,cpREV,6573.549,39,13225.097,13231.939,13389.154
34,cpREV+I,6346.633,40,12773.266,12780.475,12941.529
35,cpREV+G4,6227.561,40,12535.122,12542.331,12703.385
36,cpREV+I+G4,6225.478,41,12532.956,12540.541,12705.425
37,cpREV+F,6479.037,58,13074.074,13089.736,13318.056
38,cpREV+F+I,6263.140,59,12644.281,12660.520,12892.469
39,cpREV+F+G4,6147.009,59,12412.018,12428.257,12660.206
40,cpREV+F+I+G4,6145.182,60,12410.364,12427.192,12662.759
41,mtREV,6944.040,39,13966.080,13972.922,14130.136
42,mtREV+I,6675.116,40,13430.232,13437.441,13598.495
43,mtREV+G4,6501.368,40,13082.736,13089.945,13250.999
44,mtREV+I+G4,6499.746,41,13081.492,13089.078,13253.962
45,mtREV+F,6542.828,58,13201.656,13217.318,13445.638
