No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,7582.952,39,15243.904,15247.462,15431.927
2,Dayhoff+I,7312.202,40,14704.404,14708.148,14897.248
3,Dayhoff+G4,7283.979,40,14647.958,14651.703,14840.803
4,Dayhoff+I+G4,7278.922,41,14639.844,14643.780,14837.510
5,Dayhoff+F,7536.922,58,15189.844,15197.821,15469.469
6,Dayhoff+F+I,7274.347,59,14666.694,14674.955,14951.139
7,Dayhoff+F+G4,7242.307,59,14602.613,14610.875,14887.059
8,Dayhoff+F+I+G4,7237.370,60,14594.741,14603.292,14884.007
9,mtMAM,8136.519,39,16351.037,16354.595,16539.060
10,mtMAM+I,7690.924,40,15461.847,15465.592,15654.692
11,mtMAM+G4,7644.513,40,15369.026,15372.770,15561.870
12,mtMAM+I+G4,7627.519,41,15337.038,15340.974,15534.704
13,mtMAM+F,7697.490,58,15510.980,15518.957,15790.605
14,mtMAM+F+I,7327.987,59,14773.974,14782.235,15058.419
15,mtMAM+F+G4,7296.518,59,14711.036,14719.297,14995.481
16,mtMAM+F+I+G4,7283.058,60,14686.117,14694.668,14975.383
17,JTT,7375.763,39,14829.526,14833.084,15017.549
18,JTT+I,7121.262,40,14322.524,14326.268,14515.368
19,JTT+G4,7106.622,40,14293.244,14296.988,14486.088
20,JTT+I+G4,7102.238,41,14286.476,14290.412,14484.141
21,JTT+F,7344.541,58,14805.082,14813.059,15084.707
22,JTT+F+I,7099.592,59,14317.184,14325.446,14601.630
23,JTT+F+G4,7083.324,59,14284.648,14292.909,14569.093
24,JTT+F+I+G4,7079.295,60,14278.590,14287.141,14567.856
25,WAG,7549.008,39,15176.016,15179.573,15364.039
26,WAG+I,7293.937,40,14667.873,14671.617,14860.717
27,WAG+G4,7270.167,40,14620.334,14624.078,14813.178
28,WAG+I+G4,7263.938,41,14609.876,14613.812,14807.541
29,WAG+F,7505.632,58,15127.263,15135.240,15406.888
30,WAG+F+I,7260.092,59,14638.183,14646.444,14922.628
31,WAG+F+G4,7233.192,59,14584.385,14592.646,14868.830
32,WAG+F+I+G4,7227.495,60,14574.991,14583.542,14864.257
33,cpREV,7609.349,39,15296.699,15300.256,15484.722
34,cpREV+I,7333.888,40,14747.777,14751.521,14940.621
35,cpREV+G4,7302.594,40,14685.188,14688.932,14878.032
36,cpREV+I+G4,7294.616,41,14671.232,14675.168,14868.898
37,cpREV+F,7549.080,58,15214.161,15222.137,15493.785
38,cpREV+F+I,7289.402,59,14696.804,14705.065,14981.249
39,cpREV+F+G4,7249.857,59,14617.715,14625.976,14902.160
40,cpREV+F+I+G4,7242.321,60,14604.643,14613.194,14893.909
41,mtREV,7979.145,39,16036.289,16039.847,16224.312
42,mtREV+I,7625.841,40,15331.683,15335.427,15524.527
43,mtREV+G4,7601.441,40,15282.882,15286.626,15475.726
44,mtREV+I+G4,7591.001,41,15264.001,15267.937,15461.667
45,mtREV+F,7609.420,58,15334.840,15342.817,15614.464
46,mtREV+F+I,7312.628,59,14743.256,14751.517,15027.701
47,mtREV+F+G4,7280.365,59,14678.729,14686.991,14963.175
