No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,11145.598,11,22313.197,22313.388,22370.860
2,Dayhoff+I,10947.870,12,21919.741,21919.966,21982.646
3,Dayhoff+G4,10897.361,12,21818.721,21818.947,21881.626
4,Dayhoff+I+G4,10898.020,13,21822.041,21822.304,21890.188
5,Dayhoff+F,11057.312,30,22174.624,22175.986,22331.887
6,Dayhoff+F+I,10862.401,31,21786.802,21788.255,21949.306
7,Dayhoff+F+G4,10808.468,31,21678.937,21680.390,21841.441
8,Dayhoff+F+I+G4,10809.362,32,21682.723,21684.272,21850.470
9,mtMAM,11952.373,11,23926.746,23926.937,23984.409
10,mtMAM+I,11638.947,12,23301.894,23302.120,23364.799
11,mtMAM+G4,11365.004,12,22754.008,22754.233,22816.913
12,mtMAM+I+G4,11366.842,13,22759.684,22759.947,22827.831
13,mtMAM+F,11460.836,30,22981.672,22983.034,23138.934
14,mtMAM+F+I,11148.070,31,22358.140,22359.594,22520.645
15,mtMAM+F+G4,10950.166,31,21962.332,21963.785,22124.836
16,mtMAM+F+I+G4,10950.891,32,21965.781,21967.330,22133.528
17,JTT,11012.059,11,22046.119,22046.310,22103.782
18,JTT+I,10834.329,12,21692.659,21692.884,21755.564
19,JTT+G4,10786.971,12,21597.942,21598.167,21660.847
20,JTT+I+G4,10786.810,13,21599.619,21599.882,21667.766
21,JTT+F,10983.591,30,22027.183,22028.544,22184.445
22,JTT+F+I,10804.827,31,21671.654,21673.107,21834.158
23,JTT+F+G4,10752.324,31,21566.648,21568.102,21729.153
24,JTT+F+I+G4,10752.246,32,21568.492,21570.041,21736.239
25,WAG,10982.283,11,21986.565,21986.756,22044.228
26,WAG+I,10816.398,12,21656.797,21657.022,21719.702
27,WAG+G4,10782.180,12,21588.361,21588.586,21651.266
28,WAG+I+G4,10781.825,13,21589.651,21589.914,21657.798
29,WAG+F,10945.085,30,21950.169,21951.531,22107.432
30,WAG+F+I,10779.718,31,21621.436,21622.890,21783.941
31,WAG+F+G4,10741.395,31,21544.791,21546.244,21707.295
32,WAG+F+I+G4,10741.126,32,21546.253,21547.801,21713.999
33,cpREV,11018.726,11,22059.452,22059.643,22117.115
34,cpREV+I,10846.341,12,21716.682,21716.908,21779.587
35,cpREV+G4,10795.787,12,21615.574,21615.799,21678.479
36,cpREV+I+G4,10795.675,13,21617.350,21617.613,21685.497
37,cpREV+F,10990.841,30,22041.681,22043.043,22198.944
38,cpREV+F+I,10812.731,31,21687.461,21688.915,21849.966
39,cpREV+F+G4,10760.938,31,21583.876,21585.329,21746.381
40,cpREV+F+I+G4,10760.746,32,21585.493,21587.041,21753.239
41,mtREV,11574.907,11,23171.814,23172.005,23229.477
42,mtREV+I,11360.430,12,22744.861,22745.086,22807.766
43,mtREV+G4,11240.936,12,22505.873,22506.098,22568.778
44,mtREV+I+G4,11241.435,13,22508.871,22509.134,22577.018
45,mtREV+F,11127.611,30,22315.222,22316.584,22472.485
46,mtREV+F+I,10916.308,31,21894.616,21896.069,22057.120
47,mtREV+F+G4,10823.892,31,21709.783,21711.237,21872.288
48,mtREV+F+I+G4,10823.881,32,21711.762,21713.310,21879.508
49,rtREV,11112.275,11,22246.550,22246.740,22304.212
50,rtREV+I,10938.746,12,21901.492,21901.717,21964.397
51,rtREV+G4,10885.812,12,21795.625,21795.850,21858.530
52,rtREV+I+G4,10885.790,13,21797.579,21797.842,21865.726
53,rtREV+F,11010.728,30,22081.457,22082.818,22238.719
54,rtREV+F+I,10829.018,31,21720.036,21721.490,21882.541
55,rtREV+F+G4,10768.481,31,21598.962,21600.415,21761.466
56,rtREV+F+I+G4,10768.532,32,21601.064,21602.612,21768.811
57,mtART,11806.876,11,23635.753,23635.943,23693.415
58,mtART+I,11524.808,12,23073.615,23073.841,23136.520
59,mtART+G4,11297.413,12,22618.827,22619.052,22681.732
60,mtART+I+G4,11298.254,13,22622.508,22622.771,22690.655
61,mtART+F,11343.684,30,22747.368,22748.730,22904.631
62,mtART+F+I,11089.860,31,22241.720,22243.174,22404.225
63,mtART+F+G4,10913.819,31,21889.639,21891.092,22052.144
64,mtART+F+I+G4,10914.127,32,21892.254,21893.802,22060.001
65,mtZOA,11564.639,11,23151.279,23151.469,23208.942
66,mtZOA+I,11325.323,12,22674.645,22674.871,22737.550
67,mtZOA+G4,11144.778,12,22313.556,22313.781,22376.461
68,mtZOA+I+G4,11145.973,13,22317.945,22318.208,22386.092
69,mtZOA+F,11189.677,30,22439.354,22440.715,22596.616
70,mtZOA+F+I,10965.508,31,21993.016,21994.469,22155.520
71,mtZOA+F+G4,10835.020,31,21732.041,21733.494,21894.545
72,mtZOA+F+I+G4,10835.206,32,21734.412,21735.960,21902.158
73,VT,10961.067,11,21944.134,21944.325,22001.797
74,VT+I,10808.122,12,21640.244,21640.469,21703.149
75,VT+G4,10779.186,12,21582.372,21582.597,21645.277
76,VT+I+G4,10778.963,13,21583.927,21584.190,21652.074
77,VT+F,10935.931,30,21931.862,21933.224,22089.125
78,VT+F+I,10782.594,31,21627.188,21628.642,21789.693
79,VT+F+G4,10750.656,31,21563.312,21564.765,21725.817
80,VT+F+I+G4,10750.486,32,21564.973,21566.521,21732.719
81,LG,11003.749,11,22029.498,22029.689,22087.161
82,LG+I,10822.412,12,21668.823,21669.049,21731.728
83,LG+G4,10765.436,12,21554.873,21555.098,21617.778
84,LG+I+G4,10765.239,13,21556.478,21556.742,21624.626
85,LG+F,10988.215,30,22036.431,22037.792,22193.693
86,LG+F+I,10804.154,31,21670.308,21671.762,21832.813
87,LG+F+G4,10740.395,31,21542.789,21544.243,21705.294
88,LG+F+I+G4,10740.301,32,21544.603,21546.151,21712.350
89,DCMut,11144.694,11,22311.388,22311.578,22369.051
90,DCMut+I,10947.552,12,21919.103,21919.329,21982.008
91,DCMut+G4,10897.661,12,21819.321,21819.547,21882.226
92,DCMut+I+G4,10897.180,13,21820.360,21820.623,21888.507
93,DCMut+F,11056.301,30,22172.602,22173.964,22329.865
94,DCMut+F+I,10861.973,31,21785.945,21787.399,21948.450
95,DCMut+F+G4,10808.631,31,21679.262,21680.715,21841.766
96,DCMut+F+I+G4,10808.242,32,21680.484,21682.033,21848.231
97,PMB,11026.219,11,22074.437,22074.628,22132.100
98,PMB+I,10875.883,12,21775.765,21775.991,21838.670
99,PMB+G4,10846.154,12,21716.309,21716.534,21779.214
100,PMB+I+G4,10845.910,13,21717.820,21718.083,21785.967
101,PMB+F,10995.504,30,22051.008,22052.370,22208.271
102,PMB+F+I,10842.036,31,21746.072,21747.525,21908.576
103,PMB+F+G4,10809.543,31,21681.085,21682.539,21843.590
104,PMB+F+I+G4,10809.307,32,21682.615,21684.163,21850.361
105,HIVb,11298.670,11,22619.340,22619.530,22677.003
106,HIVb+I,11041.700,12,22107.401,22107.626,22170.306
107,HIVb+G4,10961.052,12,21946.104,21946.329,22009.009
108,HIVb+I+G4,10960.062,13,21946.125,21946.388,22014.272
109,HIVb+F,11222.545,30,22505.090,22506.452,22662.352
110,HIVb+F+I,10955.129,31,21972.258,21973.712,22134.763
111,HIVb+F+G4,10868.189,31,21798.379,21799.832,21960.883
112,HIVb+F+I+G4,10867.107,32,21798.213,21799.762,21965.960
113,HIVw,11575.438,11,23172.875,23173.066,23230.538
114,HIVw+I,11304.425,12,22632.849,22633.075,22695.754
115,HIVw+G4,11216.904,12,22457.809,22458.034,22520.714
116,HIVw+I+G4,11215.702,13,22457.404,22457.667,22525.551
117,HIVw+F,11378.631,30,22817.263,22818.624,22974.525
118,HIVw+F+I,11100.052,31,22262.104,22263.557,22424.608
119,HIVw+F+G4,11016.542,31,22095.085,22096.538,22257.589
120,HIVw+F+I+G4,11015.255,32,22094.510,22096.059,22262.257
121,JTTDCMut,11013.565,11,22049.130,22049.321,22106.793
122,JTTDCMut+I,10835.705,12,21695.410,21695.635,21758.315
123,JTTDCMut+G4,10787.931,12,21599.862,21600.087,21662.767
124,JTTDCMut+I+G4,10787.754,13,21601.508,21601.771,21669.655
125,JTTDCMut+F,10984.996,30,22029.993,22031.354,22187.255
126,JTTDCMut+F+I,10805.970,31,21673.940,21675.394,21836.445
127,JTTDCMut+F+G4,10753.144,31,21568.288,21569.741,21730.792
128,JTTDCMut+F+I+G4,10753.021,32,21570.042,21571.590,21737.788
129,FLU,11233.861,11,22489.722,22489.913,22547.385
130,FLU+I,11016.183,12,22056.365,22056.591,22119.270
131,FLU+G4,10931.969,12,21887.938,21888.163,21950.843
132,FLU+I+G4,10931.928,13,21889.857,21890.120,21958.004
133,FLU+F,11160.557,30,22381.114,22382.476,22538.376
134,FLU+F+I,10938.293,31,21938.586,21940.040,22101.091
135,FLU+F+G4,10843.341,31,21748.683,21750.136,21911.188
136,FLU+F+I+G4,10843.450,32,21750.899,21752.448,21918.646
137,Blosum62,11010.885,11,22043.771,22043.961,22101.434
138,Blosum62+I,10861.072,12,21746.145,21746.370,21809.050
139,Blosum62+G4,10828.545,12,21681.090,21681.316,21743.995
140,Blosum62+I+G4,10828.356,13,21682.711,21682.974,21750.858
141,Blosum62+F,10993.562,30,22047.124,22048.486,22204.387
142,Blosum62+F+I,10840.350,31,21742.700,21744.153,21905.204
143,Blosum62+F+G4,10805.189,31,21672.377,21673.831,21834.882
144,Blosum62+F+I+G4,10805.009,32,21674.018,21675.566,21841.765
145,mtMet,11570.405,11,23162.810,23163.000,23220.472
146,mtMet+I,11349.738,12,22723.476,22723.701,22786.381
147,mtMet+G4,11216.148,12,22456.295,22456.521,22519.200
148,mtMet+I+G4,11216.525,13,22459.050,22459.313,22527.197
149,mtMet+F,11147.221,30,22354.442,22355.804,22511.705
150,mtMet+F+I,10927.564,31,21917.128,21918.581,22079.632
151,mtMet+F+G4,10824.778,31,21711.556,21713.009,21874.060
152,mtMet+F+I+G4,10824.762,32,21713.523,21715.071,21881.270
153,mtVer,11725.388,11,23472.777,23472.967,23530.440
154,mtVer+I,11482.382,12,22988.765,22988.990,23051.670
155,mtVer+G4,11302.167,12,22628.334,22628.560,22691.239
156,mtVer+I+G4,11303.010,13,22632.021,22632.284,22700.168
157,mtVer+F,11257.421,30,22574.842,22576.203,22732.104
158,mtVer+F+I,11009.607,31,22081.214,22082.668,22243.719
159,mtVer+F+G4,10889.012,31,21840.024,21841.478,22002.529
160,mtVer+F+I+G4,10888.880,32,21841.760,21843.309,22009.507
161,mtInv,11597.458,11,23216.917,23217.107,23274.580
162,mtInv+I,11394.136,12,22812.272,22812.497,22875.177
163,mtInv+G4,11294.214,12,22612.428,22612.654,22675.333
164,mtInv+I+G4,11294.084,13,22614.167,22614.430,22682.314
165,mtInv+F,11055.941,30,22171.881,22173.243,22329.144
166,mtInv+F+I,10865.292,31,21792.584,21794.038,21955.089
167,mtInv+F+G4,10788.678,31,21639.356,21640.809,21801.860
168,mtInv+F+I+G4,10788.493,32,21640.987,21642.535,21808.734
