No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,1632.950,9,3283.899,3284.469,3317.981
2,Dayhoff+I,1626.685,10,3273.370,3274.068,3311.239
3,Dayhoff+G4,1627.022,10,3274.045,3274.743,3311.914
4,Dayhoff+I+G4,1626.733,11,3275.467,3276.308,3317.123
5,Dayhoff+F,1589.232,28,3234.464,3239.932,3340.497
6,Dayhoff+F+I,1581.805,29,3221.609,3227.488,3331.429
7,Dayhoff+F+G4,1582.194,29,3222.388,3228.267,3332.208
8,Dayhoff+F+I+G4,1581.893,30,3223.786,3230.091,3337.393
9,mtMAM,1767.469,9,3552.937,3553.507,3587.019
10,mtMAM+I,1737.899,10,3495.798,3496.496,3533.667
11,mtMAM+G4,1727.940,10,3475.880,3476.579,3513.749
12,mtMAM+I+G4,1728.145,11,3478.290,3479.131,3519.946
13,mtMAM+F,1639.777,28,3335.554,3341.022,3441.587
14,mtMAM+F+I,1615.140,29,3288.280,3294.158,3398.100
15,mtMAM+F+G4,1609.696,29,3277.391,3283.270,3387.211
16,mtMAM+F+I+G4,1609.901,30,3279.802,3286.108,3393.409
17,JTT,1626.853,9,3271.707,3272.276,3305.789
18,JTT+I,1620.593,10,3261.186,3261.885,3299.055
19,JTT+G4,1620.878,10,3261.756,3262.455,3299.625
20,JTT+I+G4,1620.683,11,3263.367,3264.208,3305.023
21,JTT+F,1586.961,28,3229.922,3235.390,3335.955
22,JTT+F+I,1579.484,29,3216.968,3222.846,3326.788
23,JTT+F+G4,1579.816,29,3217.633,3223.511,3327.453
24,JTT+F+I+G4,1579.615,30,3219.230,3225.535,3332.837
25,WAG,1649.638,9,3317.277,3317.847,3351.359
26,WAG+I,1641.505,10,3303.010,3303.708,3340.879
27,WAG+G4,1642.196,10,3304.393,3305.091,3342.262
28,WAG+I+G4,1641.892,11,3305.784,3306.624,3347.440
29,WAG+F,1606.598,28,3269.197,3274.665,3375.230
30,WAG+F+I,1597.005,29,3252.010,3257.888,3361.830
31,WAG+F+G4,1597.825,29,3253.649,3259.528,3363.469
32,WAG+F+I+G4,1597.525,30,3255.051,3261.356,3368.658
33,cpREV,1676.954,9,3371.908,3372.478,3405.991
34,cpREV+I,1663.941,10,3347.882,3348.580,3385.751
35,cpREV+G4,1664.961,10,3349.921,3350.620,3387.790
36,cpREV+I+G4,1664.658,11,3351.315,3352.156,3392.971
37,cpREV+F,1619.939,28,3295.878,3301.346,3401.911
38,cpREV+F+I,1604.354,29,3266.708,3272.587,3376.528
39,cpREV+F+G4,1605.276,29,3268.552,3274.430,3378.372
