No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,7938.715,79,16035.430,16108.074,16314.880
2,Dayhoff+I,7827.701,80,15815.402,15890.315,16098.388
3,Dayhoff+G4,7601.212,80,15362.425,15437.338,15645.412
4,Dayhoff+I+G4,7597.607,81,15357.214,15434.446,15643.738
5,Dayhoff+F,7943.545,98,16083.090,16208.277,16429.749
6,Dayhoff+F+I,7831.975,99,15861.951,15990.522,16212.147
7,Dayhoff+F+G4,7602.092,99,15402.183,15530.755,15752.380
8,Dayhoff+F+I+G4,7598.815,100,15397.630,15529.657,15751.364
9,mtMAM,8746.959,79,17651.919,17724.563,17931.368
10,mtMAM+I,8559.138,80,17278.275,17353.189,17561.262
11,mtMAM+G4,7987.251,80,16134.501,16209.414,16417.488
12,mtMAM+I+G4,7982.419,81,16126.838,16204.071,16413.362
13,mtMAM+F,8188.901,98,16573.801,16698.988,16920.460
14,mtMAM+F+I,8036.839,99,16271.678,16400.249,16621.874
15,mtMAM+F+G4,7645.451,99,15488.902,15617.473,15839.098
16,mtMAM+F+I+G4,7641.609,100,15483.217,15615.243,15836.951
17,JTT,7660.552,79,15479.104,15551.748,15758.553
18,JTT+I,7549.802,80,15259.604,15334.517,15542.591
19,JTT+G4,7372.253,80,14904.505,14979.418,15187.492
20,JTT+I+G4,7368.372,81,14898.745,14975.977,15185.269
21,JTT+F,7651.946,98,15499.892,15625.079,15846.551
22,JTT+F+I,7544.316,99,15286.632,15415.203,15636.828
23,JTT+F+G4,7375.793,99,14949.587,15078.158,15299.783
24,JTT+F+I+G4,7371.335,100,14942.670,15074.697,15296.404
25,WAG,7810.370,79,15778.740,15851.384,16058.190
26,WAG+I,7707.633,80,15575.267,15650.180,15858.254
27,WAG+G4,7529.727,80,15219.454,15294.368,15502.441
28,WAG+I+G4,7526.482,81,15214.965,15292.197,15501.489
29,WAG+F,7787.480,98,15770.959,15896.146,16117.618
30,WAG+F+I,7686.137,99,15570.274,15698.846,15920.470
31,WAG+F+G4,7511.919,99,15221.837,15350.408,15572.033
32,WAG+F+I+G4,7508.510,100,15217.019,15349.046,15570.753
33,cpREV,7875.793,79,15909.586,15982.230,16189.036
34,cpREV+I,7756.411,80,15672.822,15747.736,15955.809
35,cpREV+G4,7535.659,80,15231.318,15306.231,15514.305
36,cpREV+I+G4,7533.571,81,15229.142,15306.375,15515.666
37,cpREV+F,7826.168,98,15848.335,15973.523,16194.994
38,cpREV+F+I,7716.772,99,15631.543,15760.114,15981.739
39,cpREV+F+G4,7511.991,99,15221.982,15350.554,15572.178
40,cpREV+F+I+G4,7509.246,100,15218.491,15350.518,15572.225
41,mtREV,8390.633,79,16939.266,17011.909,17218.715
42,mtREV+I,8248.377,80,16656.754,16731.667,16939.740
43,mtREV+G4,7897.641,80,15955.282,16030.195,16238.268
44,mtREV+I+G4,7897.612,81,15957.224,16034.457,16243.748
45,mtREV+F,7937.489,98,16070.979,16196.166,16417.637
46,mtREV+F+I,7822.091,99,15842.181,15970.753,16192.378
47,mtREV+F+G4,7563.131,99,15324.262,15452.833,15674.458
48,mtREV+F+I+G4,7560.073,100,15320.147,15452.173,15673.880
49,rtREV,8022.405,79,16202.810,16275.453,16482.259
50,rtREV+I,7910.837,80,15981.674,16056.587,16264.660
51,rtREV+G4,7697.172,80,15554.344,15629.257,15837.331
52,rtREV+I+G4,7694.791,81,15551.583,15628.816,15838.107
53,rtREV+F,7990.674,98,16177.348,16302.535,16524.007
54,rtREV+F+I,7881.229,99,15960.459,16089.030,16310.655
55,rtREV+F+G4,7674.725,99,15547.449,15676.020,15897.645
56,rtREV+F+I+G4,7671.780,100,15543.561,15675.587,15897.294
