No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,8791.640,39,17661.280,17664.268,17855.828
2,Dayhoff+I,8538.696,40,17157.391,17160.536,17356.928
3,Dayhoff+G4,8460.534,40,17001.069,17004.214,17200.605
4,Dayhoff+I+G4,8455.436,41,16992.871,16996.176,17197.396
5,Dayhoff+F,8718.943,58,17553.885,17560.562,17843.213
6,Dayhoff+F+I,8462.975,59,17043.950,17050.864,17338.266
7,Dayhoff+F+G4,8383.161,59,16884.322,16891.236,17178.639
8,Dayhoff+F+I+G4,8378.747,60,16877.494,16884.650,17176.799
9,mtMAM,9277.417,39,18632.833,18635.822,18827.381
10,mtMAM+I,8927.921,40,17935.842,17938.987,18135.379
11,mtMAM+G4,8761.028,40,17602.057,17605.201,17801.593
12,mtMAM+I+G4,8745.577,41,17573.154,17576.459,17777.679
13,mtMAM+F,8828.550,58,17773.099,17779.776,18062.427
14,mtMAM+F+I,8497.373,59,17112.745,17119.659,17407.062
15,mtMAM+F+G4,8391.005,59,16900.009,16906.923,17194.326
16,mtMAM+F+I+G4,8379.565,60,16879.129,16886.285,17178.434
17,JTT,8568.043,39,17214.086,17217.074,17408.634
18,JTT+I,8344.338,40,16768.676,16771.821,16968.213
19,JTT+G4,8282.982,40,16645.963,16649.108,16845.500
20,JTT+I+G4,8278.691,41,16639.381,16642.686,16843.906
21,JTT+F,8533.778,58,17183.556,17190.233,17472.884
22,JTT+F+I,8306.726,59,16731.451,16738.365,17025.767
23,JTT+F+G4,8246.079,59,16610.159,16617.073,16904.475
24,JTT+F+I+G4,8241.897,60,16603.794,16610.949,16903.098
25,WAG,8678.959,39,17435.917,17438.906,17630.466
26,WAG+I,8457.454,40,16994.908,16998.053,17194.444
27,WAG+G4,8392.446,40,16864.892,16868.036,17064.428
28,WAG+I+G4,8388.258,41,16858.516,16861.821,17063.041
29,WAG+F,8628.280,58,17372.560,17379.238,17661.888
30,WAG+F+I,8404.269,59,16926.537,16933.451,17220.854
31,WAG+F+G4,8339.276,59,16796.553,16803.467,17090.869
32,WAG+F+I+G4,8335.343,60,16790.686,16797.841,17089.991
33,cpREV,8767.213,39,17612.425,17615.414,17806.973
34,cpREV+I,8525.224,40,17130.448,17133.593,17329.985
35,cpREV+G4,8449.440,40,16978.881,16982.026,17178.417
36,cpREV+I+G4,8443.420,41,16968.839,16972.145,17173.364
37,cpREV+F,8706.027,58,17528.054,17534.731,17817.382
38,cpREV+F+I,8459.788,59,17037.575,17044.489,17331.892
39,cpREV+F+G4,8380.721,59,16879.442,16886.356,17173.758
40,cpREV+F+I+G4,8375.084,60,16870.167,16877.323,17169.472
41,mtREV,9101.191,39,18280.383,18283.371,18474.931
42,mtREV+I,8806.655,40,17693.311,17696.456,17892.847
43,mtREV+G4,8705.530,40,17491.061,17494.205,17690.597
44,mtREV+I+G4,8697.179,41,17476.359,17479.664,17680.883
45,mtREV+F,8703.446,58,17522.892,17529.569,17812.220
46,mtREV+F+I,8429.323,59,16976.647,16983.561,17270.963
47,mtREV+F+G4,8339.873,59,16797.747,16804.661,17092.063
48,mtREV+F+I+G4,8334.745,60,16789.490,16796.646,17088.795
49,rtREV,8854.337,39,17786.673,17789.662,17981.221
50,rtREV+I,8614.626,40,17309.252,17312.396,17508.788
51,rtREV+G4,8542.314,40,17164.628,17167.773,17364.165
52,rtREV+I+G4,8536.047,41,17154.093,17157.398,17358.618
53,rtREV+F,8769.430,58,17654.860,17661.537,17944.188
54,rtREV+F+I,8519.235,59,17156.469,17163.383,17450.785
55,rtREV+F+G4,8447.842,59,17013.684,17020.598,17308.000
56,rtREV+F+I+G4,8442.047,60,17004.094,17011.249,17303.399
57,mtART,9614.776,39,19307.552,19310.540,19502.100
58,mtART+I,9227.483,40,18534.965,18538.110,18734.502
59,mtART+G4,9044.055,40,18168.110,18171.255,18367.647
60,mtART+I+G4,9023.022,41,18128.044,18131.349,18332.569
61,mtART+F,9147.202,58,18410.404,18417.081,18699.732
