No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,19882.636,19,39803.271,39803.588,39913.310
2,Dayhoff+I,19627.755,20,39295.510,39295.860,39411.340
3,Dayhoff+G4,19524.895,20,39089.790,39090.140,39205.620
4,Dayhoff+I+G4,19524.663,21,39091.325,39091.710,39212.947
5,Dayhoff+F,19601.533,38,39279.066,39280.311,39499.144
6,Dayhoff+F+I,19343.726,39,38765.451,38766.762,38991.320
7,Dayhoff+F+G4,19236.304,39,38550.609,38551.920,38776.478
8,Dayhoff+F+I+G4,19236.364,40,38552.729,38554.107,38784.389
9,mtMAM,21323.951,19,42685.903,42686.219,42795.942
10,mtMAM+I,20831.097,20,41702.193,41702.543,41818.024
11,mtMAM+G4,20363.385,20,40766.770,40767.121,40882.601
12,mtMAM+I+G4,20364.432,21,40770.863,40771.249,40892.485
13,mtMAM+F,19864.888,38,39805.776,39807.021,40025.854
14,mtMAM+F+I,19467.538,39,39013.075,39014.386,39238.945
15,mtMAM+F+G4,19220.773,39,38519.545,38520.856,38745.415
16,mtMAM+F+I+G4,19218.840,40,38517.681,38519.060,38749.342
17,JTT,19321.097,19,38680.194,38680.511,38790.233
18,JTT+I,19089.561,20,38219.121,38219.471,38334.952
19,JTT+G4,19036.351,20,38112.701,38113.052,38228.532
20,JTT+I+G4,19033.720,21,38109.440,38109.825,38231.062
21,JTT+F,19111.230,38,38298.459,38299.704,38518.537
22,JTT+F+I,18879.113,39,37836.226,37837.537,38062.096
23,JTT+F+G4,18825.789,39,37729.579,37730.890,37955.448
24,JTT+F+I+G4,18823.181,40,37726.362,37727.741,37958.023
25,WAG,19718.907,19,39475.815,39476.131,39585.854
26,WAG+I,19475.871,20,38991.742,38992.092,39107.573
27,WAG+G4,19407.339,20,38854.677,38855.028,38970.508
28,WAG+I+G4,19405.711,21,38853.422,38853.807,38975.044
29,WAG+F,19421.718,38,38919.436,38920.681,39139.514
30,WAG+F+I,19178.900,39,38435.800,38437.111,38661.669
31,WAG+F+G4,19106.409,39,38290.817,38292.128,38516.687
32,WAG+F+I+G4,19105.092,40,38290.185,38291.564,38521.846
33,cpREV,19883.630,19,39805.260,39805.576,39915.299
34,cpREV+I,19591.812,20,39223.624,39223.974,39339.455
35,cpREV+G4,19488.659,20,39017.318,39017.668,39133.148
36,cpREV+I+G4,19487.001,21,39016.002,39016.388,39137.624
37,cpREV+F,19508.507,38,39093.014,39094.259,39313.092
38,cpREV+F+I,19229.344,39,38536.689,38538.000,38762.558
39,cpREV+F+G4,19117.255,39,38312.511,38313.822,38538.380
40,cpREV+F+I+G4,19116.260,40,38312.521,38313.900,38544.182
41,mtREV,20839.728,19,41717.456,41717.773,41827.495
42,mtREV+I,20463.322,20,40966.643,40966.993,41082.474
43,mtREV+G4,20241.983,20,40523.967,40524.317,40639.797
44,mtREV+I+G4,20239.675,21,40521.349,40521.735,40642.971
45,mtREV+F,19615.917,38,39307.833,39309.078,39527.911
46,mtREV+F+I,19308.494,39,38694.989,38696.300,38920.858
47,mtREV+F+G4,19163.140,39,38404.280,38405.591,38630.150
48,mtREV+F+I+G4,19161.058,40,38402.117,38403.495,38633.778
49,rtREV,20023.007,19,40084.015,40084.331,40194.054
50,rtREV+I,19730.211,20,39500.423,39500.773,39616.253
51,rtREV+G4,19640.982,20,39321.964,39322.315,39437.795
52,rtREV+I+G4,19638.483,21,39318.967,39319.352,39440.589
53,rtREV+F,19684.602,38,39445.205,39446.450,39665.283
54,rtREV+F+I,19404.481,39,38886.962,38888.272,39112.831
55,rtREV+F+G4,19315.220,39,38708.440,38709.751,38934.309
56,rtREV+F+I+G4,19312.873,40,38705.746,38707.125,38937.407
57,mtART,22166.303,19,44370.606,44370.923,44480.645
58,mtART+I,21555.112,20,43150.223,43150.573,43266.054
59,mtART+G4,21056.550,20,42153.099,42153.449,42268.930
60,mtART+I+G4,21053.428,21,42148.855,42149.240,42270.477
61,mtART+F,20573.725,38,41223.450,41224.695,41443.528
62,mtART+F+I,20127.544,39,40333.087,40334.398,40558.957
63,mtART+F+G4,19765.993,39,39609.985,39611.296,39835.854
64,mtART+F+I+G4,19764.587,40,39609.174,39610.552,39840.834
65,mtZOA,21113.500,19,42265.001,42265.317,42375.040
66,mtZOA+I,20690.497,20,41420.994,41421.344,41536.824
67,mtZOA+G4,20388.251,20,40816.502,40816.852,40932.332
68,mtZOA+I+G4,20386.732,21,40815.465,40815.850,40937.087
69,mtZOA+F,19932.211,38,39940.422,39941.666,40160.499
70,mtZOA+F+I,19611.757,39,39301.515,39302.826,39527.384
71,mtZOA+F+G4,19419.987,39,38917.973,38919.284,39143.843
72,mtZOA+F+I+G4,19418.727,40,38917.453,38918.832,39149.114
73,VT,19648.022,19,39334.043,39334.360,39444.082
74,VT+I,19415.139,20,38870.278,38870.628,38986.108
75,VT+G4,19369.984,20,38779.967,38780.317,38895.798
76,VT+I+G4,19367.506,21,38777.011,38777.396,38898.633
77,VT+F,19364.141,38,38804.281,38805.526,39024.359
78,VT+F+I,19137.428,39,38352.855,38354.166,38578.725
79,VT+F+G4,19090.443,39,38258.886,38260.197,38484.755
80,VT+F+I+G4,19088.087,40,38256.174,38257.552,38487.834
81,LG,19887.331,19,39812.663,39812.979,39922.702
82,LG+I,19605.997,20,39251.995,39252.345,39367.825
83,LG+G4,19528.319,20,39096.638,39096.988,39212.468
84,LG+I+G4,19525.880,21,39093.760,39094.145,39215.382
85,LG+F,19505.869,38,39087.738,39088.983,39307.816
86,LG+F+I,19241.241,39,38560.481,38561.792,38786.351
87,LG+F+G4,19162.563,39,38403.126,38404.437,38628.995
88,LG+F+I+G4,19160.479,40,38400.959,38402.338,38632.620
89,DCMut,19883.687,19,39805.374,39805.690,39915.413
90,DCMut+I,19628.706,20,39297.412,39297.762,39413.242
91,DCMut+G4,19526.540,20,39093.080,39093.430,39208.910
92,DCMut+I+G4,19525.252,21,39092.504,39092.889,39214.126
93,DCMut+F,19602.232,38,39280.465,39281.709,39500.542
94,DCMut+F+I,19344.469,39,38766.938,38768.249,38992.808
95,DCMut+F+G4,19237.768,39,38553.537,38554.848,38779.406
96,DCMut+F+I+G4,19236.793,40,38553.587,38554.966,38785.248
97,PMB,19974.881,19,39987.761,39988.078,40097.800
98,PMB+I,19711.657,20,39463.315,39463.665,39579.145
99,PMB+G4,19658.286,20,39356.571,39356.921,39472.402
100,PMB+I+G4,19655.797,21,39353.593,39353.979,39475.215
101,PMB+F,19667.178,38,39410.357,39411.602,39630.435
102,PMB+F+I,19420.043,39,38918.087,38919.398,39143.956
103,PMB+F+G4,19362.238,39,38802.476,38803.787,39028.346
104,PMB+F+I+G4,19360.202,40,38800.403,38801.782,39032.064
105,HIVb,19598.606,19,39235.213,39235.529,39345.251
106,HIVb+I,19270.172,20,38580.344,38580.694,38696.175
107,HIVb+G4,19171.408,20,38382.817,38383.167,38498.647
108,HIVb+I+G4,19168.022,21,38378.043,38378.429,38499.665
109,HIVb+F,19254.471,38,38584.942,38586.186,38805.020
110,HIVb+F+I,18934.740,39,37947.480,37948.790,38173.349
111,HIVb+F+G4,18841.136,39,37760.272,37761.583,37986.142
112,HIVb+F+I+G4,18837.823,40,37755.646,37757.025,37987.307
113,HIVw,20222.647,19,40483.294,40483.611,40593.333
114,HIVw+I,19885.247,20,39810.494,39810.844,39926.325
115,HIVw+G4,19766.113,20,39572.227,39572.577,39688.057
116,HIVw+I+G4,19762.879,21,39567.759,39568.144,39689.381
117,HIVw+F,19537.018,38,39150.036,39151.281,39370.114
118,HIVw+F+I,19181.955,39,38441.910,38443.221,38667.780
119,HIVw+F+G4,19071.306,39,38220.611,38221.922,38446.481
120,HIVw+F+I+G4,19067.568,40,38215.135,38216.514,38446.796
121,JTTDCMut,19337.312,19,38712.623,38712.940,38822.662
122,JTTDCMut+I,19104.530,20,38249.060,38249.410,38364.890
123,JTTDCMut+G4,19050.320,20,38140.641,38140.991,38256.471
124,JTTDCMut+I+G4,19047.768,21,38137.535,38137.920,38259.157
125,JTTDCMut+F,19125.040,38,38326.079,38327.324,38546.157
126,JTTDCMut+F+I,18891.530,39,37861.060,37862.371,38086.929
127,JTTDCMut+F+G4,18836.964,39,37751.927,37753.238,37977.797
128,JTTDCMut+F+I+G4,18834.478,40,37748.957,37750.335,37980.618
129,FLU,19958.883,19,39955.767,39956.083,40065.806
130,FLU+I,19642.777,20,39325.554,39325.904,39441.385
131,FLU+G4,19530.014,20,39100.027,39100.378,39215.858
132,FLU+I+G4,19527.572,21,39097.143,39097.529,39218.765
133,FLU+F,19397.805,38,38871.611,38872.856,39091.689
134,FLU+F+I,19080.142,39,38238.284,38239.595,38464.154
135,FLU+F+G4,18973.202,39,38024.403,38025.714,38250.273
136,FLU+F+I+G4,18970.490,40,38020.980,38022.358,38252.640
137,Blosum62,20107.765,19,40253.530,40253.847,40363.569
138,Blosum62+I,19844.958,20,39729.916,39730.266,39845.747
139,Blosum62+G4,19784.798,20,39609.596,39609.946,39725.426
140,Blosum62+I+G4,19782.336,21,39606.673,39607.058,39728.295
141,Blosum62+F,19712.771,38,39501.542,39502.787,39721.620
142,Blosum62+F+I,19464.738,39,39007.476,39008.787,39233.346
143,Blosum62+F+G4,19396.577,39,38871.153,38872.464,39097.023
144,Blosum62+F+I+G4,19394.821,40,38869.642,38871.021,39101.303
145,mtMet,20897.515,19,41833.029,41833.346,41943.068
146,mtMet+I,20549.929,20,41139.858,41140.208,41255.689
147,mtMet+G4,20363.142,20,40766.285,40766.635,40882.115
148,mtMet+I+G4,20361.662,21,40765.324,40765.710,40886.946
149,mtMet+F,19345.183,38,38766.365,38767.610,38986.443
150,mtMet+F+I,19075.513,39,38229.025,38230.336,38454.895
151,mtMet+F+G4,18966.359,39,38010.717,38012.028,38236.587
152,mtMet+F+I+G4,18964.871,40,38009.741,38011.120,38241.402
153,mtVer,20633.998,19,41305.996,41306.312,41416.034
154,mtVer+I,20278.681,20,40597.362,40597.712,40713.192
155,mtVer+G4,20031.344,20,40102.689,40103.039,40218.519
156,mtVer+I+G4,20031.303,21,40104.607,40104.992,40226.229
157,mtVer+F,19329.529,38,38735.057,38736.302,38955.135
158,mtVer+F+I,19034.395,39,38146.790,38148.101,38372.659
159,mtVer+F+G4,18916.483,39,37910.965,37912.276,38136.834
160,mtVer+F+I+G4,18914.818,40,37909.636,37911.014,38141.297
161,mtInv,21356.576,19,42751.152,42751.469,42861.191
162,mtInv+I,21010.585,20,42061.171,42061.521,42177.001
163,mtInv+G4,20872.892,20,41785.785,41786.135,41901.615
164,mtInv+I+G4,20870.117,21,41782.234,41782.620,41903.856
165,mtInv+F,19441.852,38,38959.703,38960.948,39179.781
166,mtInv+F+I,19184.951,39,38447.902,38449.213,38673.772
167,mtInv+F+G4,19090.554,39,38259.108,38260.419,38484.977
