No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,8063.614,39,16205.228,16213.460,16362.705
2,Dayhoff+I,8029.078,40,16138.155,16146.832,16299.670
3,Dayhoff+G4,7923.736,40,15927.472,15936.149,16088.987
4,Dayhoff+I+G4,7923.064,41,15928.128,15937.264,16093.681
5,Dayhoff+F,8009.923,58,16135.846,16154.857,16370.043
6,Dayhoff+F+I,7978.883,59,16075.766,16095.488,16314.001
7,Dayhoff+F+G4,7878.350,59,15874.699,15894.421,16112.934
8,Dayhoff+F+I+G4,7878.258,60,15876.517,15896.964,16118.789
9,mtMAM,8695.167,39,17468.333,17476.565,17625.810
10,mtMAM+I,8655.366,40,17390.733,17399.410,17552.248
11,mtMAM+G4,8351.154,40,16782.308,16790.985,16943.823
12,mtMAM+I+G4,8351.489,41,16784.977,16794.112,16950.530
13,mtMAM+F,8360.301,58,16836.602,16855.614,17070.799
14,mtMAM+F+I,8319.361,59,16756.722,16776.444,16994.957
15,mtMAM+F+G4,8091.078,59,16300.156,16319.878,16538.391
16,mtMAM+F+I+G4,8091.247,60,16302.493,16322.940,16544.766
17,JTT,7907.525,39,15893.051,15901.283,16050.528
18,JTT+I,7873.809,40,15827.617,15836.295,15989.132
19,JTT+G4,7786.908,40,15653.816,15662.493,15815.331
20,JTT+I+G4,7786.761,41,15655.522,15664.657,15821.075
21,JTT+F,7903.434,58,15922.868,15941.879,16157.065
22,JTT+F+I,7869.925,59,15857.851,15877.572,16096.085
23,JTT+F+G4,7781.490,59,15680.980,15700.702,15919.215
24,JTT+F+I+G4,7781.423,60,15682.846,15703.293,15925.119
25,WAG,7949.634,39,15977.267,15985.499,16134.744
26,WAG+I,7919.944,40,15919.889,15928.566,16081.404
27,WAG+G4,7843.379,40,15766.758,15775.436,15928.273
28,WAG+I+G4,7843.219,41,15768.439,15777.574,15933.991
29,WAG+F,7941.692,58,15999.383,16018.395,16233.580
30,WAG+F+I,7912.182,59,15942.364,15962.086,16180.599
31,WAG+F+G4,7834.236,59,15786.471,15806.193,16024.706
32,WAG+F+I+G4,7834.172,60,15788.343,15808.790,16030.615
33,cpREV,8003.461,39,16084.922,16093.154,16242.399
34,cpREV+I,7968.339,40,16016.677,16025.355,16178.192
35,cpREV+G4,7872.503,40,15825.006,15833.683,15986.521
36,cpREV+I+G4,7872.393,41,15826.787,15835.922,15992.339
37,cpREV+F,8025.279,58,16166.559,16185.570,16400.755
38,cpREV+F+I,7986.845,59,16091.690,16111.411,16329.924
39,cpREV+F+G4,7889.867,59,15897.735,15917.456,16135.969
40,cpREV+F+I+G4,7889.734,60,15899.468,15919.915,16141.741
41,mtREV,8408.808,39,16895.616,16903.848,17053.093
42,mtREV+I,8380.593,40,16841.185,16849.863,17002.700
43,mtREV+G4,8213.428,40,16506.856,16515.533,16668.371
44,mtREV+I+G4,8213.572,41,16509.143,16518.279,16674.696
45,mtREV+F,8124.415,58,16364.830,16383.841,16599.026
46,mtREV+F+I,8097.405,59,16312.810,16332.531,16551.044
47,mtREV+F+G4,7956.501,59,16031.001,16050.723,16269.236
48,mtREV+F+I+G4,7956.588,60,16033.176,16053.622,16275.448
49,rtREV,8084.606,39,16247.212,16255.444,16404.689
50,rtREV+I,8045.605,40,16171.210,16179.887,16332.725
51,rtREV+G4,7950.306,40,15980.613,15989.290,16142.128
52,rtREV+I+G4,7950.144,41,15982.289,15991.424,16147.841
53,rtREV+F,8066.236,58,16248.473,16267.484,16482.669
54,rtREV+F+I,8027.437,59,16172.873,16192.595,16411.108
55,rtREV+F+G4,7921.661,59,15961.322,15981.044,16199.557
56,rtREV+F+I+G4,7921.623,60,15963.245,15983.692,16205.517
57,mtART,8766.090,39,17610.181,17618.413,17767.658
58,mtART+I,8704.721,40,17489.442,17498.120,17650.957
59,mtART+G4,8396.472,40,16872.944,16881.622,17034.459
60,mtART+I+G4,8396.556,41,16875.113,16884.248,17040.666
61,mtART+F,8448.465,58,17012.929,17031.940,17247.126
62,mtART+F+I,8397.493,59,16912.987,16932.708,17151.221
63,mtART+F+G4,8164.323,59,16446.647,16466.368,16684.881
64,mtART+F+I+G4,8164.384,60,16448.769,16469.216,16691.041
65,mtZOA,8463.919,39,17005.837,17014.069,17163.314
66,mtZOA+I,8417.906,40,16915.811,16924.489,17077.326
67,mtZOA+G4,8190.267,40,16460.535,16469.212,16622.050
68,mtZOA+I+G4,8190.326,41,16462.653,16471.788,16628.206
69,mtZOA+F,8226.995,58,16569.989,16589.000,16804.186
70,mtZOA+F+I,8187.044,59,16492.087,16511.809,16730.322
71,mtZOA+F+G4,8021.698,59,16161.395,16181.117,16399.630
72,mtZOA+F+I+G4,8021.721,60,16163.442,16183.889,16405.715
73,VT,7950.777,39,15979.553,15987.786,16137.030
74,VT+I,7921.400,40,15922.799,15931.476,16084.314
75,VT+G4,7849.145,40,15778.291,15786.968,15939.806
76,VT+I+G4,7849.105,41,15780.210,15789.345,15945.762
77,VT+F,7954.644,58,16025.288,16044.299,16259.484
78,VT+F+I,7924.525,59,15967.051,15986.772,16205.285
79,VT+F+G4,7850.748,59,15819.497,15839.218,16057.731
