No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,35387.687,49,70873.373,70875.218,71162.632
2,Dayhoff+I,34706.156,50,69512.312,69514.233,69807.473
3,Dayhoff+G4,34273.711,50,68647.423,68649.344,68942.584
4,Dayhoff+I+G4,34275.616,51,68653.232,68655.231,68954.297
5,Dayhoff+F,35410.375,68,70956.751,70960.309,71358.170
6,Dayhoff+F+I,34710.061,69,69558.122,69561.786,69965.444
7,Dayhoff+F+G4,34207.276,69,68552.553,68556.217,68959.875
8,Dayhoff+F+I+G4,34209.455,70,68558.909,68562.681,68972.135
9,mtMAM,36845.877,49,73789.753,73791.598,74079.011
10,mtMAM+I,35992.414,50,72084.829,72086.750,72379.990
11,mtMAM+G4,35441.102,50,70982.203,70984.124,71277.364
12,mtMAM+I+G4,35429.905,51,70961.809,70963.808,71262.874
13,mtMAM+F,35274.013,68,70684.026,70687.584,71085.445
14,mtMAM+F+I,34490.898,69,69119.795,69123.460,69527.118
15,mtMAM+F+G4,34042.488,69,68222.976,68226.640,68630.298
16,mtMAM+F+I+G4,34038.548,70,68217.096,68220.868,68630.321
17,JTT,34348.311,49,68794.623,68796.467,69083.881
18,JTT+I,33701.521,50,67503.043,67504.964,67798.204
19,JTT+G4,33356.271,50,66812.542,66814.463,67107.704
20,JTT+I+G4,33358.889,51,66819.778,66821.776,67120.842
21,JTT+F,34381.884,68,68899.767,68903.326,69301.187
22,JTT+F+I,33719.438,69,67576.876,67580.541,67984.199
23,JTT+F+G4,33325.305,69,66788.611,66792.275,67195.933
24,JTT+F+I+G4,33327.920,70,66795.840,66799.613,67209.066
25,WAG,35370.701,49,70839.403,70841.248,71128.661
26,WAG+I,34687.941,50,69475.882,69477.803,69771.044
27,WAG+G4,34284.711,50,68669.423,68671.344,68964.584
28,WAG+I+G4,34287.114,51,68676.228,68678.226,68977.292
29,WAG+F,35450.035,68,71036.069,71039.628,71437.489
30,WAG+F+I,34749.043,69,69636.086,69639.751,70043.409
31,WAG+F+G4,34276.411,69,68690.823,68694.487,69098.145
32,WAG+F+I+G4,34278.923,70,68697.846,68701.618,69111.072
33,cpREV,35728.079,49,71554.158,71556.003,71843.416
34,cpREV+I,34988.139,50,70076.278,70078.199,70371.439
35,cpREV+G4,34490.914,50,69081.828,69083.748,69376.989
36,cpREV+I+G4,34492.576,51,69087.152,69089.150,69388.216
37,cpREV+F,35805.650,68,71747.300,71750.859,72148.720
38,cpREV+F+I,35024.822,69,70187.644,70191.308,70594.966
39,cpREV+F+G4,34401.049,69,68940.098,68943.763,69347.421
40,cpREV+F+I+G4,34403.189,70,68946.379,68950.151,69359.604
41,mtREV,36318.632,49,72735.265,72737.110,73024.523
42,mtREV+I,35611.444,50,71322.888,71324.809,71618.050
43,mtREV+G4,35215.030,50,70530.060,70531.981,70825.222
44,mtREV+I+G4,35212.284,51,70526.568,70528.566,70827.633
45,mtREV+F,35226.663,68,70589.326,70592.884,70990.745
46,mtREV+F+I,34524.448,69,69186.896,69190.560,69594.218
47,mtREV+F+G4,34037.598,69,68213.196,68216.861,68620.519
48,mtREV+F+I+G4,34037.536,70,68215.073,68218.845,68628.298
49,rtREV,36002.145,49,72102.291,72104.135,72391.549
50,rtREV+I,35274.789,50,70649.577,70651.498,70944.739
51,rtREV+G4,34880.465,50,69860.931,69862.852,70156.092
52,rtREV+I+G4,34880.188,51,69862.375,69864.374,70163.440
53,rtREV+F,35838.303,68,71812.606,71816.164,72214.025
54,rtREV+F+I,35126.050,69,70390.100,70393.765,70797.423
55,rtREV+F+G4,34681.521,69,69501.042,69504.706,69908.364
56,rtREV+F+I+G4,34682.073,70,69504.147,69507.919,69917.373
57,mtART,37810.229,49,75718.459,75720.304,76007.717
58,mtART+I,36916.474,50,73932.948,73934.869,74228.110
59,mtART+G4,36361.429,50,72822.859,72824.780,73118.020
60,mtART+I+G4,36352.179,51,72806.357,72808.355,73107.422
61,mtART+F,36407.198,68,72950.396,72953.955,73351.816
62,mtART+F+I,35586.423,69,71310.846,71314.511,71718.169
63,mtART+F+G4,35043.886,69,70225.772,70229.437,70633.095
64,mtART+F+I+G4,35041.598,70,70223.195,70226.967,70636.421
65,mtZOA,36708.299,49,73514.599,73516.443,73803.857
66,mtZOA+I,35944.005,50,71988.010,71989.931,72283.172
67,mtZOA+G4,35495.352,50,71090.704,71092.625,71385.866
68,mtZOA+I+G4,35489.621,51,71081.243,71083.241,71382.307
69,mtZOA+F,35764.489,68,71664.977,71668.536,72066.397
70,mtZOA+F+I,35029.984,69,70197.969,70201.633,70605.291
71,mtZOA+F+G4,34539.103,69,69216.207,69219.871,69623.529
72,mtZOA+F+I+G4,34539.648,70,69219.297,69223.069,69632.523
73,VT,35168.314,49,70434.628,70436.473,70723.886
74,VT+I,34524.314,50,69148.629,69150.550,69443.790
75,VT+G4,34179.810,50,68459.620,68461.541,68754.782
76,VT+I+G4,34182.711,51,68467.421,68469.420,68768.486
77,VT+F,35208.909,68,70553.818,70557.376,70955.237
78,VT+F+I,34552.684,69,69243.369,69247.033,69650.691
79,VT+F+G4,34154.942,69,68447.883,68451.548,68855.206
80,VT+F+I+G4,34157.749,70,68455.498,68459.270,68868.723
81,LG,35625.002,49,71348.004,71349.849,71637.262
82,LG+I,34920.202,50,69940.404,69942.325,70235.565
83,LG+G4,34536.776,50,69173.553,69175.474,69468.714
84,LG+I+G4,34537.621,51,69177.242,69179.240,69478.306
85,LG+F,35533.817,68,71203.634,71207.192,71605.053
86,LG+F+I,34833.441,69,69804.882,69808.547,70212.205
87,LG+F+G4,34390.526,69,68919.052,68922.716,69326.374
88,LG+F+I+G4,34391.757,70,68923.514,68927.287,69336.740
89,DCMut,35387.948,49,70873.896,70875.741,71163.154
90,DCMut+I,34707.135,50,69514.269,69516.190,69809.431
91,DCMut+G4,34276.322,50,68652.643,68654.564,68947.805
92,DCMut+I+G4,34277.322,51,68656.645,68658.643,68957.709
93,DCMut+F,35408.985,68,70953.970,70957.529,71355.390
94,DCMut+F+I,34709.511,69,69557.023,69560.687,69964.345
95,DCMut+F+G4,34208.725,69,68555.451,68559.115,68962.773
96,DCMut+F+I+G4,34210.318,70,68560.636,68564.408,68973.862
97,PMB,35903.091,49,71904.181,71906.026,72193.439
98,PMB+I,35237.104,50,70574.208,70576.129,70869.369
99,PMB+G4,34893.047,50,69886.094,69888.014,70181.255
100,PMB+I+G4,34894.730,51,69891.461,69893.459,70192.525
101,PMB+F,35887.937,68,71911.874,71915.432,72313.293
102,PMB+F+I,35206.088,69,70550.176,70553.841,70957.499
103,PMB+F+G4,34788.958,69,69715.916,69719.580,70123.238
104,PMB+F+I+G4,34791.395,70,69722.790,69726.562,70136.015
105,HIVb,34975.371,49,70048.743,70050.588,70338.001
106,HIVb+I,34184.559,50,68469.117,68471.038,68764.278
107,HIVb+G4,33743.326,50,67586.652,67588.573,67881.814
108,HIVb+I+G4,33743.302,51,67588.605,67590.603,67889.669
109,HIVb+F,34682.905,68,69501.810,69505.369,69903.230
110,HIVb+F+I,33876.443,69,67890.886,67894.551,68298.209
111,HIVb+F+G4,33384.761,69,66907.522,66911.186,67314.844
112,HIVb+F+I+G4,33384.165,70,66908.330,66912.102,67321.556
113,HIVw,35979.605,49,72057.210,72059.055,72346.468
114,HIVw+I,35098.049,50,70296.098,70298.019,70591.259
115,HIVw+G4,34525.462,50,69150.925,69152.846,69446.086
116,HIVw+I+G4,34526.501,51,69155.002,69157.001,69456.067
117,HIVw+F,35287.758,68,70711.515,70715.074,71112.935
118,HIVw+F+I,34375.524,69,68889.049,68892.713,69296.371
119,HIVw+F+G4,33821.763,69,67781.525,67785.190,68188.848
