No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,15762.999,47,31619.998,31624.664,31851.362
2,Dayhoff+I,15580.951,48,31257.901,31262.771,31494.188
3,Dayhoff+G4,15236.171,48,30568.341,30573.211,30804.628
4,Dayhoff+I+G4,15235.922,49,30569.845,30574.923,30811.055
5,Dayhoff+F,15736.246,66,31604.492,31613.822,31929.387
6,Dayhoff+F+I,15552.604,67,31239.208,31248.830,31569.025
7,Dayhoff+F+G4,15185.382,67,30504.764,30514.386,30834.582
8,Dayhoff+F+I+G4,15185.323,68,30506.646,30516.566,30841.386
9,mtMAM,17198.066,47,34490.132,34494.798,34721.497
10,mtMAM+I,16940.029,48,33976.057,33980.927,34212.344
11,mtMAM+G4,16094.896,48,32285.792,32290.662,32522.079
12,mtMAM+I+G4,16093.570,49,32285.140,32290.218,32526.350
13,mtMAM+F,16251.905,66,32635.810,32645.139,32960.704
14,mtMAM+F+I,16045.488,67,32224.977,32234.599,32554.794
15,mtMAM+F+G4,15419.101,67,30972.202,30981.824,31302.019
16,mtMAM+F+I+G4,15419.293,68,30974.586,30984.506,31309.326
17,JTT,15393.813,47,30881.627,30886.293,31112.991
18,JTT+I,15211.113,48,30518.226,30523.095,30754.512
19,JTT+G4,14915.146,48,29926.292,29931.162,30162.579
20,JTT+I+G4,14914.595,49,29927.190,29932.268,30168.400
21,JTT+F,15367.800,66,30867.599,30876.928,31192.494
22,JTT+F+I,15188.215,67,30510.429,30520.051,30840.247
23,JTT+F+G4,14889.778,67,29913.556,29923.178,30243.374
24,JTT+F+I+G4,14889.363,68,29914.726,29924.646,30249.466
25,WAG,15600.208,47,31294.416,31299.082,31525.780
26,WAG+I,15415.832,48,30927.665,30932.534,31163.952
27,WAG+G4,15114.063,48,30324.126,30328.995,30560.413
28,WAG+I+G4,15113.740,49,30325.480,30330.558,30566.690
29,WAG+F,15572.087,66,31276.173,31285.502,31601.068
30,WAG+F+I,15392.576,67,30919.152,30928.774,31248.970
31,WAG+F+G4,15072.678,67,30279.356,30288.978,30609.173
32,WAG+F+I+G4,15072.596,68,30281.192,30291.112,30615.932
33,cpREV,15764.365,47,31622.729,31627.395,31854.094
34,cpREV+I,15560.378,48,31216.757,31221.627,31453.044
35,cpREV+G4,15210.591,48,30517.182,30522.052,30753.469
36,cpREV+I+G4,15209.894,49,30517.787,30522.865,30758.997
37,cpREV+F,15725.364,66,31582.729,31592.058,31907.623
38,cpREV+F+I,15529.953,67,31193.906,31203.528,31523.723
39,cpREV+F+G4,15159.015,67,30452.031,30461.653,30781.848
40,cpREV+F+I+G4,15158.234,68,30452.468,30462.388,30787.208
41,mtREV,16548.758,47,33191.516,33196.182,33422.880
42,mtREV+I,16331.500,48,32759.001,32763.870,32995.288
43,mtREV+G4,15818.170,48,31732.339,31737.209,31968.626
44,mtREV+I+G4,15817.547,49,31733.093,31738.171,31974.303
45,mtREV+F,15827.599,66,31787.198,31796.527,32112.092
46,mtREV+F+I,15647.646,67,31429.292,31438.914,31759.109
47,mtREV+F+G4,15215.473,67,30564.945,30574.567,30894.762
48,mtREV+F+I+G4,15215.803,68,30567.607,30577.526,30902.347
49,rtREV,15819.377,47,31732.753,31737.419,31964.118
50,rtREV+I,15634.517,48,31365.034,31369.903,31601.321
51,rtREV+G4,15294.710,48,30685.420,30690.290,30921.707
52,rtREV+I+G4,15294.825,49,30687.650,30692.728,30928.859
53,rtREV+F,15685.462,66,31502.924,31512.253,31827.818
54,rtREV+F+I,15514.650,67,31163.300,31172.922,31493.117
55,rtREV+F+G4,15166.281,67,30466.563,30476.185,30796.380
56,rtREV+F+I+G4,15166.644,68,30469.288,30479.208,30804.028
57,mtART,17394.573,47,34883.146,34887.812,35114.510
58,mtART+I,17091.262,48,34278.524,34283.393,34514.811
59,mtART+G4,16269.582,48,32635.165,32640.034,32871.452
60,mtART+I+G4,16267.744,49,32633.488,32638.566,32874.698
61,mtART+F,16439.379,66,33010.757,33020.086,33335.652
62,mtART+F+I,16233.220,67,32600.441,32610.063,32930.258
63,mtART+F+G4,15583.292,67,31300.585,31310.207,31630.402
64,mtART+F+I+G4,15583.799,68,31303.599,31313.519,31638.339
65,mtZOA,16652.565,47,33399.130,33403.796,33630.494
66,mtZOA+I,16421.651,48,32939.301,32944.171,33175.588
67,mtZOA+G4,15790.272,48,31676.544,31681.413,31912.831
68,mtZOA+I+G4,15789.023,49,31676.047,31681.124,31917.256
69,mtZOA+F,15978.301,66,32088.602,32097.931,32413.496
70,mtZOA+F+I,15800.174,67,31734.347,31743.969,32064.165
71,mtZOA+F+G4,15303.160,67,30740.320,30749.942,31070.137
72,mtZOA+F+I+G4,15303.625,68,30743.249,30753.169,31077.989
73,VT,15520.525,47,31135.051,31139.717,31366.415
74,VT+I,15338.876,48,30773.751,30778.621,31010.038
75,VT+G4,15069.175,48,30234.350,30239.220,30470.637
76,VT+I+G4,15068.600,49,30235.201,30240.279,30476.410
77,VT+F,15473.021,66,31078.041,31087.370,31402.936
78,VT+F+I,15300.789,67,30735.579,30745.201,31065.396
79,VT+F+G4,15027.179,67,30188.359,30197.981,30518.176
80,VT+F+I+G4,15026.754,68,30189.507,30199.427,30524.247
81,LG,15715.907,47,31525.814,31530.480,31757.178
82,LG+I,15520.786,48,31137.572,31142.442,31373.859
83,LG+G4,15174.278,48,30444.556,30449.426,30680.843
84,LG+I+G4,15174.323,49,30446.645,30451.723,30687.855
85,LG+F,15600.083,66,31332.166,31341.495,31657.061
86,LG+F+I,15423.258,67,30980.516,30990.138,31310.333
87,LG+F+G4,15074.008,67,30282.015,30291.637,30611.832
88,LG+F+I+G4,15074.230,68,30284.461,30294.380,30619.200
89,DCMut,15762.355,47,31618.711,31623.377,31850.075
90,DCMut+I,15580.297,48,31256.593,31261.463,31492.880
91,DCMut+G4,15236.844,48,30569.688,30574.557,30805.974
92,DCMut+I+G4,15236.175,49,30570.351,30575.428,30811.560
93,DCMut+F,15735.314,66,31602.627,31611.956,31927.522
94,DCMut+F+I,15551.738,67,31237.476,31247.098,31567.293
95,DCMut+F+G4,15185.927,67,30505.855,30515.477,30835.672
96,DCMut+F+I+G4,15185.488,68,30506.975,30516.895,30841.715
97,PMB,15725.629,47,31545.258,31549.924,31776.622
98,PMB+I,15524.870,48,31145.740,31150.610,31382.027
99,PMB+G4,15239.897,48,30575.794,30580.663,30812.081
100,PMB+I+G4,15239.233,49,30576.466,30581.544,30817.676
101,PMB+F,15706.334,66,31544.668,31553.997,31869.563
102,PMB+F+I,15520.203,67,31174.406,31184.028,31504.224
103,PMB+F+G4,15227.140,67,30588.280,30597.902,30918.097
104,PMB+F+I+G4,15226.757,68,30589.513,30599.433,30924.253
105,HIVb,15826.704,47,31747.407,31752.073,31978.772
106,HIVb+I,15578.110,48,31252.221,31257.091,31488.508
107,HIVb+G4,15155.069,48,30406.138,30411.007,30642.425
108,HIVb+I+G4,15154.156,49,30406.312,30411.390,30647.521
109,HIVb+F,15736.798,66,31605.596,31614.925,31930.490
110,HIVb+F+I,15493.023,67,31120.046,31129.668,31449.863
111,HIVb+F+G4,15071.702,67,30277.404,30287.025,30607.221
112,HIVb+F+I+G4,15070.881,68,30277.762,30287.682,30612.502
113,HIVw,16352.036,47,32798.072,32802.738,33029.436
114,HIVw+I,16082.543,48,32261.085,32265.955,32497.372
115,HIVw+G4,15628.573,48,31353.146,31358.015,31589.433
116,HIVw+I+G4,15627.681,49,31353.362,31358.440,31594.572
117,HIVw+F,16066.623,66,32265.246,32274.575,32590.140
118,HIVw+F+I,15803.914,67,31741.829,31751.451,32071.646
119,HIVw+F+G4,15374.202,67,30882.404,30892.026,31212.221
120,HIVw+F+I+G4,15373.329,68,30882.658,30892.578,31217.398
121,JTTDCMut,15407.653,47,30909.305,30913.971,31140.669
122,JTTDCMut+I,15224.154,48,30544.307,30549.177,30780.594
123,JTTDCMut+G4,14926.586,48,29949.172,29954.041,30185.459
124,JTTDCMut+I+G4,14926.010,49,29950.020,29955.097,30191.229
125,JTTDCMut+F,15381.792,66,30895.584,30904.913,31220.479
126,JTTDCMut+F+I,15201.337,67,30536.674,30546.296,30866.491
