No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,11185.005,11,22392.010,22392.201,22449.625
2,Dayhoff+I,10985.520,12,21995.040,21995.267,22057.894
3,Dayhoff+G4,10937.357,12,21898.714,21898.940,21961.567
4,Dayhoff+I+G4,10937.117,13,21900.234,21900.499,21968.325
5,Dayhoff+F,11096.926,30,22253.852,22255.220,22410.985
6,Dayhoff+F+I,10899.949,31,21861.898,21863.358,22024.269
7,Dayhoff+F+G4,10848.766,31,21759.531,21760.991,21921.903
8,Dayhoff+F+I+G4,10848.955,32,21761.910,21763.466,21929.519
9,mtMAM,11977.516,11,23977.031,23977.223,24034.647
10,mtMAM+I,11659.951,12,23343.902,23344.129,23406.756
11,mtMAM+G4,11392.300,12,22808.599,22808.826,22871.453
12,mtMAM+I+G4,11394.058,13,22814.117,22814.381,22882.208
13,mtMAM+F,11487.899,30,23035.797,23037.165,23192.931
14,mtMAM+F+I,11171.506,31,22405.011,22406.471,22567.382
15,mtMAM+F+G4,10979.424,31,22020.847,22022.307,22183.219
16,mtMAM+F+I+G4,10980.060,32,22024.119,22025.674,22191.728
17,JTT,11052.147,11,22126.294,22126.485,22183.909
18,JTT+I,10871.654,12,21767.307,21767.533,21830.160
19,JTT+G4,10826.041,12,21676.083,21676.309,21738.936
20,JTT+I+G4,10825.501,13,21677.002,21677.266,21745.093
21,JTT+F,11023.379,30,22106.759,22108.127,22263.892
22,JTT+F+I,10841.552,31,21745.104,21746.564,21907.475
23,JTT+F+G4,10791.024,31,21644.048,21645.508,21806.419
24,JTT+F+I+G4,10790.586,32,21645.172,21646.727,21812.781
25,WAG,11023.420,11,22068.839,22069.031,22126.455
26,WAG+I,10855.218,12,21734.435,21734.662,21797.289
27,WAG+G4,10822.662,12,21669.324,21669.551,21732.178
28,WAG+I+G4,10821.820,13,21669.640,21669.905,21737.731
29,WAG+F,10986.408,30,22032.816,22034.184,22189.950
30,WAG+F+I,10818.459,31,21698.918,21700.378,21861.289
31,WAG+F+G4,10782.024,31,21626.047,21627.507,21788.418
32,WAG+F+I+G4,10781.301,32,21626.602,21628.157,21794.211
33,cpREV,11057.536,11,22137.073,22137.264,22194.688
34,cpREV+I,10884.576,12,21793.152,21793.379,21856.006
35,cpREV+G4,10834.760,12,21693.520,21693.746,21756.373
36,cpREV+I+G4,10834.337,13,21694.674,21694.939,21762.766
37,cpREV+F,11029.782,30,22119.563,22120.931,22276.697
38,cpREV+F+I,10850.900,31,21763.801,21765.260,21926.172
39,cpREV+F+G4,10799.714,31,21661.429,21662.888,21823.800
40,cpREV+F+I+G4,10799.208,32,21662.415,21663.970,21830.024
41,mtREV,11608.666,11,23239.331,23239.523,23296.947
42,mtREV+I,11389.191,12,22802.381,22802.607,22865.234
43,mtREV+G4,11271.814,12,22567.629,22567.855,22630.482
44,mtREV+I+G4,11272.201,13,22570.402,22570.666,22638.493
45,mtREV+F,11162.950,30,22385.900,22387.267,22543.033
46,mtREV+F+I,10947.669,31,21957.338,21958.797,22119.709
47,mtREV+F+G4,10857.277,31,21776.554,21778.014,21938.926
48,mtREV+F+I+G4,10857.014,32,21778.028,21779.584,21945.637
49,rtREV,11167.825,11,22357.649,22357.841,22415.265
50,rtREV+I,10989.378,12,22002.756,22002.982,22065.609
51,rtREV+G4,10936.119,12,21896.238,21896.464,21959.091
52,rtREV+I+G4,10935.692,13,21897.384,21897.648,21965.475
53,rtREV+F,11064.649,30,22189.298,22190.666,22346.431
54,rtREV+F+I,10877.648,31,21817.296,21818.756,21979.667
55,rtREV+F+G4,10816.625,31,21695.249,21696.709,21857.620
56,rtREV+F+I+G4,10816.314,32,21696.629,21698.184,21864.238
57,mtART,11847.110,11,23716.220,23716.412,23773.836
