No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,19333.993,41,38749.986,38752.890,38959.625
2,Dayhoff+I,19110.052,42,38304.104,38307.152,38518.856
3,Dayhoff+G4,18891.141,42,37866.283,37869.331,38081.035
4,Dayhoff+I+G4,18890.468,43,37866.937,37870.133,38086.802
5,Dayhoff+F,19424.008,60,38968.017,38974.289,39274.805
6,Dayhoff+F+I,19191.858,61,38505.716,38512.203,38817.618
7,Dayhoff+F+G4,18952.590,61,38027.180,38033.667,38339.081
8,Dayhoff+F+I+G4,18952.148,62,38028.295,38035.001,38345.310
9,mtMAM,20170.345,41,40422.689,40425.593,40632.328
10,mtMAM+I,19868.968,42,39821.935,39824.983,40036.687
11,mtMAM+G4,19550.453,42,39184.907,39187.955,39399.659
12,mtMAM+I+G4,19544.151,43,39174.302,39177.498,39394.167
13,mtMAM+F,19369.194,60,38858.388,38864.660,39165.176
14,mtMAM+F+I,19114.426,61,38350.852,38357.339,38662.753
15,mtMAM+F+G4,18905.113,61,37932.226,37938.713,38244.128
16,mtMAM+F+I+G4,18901.435,62,37926.869,37933.575,38243.884
17,JTT,18667.909,41,37417.817,37420.721,37627.456
18,JTT+I,18439.574,42,36963.149,36966.197,37177.901
19,JTT+G4,18314.516,42,36713.031,36716.080,36927.783
20,JTT+I+G4,18310.767,43,36707.533,36710.729,36927.398
21,JTT+F,18703.715,60,37527.430,37533.702,37834.218
22,JTT+F+I,18468.078,61,37058.156,37064.644,37370.058
23,JTT+F+G4,18325.597,61,36773.194,36779.681,37085.096
24,JTT+F+I+G4,18322.054,62,36768.108,36774.813,37085.122
25,WAG,19266.822,41,38615.644,38618.548,38825.283
26,WAG+I,19034.164,42,38152.328,38155.376,38367.080
27,WAG+G4,18874.886,42,37833.773,37836.821,38048.525
28,WAG+I+G4,18873.051,43,37832.103,37835.299,38051.968
29,WAG+F,19323.025,60,38766.049,38772.322,39072.838
30,WAG+F+I,19080.617,61,38283.234,38289.721,38595.135
31,WAG+F+G4,18897.174,61,37916.347,37922.834,38228.249
32,WAG+F+I+G4,18895.535,62,37915.070,37921.775,38232.084
33,cpREV,19350.216,41,38782.432,38785.336,38992.071
34,cpREV+I,19093.522,42,38271.044,38274.092,38485.796
35,cpREV+G4,18882.480,42,37848.960,37852.008,38063.712
36,cpREV+I+G4,18881.517,43,37849.035,37852.231,38068.900
37,cpREV+F,19428.114,60,38976.227,38982.500,39283.016
38,cpREV+F+I,19165.714,61,38453.427,38459.915,38765.329
39,cpREV+F+G4,18908.081,61,37938.162,37944.649,38250.064
40,cpREV+F+I+G4,18907.850,62,37939.700,37946.405,38256.715
41,mtREV,19930.347,41,39942.695,39945.599,40152.334
42,mtREV+I,19686.081,42,39456.162,39459.210,39670.914
43,mtREV+G4,19489.294,42,39062.588,39065.636,39277.340
44,mtREV+I+G4,19485.371,43,39056.742,39059.938,39276.607
45,mtREV+F,19401.937,60,38923.874,38930.147,39230.663
46,mtREV+F+I,19171.582,61,38465.165,38471.652,38777.066
47,mtREV+F+G4,18953.505,61,38029.011,38035.498,38340.912
48,mtREV+F+I+G4,18952.212,62,38028.423,38035.129,38345.438
49,rtREV,19686.063,41,39454.125,39457.029,39663.764
50,rtREV+I,19429.291,42,38942.583,38945.631,39157.335
51,rtREV+G4,19261.978,42,38607.955,38611.003,38822.707
52,rtREV+I+G4,19259.223,43,38604.445,38607.641,38824.310
53,rtREV+F,19623.347,60,39366.694,39372.966,39673.482
54,rtREV+F+I,19370.325,61,38862.650,38869.137,39174.551
55,rtREV+F+G4,19189.688,61,38501.376,38507.863,38813.277
56,rtREV+F+I+G4,19187.179,62,38498.358,38505.063,38815.372
57,mtART,21045.054,41,42172.107,42175.011,42381.746
58,mtART+I,20710.873,42,41505.747,41508.795,41720.499
59,mtART+G4,20372.226,42,40828.453,40831.501,41043.205
60,mtART+I+G4,20367.134,43,40820.268,40823.464,41040.133
61,mtART+F,20191.269,60,40502.539,40508.811,40809.327
62,mtART+F+I,19916.145,61,39954.290,39960.777,40266.192
63,mtART+F+G4,19614.981,61,39351.962,39358.449,39663.863
64,mtART+F+I+G4,19613.334,62,39350.668,39357.373,39667.682
65,mtZOA,20262.335,41,40606.670,40609.573,40816.308
66,mtZOA+I,19989.885,42,40063.770,40066.818,40278.522
67,mtZOA+G4,19737.093,42,39558.185,39561.233,39772.937
68,mtZOA+I+G4,19732.911,43,39551.821,39555.017,39771.686
69,mtZOA+F,19687.732,60,39495.464,39501.736,39802.252
70,mtZOA+F+I,19448.879,61,39019.758,39026.246,39331.660
71,mtZOA+F+G4,19214.102,61,38550.203,38556.691,38862.105
72,mtZOA+F+I+G4,19213.167,62,38550.334,38557.040,38867.349
73,VT,19228.976,41,38539.951,38542.855,38749.590
74,VT+I,18994.360,42,38072.721,38075.769,38287.473
75,VT+G4,18872.865,42,37829.730,37832.778,38044.482
76,VT+I+G4,18869.514,43,37825.028,37828.223,38044.893
77,VT+F,19239.813,60,38599.626,38605.899,38906.415
78,VT+F+I,19000.900,61,38123.801,38130.288,38435.702
79,VT+F+G4,18860.864,61,37843.729,37850.216,38155.630
80,VT+F+I+G4,18857.806,62,37839.612,37846.318,38156.627
81,LG,19439.738,41,38961.475,38964.379,39171.114
82,LG+I,19192.890,42,38469.780,38472.828,38684.532
83,LG+G4,19043.008,42,38170.017,38173.065,38384.769
84,LG+I+G4,19040.049,43,38166.099,38169.295,38385.964
85,LG+F,19394.260,60,38908.520,38914.792,39215.308
86,LG+F+I,19148.043,61,38418.087,38424.574,38729.989
87,LG+F+G4,18976.754,61,38075.509,38081.996,38387.410
88,LG+F+I+G4,18974.195,62,38072.390,38079.096,38389.405
89,DCMut,19334.783,41,38751.566,38754.470,38961.205
90,DCMut+I,19110.768,42,38305.535,38308.583,38520.287
91,DCMut+G4,18892.887,42,37869.774,37872.822,38084.526
92,DCMut+I+G4,18891.966,43,37869.932,37873.128,38089.797
93,DCMut+F,19423.960,60,38967.920,38974.193,39274.709
94,DCMut+F+I,19191.797,61,38505.594,38512.081,38817.495
95,DCMut+F+G4,18953.671,61,38029.342,38035.830,38341.244
96,DCMut+F+I+G4,18953.021,62,38030.042,38036.748,38347.057
97,PMB,19657.329,41,39396.658,39399.562,39606.297
98,PMB+I,19412.349,42,38908.697,38911.745,39123.449
99,PMB+G4,19285.942,42,38655.885,38658.933,38870.637
100,PMB+I+G4,19282.680,43,38651.360,38654.556,38871.225
101,PMB+F,19658.764,60,39437.529,39443.801,39744.317
102,PMB+F+I,19413.407,61,38948.814,38955.301,39260.715
103,PMB+F+G4,19265.435,61,38652.871,38659.358,38964.773
104,PMB+F+I+G4,19262.846,62,38649.691,38656.397,38966.706
105,HIVb,18703.271,41,37488.542,37491.446,37698.181
106,HIVb+I,18427.360,42,36938.719,36941.768,37153.471
107,HIVb+G4,18282.472,42,36648.944,36651.992,36863.695
108,HIVb+I+G4,18276.313,43,36638.625,36641.821,36858.490
109,HIVb+F,18611.704,60,37343.408,37349.680,37650.196
110,HIVb+F+I,18347.152,61,36816.304,36822.791,37128.206
111,HIVb+F+G4,18182.846,61,36487.693,36494.180,36799.594
112,HIVb+F+I+G4,18177.669,62,36479.339,36486.044,36796.354
113,HIVw,19081.671,41,38245.342,38248.245,38454.980
114,HIVw+I,18753.949,42,37591.898,37594.946,37806.650
115,HIVw+G4,18521.169,42,37126.338,37129.386,37341.090
116,HIVw+I+G4,18516.956,43,37119.912,37123.108,37339.777
117,HIVw+F,18852.532,60,37825.064,37831.336,38131.852
118,HIVw+F+I,18522.556,61,37167.111,37173.599,37479.013
119,HIVw+F+G4,18326.241,61,36774.483,36780.970,37086.385
120,HIVw+F+I+G4,18320.800,62,36765.600,36772.306,37082.615
121,JTTDCMut,18679.773,41,37441.547,37444.451,37651.186
122,JTTDCMut+I,18452.165,42,36988.330,36991.378,37203.082
123,JTTDCMut+G4,18325.329,42,36734.659,36737.707,36949.411
124,JTTDCMut+I+G4,18321.527,43,36729.055,36732.251,36948.920
125,JTTDCMut+F,18719.583,60,37559.165,37565.438,37865.954
126,JTTDCMut+F+I,18484.760,61,37091.520,37098.007,37403.421
127,JTTDCMut+F+G4,18340.630,61,36803.259,36809.747,37115.161
128,JTTDCMut+F+I+G4,18337.135,62,36798.269,36804.975,37115.284
129,FLU,19040.950,41,38163.901,38166.805,38373.540
130,FLU+I,18755.095,42,37594.191,37597.239,37808.943
131,FLU+G4,18574.032,42,37232.064,37235.112,37446.816
132,FLU+I+G4,18569.426,43,37224.853,37228.049,37444.718
133,FLU+F,18972.412,60,38064.824,38071.097,38371.613
134,FLU+F+I,18679.610,61,37481.220,37487.707,37793.121
135,FLU+F+G4,18496.924,61,37115.848,37122.335,37427.750
136,FLU+F+I+G4,18492.163,62,37108.325,37115.031,37425.340
137,Blosum62,19804.570,41,39691.139,39694.043,39900.778
138,Blosum62+I,19551.187,42,39186.374,39189.422,39401.126
139,Blosum62+G4,19409.053,42,38902.106,38905.154,39116.858
140,Blosum62+I+G4,19406.106,43,38898.213,38901.409,39118.078
141,Blosum62+F,19771.747,60,39663.495,39669.767,39970.283
142,Blosum62+F+I,19514.885,61,39151.770,39158.257,39463.671
143,Blosum62+F+G4,19346.691,61,38815.382,38821.869,39127.284
144,Blosum62+F+I+G4,19344.550,62,38813.101,38819.806,39130.116
