No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,20713.524,11,41449.047,41449.188,41510.023
2,Dayhoff+I,20542.572,12,41109.144,41109.311,41175.663
3,Dayhoff+G4,20476.935,12,40977.871,40978.037,41044.390
4,Dayhoff+I+G4,20469.975,13,40965.950,40966.145,41038.013
5,Dayhoff+F,20641.262,30,41342.524,41343.525,41508.822
6,Dayhoff+F+I,20453.356,31,40968.713,40969.782,41140.554
7,Dayhoff+F+G4,20371.394,31,40804.789,40805.858,40976.630
8,Dayhoff+F+I+G4,20365.898,32,40795.795,40796.934,40973.180
9,mtMAM,22855.076,11,45732.151,45732.292,45793.127
10,mtMAM+I,22319.246,12,44662.493,44662.659,44729.012
11,mtMAM+G4,21812.948,12,43649.896,43650.062,43716.415
12,mtMAM+I+G4,21809.343,13,43644.687,43644.881,43716.749
13,mtMAM+F,21381.354,30,42822.707,42823.709,42989.006
14,mtMAM+F+I,20997.115,31,42056.231,42057.300,42228.072
15,mtMAM+F+G4,20695.163,31,41452.326,41453.395,41624.167
16,mtMAM+F+I+G4,20692.863,32,41449.726,41450.865,41627.111
17,JTT,20556.181,11,41134.363,41134.503,41195.339
18,JTT+I,20381.858,12,40787.715,40787.882,40854.235
19,JTT+G4,20336.391,12,40696.783,40696.949,40763.302
20,JTT+I+G4,20328.070,13,40682.140,40682.334,40754.202
21,JTT+F,20429.276,30,40918.552,40919.554,41084.850
22,JTT+F+I,20249.208,31,40560.416,40561.485,40732.257
23,JTT+F+G4,20195.809,31,40453.618,40454.686,40625.459
24,JTT+F+I+G4,20188.228,32,40440.456,40441.595,40617.841
25,WAG,20476.449,11,40974.899,40975.039,41035.875
26,WAG+I,20345.513,12,40715.026,40715.193,40781.545
27,WAG+G4,20318.781,12,40661.562,40661.729,40728.081
28,WAG+I+G4,20310.394,13,40646.789,40646.983,40718.851
29,WAG+F,20399.397,30,40858.794,40859.796,41025.093
30,WAG+F+I,20261.132,31,40584.263,40585.332,40756.105
31,WAG+F+G4,20221.760,31,40505.519,40506.588,40677.361
32,WAG+F+I+G4,20215.547,32,40495.094,40496.232,40672.479
33,cpREV,20736.414,11,41494.828,41494.968,41555.804
34,cpREV+I,20585.850,12,41195.700,41195.867,41262.219
35,cpREV+G4,20521.770,12,41067.540,41067.707,41134.060
36,cpREV+I+G4,20517.665,13,41061.330,41061.524,41133.392
37,cpREV+F,20581.081,30,41222.163,41223.165,41388.461
38,cpREV+F+I,20424.970,31,40911.941,40913.010,41083.782
39,cpREV+F+G4,20336.101,31,40734.201,40735.270,40906.043
40,cpREV+F+I+G4,20334.356,32,40732.712,40733.851,40910.097
41,mtREV,22014.325,11,44050.649,44050.790,44111.625
42,mtREV+I,21738.933,12,43501.866,43502.033,43568.386
43,mtREV+G4,21529.269,12,43082.539,43082.705,43149.058
44,mtREV+I+G4,21526.586,13,43079.172,43079.366,43151.234
45,mtREV+F,20818.383,30,41696.767,41697.769,41863.065
46,mtREV+F+I,20610.498,31,41282.996,41284.065,41454.837
47,mtREV+F+G4,20454.622,31,40971.244,40972.313,41143.085
48,mtREV+F+I+G4,20453.454,32,40970.907,40972.046,41148.292
49,rtREV,20759.467,11,41540.935,41541.076,41601.911
50,rtREV+I,20580.814,12,41185.627,41185.794,41252.146
51,rtREV+G4,20513.950,12,41051.899,41052.066,41118.419
52,rtREV+I+G4,20508.237,13,41042.474,41042.668,41114.536
53,rtREV+F,20604.798,30,41269.597,41270.598,41435.895
54,rtREV+F+I,20422.593,31,40907.187,40908.255,41079.028
55,rtREV+F+G4,20345.692,31,40753.383,40754.452,40925.225
56,rtREV+F+I+G4,20341.130,32,40746.260,40747.399,40923.645
57,mtART,22783.292,11,45588.583,45588.724,45649.559
58,mtART+I,22292.450,12,44608.901,44609.067,44675.420
59,mtART+G4,21864.227,12,43752.454,43752.620,43818.973
60,mtART+I+G4,21861.533,13,43749.067,43749.261,43821.129
61,mtART+F,21414.735,30,42889.470,42890.472,43055.769
62,mtART+F+I,21064.866,31,42191.731,42192.800,42363.573
63,mtART+F+G4,20732.856,31,41527.712,41528.781,41699.554
64,mtART+F+I+G4,20733.734,32,41531.468,41532.607,41708.853
65,mtZOA,22241.081,11,44504.163,44504.304,44565.139
66,mtZOA+I,21845.393,12,43714.787,43714.953,43781.306
67,mtZOA+G4,21536.963,12,43097.925,43098.092,43164.445
