No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,11193.173,11,22408.345,22408.537,22465.961
2,Dayhoff+I,10983.977,12,21991.955,21992.181,22054.808
3,Dayhoff+G4,10930.914,12,21885.828,21886.054,21948.681
4,Dayhoff+I+G4,10930.877,13,21887.754,21888.018,21955.845
5,Dayhoff+F,11104.634,30,22269.268,22270.636,22426.402
6,Dayhoff+F+I,10898.319,31,21858.637,21860.097,22021.008
7,Dayhoff+F+G4,10841.817,31,21745.634,21747.094,21908.005
8,Dayhoff+F+I+G4,10842.153,32,21748.306,21749.861,21915.915
9,mtMAM,11988.939,11,23999.877,24000.069,24057.493
10,mtMAM+I,11662.970,12,23349.940,23350.167,23412.794
11,mtMAM+G4,11383.334,12,22790.668,22790.894,22853.521
12,mtMAM+I+G4,11385.085,13,22796.170,22796.435,22864.261
13,mtMAM+F,11500.835,30,23061.670,23063.038,23218.804
14,mtMAM+F+I,11175.500,31,22412.999,22414.459,22575.370
15,mtMAM+F+G4,10972.566,31,22007.132,22008.591,22169.503
16,mtMAM+F+I+G4,10973.164,32,22010.327,22011.883,22177.936
17,JTT,11060.989,11,22143.978,22144.170,22201.594
18,JTT+I,10870.773,12,21765.547,21765.773,21828.400
19,JTT+G4,10819.751,12,21663.502,21663.729,21726.356
20,JTT+I+G4,10819.248,13,21664.495,21664.760,21732.587
21,JTT+F,11032.380,30,22124.760,22126.128,22281.894
22,JTT+F+I,10841.206,31,21744.412,21745.871,21906.783
23,JTT+F+G4,10784.882,31,21631.764,21633.224,21794.135
24,JTT+F+I+G4,10784.479,32,21632.957,21634.513,21800.566
25,WAG,11033.847,11,22089.694,22089.886,22147.310
26,WAG+I,10855.877,12,21735.754,21735.980,21798.607
27,WAG+G4,10818.488,12,21660.975,21661.202,21723.829
28,WAG+I+G4,10817.766,13,21661.531,21661.796,21729.622
29,WAG+F,10996.832,30,22053.663,22055.031,22210.797
30,WAG+F+I,10819.345,31,21700.690,21702.150,21863.061
31,WAG+F+G4,10777.804,31,21617.607,21619.067,21779.978
32,WAG+F+I+G4,10777.179,32,21618.358,21619.913,21785.967
33,cpREV,11071.265,11,22164.529,22164.721,22222.145
34,cpREV+I,10886.876,12,21797.752,21797.978,21860.605
35,cpREV+G4,10832.860,12,21689.720,21689.946,21752.573
36,cpREV+I+G4,10832.473,13,21690.946,21691.210,21759.037
37,cpREV+F,11044.094,30,22148.187,22149.555,22305.321
38,cpREV+F+I,10853.752,31,21769.504,21770.963,21931.875
39,cpREV+F+G4,10797.939,31,21657.878,21659.338,21820.249
40,cpREV+F+I+G4,10797.469,32,21658.939,21660.494,21826.548
41,mtREV,11622.901,11,23267.802,23267.993,23325.417
42,mtREV+I,11393.899,12,22811.798,22812.024,22874.651
43,mtREV+G4,11267.516,12,22559.031,22559.258,22621.885
44,mtREV+I+G4,11267.880,13,22561.759,22562.024,22629.850
45,mtREV+F,11178.282,30,22416.564,22417.931,22573.697
46,mtREV+F+I,10952.906,31,21967.811,21969.271,22130.183
47,mtREV+F+G4,10854.430,31,21770.859,21772.319,21933.230
48,mtREV+F+I+G4,10854.154,32,21772.308,21773.863,21939.916
49,rtREV,11171.907,11,22365.813,22366.005,22423.429
50,rtREV+I,10984.214,12,21992.428,21992.655,22055.282
51,rtREV+G4,10926.758,12,21877.517,21877.743,21940.370
52,rtREV+I+G4,10926.387,13,21878.774,21879.038,21946.865
53,rtREV+F,11069.305,30,22198.610,22199.978,22355.743
54,rtREV+F+I,10873.249,31,21808.497,21809.957,21970.868
55,rtREV+F+G4,10807.517,31,21677.034,21678.494,21839.405
56,rtREV+F+I+G4,10807.245,32,21678.490,21680.046,21846.099
57,mtART,11861.569,11,23745.137,23745.329,23802.753
58,mtART+I,11562.250,12,23148.500,23148.727,23211.353
59,mtART+G4,11324.452,12,22672.904,22673.130,22735.757
60,mtART+I+G4,11325.339,13,22676.679,22676.943,22744.770
61,mtART+F,11401.113,30,22862.227,22863.594,23019.360
62,mtART+F+I,11130.150,31,22322.301,22323.761,22484.672
63,mtART+F+G4,10945.491,31,21952.981,21954.441,22115.353
64,mtART+F+I+G4,10945.790,32,21955.579,21957.134,22123.188
65,mtZOA,11620.319,11,23262.638,23262.829,23320.253
66,mtZOA+I,11364.490,12,22752.979,22753.205,22815.832
67,mtZOA+G4,11173.834,12,22371.668,22371.894,22434.521
68,mtZOA+I+G4,11175.078,13,22376.157,22376.421,22444.248
69,mtZOA+F,11247.653,30,22555.307,22556.675,22712.440
70,mtZOA+F+I,11007.065,31,22076.131,22077.591,22238.502
71,mtZOA+F+G4,10868.220,31,21798.441,21799.901,21960.812
72,mtZOA+F+I+G4,10868.278,32,21800.557,21802.112,21968.165
73,VT,11011.839,11,22045.678,22045.869,22103.293
74,VT+I,10847.424,12,21718.849,21719.075,21781.702
75,VT+G4,10816.486,12,21656.971,21657.198,21719.825
76,VT+I+G4,10815.981,13,21657.962,21658.226,21726.053
77,VT+F,10986.959,30,22033.918,22035.286,22191.052
78,VT+F+I,10822.075,31,21706.150,21707.610,21868.522
79,VT+F+G4,10788.016,31,21638.032,21639.492,21800.403
80,VT+F+I+G4,10787.572,32,21639.144,21640.699,21806.753
81,LG,11059.713,11,22141.427,22141.618,22199.042
82,LG+I,10864.237,12,21752.475,21752.701,21815.328
83,LG+G4,10801.507,12,21627.013,21627.239,21689.866
84,LG+I+G4,10800.986,13,21627.971,21628.236,21696.063
85,LG+F,11043.890,30,22147.780,22149.147,22304.913
86,LG+F+I,10845.576,31,21753.153,21754.612,21915.524
87,LG+F+G4,10775.843,31,21613.685,21615.145,21776.056
88,LG+F+I+G4,10775.447,32,21614.895,21616.450,21782.503
89,DCMut,11192.249,11,22406.499,22406.690,22464.114
90,DCMut+I,10983.663,12,21991.326,21991.552,22054.179
91,DCMut+G4,10931.255,12,21886.510,21886.737,21949.363
92,DCMut+I+G4,10930.388,13,21886.777,21887.041,21954.868
93,DCMut+F,11103.607,30,22267.214,22268.581,22424.347
94,DCMut+F+I,10897.890,31,21857.780,21859.240,22020.151
95,DCMut+F+G4,10842.012,31,21746.025,21747.484,21908.396
96,DCMut+F+I+G4,10841.264,32,21746.528,21748.083,21914.136
97,PMB,11078.137,11,22178.273,22178.465,22235.889
98,PMB+I,10916.470,12,21856.940,21857.167,21919.794
99,PMB+G4,10884.988,12,21793.977,21794.203,21856.830
100,PMB+I+G4,10884.469,13,21794.938,21795.202,21863.029
101,PMB+F,11047.785,30,22155.569,22156.937,22312.703
102,PMB+F+I,10882.837,31,21827.673,21829.133,21990.045
103,PMB+F+G4,10848.402,31,21758.805,21760.264,21921.176
104,PMB+F+I+G4,10847.886,32,21759.773,21761.328,21927.382
105,HIVb,11348.777,11,22719.553,22719.745,22777.169
106,HIVb+I,11076.639,12,22177.279,22177.505,22240.132
107,HIVb+G4,10988.829,12,22001.658,22001.885,22064.512
108,HIVb+I+G4,10987.596,13,22001.192,22001.456,22069.283
109,HIVb+F,11271.627,30,22603.254,22604.622,22760.388
110,HIVb+F+I,10989.211,31,22040.422,22041.881,22202.793
111,HIVb+F+G4,10894.568,31,21851.137,21852.597,22013.508
112,HIVb+F+I+G4,10893.277,32,21850.555,21852.110,22018.163
113,HIVw,11625.711,11,23273.422,23273.613,23331.037
114,HIVw+I,11340.882,12,22705.764,22705.990,22768.617
115,HIVw+G4,11246.298,12,22516.597,22516.823,22579.450
116,HIVw+I+G4,11244.801,13,22515.601,22515.866,22583.693
117,HIVw+F,11429.061,30,22918.123,22919.490,23075.256
118,HIVw+F+I,11136.210,31,22334.420,22335.880,22496.791
119,HIVw+F+G4,11044.561,31,22151.121,22152.581,22313.492
120,HIVw+F+I+G4,11043.033,32,22150.066,22151.622,22317.675
121,JTTDCMut,11062.452,11,22146.905,22147.096,22204.520
122,JTTDCMut+I,10872.116,12,21768.231,21768.458,21831.085
123,JTTDCMut+G4,10820.667,12,21665.333,21665.560,21728.187
124,JTTDCMut+I+G4,10820.195,13,21666.389,21666.654,21734.481
125,JTTDCMut+F,11033.703,30,22127.406,22128.774,22284.539
126,JTTDCMut+F+I,10842.277,31,21746.554,21748.014,21908.925
127,JTTDCMut+F+G4,10785.638,31,21633.277,21634.737,21795.648
128,JTTDCMut+F+I+G4,10785.239,32,21634.477,21636.032,21802.086
129,FLU,11284.093,11,22590.185,22590.376,22647.801
130,FLU+I,11052.497,12,22128.994,22129.220,22191.847
131,FLU+G4,10961.732,12,21947.464,21947.691,22010.317
132,FLU+I+G4,10961.529,13,21949.058,21949.322,22017.149
133,FLU+F,11212.392,30,22484.783,22486.151,22641.916
134,FLU+F+I,10975.941,31,22013.881,22015.341,22176.252
135,FLU+F+G4,10873.429,31,21808.858,21810.318,21971.229
136,FLU+F+I+G4,10873.449,32,21810.898,21812.453,21978.507
137,Blosum62,11062.898,11,22147.796,22147.987,22205.411
138,Blosum62+I,10901.616,12,21827.231,21827.458,21890.084
139,Blosum62+G4,10867.220,12,21758.439,21758.665,21821.292
140,Blosum62+I+G4,10866.736,13,21759.471,21759.736,21827.562
141,Blosum62+F,11046.191,30,22152.382,22153.750,22309.515
142,Blosum62+F+I,10881.475,31,21824.950,21826.410,21987.321
143,Blosum62+F+G4,10844.227,31,21750.454,21751.914,21912.825
144,Blosum62+F+I+G4,10843.750,32,21751.499,21753.054,21919.108
145,mtMet,11618.496,11,23258.993,23259.184,23316.608
146,mtMet+I,11383.369,12,22790.739,22790.965,22853.592
147,mtMet+G4,11242.413,12,22508.826,22509.052,22571.679
148,mtMet+I+G4,11242.757,13,22511.513,22511.777,22579.604
149,mtMet+F,11199.022,30,22458.044,22459.411,22615.177
