No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,4178.256,13,8382.512,8383.078,8440.852
2,Dayhoff+I,4139.906,14,8307.812,8308.466,8370.639
3,Dayhoff+G4,4120.591,14,8269.181,8269.835,8332.009
4,Dayhoff+I+G4,4121.346,15,8272.692,8273.441,8340.008
5,Dayhoff+F,4139.536,32,8343.072,8346.456,8486.678
6,Dayhoff+F+I,4102.847,33,8271.693,8275.295,8419.787
7,Dayhoff+F+G4,4083.041,33,8232.083,8235.685,8380.176
8,Dayhoff+F+I+G4,4083.747,34,8235.494,8239.320,8388.075
9,mtMAM,4446.773,13,8919.547,8920.113,8977.887
10,mtMAM+I,4362.140,14,8752.280,8752.935,8815.108
11,mtMAM+G4,4300.734,14,8629.468,8630.122,8692.296
12,mtMAM+I+G4,4301.009,15,8632.019,8632.768,8699.334
13,mtMAM+F,4216.872,32,8497.743,8501.128,8641.349
14,mtMAM+F+I,4148.023,33,8362.045,8365.647,8510.139
15,mtMAM+F+G4,4105.530,33,8277.059,8280.661,8425.153
16,mtMAM+F+I+G4,4105.707,34,8279.414,8283.241,8431.996
17,JTT,4124.637,13,8275.274,8275.840,8333.614
18,JTT+I,4095.786,14,8219.571,8220.226,8282.399
19,JTT+G4,4084.287,14,8196.575,8197.229,8259.402
20,JTT+I+G4,4084.372,15,8198.744,8199.493,8266.059
21,JTT+F,4099.421,32,8262.842,8266.227,8406.448
22,JTT+F+I,4071.468,33,8208.937,8212.538,8357.030
23,JTT+F+G4,4059.827,33,8185.653,8189.255,8333.747
24,JTT+F+I+G4,4059.957,34,8187.914,8191.740,8340.495
25,WAG,4116.678,13,8259.357,8259.923,8317.697
26,WAG+I,4089.928,14,8207.855,8208.509,8270.683
27,WAG+G4,4081.804,14,8191.607,8192.262,8254.435
28,WAG+I+G4,4081.572,15,8193.143,8193.892,8260.459
29,WAG+F,4090.135,32,8244.270,8247.655,8387.876
30,WAG+F+I,4064.385,33,8194.769,8198.371,8342.863
31,WAG+F+G4,4056.219,33,8178.437,8182.039,8326.531
32,WAG+F+I+G4,4056.028,34,8180.056,8183.883,8332.637
33,cpREV,4169.357,13,8364.714,8365.280,8423.053
34,cpREV+I,4136.052,14,8300.103,8300.757,8362.931
35,cpREV+G4,4121.939,14,8271.879,8272.533,8334.706
36,cpREV+I+G4,4121.935,15,8273.870,8274.619,8341.185
37,cpREV+F,4116.391,32,8296.783,8300.167,8440.388
38,cpREV+F+I,4082.968,33,8231.936,8235.538,8380.029
39,cpREV+F+G4,4069.171,33,8204.342,8207.944,8352.435
40,cpREV+F+I+G4,4069.018,34,8206.035,8209.862,8358.616
41,mtREV,4347.726,13,8721.453,8722.019,8779.793
42,mtREV+I,4301.297,14,8630.593,8631.247,8693.421
43,mtREV+G4,4270.334,14,8568.669,8569.323,8631.497
44,mtREV+I+G4,4270.674,15,8571.348,8572.097,8638.663
45,mtREV+F,4145.847,32,8355.694,8359.079,8499.300
46,mtREV+F+I,4104.324,33,8274.649,8278.250,8422.742
47,mtREV+F+G4,4081.138,33,8228.276,8231.878,8376.370
48,mtREV+F+I+G4,4081.325,34,8230.651,8234.477,8383.232
49,rtREV,4178.517,13,8383.035,8383.601,8441.375
50,rtREV+I,4143.810,14,8315.620,8316.274,8378.447
51,rtREV+G4,4134.684,14,8297.369,8298.023,8360.196
52,rtREV+I+G4,4134.156,15,8298.311,8299.060,8365.626
53,rtREV+F,4124.251,32,8312.502,8315.887,8456.108
54,rtREV+F+I,4090.520,33,8247.040,8250.642,8395.134
55,rtREV+F+G4,4080.402,33,8226.805,8230.407,8374.899
56,rtREV+F+I+G4,4080.033,34,8228.065,8231.892,8380.647
57,mtART,4510.772,13,9047.543,9048.110,9105.883
58,mtART+I,4431.170,14,8890.341,8890.995,8953.168
59,mtART+G4,4362.889,14,8753.777,8754.432,8816.605
60,mtART+I+G4,4363.113,15,8756.226,8756.975,8823.541
61,mtART+F,4276.650,32,8617.300,8620.684,8760.906
62,mtART+F+I,4206.612,33,8479.224,8482.826,8627.318
63,mtART+F+G4,4151.643,33,8369.286,8372.888,8517.379
64,mtART+F+I+G4,4151.933,34,8371.866,8375.692,8524.447
65,mtZOA,4393.730,13,8813.460,8814.026,8871.800
66,mtZOA+I,4332.915,14,8693.831,8694.485,8756.658
67,mtZOA+G4,4288.661,14,8605.322,8605.976,8668.150
68,mtZOA+I+G4,4288.762,15,8607.524,8608.273,8674.839
69,mtZOA+F,4204.916,32,8473.833,8477.217,8617.438
70,mtZOA+F+I,4150.253,33,8366.505,8370.107,8514.599
71,mtZOA+F+G4,4115.830,33,8297.659,8301.261,8445.753
72,mtZOA+F+I+G4,4115.940,34,8299.880,8303.706,8452.461
73,VT,4116.109,13,8258.219,8258.785,8316.559
74,VT+I,4094.702,14,8217.404,8218.058,8280.231
75,VT+G4,4089.686,14,8207.372,8208.026,8270.199
76,VT+I+G4,4089.338,15,8208.675,8209.424,8275.990
77,VT+F,4082.057,32,8228.114,8231.499,8371.720
78,VT+F+I,4061.288,33,8188.577,8192.178,8336.670
79,VT+F+G4,4056.257,33,8178.513,8182.115,8326.607
80,VT+F+I+G4,4055.926,34,8179.851,8183.678,8332.433
81,LG,4151.870,13,8329.740,8330.306,8388.080
82,LG+I,4119.694,14,8267.388,8268.042,8330.216
83,LG+G4,4108.222,14,8244.445,8245.099,8307.272
84,LG+I+G4,4108.041,15,8246.082,8246.831,8313.397
85,LG+F,4106.442,32,8276.885,8280.269,8420.491
86,LG+F+I,4074.499,33,8214.998,8218.600,8363.092
87,LG+F+G4,4062.972,33,8191.943,8195.545,8340.037
88,LG+F+I+G4,4062.797,34,8193.595,8197.421,8346.176
89,DCMut,4177.758,13,8381.516,8382.082,8439.856
90,DCMut+I,4139.630,14,8307.260,8307.914,8370.087
91,DCMut+G4,4120.498,14,8268.997,8269.651,8331.824
92,DCMut+I+G4,4120.562,15,8271.125,8271.873,8338.440
93,DCMut+F,4139.014,32,8342.028,8345.413,8485.634
94,DCMut+F+I,4102.544,33,8271.089,8274.691,8419.183
95,DCMut+F+G4,4082.925,33,8231.851,8235.452,8379.944
96,DCMut+F+I+G4,4083.031,34,8234.062,8237.888,8386.643
97,PMB,4127.321,13,8280.642,8281.208,8338.982
98,PMB+I,4106.099,14,8240.197,8240.851,8303.025
99,PMB+G4,4101.756,14,8231.512,8232.166,8294.340
100,PMB+I+G4,4101.336,15,8232.672,8233.421,8299.987
101,PMB+F,4101.342,32,8266.684,8270.069,8410.290
102,PMB+F+I,4080.657,33,8227.314,8230.916,8375.408
103,PMB+F+G4,4076.484,33,8218.969,8222.571,8367.062
104,PMB+F+I+G4,4076.057,34,8220.113,8223.940,8372.694
105,HIVb,4227.561,13,8481.122,8481.688,8539.462
106,HIVb+I,4179.502,14,8387.004,8387.658,8449.832
107,HIVb+G4,4149.834,14,8327.669,8328.323,8390.496
108,HIVb+I+G4,4150.000,15,8330.000,8330.748,8397.315
109,HIVb+F,4178.055,32,8420.110,8423.495,8563.716
110,HIVb+F+I,4128.654,33,8323.309,8326.911,8471.402
111,HIVb+F+G4,4096.342,33,8258.684,8262.286,8406.778
112,HIVb+F+I+G4,4096.562,34,8261.123,8264.950,8413.705
113,HIVw,4349.382,13,8724.764,8725.331,8783.104
114,HIVw+I,4293.728,14,8615.457,8616.111,8678.284
115,HIVw+G4,4261.418,14,8550.837,8551.491,8613.664
116,HIVw+I+G4,4261.465,15,8552.931,8553.679,8620.246
117,HIVw+F,4221.261,32,8506.522,8509.907,8650.128
118,HIVw+F+I,4169.987,33,8405.973,8409.575,8554.067
119,HIVw+F+G4,4137.924,33,8341.848,8345.450,8489.941
120,HIVw+F+I+G4,4138.064,34,8344.129,8347.955,8496.710
121,JTTDCMut,4124.227,13,8274.455,8275.021,8332.795
122,JTTDCMut+I,4095.427,14,8218.854,8219.508,8281.681
123,JTTDCMut+G4,4083.821,14,8195.643,8196.297,8258.470
124,JTTDCMut+I+G4,4083.746,15,8197.491,8198.240,8264.806
125,JTTDCMut+F,4098.504,32,8261.008,8264.393,8404.614
126,JTTDCMut+F+I,4070.650,33,8207.299,8210.901,8355.393
127,JTTDCMut+F+G4,4058.881,33,8183.762,8187.364,8331.856
128,JTTDCMut+F+I+G4,4058.841,34,8185.682,8189.508,8338.263
129,FLU,4212.039,13,8450.079,8450.645,8508.419
130,FLU+I,4165.923,14,8359.846,8360.500,8422.673
131,FLU+G4,4142.037,14,8312.075,8312.729,8374.902
132,FLU+I+G4,4141.989,15,8313.979,8314.728,8381.294
133,FLU+F,4155.056,32,8374.113,8377.497,8517.719
134,FLU+F+I,4115.191,33,8296.382,8299.984,8444.476
135,FLU+F+G4,4091.038,33,8248.077,8251.679,8396.170
136,FLU+F+I+G4,4091.164,34,8250.327,8254.154,8402.909
137,Blosum62,4140.685,13,8307.371,8307.937,8365.711
138,Blosum62+I,4119.268,14,8266.537,8267.191,8329.365
139,Blosum62+G4,4115.629,14,8259.258,8259.913,8322.086
140,Blosum62+I+G4,4115.114,15,8260.228,8260.977,8327.544
141,Blosum62+F,4098.273,32,8260.546,8263.931,8404.152
142,Blosum62+F+I,4077.317,33,8220.634,8224.236,8368.728
143,Blosum62+F+G4,4073.555,33,8213.111,8216.712,8361.204
144,Blosum62+F+I+G4,4073.064,34,8214.128,8217.954,8366.709
145,mtMet,4385.183,13,8796.366,8796.932,8854.706
146,mtMet+I,4336.438,14,8700.875,8701.529,8763.703
147,mtMet+G4,4304.862,14,8637.724,8638.379,8700.552
148,mtMet+I+G4,4304.830,15,8639.660,8640.409,8706.975
149,mtMet+F,4151.661,32,8367.322,8370.707,8510.928
150,mtMet+F+I,4108.532,33,8283.063,8286.665,8431.157
151,mtMet+F+G4,4084.594,33,8235.188,8238.790,8383.281
152,mtMet+F+I+G4,4084.637,34,8237.275,8241.101,8389.856
153,mtVer,4399.740,13,8825.481,8826.047,8883.821
154,mtVer+I,4335.154,14,8698.309,8698.963,8761.136
155,mtVer+G4,4294.891,14,8617.783,8618.437,8680.610
156,mtVer+I+G4,4294.685,15,8619.371,8620.119,8686.686
157,mtVer+F,4188.155,32,8440.310,8443.694,8583.916
158,mtVer+F+I,4130.837,33,8327.675,8331.277,8475.769
159,mtVer+F+G4,4100.116,33,8266.231,8269.833,8414.325
160,mtVer+F+I+G4,4100.092,34,8268.184,8272.010,8420.765
161,mtInv,4435.575,13,8897.150,8897.716,8955.490
162,mtInv+I,4395.462,14,8818.923,8819.578,8881.751
163,mtInv+G4,4370.111,14,8768.223,8768.877,8831.050
164,mtInv+I+G4,4370.169,15,8770.338,8771.087,8837.653
165,mtInv+F,4137.644,32,8339.287,8342.672,8482.893
166,mtInv+F+I,4099.751,33,8265.502,8269.104,8413.595
167,mtInv+F+G4,4081.506,33,8229.012,8232.614,8377.106
168,mtInv+F+I+G4,4081.460,34,8230.920,8234.746,8383.501
