No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,15542.602,47,31179.204,31182.348,31428.390
2,Dayhoff+I,15086.760,48,30269.519,30272.800,30524.007
3,Dayhoff+G4,14903.638,48,29903.276,29906.557,30157.764
4,Dayhoff+I+G4,14897.008,49,29892.016,29895.435,30151.805
5,Dayhoff+F,15453.792,66,31039.585,31045.831,31389.505
6,Dayhoff+F+I,14999.266,67,30132.532,30138.972,30487.754
7,Dayhoff+F+G4,14816.136,67,29766.271,29772.711,30121.493
8,Dayhoff+F+I+G4,14809.590,68,29755.180,29761.816,30115.704
9,mtMAM,16766.966,47,33627.933,33631.077,33877.119
10,mtMAM+I,16061.951,48,32219.902,32223.182,32474.389
11,mtMAM+G4,15531.156,48,31158.312,31161.592,31412.799
12,mtMAM+I+G4,15527.873,49,31153.746,31157.165,31413.535
13,mtMAM+F,15909.035,66,31950.071,31956.317,32299.991
14,mtMAM+F+I,15274.026,67,30682.052,30688.492,31037.274
15,mtMAM+F+G4,14873.393,67,29880.787,29887.227,30236.009
16,mtMAM+F+I+G4,14869.198,68,29874.396,29881.032,30234.920
17,JTT,15312.677,47,30719.354,30722.498,30968.540
18,JTT+I,14876.153,48,29848.306,29851.587,30102.794
19,JTT+G4,14692.367,48,29480.733,29484.014,29735.221
20,JTT+I+G4,14687.064,49,29472.128,29475.547,29731.917
21,JTT+F,15217.946,66,30567.891,30574.137,30917.812
22,JTT+F+I,14787.248,67,29708.496,29714.936,30063.718
23,JTT+F+G4,14609.515,67,29353.030,29359.470,29708.252
24,JTT+F+I+G4,14603.977,68,29343.953,29350.590,29704.477
25,WAG,15522.268,47,31138.535,31141.680,31387.721
26,WAG+I,15084.224,48,30264.449,30267.729,30518.936
27,WAG+G4,14875.380,48,29846.759,29850.040,30101.247
28,WAG+I+G4,14870.602,49,29839.203,29842.622,30098.992
29,WAG+F,15412.023,66,30956.045,30962.291,31305.965
30,WAG+F+I,14979.295,67,30092.589,30099.029,30447.812
31,WAG+F+G4,14776.877,67,29687.753,29694.193,30042.975
32,WAG+F+I+G4,14772.017,68,29680.034,29686.670,30040.557
33,cpREV,15734.045,47,31562.091,31565.235,31811.277
34,cpREV+I,15261.975,48,30619.951,30623.231,30874.438
35,cpREV+G4,14996.392,48,30088.784,30092.064,30343.271
36,cpREV+I+G4,14992.270,49,30082.539,30085.959,30342.329
37,cpREV+F,15509.413,66,31150.826,31157.071,31500.746
38,cpREV+F+I,15052.696,67,30239.391,30245.831,30594.614
39,cpREV+F+G4,14804.300,67,29742.599,29749.039,30097.822
40,cpREV+F+I+G4,14799.467,68,29734.933,29741.570,30095.457
41,mtREV,16288.211,47,32670.422,32673.566,32919.608
42,mtREV+I,15732.170,48,31560.340,31563.620,31814.827
43,mtREV+G4,15371.782,48,30839.564,30842.844,31094.051
44,mtREV+I+G4,15369.788,49,30837.577,30840.996,31097.366
45,mtREV+F,15557.277,66,31246.554,31252.800,31596.474
46,mtREV+F+I,15045.506,67,30225.013,30231.452,30580.235
47,mtREV+F+G4,14745.668,67,29625.336,29631.775,29980.558
48,mtREV+F+I+G4,14742.307,68,29620.615,29627.251,29981.139
49,rtREV,15809.242,47,31712.485,31715.629,31961.671
50,rtREV+I,15338.796,48,30773.592,30776.873,31028.080
51,rtREV+G4,15079.770,48,30255.540,30258.821,30510.028
52,rtREV+I+G4,15076.815,49,30251.630,30255.050,30511.420
53,rtREV+F,15552.709,66,31237.418,31243.663,31587.338
54,rtREV+F+I,15092.426,67,30318.853,30325.292,30674.075
55,rtREV+F+G4,14848.591,67,29831.181,29837.621,30186.403
56,rtREV+F+I+G4,14845.341,68,29826.683,29833.319,30187.207
57,mtART,16899.741,47,33893.481,33896.626,34142.667
58,mtART+I,16211.011,48,32518.021,32521.302,32772.509
59,mtART+G4,15680.443,48,31456.887,31460.167,31711.374
60,mtART+I+G4,15673.501,49,31445.001,31448.421,31704.791
61,mtART+F,16101.810,66,32335.620,32341.865,32685.540
62,mtART+F+I,15502.705,67,31139.410,31145.849,31494.632
63,mtART+F+G4,15064.526,67,30263.052,30269.491,30618.274
64,mtART+F+I+G4,15058.913,68,30253.827,30260.463,30614.351
65,mtZOA,16292.669,47,32679.337,32682.482,32928.523
66,mtZOA+I,15721.980,48,31539.959,31543.239,31794.446
67,mtZOA+G4,15302.590,48,30701.179,30704.460,30955.667
68,mtZOA+I+G4,15299.226,49,30696.452,30699.871,30956.241
69,mtZOA+F,15733.710,66,31599.419,31605.665,31949.339
70,mtZOA+F+I,15215.557,67,30565.114,30571.553,30920.336
71,mtZOA+F+G4,14877.347,67,29888.694,29895.134,30243.917
72,mtZOA+F+I+G4,14873.359,68,29882.717,29889.354,30243.241
73,VT,15471.654,47,31037.309,31040.453,31286.494
74,VT+I,15058.052,48,30212.104,30215.384,30466.591
75,VT+G4,14871.226,48,29838.451,29841.732,30092.939
76,VT+I+G4,14867.286,49,29832.571,29835.991,30092.360
77,VT+F,15325.477,66,30782.953,30789.199,31132.874
78,VT+F+I,14919.682,67,29973.365,29979.805,30328.587
79,VT+F+G4,14738.122,67,29610.244,29616.684,29965.467
80,VT+F+I+G4,14734.035,68,29604.069,29610.706,29964.593
81,LG,15698.313,47,31490.627,31493.771,31739.812
82,LG+I,15219.719,48,30535.438,30538.718,30789.925
83,LG+G4,14970.295,48,30036.589,30039.869,30291.076
84,LG+I+G4,14966.678,49,30031.355,30034.775,30291.145
85,LG+F,15469.750,66,31071.501,31077.746,31421.421
86,LG+F+I,15011.577,67,30157.153,30163.593,30512.375
87,LG+F+G4,14779.867,67,29693.733,29700.173,30048.955
88,LG+F+I+G4,14775.852,68,29687.703,29694.340,30048.227
89,DCMut,15543.331,47,31180.662,31183.806,31429.847
90,DCMut+I,15087.683,48,30271.367,30274.647,30525.854
91,DCMut+G4,14906.035,48,29908.071,29911.351,30162.558
92,DCMut+I+G4,14899.358,49,29896.716,29900.136,30156.506
93,DCMut+F,15454.498,66,31040.997,31047.242,31390.917
94,DCMut+F+I,15000.095,67,30134.190,30140.630,30489.412
95,DCMut+F+G4,14818.444,67,29770.887,29777.327,30126.109
96,DCMut+F+I+G4,14811.867,68,29759.734,29766.370,30120.258
97,PMB,15637.348,47,31368.695,31371.840,31617.881
98,PMB+I,15207.089,48,30510.179,30513.459,30764.666
99,PMB+G4,15007.950,48,30111.899,30115.180,30366.387
