No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,15660.885,47,31415.770,31420.490,31646.623
2,Dayhoff+I,15483.220,48,31062.440,31067.365,31298.204
3,Dayhoff+G4,15160.039,48,30416.078,30421.003,30651.842
4,Dayhoff+I+G4,15159.341,49,30416.682,30421.819,30657.358
5,Dayhoff+F,15630.982,66,31393.963,31403.402,31718.139
6,Dayhoff+F+I,15452.294,67,31038.588,31048.323,31367.675
7,Dayhoff+F+G4,15107.964,67,30349.928,30359.663,30679.016
8,Dayhoff+F+I+G4,15107.524,68,30351.047,30361.083,30685.046
9,mtMAM,17094.214,47,34282.427,34287.147,34513.279
10,mtMAM+I,16840.098,48,33776.197,33781.122,34011.960
11,mtMAM+G4,16010.881,48,32117.762,32122.687,32353.526
12,mtMAM+I+G4,16009.474,49,32116.949,32122.085,32357.624
13,mtMAM+F,16143.217,66,32418.434,32427.873,32742.610
14,mtMAM+F+I,15941.319,67,32016.637,32026.372,32345.724
15,mtMAM+F+G4,15340.644,67,30815.289,30825.024,31144.376
16,mtMAM+F+I+G4,15340.818,68,30817.637,30827.673,31151.636
17,JTT,15305.738,47,30705.476,30710.195,30936.328
18,JTT+I,15127.062,48,30350.124,30355.050,30585.888
19,JTT+G4,14847.094,48,29790.187,29795.113,30025.951
20,JTT+I+G4,14846.236,49,29790.472,29795.608,30031.148
21,JTT+F,15277.567,66,30687.134,30696.573,31011.310
22,JTT+F+I,15102.171,67,30338.341,30348.076,30667.428
23,JTT+F+G4,14821.251,67,29776.501,29786.236,30105.588
24,JTT+F+I+G4,14820.521,68,29777.041,29787.078,30111.040
25,WAG,15499.501,47,31093.002,31097.721,31323.854
26,WAG+I,15320.348,48,30736.696,30741.622,30972.460
27,WAG+G4,15041.956,48,30179.911,30184.837,30415.675
28,WAG+I+G4,15041.213,49,30180.426,30185.562,30421.102
29,WAG+F,15467.426,66,31066.851,31076.290,31391.027
30,WAG+F+I,15293.425,67,30720.849,30730.584,31049.936
