No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,35392.914,49,70883.828,70885.674,71173.050
2,Dayhoff+I,34709.303,50,69518.606,69520.529,69813.731
3,Dayhoff+G4,34270.702,50,68641.404,68643.327,68936.529
4,Dayhoff+I+G4,34272.695,51,68647.389,68649.389,68948.416
5,Dayhoff+F,35415.542,68,70967.085,70970.646,71368.454
6,Dayhoff+F+I,34712.149,69,69562.298,69565.965,69969.570
7,Dayhoff+F+G4,34207.130,69,68552.260,68555.927,68959.531
8,Dayhoff+F+I+G4,34209.329,70,68558.658,68562.433,68971.832
9,mtMAM,36858.502,49,73815.003,73816.850,74104.225
10,mtMAM+I,36003.468,50,72106.937,72108.859,72402.061
11,mtMAM+G4,35441.571,50,70983.143,70985.065,71278.267
12,mtMAM+I+G4,35431.517,51,70965.034,70967.034,71266.061
13,mtMAM+F,35283.996,68,70703.991,70707.553,71105.360
14,mtMAM+F+I,34498.529,69,69135.058,69138.725,69542.330
15,mtMAM+F+G4,34046.387,69,68230.774,68234.441,68638.045
16,mtMAM+F+I+G4,34042.775,70,68225.551,68229.326,68638.725
17,JTT,34356.128,49,68810.256,68812.103,69099.478
18,JTT+I,33707.903,50,67515.806,67517.729,67810.931
19,JTT+G4,33356.833,50,66813.666,66815.589,67108.791
20,JTT+I+G4,33359.572,51,66821.144,66823.144,67122.171
21,JTT+F,34390.366,68,68916.732,68920.294,69318.102
22,JTT+F+I,33725.854,69,67589.708,67593.375,67996.980
23,JTT+F+G4,33329.129,69,66796.259,66799.926,67203.530
24,JTT+F+I+G4,33331.748,70,66803.497,66807.272,67216.671
25,WAG,35378.624,49,70855.248,70857.095,71144.470
26,WAG+I,34694.033,50,69488.065,69489.988,69783.190
27,WAG+G4,34284.083,50,68668.167,68670.089,68963.291
28,WAG+I+G4,34286.588,51,68675.176,68677.176,68976.203
29,WAG+F,35458.634,68,71053.268,71056.829,71454.637
30,WAG+F+I,34755.351,69,69648.703,69652.370,70055.975
31,WAG+F+G4,34279.264,69,68696.528,68700.195,69103.799
32,WAG+F+I+G4,34281.875,70,68703.751,68707.526,69116.925
33,cpREV,35736.575,49,71571.149,71572.995,71860.371
34,cpREV+I,34994.880,50,70089.761,70091.683,70384.885
35,cpREV+G4,34490.786,50,69081.573,69083.495,69376.697
36,cpREV+I+G4,34492.737,51,69087.473,69089.473,69388.500
37,cpREV+F,35814.984,68,71765.968,71769.529,72167.337
38,cpREV+F+I,35031.657,69,70201.314,70204.981,70608.585
39,cpREV+F+G4,34405.017,69,68948.035,68951.702,69355.307
40,cpREV+F+I+G4,34407.279,70,68954.557,68958.332,69367.731
41,mtREV,36325.868,49,72749.737,72751.583,73038.959
42,mtREV+I,35618.609,50,71337.218,71339.140,71632.342
