No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,5177.467,47,10448.934,10468.724,10619.093
2,Dayhoff+I,5110.696,48,10317.392,10338.115,10491.171
3,Dayhoff+G4,5014.401,48,10124.802,10145.525,10298.581
4,Dayhoff+I+G4,5013.749,49,10125.498,10147.180,10302.898
5,Dayhoff+F,5075.103,66,10282.206,10324.522,10521.153
6,Dayhoff+F+I,5010.747,67,10155.495,10199.303,10398.062
7,Dayhoff+F+G4,4914.125,67,9962.250,10006.057,10204.816
8,Dayhoff+F+I+G4,4913.665,68,9963.330,10008.664,10209.517
9,mtMAM,5779.873,47,11653.746,11673.535,11823.905
10,mtMAM+I,5650.118,48,11396.237,11416.959,11570.016
11,mtMAM+G4,5387.865,48,10871.731,10892.453,11045.510
12,mtMAM+I+G4,5387.243,49,10872.487,10894.168,11049.887
13,mtMAM+F,5334.287,66,10800.574,10842.890,11039.521
14,mtMAM+F+I,5236.122,67,10606.244,10650.051,10848.811
15,mtMAM+F+G4,5054.045,67,10242.089,10285.897,10484.656
16,mtMAM+F+I+G4,5052.500,68,10241.000,10286.334,10487.188
17,JTT,5060.168,47,10214.335,10234.125,10384.494
18,JTT+I,4993.133,48,10082.266,10102.988,10256.045
19,JTT+G4,4913.559,48,9923.118,9943.841,10096.898
20,JTT+I+G4,4912.946,49,9923.893,9945.574,10101.292
21,JTT+F,4978.400,66,10088.800,10131.116,10327.747
22,JTT+F+I,4913.960,67,9961.921,10005.728,10204.488
23,JTT+F+G4,4835.479,67,9804.959,9848.766,10047.525
24,JTT+F+I+G4,4834.903,68,9805.807,9851.140,10051.994
25,WAG,5115.982,47,10325.963,10345.753,10496.122
26,WAG+I,5049.607,48,10195.215,10215.937,10368.994
27,WAG+G4,4976.163,48,10048.326,10069.048,10222.105
28,WAG+I+G4,4975.280,49,10048.560,10070.241,10225.960
29,WAG+F,5008.549,66,10149.098,10191.414,10388.045
30,WAG+F+I,4947.541,67,10029.082,10072.890,10271.649
31,WAG+F+G4,4874.463,67,9882.925,9926.733,10125.492
32,WAG+F+I+G4,4873.752,68,9883.505,9928.838,10129.692
33,cpREV,5185.920,47,10465.840,10485.630,10635.999
34,cpREV+I,5109.098,48,10314.196,10334.918,10487.975
35,cpREV+G4,5009.593,48,10115.185,10135.908,10288.964
36,cpREV+I+G4,5008.948,49,10115.895,10137.577,10293.295
37,cpREV+F,5084.525,66,10301.050,10343.366,10539.996
38,cpREV+F+I,5015.302,67,10164.603,10208.411,10407.170
39,cpREV+F+G4,4915.167,67,9964.333,10008.141,10206.900
40,cpREV+F+I+G4,4914.704,68,9965.409,10010.742,10211.596
41,mtREV,5581.343,47,11256.685,11276.475,11426.844
42,mtREV+I,5474.562,48,11045.123,11065.846,11218.903
43,mtREV+G4,5306.803,48,10709.606,10730.329,10883.385
44,mtREV+I+G4,5305.403,49,10708.807,10730.488,10886.206
45,mtREV+F,5212.155,66,10556.310,10598.626,10795.257
46,mtREV+F+I,5133.057,67,10400.115,10443.922,10642.681
47,mtREV+F+G4,4998.438,67,10130.875,10174.683,10373.442
48,mtREV+F+I+G4,4997.505,68,10131.009,10176.342,10377.196
49,rtREV,5249.267,47,10592.533,10612.323,10762.692
50,rtREV+I,5165.748,48,10427.496,10448.218,10601.275
51,rtREV+G4,5075.865,48,10247.729,10268.452,10421.508
52,rtREV+I+G4,5074.814,49,10247.627,10269.308,10425.027
53,rtREV+F,5127.156,66,10386.312,10428.628,10625.259
54,rtREV+F+I,5052.973,67,10239.947,10283.754,10482.514
55,rtREV+F+G4,4963.292,67,10060.583,10104.391,10303.150
56,rtREV+F+I+G4,4962.244,68,10060.488,10105.822,10306.675
57,mtART,5972.280,47,12038.561,12058.350,12208.719
58,mtART+I,5801.389,48,11698.777,11719.500,11872.557
59,mtART+G4,5484.090,48,11064.179,11084.902,11237.958
60,mtART+I+G4,5482.898,49,11063.795,11085.477,11241.195
61,mtART+F,5537.561,66,11207.122,11249.437,11446.068
62,mtART+F+I,5416.582,67,10967.165,11010.972,11209.732
63,mtART+F+G4,5162.450,67,10458.901,10502.709,10701.468
64,mtART+F+I+G4,5161.421,68,10458.842,10504.175,10705.029
65,mtZOA,5632.206,47,11358.412,11378.201,11528.571
66,mtZOA+I,5501.698,48,11099.396,11120.119,11273.176
67,mtZOA+G4,5278.860,48,10653.719,10674.442,10827.498
68,mtZOA+I+G4,5277.501,49,10653.003,10674.684,10830.402
69,mtZOA+F,5311.718,66,10755.437,10797.753,10994.383
70,mtZOA+F+I,5215.580,67,10565.159,10608.967,10807.726
71,mtZOA+F+G4,5045.047,67,10224.093,10267.901,10466.660
72,mtZOA+F+I+G4,5043.975,68,10223.950,10269.283,10470.137
73,VT,5116.540,47,10327.081,10346.870,10497.239
74,VT+I,5046.802,48,10189.604,10210.326,10363.383
75,VT+G4,4977.013,48,10050.027,10070.749,10223.806
76,VT+I+G4,4976.200,49,10050.401,10072.082,10227.800
77,VT+F,5019.938,66,10171.876,10214.191,10410.822
78,VT+F+I,4955.719,67,10045.437,10089.245,10288.004
79,VT+F+G4,4886.475,67,9906.949,9950.757,10149.516
80,VT+F+I+G4,4885.777,68,9907.554,9952.888,10153.742
81,LG,5171.399,47,10436.799,10456.588,10606.958
82,LG+I,5090.993,48,10277.986,10298.708,10451.765
83,LG+G4,5003.655,48,10103.309,10124.032,10277.089
84,LG+I+G4,5002.746,49,10103.492,10125.173,10280.892
85,LG+F,5059.480,66,10250.961,10293.276,10489.907
86,LG+F+I,4988.509,67,10111.018,10154.826,10353.585
87,LG+F+G4,4902.362,67,9938.723,9982.531,10181.290
88,LG+F+I+G4,4901.511,68,9939.022,9984.356,10185.210
89,DCMut,5177.326,47,10448.652,10468.442,10618.811
90,DCMut+I,5110.549,48,10317.098,10337.820,10490.877
91,DCMut+G4,5014.493,48,10124.986,10145.709,10298.766
92,DCMut+I+G4,5013.710,49,10125.420,10147.101,10302.820
93,DCMut+F,5074.982,66,10281.965,10324.280,10520.911
94,DCMut+F+I,5010.643,67,10155.286,10199.094,10397.853
95,DCMut+F+G4,4914.289,67,9962.578,10006.385,10205.144
96,DCMut+F+I+G4,4913.714,68,9963.429,10008.762,10209.616
97,PMB,5163.603,47,10421.206,10440.995,10591.365
98,PMB+I,5087.620,48,10271.239,10291.962,10445.018
99,PMB+G4,5015.945,48,10127.890,10148.613,10301.669
100,PMB+I+G4,5014.959,49,10127.917,10149.599,10305.317
101,PMB+F,5078.690,66,10289.380,10331.696,10528.327
102,PMB+F+I,5014.364,67,10162.728,10206.535,10405.295
103,PMB+F+G4,4942.488,67,10018.976,10062.783,10261.543
104,PMB+F+I+G4,4941.858,68,10019.715,10065.048,10265.902
105,HIVb,5192.990,47,10479.980,10499.769,10650.138
106,HIVb+I,5115.736,48,10327.472,10348.195,10501.251
107,HIVb+G4,4993.821,48,10083.642,10104.364,10257.421
108,HIVb+I+G4,4993.739,49,10085.479,10107.160,10262.878
109,HIVb+F,5102.660,66,10337.321,10379.637,10576.267
110,HIVb+F+I,5026.271,67,10186.542,10230.350,10429.109
111,HIVb+F+G4,4898.552,67,9931.105,9974.912,10173.672
112,HIVb+F+I+G4,4898.428,68,9932.856,9978.189,10179.043
113,HIVw,5351.686,47,10797.372,10817.161,10967.531
114,HIVw+I,5275.788,48,10647.576,10668.299,10821.356
115,HIVw+G4,5165.535,48,10427.070,10447.793,10600.850
116,HIVw+I+G4,5165.288,49,10428.576,10450.257,10605.975
117,HIVw+F,5145.071,66,10422.143,10464.458,10661.089
118,HIVw+F+I,5068.086,67,10270.173,10313.980,10512.740
119,HIVw+F+G4,4953.346,67,10040.693,10084.501,10283.260
120,HIVw+F+I+G4,4953.312,68,10042.625,10087.958,10288.812
121,JTTDCMut,5064.739,47,10223.479,10243.268,10393.638
122,JTTDCMut+I,4997.941,48,10091.881,10112.604,10265.660
