No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,8143.216,49,16384.431,16396.743,16585.566
2,Dayhoff+I,8001.547,50,16103.093,16115.940,16308.333
3,Dayhoff+G4,7841.202,50,15782.405,15795.251,15987.644
4,Dayhoff+I+G4,7833.524,51,15769.047,15782.441,15978.391
5,Dayhoff+F,8104.436,68,16344.872,16369.632,16623.998
6,Dayhoff+F+I,7962.323,69,16062.647,16088.203,16345.878
7,Dayhoff+F+G4,7796.127,69,15730.253,15755.809,16013.484
8,Dayhoff+F+I+G4,7788.533,70,15717.067,15743.433,16004.402
9,mtMAM,8953.866,49,18005.732,18018.044,18206.867
10,mtMAM+I,8670.661,50,17441.322,17454.168,17646.561
11,mtMAM+G4,8313.352,50,16726.704,16739.550,16931.943
12,mtMAM+I+G4,8299.374,51,16700.748,16714.142,16910.092
13,mtMAM+F,8486.586,68,17109.172,17133.932,17388.298
14,mtMAM+F+I,8228.930,69,16595.859,16621.415,16879.090
15,mtMAM+F+G4,7953.706,69,16045.411,16070.967,16328.642
16,mtMAM+F+I+G4,7939.064,70,16018.128,16044.494,16305.463
17,JTT,8037.216,49,16172.432,16184.743,16373.567
18,JTT+I,7868.558,50,15837.116,15849.962,16042.355
19,JTT+G4,7745.528,50,15591.056,15603.903,15796.296
20,JTT+I+G4,7732.909,51,15567.817,15581.211,15777.162
21,JTT+F,8024.332,68,16184.664,16209.424,16463.790
22,JTT+F+I,7855.147,69,15848.294,15873.850,16131.525
23,JTT+F+G4,7738.778,69,15615.557,15641.112,15898.787
24,JTT+F+I+G4,7724.981,70,15589.963,15616.329,15877.298
25,WAG,8106.964,49,16311.929,16324.240,16513.064
26,WAG+I,7956.104,50,16012.207,16025.054,16217.447
27,WAG+G4,7819.421,50,15738.843,15751.689,15944.082
28,WAG+I+G4,7810.523,51,15723.046,15736.440,15932.391
29,WAG+F,8064.308,68,16264.617,16289.376,16543.743
30,WAG+F+I,7917.133,69,15972.266,15997.821,16255.497
31,WAG+F+G4,7788.169,69,15714.339,15739.894,15997.570
32,WAG+F+I+G4,7778.522,70,15697.044,15723.411,15984.380
33,cpREV,8279.211,49,16656.422,16668.734,16857.557
34,cpREV+I,8055.828,50,16211.656,16224.502,16416.896
35,cpREV+G4,7898.635,50,15897.269,15910.116,16102.509
36,cpREV+I+G4,7886.333,51,15874.667,15888.061,16084.011
37,cpREV+F,8246.222,68,16628.444,16653.204,16907.570
38,cpREV+F+I,8028.406,69,16194.812,16220.368,16478.043
39,cpREV+F+G4,7870.552,69,15879.103,15904.659,16162.334
40,cpREV+F+I+G4,7857.910,70,15855.820,15882.186,16143.156
41,mtREV,8695.508,49,17489.017,17501.328,17690.152
42,mtREV+I,8467.944,50,17035.889,17048.735,17241.129
43,mtREV+G4,8211.785,50,16523.570,16536.417,16728.810
44,mtREV+I+G4,8199.675,51,16501.350,16514.743,16710.694
45,mtREV+F,8295.510,68,16727.020,16751.780,17006.146
46,mtREV+F+I,8088.714,69,16315.428,16340.984,16598.659
47,mtREV+F+G4,7879.912,69,15897.824,15923.379,16181.055
48,mtREV+F+I+G4,7868.518,70,15877.036,15903.402,16164.371
49,rtREV,8380.063,49,16858.127,16870.438,17059.262
50,rtREV+I,8138.345,50,16376.689,16389.536,16581.929
51,rtREV+G4,7989.365,50,16078.729,16091.576,16283.969
52,rtREV+I+G4,7972.977,51,16047.953,16061.347,16257.297
53,rtREV+F,8290.610,68,16717.221,16741.981,16996.347
54,rtREV+F+I,8043.269,69,16224.538,16250.093,16507.769
55,rtREV+F+G4,7899.129,69,15936.258,15961.814,16219.489
56,rtREV+F+I+G4,7881.220,70,15902.440,15928.806,16189.775
57,mtART,9118.880,49,18335.760,18348.071,18536.895
58,mtART+I,8680.443,50,17460.885,17473.731,17666.125
59,mtART+G4,8313.845,50,16727.689,16740.535,16932.929
60,mtART+I+G4,8292.918,51,16687.835,16701.229,16897.180
61,mtART+F,8679.593,68,17495.186,17519.946,17774.312
62,mtART+F+I,8335.549,69,16809.097,16834.653,17092.328
63,mtART+F+G4,8019.170,69,16176.341,16201.896,16459.571
64,mtART+F+I+G4,8001.646,70,16143.292,16169.658,16430.628
65,mtZOA,8743.823,49,17585.645,17597.957,17786.780
66,mtZOA+I,8373.004,50,16846.007,16858.854,17051.247
67,mtZOA+G4,8096.476,50,16292.952,16305.799,16498.192
68,mtZOA+I+G4,8073.289,51,16248.577,16261.971,16457.921
69,mtZOA+F,8471.451,68,17078.903,17103.663,17358.029
70,mtZOA+F+I,8167.633,69,16473.265,16498.821,16756.496
71,mtZOA+F+G4,7926.559,69,15991.119,16016.674,16274.350
72,mtZOA+F+I+G4,7907.479,70,15954.958,15981.324,16242.294
73,VT,8124.933,49,16347.866,16360.178,16549.001
74,VT+I,7948.365,50,15996.731,16009.577,16201.971
75,VT+G4,7845.511,50,15791.021,15803.867,15996.261
76,VT+I+G4,7830.692,51,15763.384,15776.778,15972.729
77,VT+F,8089.539,68,16315.078,16339.838,16594.204
78,VT+F+I,7917.109,69,15972.219,15997.774,16255.450
79,VT+F+G4,7822.608,69,15783.216,15808.771,16066.447
80,VT+F+I+G4,7806.590,70,15753.179,15779.545,16040.515
81,LG,8221.623,49,16541.246,16553.558,16742.381
82,LG+I,8009.242,50,16118.484,16131.330,16323.723
83,LG+G4,7857.048,50,15814.096,15826.942,16019.335
84,LG+I+G4,7843.698,51,15789.396,15802.790,15998.741
85,LG+F,8167.996,68,16471.993,16496.753,16751.119
86,LG+F+I,7957.526,69,16053.052,16078.608,16336.283
87,LG+F+G4,7817.993,69,15773.987,15799.542,16057.217
88,LG+F+I+G4,7802.819,70,15745.639,15772.005,16032.974
89,DCMut,8142.655,49,16383.311,16395.622,16584.446
90,DCMut+I,8001.097,50,16102.193,16115.040,16307.433
91,DCMut+G4,7841.445,50,15782.890,15795.736,15988.130
92,DCMut+I+G4,7833.700,51,15769.400,15782.794,15978.745
93,DCMut+F,8103.730,68,16343.460,16368.220,16622.586
94,DCMut+F+I,7961.769,69,16061.538,16087.093,16344.768
95,DCMut+F+G4,7796.265,69,15730.530,15756.085,16013.761
96,DCMut+F+I+G4,7788.640,70,15717.279,15743.645,16004.615
97,PMB,8156.187,49,16410.373,16422.685,16611.508
98,PMB+I,8004.315,50,16108.631,16121.477,16313.870
99,PMB+G4,7891.690,50,15883.379,15896.226,16088.619
100,PMB+I+G4,7879.758,51,15861.517,15874.910,16070.861
101,PMB+F,8109.793,68,16355.586,16380.346,16634.712
102,PMB+F+I,7965.018,69,16068.036,16093.592,16351.267
103,PMB+F+G4,7859.308,69,15856.615,15882.171,16139.846
104,PMB+F+I+G4,7847.005,70,15834.009,15860.376,16121.345
105,HIVb,8291.636,49,16681.273,16693.585,16882.408
106,HIVb+I,8093.874,50,16287.747,16300.594,16492.987
107,HIVb+G4,7897.265,50,15894.529,15907.376,16099.769
108,HIVb+I+G4,7885.832,51,15873.664,15887.058,16083.009
109,HIVb+F,8187.001,68,16510.002,16534.762,16789.128
110,HIVb+F+I,7989.054,69,16116.108,16141.663,16399.339
111,HIVb+F+G4,7802.958,69,15743.917,15769.472,16027.148
112,HIVb+F+I+G4,7789.834,70,15719.667,15746.033,16007.003
113,HIVw,8577.853,49,17253.705,17266.017,17454.840
114,HIVw+I,8420.776,50,16941.553,16954.399,17146.792
115,HIVw+G4,8225.415,50,16550.830,16563.676,16756.070
116,HIVw+I+G4,8219.394,51,16540.789,16554.183,16750.133
117,HIVw+F,8291.035,68,16718.070,16742.830,16997.196
118,HIVw+F+I,8127.619,69,16393.239,16418.794,16676.470
119,HIVw+F+G4,7930.487,69,15998.975,16024.530,16282.206
120,HIVw+F+I+G4,7923.694,70,15987.388,16013.754,16274.724
121,JTTDCMut,8038.915,49,16175.831,16188.142,16376.966
122,JTTDCMut+I,7873.124,50,15846.247,15859.093,16051.487
123,JTTDCMut+G4,7748.834,50,15597.667,15610.513,15802.907
124,JTTDCMut+I+G4,7736.560,51,15575.120,15588.514,15784.465
125,JTTDCMut+F,8022.756,68,16181.512,16206.272,16460.638
126,JTTDCMut+F+I,7856.055,69,15850.111,15875.666,16133.342
127,JTTDCMut+F+G4,7738.312,69,15614.624,15640.179,15897.854
128,JTTDCMut+F+I+G4,7724.860,70,15589.721,15616.087,15877.056
129,FLU,8270.669,49,16639.338,16651.649,16840.473
130,FLU+I,8119.389,50,16338.778,16351.624,16544.018
131,FLU+G4,7910.482,50,15920.965,15933.811,16126.205
