No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,10186.385,41,20454.770,20460.647,20636.914
2,Dayhoff+I,10023.933,42,20131.866,20138.040,20318.452
3,Dayhoff+G4,9865.114,42,19814.229,19820.403,20000.816
4,Dayhoff+I+G4,9863.126,43,19812.252,19818.732,20003.281
5,Dayhoff+F,10019.027,60,20158.055,20170.965,20424.607
6,Dayhoff+F+I,9871.067,61,19864.133,19877.497,20135.128
7,Dayhoff+F+G4,9721.466,61,19564.932,19578.296,19835.927
8,Dayhoff+F+I+G4,9719.913,62,19563.827,19577.653,19839.264
9,mtMAM,10917.465,41,21916.929,21922.806,22099.073
10,mtMAM+I,10727.155,42,21538.310,21544.485,21724.897
11,mtMAM+G4,10319.157,42,20722.314,20728.488,20908.900
12,mtMAM+I+G4,10320.091,43,20726.182,20732.661,20917.211
13,mtMAM+F,10273.163,60,20666.325,20679.235,20932.878
14,mtMAM+F+I,10083.227,61,20288.455,20301.819,20559.450
15,mtMAM+F+G4,9793.898,61,19709.796,19723.160,19980.791
16,mtMAM+F+I+G4,9793.041,62,19710.083,19723.909,19985.520
17,JTT,9834.446,41,19750.892,19756.769,19933.036
18,JTT+I,9694.481,42,19472.961,19479.136,19659.548
19,JTT+G4,9575.978,42,19235.956,19242.130,19422.543
20,JTT+I+G4,9574.579,43,19235.158,19241.637,19426.187
21,JTT+F,9755.426,60,19630.851,19643.762,19897.404
22,JTT+F+I,9620.909,61,19363.818,19377.182,19634.813
23,JTT+F+G4,9503.271,61,19128.543,19141.907,19399.538
24,JTT+F+I+G4,9502.056,62,19128.112,19141.939,19403.550
25,WAG,9993.157,41,20068.315,20074.192,20250.459
26,WAG+I,9855.466,42,19794.933,19801.107,19981.519
27,WAG+G4,9738.232,42,19560.464,19566.638,19747.051
28,WAG+I+G4,9737.293,43,19560.586,19567.066,19751.616
29,WAG+F,9850.905,60,19821.809,19834.719,20088.362
30,WAG+F+I,9721.613,61,19565.226,19578.590,19836.221
31,WAG+F+G4,9610.701,61,19343.403,19356.767,19614.398
32,WAG+F+I+G4,9609.826,62,19343.652,19357.479,19619.090
33,cpREV,10080.262,41,20242.524,20248.402,20424.669
34,cpREV+I,9943.239,42,19970.478,19976.652,20157.064
35,cpREV+G4,9778.553,42,19641.106,19647.280,19827.692
36,cpREV+I+G4,9778.747,43,19643.493,19649.973,19834.523
37,cpREV+F,9901.997,60,19923.994,19936.904,20190.547
38,cpREV+F+I,9777.875,61,19677.750,19691.114,19948.745
39,cpREV+F+G4,9623.905,61,19369.810,19383.174,19640.805
40,cpREV+F+I+G4,9623.860,62,19371.721,19385.548,19647.158
41,mtREV,10625.745,41,21333.490,21339.367,21515.634
42,mtREV+I,10465.504,42,21015.008,21021.183,21201.595
43,mtREV+G4,10214.634,42,20513.268,20519.443,20699.855
44,mtREV+I+G4,10214.603,43,20515.207,20521.686,20706.236
45,mtREV+F,10076.066,60,20272.131,20285.041,20538.683
46,mtREV+F+I,9918.672,61,19959.345,19972.708,20230.339
47,mtREV+F+G4,9722.336,61,19566.672,19580.036,19837.667
48,mtREV+F+I+G4,9721.088,62,19566.176,19580.003,19841.614
