No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,29149.033,99,58496.066,58514.798,58996.371
2,Dayhoff+I,28918.291,100,58036.582,58055.711,58541.941
3,Dayhoff+G4,28467.715,100,57135.430,57154.559,57640.788
4,Dayhoff+I+G4,28448.879,101,57099.757,57119.287,57610.169
5,Dayhoff+F,28964.103,118,58164.206,58191.262,58760.530
6,Dayhoff+F+I,28725.478,119,57688.956,57716.497,58290.333
7,Dayhoff+F+G4,28256.886,119,56751.772,56779.313,57353.149
8,Dayhoff+F+I+G4,28238.758,120,56717.516,56745.547,57323.946
9,mtMAM,31262.145,99,62722.290,62741.022,63222.595
10,mtMAM+I,30935.302,100,62070.604,62089.733,62575.963
11,mtMAM+G4,29906.555,100,60013.110,60032.239,60518.469
12,mtMAM+I+G4,29896.531,101,59995.061,60014.591,60505.474
13,mtMAM+F,29557.980,118,59351.960,59379.016,59948.283
14,mtMAM+F+I,29273.627,119,58785.254,58812.795,59386.631
15,mtMAM+F+G4,28583.225,119,57404.450,57431.991,58005.827
16,mtMAM+F+I+G4,28571.292,120,57382.584,57410.615,57989.014
17,JTT,28365.615,99,56929.229,56947.962,57429.534
18,JTT+I,28136.055,100,56472.109,56491.238,56977.468
19,JTT+G4,27813.986,100,55827.972,55847.101,56333.331
20,JTT+I+G4,27790.951,101,55783.901,55803.431,56294.314
21,JTT+F,28195.461,118,56626.922,56653.978,57223.245
22,JTT+F+I,27967.418,119,56172.836,56200.377,56774.213
23,JTT+F+G4,27636.617,119,55511.234,55538.775,56112.611
24,JTT+F+I+G4,27614.773,120,55469.546,55497.577,56075.976
25,WAG,29061.078,99,58320.157,58338.889,58820.462
26,WAG+I,28826.488,100,57852.976,57872.105,58358.335
27,WAG+G4,28445.284,100,57090.568,57109.697,57595.926
28,WAG+I+G4,28425.284,101,57052.568,57072.098,57562.980
29,WAG+F,28852.452,118,57940.904,57967.960,58537.227
30,WAG+F+I,28619.994,119,57477.989,57505.530,58079.366
31,WAG+F+G4,28212.465,119,56662.930,56690.471,57264.307
32,WAG+F+I+G4,28194.008,120,56628.017,56656.048,57234.447
33,cpREV,29361.411,99,58920.822,58939.555,59421.127
