No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,15014.585,53,30135.170,30144.113,30375.921
2,Dayhoff+I,14867.786,54,29843.573,29852.869,30088.866
3,Dayhoff+G4,14657.931,54,29423.862,29433.158,29669.155
4,Dayhoff+I+G4,14653.281,55,29416.561,29426.217,29666.397
5,Dayhoff+F,15011.205,72,30166.410,30183.337,30493.468
6,Dayhoff+F+I,14863.337,73,29872.675,29890.100,30204.275
7,Dayhoff+F+G4,14644.203,73,29434.405,29451.831,29766.006
8,Dayhoff+F+I+G4,14640.243,74,29428.486,29446.418,29764.629
9,mtMAM,16056.463,53,32218.926,32227.869,32459.677
10,mtMAM+I,15823.536,54,31755.071,31764.367,32000.365
11,mtMAM+G4,15278.454,54,30664.908,30674.204,30910.202
12,mtMAM+I+G4,15272.395,55,30654.790,30664.445,30904.626
13,mtMAM+F,15318.154,72,30780.307,30797.235,31107.365
14,mtMAM+F+I,15120.380,73,30386.759,30404.185,30718.360
15,mtMAM+F+G4,14754.688,73,29655.376,29672.802,29986.976
16,mtMAM+F+I+G4,14749.821,74,29647.641,29665.574,29983.784
17,JTT,14659.472,53,29424.943,29433.887,29665.694
18,JTT+I,14493.842,54,29095.685,29104.981,29340.978
19,JTT+G4,14321.633,54,28751.266,28760.561,28996.559
20,JTT+I+G4,14315.869,55,28741.738,28751.393,28991.574
21,JTT+F,14666.467,72,29476.933,29493.861,29803.991
22,JTT+F+I,14500.613,73,29147.226,29164.652,29478.826
23,JTT+F+G4,14327.424,73,28800.847,28818.273,29132.448
24,JTT+F+I+G4,14321.642,74,28791.284,28809.216,29127.426
25,WAG,14935.919,53,29977.839,29986.783,30218.590
26,WAG+I,14777.718,54,29663.436,29672.732,29908.730
27,WAG+G4,14591.198,54,29290.396,29299.692,29535.690
28,WAG+I+G4,14586.743,55,29283.487,29293.142,29533.323
29,WAG+F,14970.584,72,30085.167,30102.095,30412.225
30,WAG+F+I,14812.273,73,29770.546,29787.972,30102.146
31,WAG+F+G4,14616.972,73,29379.943,29397.369,29711.544
32,WAG+F+I+G4,14612.771,74,29373.542,29391.474,29709.685
33,cpREV,15064.406,53,30234.813,30243.756,30475.564
34,cpREV+I,14887.975,54,29883.950,29893.246,30129.244
35,cpREV+G4,14648.465,54,29404.931,29414.227,29650.224
36,cpREV+I+G4,14644.534,55,29399.069,29408.724,29648.905
37,cpREV+F,15129.870,72,30403.740,30420.668,30730.798
38,cpREV+F+I,14957.444,73,30060.888,30078.314,30392.488
39,cpREV+F+G4,14702.440,73,29550.881,29568.307,29882.481
40,cpREV+F+I+G4,14699.001,74,29546.002,29563.935,29882.145
41,mtREV,15696.198,53,31498.397,31507.340,31739.148
42,mtREV+I,15502.069,54,31112.137,31121.433,31357.431
43,mtREV+G4,15171.632,54,30451.263,30460.559,30696.557
44,mtREV+I+G4,15166.403,55,30442.805,30452.460,30692.641
45,mtREV+F,15149.423,72,30442.847,30459.774,30769.905
46,mtREV+F+I,14983.085,73,30112.170,30129.596,30443.770
47,mtREV+F+G4,14713.240,73,29572.480,29589.906,29904.081
48,mtREV+F+I+G4,14710.040,74,29568.080,29586.012,29904.223
49,rtREV,15243.715,53,30593.431,30602.375,30834.182
50,rtREV+I,15055.542,54,30219.084,30228.380,30464.378
51,rtREV+G4,14852.720,54,29813.439,29822.735,30058.733
52,rtREV+I+G4,14846.485,55,29802.971,29812.626,30052.807
53,rtREV+F,15179.592,72,30503.184,30520.111,30830.242
54,rtREV+F+I,14994.774,73,30135.549,30152.975,30467.149
55,rtREV+F+G4,14788.567,73,29723.135,29740.560,30054.735
56,rtREV+F+I+G4,14782.722,74,29713.444,29731.377,30049.587
57,mtART,16387.792,53,32881.584,32890.528,33122.335
58,mtART+I,16116.030,54,32340.061,32349.357,32585.354
59,mtART+G4,15545.412,54,31198.823,31208.119,31444.117
60,mtART+I+G4,15541.171,55,31192.342,31201.997,31442.178
61,mtART+F,15704.767,72,31553.534,31570.462,31880.592
62,mtART+F+I,15496.470,73,31138.939,31156.365,31470.540
63,mtART+F+G4,15099.778,73,30345.556,30362.982,30677.156
64,mtART+F+I+G4,15096.011,74,30340.022,30357.954,30676.165
65,mtZOA,15788.433,53,31682.866,31691.810,31923.617
66,mtZOA+I,15564.698,54,31237.396,31246.692,31482.689
67,mtZOA+G4,15132.349,54,30372.699,30381.994,30617.992
68,mtZOA+I+G4,15128.007,55,30366.015,30375.670,30615.851
69,mtZOA+F,15305.035,72,30754.071,30770.998,31081.129
70,mtZOA+F+I,15125.056,73,30396.112,30413.538,30727.712
71,mtZOA+F+G4,14828.930,73,29803.860,29821.286,30135.460
72,mtZOA+F+I+G4,14825.049,74,29798.098,29816.030,30134.241
73,VT,14942.534,53,29991.068,30000.012,30231.819
74,VT+I,14775.113,54,29658.225,29667.521,29903.519
75,VT+G4,14611.553,54,29331.106,29340.402,29576.400
76,VT+I+G4,14606.015,55,29322.029,29331.685,29571.865
77,VT+F,14962.083,72,30068.166,30085.094,30395.224
78,VT+F+I,14796.124,73,29738.249,29755.675,30069.849
79,VT+F+G4,14631.995,73,29409.989,29427.415,29741.590
80,VT+F+I+G4,14626.339,74,29400.679,29418.611,29736.821
81,LG,15028.915,53,30163.831,30172.774,30404.582
82,LG+I,14848.314,54,29804.627,29813.923,30049.921
83,LG+G4,14637.711,54,29383.421,29392.717,29628.715
84,LG+I+G4,14633.200,55,29376.400,29386.055,29626.236
85,LG+F,15013.468,72,30170.936,30187.863,30497.994
86,LG+F+I,14837.876,73,29821.752,29839.178,30153.353
87,LG+F+G4,14633.334,73,29412.667,29430.093,29744.268
88,LG+F+I+G4,14628.543,74,29405.086,29423.018,29741.229
89,DCMut,15015.578,53,30137.156,30146.100,30377.907
90,DCMut+I,14868.674,54,29845.349,29854.644,30090.642
91,DCMut+G4,14659.474,54,29426.948,29436.243,29672.241
92,DCMut+I+G4,14654.784,55,29419.567,29429.223,29669.403
93,DCMut+F,15011.765,72,30167.530,30184.457,30494.588
94,DCMut+F+I,14863.819,73,29873.638,29891.064,30205.239
95,DCMut+F+G4,14645.382,73,29436.765,29454.191,29768.365
96,DCMut+F+I+G4,14641.401,74,29430.803,29448.735,29766.946
97,PMB,15206.735,53,30519.471,30528.415,30760.222
98,PMB+I,15033.015,54,30174.031,30183.326,30419.324
