No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,20556.462,105,41322.925,41359.179,41803.746
2,Dayhoff+I,20328.147,106,40868.293,40905.298,41353.694
3,Dayhoff+G4,19997.633,106,40207.267,40244.272,40692.667
4,Dayhoff+I+G4,19983.665,107,40181.330,40219.095,40671.310
5,Dayhoff+F,20436.649,124,41121.299,41173.400,41689.126
6,Dayhoff+F+I,20207.963,125,40665.926,40718.956,41238.332
7,Dayhoff+F+G4,19874.598,125,39999.195,40052.226,40571.602
8,Dayhoff+F+I+G4,19862.673,126,39977.346,40031.316,40554.332
9,mtMAM,21830.434,105,43870.869,43907.123,44351.690
10,mtMAM+I,21589.365,106,43390.730,43427.735,43876.131
11,mtMAM+G4,20807.234,106,41826.467,41863.472,42311.868
12,mtMAM+I+G4,20800.028,107,41814.055,41851.820,42304.035
13,mtMAM+F,21026.249,124,42300.499,42352.600,42868.326
14,mtMAM+F+I,20790.561,125,41831.122,41884.153,42403.529
15,mtMAM+F+G4,20242.515,125,40735.029,40788.060,41307.436
16,mtMAM+F+I+G4,20234.923,126,40721.847,40775.816,41298.832
17,JTT,20151.977,105,40513.954,40550.208,40994.775
18,JTT+I,19919.765,106,40051.531,40088.536,40536.931
19,JTT+G4,19604.547,106,39421.095,39458.100,39906.495
20,JTT+I+G4,19593.469,107,39400.938,39438.703,39890.918
21,JTT+F,20087.709,124,40423.418,40475.518,40991.245
22,JTT+F+I,19855.109,125,39960.219,40013.249,40532.625
23,JTT+F+G4,19536.481,125,39322.962,39375.993,39895.369
24,JTT+F+I+G4,19526.688,126,39305.377,39359.347,39882.363
25,WAG,20404.952,105,41019.905,41056.159,41500.726
26,WAG+I,20180.370,106,40572.741,40609.746,41058.142
27,WAG+G4,19862.599,106,39937.198,39974.203,40422.599
28,WAG+I+G4,19852.767,107,39919.534,39957.298,40409.514
29,WAG+F,20412.808,124,41073.616,41125.717,41641.444
30,WAG+F+I,20188.308,125,40626.615,40679.645,41199.022
31,WAG+F+G4,19852.661,125,39955.322,40008.352,40527.728
32,WAG+F+I+G4,19844.627,126,39941.254,39995.224,40518.240
33,cpREV,20436.553,105,41083.106,41119.360,41563.927
34,cpREV+I,20216.763,106,40645.526,40682.531,41130.926
35,cpREV+G4,19860.614,106,39933.229,39970.234,40418.629
36,cpREV+I+G4,19853.126,107,39920.252,39958.017,40410.232
37,cpREV+F,20514.047,124,41276.094,41328.195,41843.921
38,cpREV+F+I,20291.055,125,40832.111,40885.141,41404.517
39,cpREV+F+G4,19930.693,125,40111.385,40164.416,40683.792
40,cpREV+F+I+G4,19922.826,126,40097.652,40151.622,40674.638
41,mtREV,21251.018,105,42712.036,42748.290,43192.857
42,mtREV+I,21042.737,106,42297.474,42334.479,42782.875
43,mtREV+G4,20550.919,106,41313.838,41350.843,41799.239
44,mtREV+I+G4,20544.566,107,41303.132,41340.897,41793.112
45,mtREV+F,20609.421,124,41466.842,41518.943,42034.669
46,mtREV+F+I,20407.030,125,41064.059,41117.089,41636.466
47,mtREV+F+G4,20034.620,125,40319.240,40372.270,40891.646
