No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,11127.885,69,22393.770,22411.997,22697.159
2,Dayhoff+I,10759.558,70,21659.116,21677.906,21966.901
3,Dayhoff+G4,10605.446,70,21350.891,21369.682,21658.676
4,Dayhoff+I+G4,10584.126,71,21310.252,21329.616,21622.434
5,Dayhoff+F,11075.713,88,22327.426,22358.079,22714.355
6,Dayhoff+F+I,10716.326,89,21610.651,21642.063,22001.978
7,Dayhoff+F+G4,10560.246,89,21298.492,21329.904,21689.819
8,Dayhoff+F+I+G4,10540.842,90,21261.684,21293.865,21657.408
9,mtMAM,11985.107,69,24108.214,24126.441,24411.602
10,mtMAM+I,11592.546,70,23325.091,23343.881,23632.876
11,mtMAM+G4,11101.531,70,22343.062,22361.853,22650.848
12,mtMAM+I+G4,11091.682,71,22325.364,22344.727,22637.546
13,mtMAM+F,11538.791,88,23253.583,23284.236,23640.513
14,mtMAM+F+I,11140.802,89,22459.605,22491.016,22850.931
15,mtMAM+F+G4,10780.705,89,21739.411,21770.823,22130.738
16,mtMAM+F+I+G4,10766.099,90,21712.197,21744.378,22107.921
17,JTT,10939.381,69,22016.762,22034.988,22320.150
18,JTT+I,10581.025,70,21302.051,21320.841,21609.836
19,JTT+G4,10451.039,70,21042.078,21060.868,21349.863
20,JTT+I+G4,10433.111,71,21008.222,21027.585,21320.404
21,JTT+F,10929.269,88,22034.538,22065.192,22421.468
22,JTT+F+I,10570.689,89,21319.379,21350.790,21710.705
23,JTT+F+G4,10429.797,89,21037.594,21069.006,21428.921
24,JTT+F+I+G4,10413.190,90,21006.381,21038.561,21402.104
25,WAG,10971.094,69,22080.189,22098.415,22383.577
26,WAG+I,10636.583,70,21413.166,21431.956,21720.951
27,WAG+G4,10515.417,70,21170.834,21189.624,21478.619
28,WAG+I+G4,10497.824,71,21137.647,21157.011,21449.829
29,WAG+F,10959.968,88,22095.936,22126.589,22482.866
30,WAG+F+I,10624.842,89,21427.684,21459.096,21819.011
31,WAG+F+G4,10499.728,89,21177.455,21208.867,21568.782
32,WAG+F+I+G4,10482.602,90,21145.205,21177.386,21540.928
33,cpREV,11045.298,69,22228.597,22246.823,22531.985
34,cpREV+I,10733.242,70,21606.484,21625.274,21914.269
35,cpREV+G4,10570.441,70,21280.883,21299.673,21588.668
36,cpREV+I+G4,10556.910,71,21255.819,21275.183,21568.001
37,cpREV+F,11020.792,88,22217.585,22248.238,22604.514
38,cpREV+F+I,10694.812,89,21567.624,21599.036,21958.950
39,cpREV+F+G4,10543.165,89,21264.330,21295.742,21655.657
40,cpREV+F+I+G4,10527.592,90,21235.183,21267.364,21630.907
41,mtREV,11562.101,69,23262.202,23280.429,23565.591
42,mtREV+I,11209.380,70,22558.760,22577.550,22866.545
43,mtREV+G4,10954.745,70,22049.491,22068.281,22357.276
44,mtREV+I+G4,10940.954,71,22023.908,22043.272,22336.090
45,mtREV+F,11160.020,88,22496.040,22526.694,22882.970
46,mtREV+F+I,10807.529,89,21793.059,21824.471,22184.386
47,mtREV+F+G4,10619.415,89,21416.831,21448.242,21808.157
48,mtREV+F+I+G4,10601.206,90,21382.412,21414.593,21778.136
49,rtREV,11130.550,69,22399.099,22417.326,22702.488
50,rtREV+I,10780.891,70,21701.781,21720.571,22009.566
51,rtREV+G4,10628.696,70,21397.392,21416.182,21705.177
52,rtREV+I+G4,10611.942,71,21365.885,21385.248,21678.067
53,rtREV+F,11114.861,88,22405.722,22436.376,22792.652
54,rtREV+F+I,10748.599,89,21675.197,21706.609,22066.524
