No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,24539.791,115,49309.583,49366.713,49811.924
2,Dayhoff+I,24434.585,116,49101.170,49159.419,49607.880
3,Dayhoff+G4,23866.188,116,47964.375,48022.624,48471.085
4,Dayhoff+I+G4,23861.964,117,47957.928,48017.309,48469.006
5,Dayhoff+F,24455.191,134,49178.382,49259.141,49763.719
6,Dayhoff+F+I,24355.221,135,48980.441,49062.589,49570.147
7,Dayhoff+F+G4,23804.819,135,47879.638,47961.786,48469.344
8,Dayhoff+F+I+G4,23800.928,136,47873.856,47957.408,48467.930
9,mtMAM,26328.178,115,52886.355,52943.486,53388.697
10,mtMAM+I,26190.466,116,52612.931,52671.180,53119.641
11,mtMAM+G4,25017.257,116,50266.513,50324.762,50773.223
12,mtMAM+I+G4,25013.940,117,50261.880,50321.261,50772.958
13,mtMAM+F,25227.761,134,50723.523,50804.282,51308.860
14,mtMAM+F+I,25073.895,135,50417.790,50499.938,51007.495
15,mtMAM+F+G4,24215.131,135,48700.262,48782.409,49289.967
16,mtMAM+F+I+G4,24208.151,136,48688.303,48771.854,49282.376
17,JTT,23919.844,115,48069.687,48126.818,48572.029
18,JTT+I,23808.807,116,47849.615,47907.864,48356.325
19,JTT+G4,23309.364,116,46850.728,46908.977,47357.438
20,JTT+I+G4,23304.618,117,46843.236,46902.616,47354.314
21,JTT+F,23938.770,134,48145.540,48226.299,48730.878
22,JTT+F+I,23827.292,135,47924.585,48006.732,48514.290
23,JTT+F+G4,23325.080,135,46920.160,47002.308,47509.866
24,JTT+F+I+G4,23319.875,136,46911.750,46995.302,47505.824
25,WAG,24298.772,115,48827.545,48884.675,49329.886
26,WAG+I,24196.692,116,48625.385,48683.633,49132.094
27,WAG+G4,23721.908,116,47675.816,47734.065,48182.526
28,WAG+I+G4,23717.543,117,47669.087,47728.467,48180.165
29,WAG+F,24301.859,134,48871.719,48952.478,49457.056
30,WAG+F+I,24199.389,135,48668.778,48750.926,49258.483
31,WAG+F+G4,23698.252,135,47666.505,47748.652,48256.210
32,WAG+F+I+G4,23693.872,136,47659.743,47743.295,48253.816
33,cpREV,24484.192,115,49198.383,49255.514,49700.725
34,cpREV+I,24389.480,116,49010.959,49069.208,49517.669
35,cpREV+G4,23837.657,116,47907.314,47965.563,48414.023
36,cpREV+I+G4,23833.703,117,47901.405,47960.786,48412.483
37,cpREV+F,24567.700,134,49403.400,49484.159,49988.737
38,cpREV+F+I,24470.002,135,49210.004,49292.152,49799.709
39,cpREV+F+G4,23877.584,135,48025.168,48107.315,48614.873
40,cpREV+F+I+G4,23873.160,136,48018.319,48101.871,48612.393
41,mtREV,25456.425,115,51142.851,51199.982,51645.192
42,mtREV+I,25346.235,116,50924.470,50982.719,51431.179
43,mtREV+G4,24585.157,116,49402.314,49460.563,49909.024
44,mtREV+I+G4,24582.083,117,49398.166,49457.547,49909.244
45,mtREV+F,24670.132,134,49608.264,49689.023,50193.601
46,mtREV+F+I,24551.857,135,49373.715,49455.863,49963.420
47,mtREV+F+G4,23911.844,135,48093.689,48175.836,48683.394
48,mtREV+F+I+G4,23907.021,136,48086.041,48169.593,48680.115
49,rtREV,24640.109,115,49510.218,49567.349,50012.560
50,rtREV+I,24529.192,116,49290.385,49348.634,49797.095
51,rtREV+G4,24001.312,116,48234.624,48292.873,48741.334
52,rtREV+I+G4,23996.248,117,48226.496,48285.877,48737.574
53,rtREV+F,24654.998,134,49577.997,49658.756,50163.334
54,rtREV+F+I,24539.298,135,49348.596,49430.743,49938.301
55,rtREV+F+G4,23982.174,135,48234.347,48316.495,48824.053
56,rtREV+F+I+G4,23977.365,136,48226.729,48310.281,48820.803
57,mtART,26618.188,115,53466.376,53523.507,53968.718
58,mtART+I,26484.176,116,53200.351,53258.600,53707.061
59,mtART+G4,25365.763,116,50963.526,51021.775,51470.236
