No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,38819.476,111,77860.953,77871.395,78507.111
2,Dayhoff+I,38382.040,112,76988.080,76998.715,77640.059
3,Dayhoff+G4,37809.468,112,75842.936,75853.571,76494.915
4,Dayhoff+I+G4,37800.756,113,75827.512,75838.342,76485.313
5,Dayhoff+F,38528.709,130,77317.418,77331.837,78074.179
6,Dayhoff+F+I,38082.828,131,76427.656,76442.304,77190.238
7,Dayhoff+F+G4,37502.889,131,75267.777,75282.425,76030.360
8,Dayhoff+F+I+G4,37493.881,132,75251.763,75266.641,76020.167
9,mtMAM,41245.635,111,82713.270,82723.713,83359.428
10,mtMAM+I,40484.125,112,81192.251,81202.886,81844.230
11,mtMAM+G4,39437.791,112,79099.582,79110.217,79751.561
12,mtMAM+I+G4,39411.915,113,79049.831,79060.660,79707.631
13,mtMAM+F,39334.727,130,78929.454,78943.874,79686.215
14,mtMAM+F+I,38687.325,131,77636.649,77651.297,78399.232
15,mtMAM+F+G4,37809.813,131,75881.627,75896.275,76644.210
16,mtMAM+F+I+G4,37791.913,132,75847.827,75862.704,76616.230
17,JTT,38143.152,111,76508.305,76518.747,77154.463
18,JTT+I,37714.076,112,75652.153,75662.788,76304.132
19,JTT+G4,37237.126,112,74698.252,74708.887,75350.231
20,JTT+I+G4,37228.690,113,74683.381,74694.210,75341.181
21,JTT+F,37844.698,130,75949.397,75963.817,76706.158
22,JTT+F+I,37422.469,131,75106.938,75121.586,75869.520
23,JTT+F+G4,36933.152,131,74128.304,74142.952,74890.887
24,JTT+F+I+G4,36924.905,132,74113.810,74128.688,74882.214
25,WAG,38892.450,111,78006.901,78017.343,78653.059
26,WAG+I,38459.055,112,77142.110,77152.745,77794.089
27,WAG+G4,37907.180,112,76038.360,76048.995,76690.339
28,WAG+I+G4,37902.289,113,76030.579,76041.408,76688.379
29,WAG+F,38484.325,130,77228.651,77243.071,77985.412
30,WAG+F+I,38053.763,131,76369.527,76384.175,77132.109
31,WAG+F+G4,37489.188,131,75240.376,75255.024,76002.959
32,WAG+F+I+G4,37484.384,132,75232.768,75247.646,76001.172
33,cpREV,39383.930,111,78989.860,79000.303,79636.018
34,cpREV+I,38896.345,112,78016.690,78027.325,78668.669
35,cpREV+G4,38201.572,112,76627.144,76637.779,77279.123
36,cpREV+I+G4,38197.454,113,76620.908,76631.738,77278.709
37,cpREV+F,38842.953,130,77945.907,77960.327,78702.668
38,cpREV+F+I,38362.241,131,76986.482,77001.130,77749.065
39,cpREV+F+G4,37645.201,131,75552.402,75567.050,76314.985
40,cpREV+F+I+G4,37640.879,132,75545.759,75560.636,76314.162
41,mtREV,40264.626,111,80751.252,80761.695,81397.410
42,mtREV+I,39718.998,112,79661.997,79672.632,80313.976
43,mtREV+G4,38939.766,112,78103.532,78114.167,78755.511
44,mtREV+I+G4,38929.510,113,78085.020,78095.850,78742.820
45,mtREV+F,38805.213,130,77870.425,77884.845,78627.187
46,mtREV+F+I,38307.952,131,76877.903,76892.551,77640.486
47,mtREV+F+G4,37555.909,131,75373.818,75388.466,76136.401
