No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,1271.901,9,2561.801,2562.848,2590.637
2,Dayhoff+I,1269.343,10,2558.686,2559.973,2590.727
3,Dayhoff+G4,1267.995,10,2555.990,2557.276,2588.030
4,Dayhoff+I+G4,1268.713,11,2559.426,2560.979,2594.670
5,Dayhoff+F,1225.349,28,2506.697,2517.311,2596.409
6,Dayhoff+F+I,1222.851,29,2503.702,2515.149,2596.618
7,Dayhoff+F+G4,1221.732,29,2501.463,2512.911,2594.380
8,Dayhoff+F+I+G4,1222.277,30,2504.554,2516.872,2600.674
9,mtMAM,1347.168,9,2712.336,2713.383,2741.172
10,mtMAM+I,1342.723,10,2705.447,2706.733,2737.487
11,mtMAM+G4,1328.438,10,2676.875,2678.162,2708.915
12,mtMAM+I+G4,1329.337,11,2680.674,2682.227,2715.918
13,mtMAM+F,1222.133,28,2500.267,2510.881,2589.979
14,mtMAM+F+I,1215.660,29,2489.320,2500.767,2582.236
15,mtMAM+F+G4,1210.552,29,2479.104,2490.552,2572.021
16,mtMAM+F+I+G4,1210.823,30,2481.645,2493.963,2577.766
17,JTT,1237.828,9,2493.656,2494.702,2522.492
18,JTT+I,1237.087,10,2494.173,2495.460,2526.213
19,JTT+G4,1236.241,10,2492.482,2493.769,2524.522
20,JTT+I+G4,1236.432,11,2494.864,2496.417,2530.108
21,JTT+F,1197.339,28,2450.677,2461.292,2540.389
22,JTT+F+I,1195.858,29,2449.716,2461.164,2542.632
23,JTT+F+G4,1195.479,29,2448.958,2460.405,2541.874
24,JTT+F+I+G4,1195.466,30,2450.932,2463.250,2547.052
25,WAG,1257.672,9,2533.344,2534.390,2562.180
26,WAG+I,1256.258,10,2532.515,2533.802,2564.556
27,WAG+G4,1255.625,10,2531.250,2532.536,2563.290
28,WAG+I+G4,1255.686,11,2533.373,2534.925,2568.617
29,WAG+F,1212.674,28,2481.348,2491.962,2571.060
30,WAG+F+I,1210.750,29,2479.501,2490.948,2572.417
31,WAG+F+G4,1210.390,29,2478.781,2490.228,2571.697
32,WAG+F+I+G4,1210.354,30,2480.708,2493.026,2576.828
33,cpREV,1266.866,9,2551.731,2552.778,2580.567
34,cpREV+I,1264.911,10,2549.822,2551.108,2581.862
35,cpREV+G4,1263.349,10,2546.699,2547.986,2578.739
36,cpREV+I+G4,1263.503,11,2549.006,2550.559,2584.250
37,cpREV+F,1215.802,28,2487.603,2498.218,2577.315
38,cpREV+F+I,1211.627,29,2481.254,2492.701,2574.170
39,cpREV+F+G4,1210.938,29,2479.876,2491.323,2572.792
40,cpREV+F+I+G4,1210.851,30,2481.702,2494.020,2577.822
41,mtREV,1327.816,9,2673.632,2674.679,2702.468
42,mtREV+I,1325.308,10,2670.617,2671.903,2702.657
43,mtREV+G4,1320.956,10,2661.913,2663.199,2693.953
44,mtREV+I+G4,1321.394,11,2664.789,2666.342,2700.033
45,mtREV+F,1216.832,28,2489.664,2500.278,2579.376
46,mtREV+F+I,1212.466,29,2482.932,2494.379,2575.848
47,mtREV+F+G4,1209.894,29,2477.787,2489.235,2570.703
48,mtREV+F+I+G4,1210.023,30,2480.046,2492.364,2576.167
49,rtREV,1290.468,9,2598.935,2599.982,2627.771
50,rtREV+I,1289.221,10,2598.441,2599.728,2630.481
51,rtREV+G4,1287.887,10,2595.774,2597.060,2627.814
52,rtREV+I+G4,1288.056,11,2598.111,2599.664,2633.355
53,rtREV+F,1238.580,28,2533.160,2543.774,2622.872
54,rtREV+F+I,1235.739,29,2529.478,2540.925,2622.394
55,rtREV+F+G4,1234.036,29,2526.071,2537.519,2618.988
56,rtREV+F+I+G4,1234.126,30,2528.252,2540.569,2624.372
57,mtART,1405.490,9,2828.980,2830.026,2857.816
58,mtART+I,1399.448,10,2818.897,2820.183,2850.937
59,mtART+G4,1382.416,10,2784.831,2786.118,2816.871
60,mtART+I+G4,1382.827,11,2787.654,2789.207,2822.898
61,mtART+F,1283.334,28,2622.669,2633.283,2712.381
62,mtART+F+I,1274.848,29,2607.696,2619.143,2700.612
63,mtART+F+G4,1263.507,29,2585.013,2596.461,2677.930
64,mtART+F+I+G4,1263.715,30,2587.430,2599.748,2683.550
65,mtZOA,1350.132,9,2718.264,2719.310,2747.100
66,mtZOA+I,1347.168,10,2714.337,2715.623,2746.377
67,mtZOA+G4,1339.672,10,2699.344,2700.630,2731.384
68,mtZOA+I+G4,1339.935,11,2701.869,2703.422,2737.114
69,mtZOA+F,1248.628,28,2553.256,2563.871,2642.968
70,mtZOA+F+I,1243.861,29,2545.722,2557.169,2638.638
71,mtZOA+F+G4,1239.657,29,2537.313,2548.760,2630.229
72,mtZOA+F+I+G4,1239.759,30,2539.517,2551.835,2635.638
73,VT,1254.584,9,2527.169,2528.215,2556.005
74,VT+I,1253.878,10,2527.756,2529.043,2559.796
75,VT+G4,1253.479,10,2526.958,2528.245,2558.998
76,VT+I+G4,1253.500,11,2528.999,2530.552,2564.243
77,VT+F,1213.070,28,2482.139,2492.754,2571.851
78,VT+F+I,1211.656,29,2481.312,2492.760,2574.228
79,VT+F+G4,1211.467,29,2480.934,2492.381,2573.850
80,VT+F+I+G4,1211.437,30,2482.874,2495.192,2578.994
81,LG,1268.153,9,2554.305,2555.352,2583.141
82,LG+I,1267.141,10,2554.283,2555.569,2586.323
83,LG+G4,1266.004,10,2552.008,2553.295,2584.048
84,LG+I+G4,1266.081,11,2554.163,2555.716,2589.407
85,LG+F,1223.128,28,2502.256,2512.870,2591.968
86,LG+F+I,1220.615,29,2499.231,2510.678,2592.147
87,LG+F+G4,1219.456,29,2496.911,2508.359,2589.827
88,LG+F+I+G4,1219.477,30,2498.954,2511.272,2595.075
89,DCMut,1271.774,9,2561.548,2562.595,2590.384
90,DCMut+I,1269.241,10,2558.482,2559.769,2590.522
91,DCMut+G4,1267.909,10,2555.817,2557.104,2587.857
92,DCMut+I+G4,1267.942,11,2557.884,2559.437,2593.128
93,DCMut+F,1225.206,28,2506.412,2517.027,2596.125
94,DCMut+F+I,1222.733,29,2503.465,2514.913,2596.381
95,DCMut+F+G4,1221.630,29,2501.260,2512.707,2594.176
96,DCMut+F+I+G4,1221.650,30,2503.299,2515.617,2599.420
97,PMB,1265.741,9,2549.482,2550.529,2578.318
98,PMB+I,1265.100,10,2550.200,2551.486,2582.240
99,PMB+G4,1264.627,10,2549.253,2550.540,2581.293
100,PMB+I+G4,1264.661,11,2551.322,2552.875,2586.566
101,PMB+F,1223.961,28,2503.922,2514.537,2593.635
102,PMB+F+I,1222.309,29,2502.619,2514.066,2595.535
103,PMB+F+G4,1222.039,29,2502.077,2513.524,2594.993
104,PMB+F+I+G4,1222.017,30,2504.034,2516.352,2600.155
105,HIVb,1271.331,9,2560.663,2561.709,2589.499
106,HIVb+I,1268.771,10,2557.543,2558.830,2589.583
107,HIVb+G4,1266.151,10,2552.303,2553.589,2584.343
108,HIVb+I+G4,1266.228,11,2554.457,2556.010,2589.701
109,HIVb+F,1217.856,28,2491.711,2502.325,2581.423
110,HIVb+F+I,1213.176,29,2484.352,2495.799,2577.268
111,HIVb+F+G4,1211.372,29,2480.744,2492.192,2573.660
112,HIVb+F+I+G4,1211.375,30,2482.750,2495.068,2578.870
113,HIVw,1303.834,9,2625.668,2626.715,2654.504
114,HIVw+I,1299.467,10,2618.934,2620.221,2650.974
115,HIVw+G4,1296.419,10,2612.839,2614.125,2644.879
116,HIVw+I+G4,1296.461,11,2614.922,2616.475,2650.166
117,HIVw+F,1224.794,28,2505.588,2516.203,2595.300
118,HIVw+F+I,1218.352,29,2494.704,2506.151,2587.620
119,HIVw+F+G4,1217.584,29,2493.167,2504.615,2586.084
120,HIVw+F+I+G4,1217.527,30,2495.054,2507.372,2591.174
121,JTTDCMut,1239.412,9,2496.823,2497.870,2525.660
122,JTTDCMut+I,1238.643,10,2497.286,2498.572,2529.326
123,JTTDCMut+G4,1237.789,10,2495.578,2496.864,2527.618
124,JTTDCMut+I+G4,1237.843,11,2497.687,2499.240,2532.931
125,JTTDCMut+F,1198.338,28,2452.676,2463.291,2542.388
126,JTTDCMut+F+I,1196.834,29,2451.668,2463.115,2544.584
127,JTTDCMut+F+G4,1196.459,29,2450.918,2462.365,2543.834
128,JTTDCMut+F+I+G4,1196.443,30,2452.886,2465.204,2549.006
129,FLU,1277.877,9,2573.755,2574.801,2602.591
130,FLU+I,1274.507,10,2569.015,2570.301,2601.055
131,FLU+G4,1271.688,10,2563.376,2564.662,2595.416
132,FLU+I+G4,1271.743,11,2565.486,2567.039,2600.730
133,FLU+F,1217.741,28,2491.482,2502.096,2581.194
134,FLU+F+I,1210.465,29,2478.931,2490.378,2571.847
135,FLU+F+G4,1210.182,29,2478.363,2489.810,2571.279
136,FLU+F+I+G4,1210.097,30,2480.195,2492.513,2576.315
137,Blosum62,1282.438,9,2582.876,2583.922,2611.712
138,Blosum62+I,1281.600,10,2583.200,2584.487,2615.240
139,Blosum62+G4,1280.985,10,2581.970,2583.257,2614.010
140,Blosum62+I+G4,1281.020,11,2584.040,2585.592,2619.284
141,Blosum62+F,1232.984,28,2521.967,2532.582,2611.680
142,Blosum62+F+I,1230.671,29,2519.341,2530.789,2612.257
143,Blosum62+F+G4,1230.215,29,2518.430,2529.878,2611.347
144,Blosum62+F+I+G4,1230.201,30,2520.403,2532.721,2616.523
145,mtMet,1344.308,9,2706.617,2707.663,2735.453
146,mtMet+I,1342.357,10,2704.714,2706.001,2736.754
147,mtMet+G4,1337.781,10,2695.562,2696.848,2727.602
148,mtMet+I+G4,1337.935,11,2697.870,2699.423,2733.114
149,mtMet+F,1214.146,28,2484.291,2494.906,2574.003
150,mtMet+F+I,1210.777,29,2479.553,2491.001,2572.470
151,mtMet+F+G4,1209.212,29,2476.424,2487.872,2569.340
152,mtMet+F+I+G4,1209.230,30,2478.460,2490.778,2574.581
153,mtVer,1332.188,9,2682.375,2683.422,2711.212
154,mtVer+I,1329.442,10,2678.885,2680.171,2710.925
155,mtVer+G4,1321.177,10,2662.355,2663.642,2694.395
156,mtVer+I+G4,1321.332,11,2664.665,2666.218,2699.909
157,mtVer+F,1207.959,28,2471.919,2482.533,2561.631
158,mtVer+F+I,1203.899,29,2465.798,2477.246,2558.715
159,mtVer+F+G4,1202.039,29,2462.078,2473.526,2554.995
160,mtVer+F+I+G4,1202.050,30,2464.100,2476.418,2560.221
161,mtInv,1370.052,9,2758.103,2759.150,2786.939
162,mtInv+I,1368.681,10,2757.362,2758.649,2789.402
163,mtInv+G4,1365.762,10,2751.524,2752.811,2783.564
164,mtInv+I+G4,1365.866,11,2753.733,2755.286,2788.977
165,mtInv+F,1220.650,28,2497.300,2507.914,2587.012
166,mtInv+F+I,1218.264,29,2494.529,2505.976,2587.445
167,mtInv+F+G4,1216.579,29,2491.159,2502.606,2584.075
168,mtInv+F+I+G4,1216.611,30,2493.223,2505.541,2589.343
