No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,5931.808,81,12025.616,12139.155,12292.374
2,Dayhoff+I,5895.438,82,11954.876,12072.221,12224.927
3,Dayhoff+G4,5752.493,82,11668.985,11786.330,11939.036
4,Dayhoff+I+G4,5751.705,83,11669.410,11790.662,11942.754
5,Dayhoff+F,5968.897,100,12137.794,12343.916,12467.124
6,Dayhoff+F+I,5936.424,101,12074.848,12287.261,12407.472
7,Dayhoff+F+G4,5773.770,101,11749.539,11961.951,12082.163
8,Dayhoff+F+I+G4,5773.251,102,11750.503,11969.378,12086.420
9,mtMAM,6620.271,81,13402.543,13516.081,13669.301
10,mtMAM+I,6555.332,82,13274.665,13392.010,13544.716
11,mtMAM+G4,6170.029,82,12504.059,12621.404,12774.110
12,mtMAM+I+G4,6168.720,83,12503.440,12624.692,12776.784
13,mtMAM+F,6160.409,100,12520.817,12726.940,12850.148
14,mtMAM+F+I,6108.301,101,12418.602,12631.015,12751.226
15,mtMAM+F+G4,5866.634,101,11935.268,12147.680,12267.892
16,mtMAM+F+I+G4,5864.486,102,11932.972,12151.847,12268.889
17,JTT,5784.367,81,11730.734,11844.272,11997.491
18,JTT+I,5748.168,82,11660.336,11777.681,11930.387
19,JTT+G4,5623.849,82,11411.699,11529.043,11681.750
20,JTT+I+G4,5622.892,83,11411.783,11533.036,11685.128
21,JTT+F,5781.554,100,11763.108,11969.230,12092.438
22,JTT+F+I,5749.348,101,11700.696,11913.109,12033.320
23,JTT+F+G4,5620.612,101,11443.224,11655.637,11775.848
24,JTT+F+I+G4,5619.956,102,11443.911,11662.786,11779.828
25,WAG,5871.577,81,11905.155,12018.693,12171.912
26,WAG+I,5836.972,82,11837.944,11955.289,12107.995
27,WAG+G4,5708.894,82,11581.788,11699.133,11851.839
28,WAG+I+G4,5708.262,83,11582.524,11703.776,11855.868
29,WAG+F,5882.133,100,11964.266,12170.388,12293.596
30,WAG+F+I,5853.553,101,11909.106,12121.519,12241.730
31,WAG+F+G4,5715.028,101,11632.056,11844.469,11964.680
32,WAG+F+I+G4,5714.864,102,11633.727,11852.602,11969.645
33,cpREV,5924.858,81,12011.716,12125.254,12278.473
34,cpREV+I,5891.017,82,11946.033,12063.378,12216.084
35,cpREV+G4,5747.232,82,11658.465,11775.809,11928.516
36,cpREV+I+G4,5747.013,83,11660.025,11781.277,11933.369
37,cpREV+F,5932.958,100,12065.917,12272.039,12395.247
38,cpREV+F+I,5903.465,101,12008.931,12221.343,12341.555
39,cpREV+F+G4,5743.824,101,11689.648,11902.061,12022.272
40,cpREV+F+I+G4,5743.887,102,11691.774,11910.649,12027.691
41,mtREV,6387.108,81,12936.217,13049.755,13202.974
42,mtREV+I,6332.992,82,12829.984,12947.329,13100.035
43,mtREV+G4,6096.626,82,12357.252,12474.597,12627.303
44,mtREV+I+G4,6094.460,83,12354.919,12476.171,12628.264
45,mtREV+F,6030.973,100,12261.945,12468.068,12591.276
46,mtREV+F+I,5991.058,101,12184.116,12396.528,12516.740
47,mtREV+F+G4,5811.210,101,11824.421,12036.833,12157.045
48,mtREV+F+I+G4,5810.384,102,11824.769,12043.644,12160.686
49,rtREV,6006.910,81,12175.820,12289.358,12442.578
50,rtREV+I,5968.791,82,12101.582,12218.927,12371.633
51,rtREV+G4,5819.373,82,11802.747,11920.092,12072.798
52,rtREV+I+G4,5818.352,83,11802.703,11923.956,12076.048
53,rtREV+F,5950.526,100,12101.052,12307.174,12430.382
54,rtREV+F+I,5920.032,101,12042.063,12254.476,12374.687
55,rtREV+F+G4,5776.550,101,11755.099,11967.512,12087.723
56,rtREV+F+I+G4,5776.296,102,11756.591,11975.466,12092.509
57,mtART,6717.587,81,13597.173,13710.712,13863.931
58,mtART+I,6638.710,82,13441.420,13558.765,13711.471
59,mtART+G4,6264.878,82,12693.756,12811.101,12963.807
60,mtART+I+G4,6261.599,83,12689.198,12810.450,12962.543
61,mtART+F,6343.361,100,12886.723,13092.845,13216.053
62,mtART+F+I,6292.451,101,12786.902,12999.314,13119.525
63,mtART+F+G4,6036.133,101,12274.266,12486.678,12606.890
64,mtART+F+I+G4,6034.305,102,12272.611,12491.486,12608.528
65,mtZOA,6417.576,81,12997.151,13110.690,13263.909
66,mtZOA+I,6353.666,82,12871.332,12988.676,13141.383
67,mtZOA+G4,6066.781,82,12297.562,12414.907,12567.613
68,mtZOA+I+G4,6063.936,83,12293.872,12415.124,12567.217
69,mtZOA+F,6131.093,100,12462.186,12668.308,12791.516
70,mtZOA+F+I,6090.242,101,12382.484,12594.897,12715.108
71,mtZOA+F+G4,5889.571,101,11981.142,12193.555,12313.766
72,mtZOA+F+I+G4,5888.575,102,11981.150,12200.025,12317.067
73,VT,5857.074,81,11876.147,11989.686,12142.905
74,VT+I,5823.242,82,11810.483,11927.828,12080.534
75,VT+G4,5707.747,82,11579.494,11696.838,11849.545
76,VT+I+G4,5707.062,83,11580.123,11701.375,11853.467
77,VT+F,5845.992,100,11891.983,12098.105,12221.314
78,VT+F+I,5817.493,101,11836.986,12049.399,12169.610
79,VT+F+G4,5699.447,101,11600.893,11813.306,11933.517
80,VT+F+I+G4,5699.187,102,11602.373,11821.248,11938.290
81,LG,5922.161,81,12006.322,12119.861,12273.080
82,LG+I,5881.884,82,11927.768,12045.113,12197.819
83,LG+G4,5736.819,82,11637.638,11754.982,11907.689
84,LG+I+G4,5735.670,83,11637.340,11758.592,11910.684
85,LG+F,5895.697,100,11991.394,12197.517,12320.725
86,LG+F+I,5863.193,101,11928.387,12140.799,12261.010
87,LG+F+G4,5721.708,101,11645.415,11857.828,11978.039
88,LG+F+I+G4,5721.217,102,11646.433,11865.308,11982.350
89,DCMut,5931.580,81,12025.160,12138.699,12291.918
90,DCMut+I,5895.223,82,11954.447,12071.792,12224.498
91,DCMut+G4,5752.752,82,11669.503,11786.848,11939.554
92,DCMut+I+G4,5751.938,83,11669.877,11791.129,11943.221
93,DCMut+F,5968.337,100,12136.673,12342.796,12466.004
94,DCMut+F+I,5935.896,101,12073.793,12286.205,12406.416
95,DCMut+F+G4,5773.835,101,11749.669,11962.082,12082.293
