No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,16232.451,101,32666.902,32704.364,33119.387
2,Dayhoff+I,15994.800,102,32193.599,32231.872,32650.564
3,Dayhoff+G4,15651.178,102,31506.355,31544.628,31963.320
4,Dayhoff+I+G4,15641.485,103,31488.970,31528.064,31950.414
5,Dayhoff+F,16550.462,120,33340.924,33395.613,33878.529
6,Dayhoff+F+I,16294.098,121,32830.195,32885.901,33372.281
7,Dayhoff+F+G4,15899.220,121,32040.439,32096.145,32582.524
8,Dayhoff+F+I+G4,15887.104,122,32018.207,32074.941,32564.773
9,mtMAM,17762.636,101,35727.272,35764.734,36179.757
10,mtMAM+I,17388.438,102,34980.875,35019.149,35437.840
11,mtMAM+G4,16838.583,102,33881.166,33919.439,34338.130
12,mtMAM+I+G4,16828.042,103,33862.083,33901.178,34323.528
13,mtMAM+F,16926.203,120,34092.405,34147.094,34630.010
14,mtMAM+F+I,16630.855,121,33503.710,33559.415,34045.795
15,mtMAM+F+G4,16167.609,121,32577.217,32632.923,33119.303
16,mtMAM+F+I+G4,16156.512,122,32557.023,32613.757,33103.589
17,JTT,15819.599,101,31841.198,31878.660,32293.682
18,JTT+I,15586.134,102,31376.267,31414.541,31833.232
19,JTT+G4,15277.982,102,30759.965,30798.238,31216.929
20,JTT+I+G4,15269.479,103,30744.958,30784.053,31206.403
21,JTT+F,16227.275,120,32694.551,32749.240,33232.156
22,JTT+F+I,16004.883,121,32251.767,32307.473,32793.852
23,JTT+F+G4,15590.735,121,31423.469,31479.175,31965.555
24,JTT+F+I+G4,15584.182,122,31412.364,31469.097,31958.929
25,WAG,16300.734,101,32803.467,32840.929,33255.952
26,WAG+I,16086.765,102,32377.530,32415.803,32834.494
27,WAG+G4,15714.327,102,31632.654,31670.927,32089.619
28,WAG+I+G4,15709.704,103,31625.409,31664.504,32086.854
29,WAG+F,16746.229,120,33732.458,33787.147,34270.064
30,WAG+F+I,16539.202,121,33320.405,33376.110,33862.490
31,WAG+F+G4,16074.635,121,32391.271,32446.976,32933.356
32,WAG+F+I+G4,16070.959,122,32385.917,32442.651,32932.483
33,cpREV,16484.090,101,33170.180,33207.642,33622.665
34,cpREV+I,16292.278,102,32788.557,32826.830,33245.521
35,cpREV+G4,15828.217,102,31860.434,31898.707,32317.398
36,cpREV+I+G4,15826.816,103,31859.632,31898.727,32321.077
37,cpREV+F,17121.376,120,34482.752,34537.442,35020.358
38,cpREV+F+I,16934.306,121,34110.611,34166.317,34652.696
39,cpREV+F+G4,16290.018,121,32822.036,32877.742,33364.121
40,cpREV+F+I+G4,16288.764,122,32821.529,32878.262,33368.094
41,mtREV,17360.550,101,34923.100,34960.562,35375.585
42,mtREV+I,17072.832,102,34349.664,34387.937,34806.629
43,mtREV+G4,16656.905,102,33517.810,33556.083,33974.774
44,mtREV+I+G4,16646.228,103,33498.457,33537.552,33959.901
45,mtREV+F,16786.876,120,33813.752,33868.442,34351.358
46,mtREV+F+I,16552.183,121,33346.366,33402.072,33888.451
47,mtREV+F+G4,16087.754,121,32417.508,32473.214,32959.594
48,mtREV+F+I+G4,16082.621,122,32409.243,32465.976,32955.808
49,rtREV,16462.786,101,33127.572,33165.034,33580.056
50,rtREV+I,16231.609,102,32667.218,32705.491,33124.183
51,rtREV+G4,15872.191,102,31948.381,31986.654,32405.346
52,rtREV+I+G4,15865.610,103,31937.219,31976.314,32398.664
53,rtREV+F,16668.575,120,33577.151,33631.840,34114.756
54,rtREV+F+I,16448.590,121,33139.179,33194.885,33681.265
55,rtREV+F+G4,16014.849,121,32271.698,32327.404,32813.784
56,rtREV+F+I+G4,16009.719,122,32263.439,32320.172,32810.004
57,mtART,17616.710,101,35435.421,35472.883,35887.905
58,mtART+I,17251.296,102,34706.592,34744.865,35163.556
59,mtART+G4,16674.521,102,33553.042,33591.315,34010.007
60,mtART+I+G4,16662.392,103,33530.783,33569.878,33992.228
61,mtART+F,16831.939,120,33903.878,33958.567,34441.483
62,mtART+F+I,16545.154,121,33332.308,33388.014,33874.394
63,mtART+F+G4,16073.561,121,32389.121,32444.827,32931.206
64,mtART+F+I+G4,16064.183,122,32372.366,32429.099,32918.931
65,mtZOA,16903.686,101,34009.373,34046.834,34461.857
66,mtZOA+I,16605.236,102,33414.473,33452.746,33871.437
67,mtZOA+G4,16170.342,102,32544.683,32582.956,33001.648
68,mtZOA+I+G4,16159.146,103,32524.291,32563.386,32985.736
69,mtZOA+F,16527.938,120,33295.877,33350.566,33833.482
70,mtZOA+F+I,16286.550,121,32815.100,32870.806,33357.185
71,mtZOA+F+G4,15869.009,121,31980.019,32035.724,32522.104
72,mtZOA+F+I+G4,15860.349,122,31964.699,32021.432,32511.264
73,VT,16230.685,101,32663.370,32700.831,33115.854
74,VT+I,16009.381,102,32222.761,32261.035,32679.726
75,VT+G4,15687.833,102,31579.667,31617.940,32036.631
76,VT+I+G4,15681.657,103,31569.313,31608.408,32030.758
77,VT+F,16584.828,120,33409.657,33464.346,33947.262
78,VT+F+I,16376.191,121,32994.381,33050.087,33536.467
79,VT+F+G4,15979.078,121,32200.156,32255.862,32742.242
80,VT+F+I+G4,15974.301,122,32192.602,32249.335,32739.167
81,LG,16226.794,101,32655.589,32693.051,33108.073
82,LG+I,15989.788,102,32183.576,32221.849,32640.540
83,LG+G4,15633.912,102,31471.824,31510.097,31928.788
84,LG+I+G4,15627.227,103,31460.453,31499.548,31921.898
85,LG+F,16582.594,120,33405.187,33459.877,33942.793
86,LG+F+I,16369.638,121,32981.277,33036.983,33523.362
87,LG+F+G4,15911.376,121,32064.752,32120.458,32606.837
88,LG+F+I+G4,15906.797,122,32057.594,32114.327,32604.159
89,DCMut,16234.051,101,32670.103,32707.565,33122.587
90,DCMut+I,15996.240,102,32196.480,32234.753,32653.444
91,DCMut+G4,15653.613,102,31511.226,31549.499,31968.190
92,DCMut+I+G4,15643.925,103,31493.850,31532.945,31955.294
93,DCMut+F,16550.086,120,33340.173,33394.862,33877.778
94,DCMut+F+I,16293.878,121,32829.756,32885.462,33371.841
95,DCMut+F+G4,15900.559,121,32043.119,32098.824,32585.204
96,DCMut+F+I+G4,15888.425,122,32020.851,32077.584,32567.416
97,PMB,16530.212,101,33262.425,33299.886,33714.909
98,PMB+I,16296.493,102,32796.986,32835.259,33253.951
99,PMB+G4,15955.756,102,32115.512,32153.785,32572.477
100,PMB+I+G4,15949.693,103,32105.386,32144.481,32566.830
101,PMB+F,16917.715,120,34075.430,34130.120,34613.036
102,PMB+F+I,16704.518,121,33651.035,33706.741,34193.121
103,PMB+F+G4,16283.643,121,32809.286,32864.992,33351.372
104,PMB+F+I+G4,16279.762,122,32803.523,32860.257,33350.089
105,HIVb,16283.117,101,32768.235,32805.696,33220.719
106,HIVb+I,16030.699,102,32265.398,32303.671,32722.362
107,HIVb+G4,15538.263,102,31280.526,31318.799,31737.491
108,HIVb+I+G4,15533.950,103,31273.901,31312.996,31735.345
109,HIVb+F,16738.937,120,33717.875,33772.564,34255.480
110,HIVb+F+I,16503.569,121,33249.138,33304.844,33791.224
111,HIVb+F+G4,15861.449,121,31964.898,32020.604,32506.983
112,HIVb+F+I+G4,15857.486,122,31958.973,32015.706,32505.538
113,HIVw,17126.942,101,34455.883,34493.345,34908.368
114,HIVw+I,16894.048,102,33992.095,34030.368,34449.060
115,HIVw+G4,16369.859,102,32943.718,32981.992,33400.683
116,HIVw+I+G4,16364.547,103,32935.094,32974.189,33396.538
117,HIVw+F,17542.586,120,35325.171,35379.860,35862.776
118,HIVw+F+I,17335.010,121,34912.019,34967.725,35454.105
119,HIVw+F+G4,16559.381,121,33360.761,33416.467,33902.846
120,HIVw+F+I+G4,16556.330,122,33356.660,33413.394,33903.226
121,JTTDCMut,15829.400,101,31860.801,31898.263,32313.285
122,JTTDCMut+I,15595.290,102,31394.581,31432.854,31851.545
123,JTTDCMut+G4,15285.318,102,30774.637,30812.910,31231.601
124,JTTDCMut+I+G4,15276.801,103,30759.602,30798.697,31221.047
125,JTTDCMut+F,16240.177,120,32720.353,32775.042,33257.959
126,JTTDCMut+F+I,16016.591,121,32275.181,32330.887,32817.267
127,JTTDCMut+F+G4,15598.309,121,31438.618,31494.323,31980.703
128,JTTDCMut+F+I+G4,15591.714,122,31427.429,31484.162,31973.994
129,FLU,16496.127,101,33194.255,33231.717,33646.739
130,FLU+I,16269.657,102,32743.313,32781.586,33200.278
131,FLU+G4,15733.098,102,31670.195,31708.468,32127.160
