No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,6969.096,21,13980.191,13981.968,14070.392
2,Dayhoff+I,6903.225,22,13850.451,13852.400,13944.946
3,Dayhoff+G4,6855.054,22,13754.108,13756.058,13848.604
4,Dayhoff+I+G4,6853.221,23,13752.442,13754.573,13851.233
5,Dayhoff+F,6900.536,40,13881.073,13887.620,14052.884
6,Dayhoff+F+I,6828.184,41,13738.368,13745.256,13914.474
7,Dayhoff+F+G4,6778.818,41,13639.636,13646.524,13815.742
8,Dayhoff+F+I+G4,6776.289,42,13636.577,13643.816,13816.979
9,mtMAM,7470.889,21,14983.778,14985.555,15073.979
10,mtMAM+I,7369.367,22,14782.733,14784.683,14877.229
11,mtMAM+G4,7171.301,22,14386.602,14388.552,14481.098
12,mtMAM+I+G4,7171.575,23,14389.151,14391.282,14487.942
13,mtMAM+F,7002.166,40,14084.333,14090.879,14256.143
14,mtMAM+F+I,6914.744,41,13911.488,13918.376,14087.594
15,mtMAM+F+G4,6786.512,41,13655.024,13661.912,13831.130
16,mtMAM+F+I+G4,6786.291,42,13656.583,13663.821,13836.984
17,JTT,6769.557,21,13581.114,13582.891,13671.315
18,JTT+I,6713.960,22,13471.921,13473.871,13566.417
19,JTT+G4,6678.364,22,13400.727,13402.677,13495.223
20,JTT+I+G4,6677.067,23,13400.134,13402.266,13498.925
21,JTT+F,6714.432,40,13508.864,13515.411,13680.675
22,JTT+F+I,6654.490,41,13390.981,13397.869,13567.087
23,JTT+F+G4,6619.015,41,13320.029,13326.917,13496.135
24,JTT+F+I+G4,6617.370,42,13318.741,13325.979,13499.142
25,WAG,6853.807,21,13749.613,13751.390,13839.814
26,WAG+I,6795.811,22,13635.622,13637.572,13730.118
27,WAG+G4,6766.923,22,13577.846,13579.796,13672.342
28,WAG+I+G4,6764.931,23,13575.862,13577.993,13674.653
29,WAG+F,6816.491,40,13712.982,13719.529,13884.793
