No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,5514.498,51,11130.996,11143.839,11342.240
2,Dayhoff+I,5376.961,52,10857.921,10871.300,11073.307
3,Dayhoff+G4,5261.710,52,10627.420,10640.799,10842.806
4,Dayhoff+I+G4,5262.107,53,10630.214,10644.141,10849.742
5,Dayhoff+F,5504.285,70,11148.570,11173.799,11438.513
6,Dayhoff+F+I,5364.522,71,10871.044,10897.059,11165.128
7,Dayhoff+F+G4,5255.883,71,10653.766,10679.781,10947.850
8,Dayhoff+F+I+G4,5256.306,72,10656.613,10683.429,10954.839
9,mtMAM,5797.026,51,11696.052,11708.895,11907.296
10,mtMAM+I,5621.754,52,11347.509,11360.887,11562.895
11,mtMAM+G4,5427.725,52,10959.450,10972.829,11174.836
12,mtMAM+I+G4,5424.115,53,10954.230,10968.157,11173.758
13,mtMAM+F,5545.458,70,11230.916,11256.144,11520.858
14,mtMAM+F+I,5370.028,71,10882.056,10908.071,11176.140
15,mtMAM+F+G4,5200.247,71,10542.494,10568.509,10836.578
16,mtMAM+F+I+G4,5196.375,72,10536.750,10563.567,10834.977
17,JTT,5356.915,51,10815.831,10828.673,11027.075
18,JTT+I,5220.761,52,10545.522,10558.901,10760.908
19,JTT+G4,5120.890,52,10345.781,10359.159,10561.167
20,JTT+I+G4,5122.233,53,10350.466,10364.393,10569.994
21,JTT+F,5369.783,70,10879.565,10904.793,11169.508
22,JTT+F+I,5229.756,71,10601.512,10627.527,10895.596
23,JTT+F+G4,5130.535,71,10403.069,10429.084,10697.154
24,JTT+F+I+G4,5131.772,72,10407.545,10434.361,10705.771
25,WAG,5423.074,51,10948.149,10960.991,11159.392
26,WAG+I,5293.836,52,10691.671,10705.050,10907.057
27,WAG+G4,5190.916,52,10485.831,10499.210,10701.217
28,WAG+I+G4,5192.543,53,10491.085,10505.012,10710.613
29,WAG+F,5413.233,70,10966.466,10991.695,11256.409
30,WAG+F+I,5280.879,71,10703.758,10729.773,10997.843
31,WAG+F+G4,5178.799,71,10499.598,10525.613,10793.683
32,WAG+F+I+G4,5180.356,72,10504.712,10531.528,10802.939
33,cpREV,5448.618,51,10999.235,11012.078,11210.479
34,cpREV+I,5316.509,52,10737.019,10750.397,10952.405
35,cpREV+G4,5195.001,52,10494.002,10507.381,10709.388
36,cpREV+I+G4,5196.304,53,10498.607,10512.534,10718.135
37,cpREV+F,5429.789,70,10999.579,11024.807,11289.521
38,cpREV+F+I,5294.643,71,10731.286,10757.301,11025.371
39,cpREV+F+G4,5170.750,71,10483.499,10509.514,10777.584
40,cpREV+F+I+G4,5171.828,72,10487.656,10514.472,10785.882
41,mtREV,5662.411,51,11426.821,11439.664,11638.065
42,mtREV+I,5514.126,52,11132.252,11145.630,11347.638
43,mtREV+G4,5380.669,52,10865.338,10878.717,11080.724
44,mtREV+I+G4,5380.174,53,10866.347,10880.274,11085.875
45,mtREV+F,5437.977,70,11015.954,11041.182,11305.897
46,mtREV+F+I,5294.348,71,10730.697,10756.712,11024.781
47,mtREV+F+G4,5167.124,71,10476.247,10502.263,10770.332
48,mtREV+F+I+G4,5167.030,72,10478.061,10504.877,10776.288
49,rtREV,5535.996,51,11173.992,11186.835,11385.236
50,rtREV+I,5394.441,52,10892.881,10906.260,11108.267
51,rtREV+G4,5285.529,52,10675.058,10688.436,10890.444
52,rtREV+I+G4,5286.782,53,10679.563,10693.490,10899.091
53,rtREV+F,5495.946,70,11131.892,11157.120,11421.834
54,rtREV+F+I,5349.025,71,10840.050,10866.065,11134.135
55,rtREV+F+G4,5243.023,71,10628.046,10654.061,10922.130
56,rtREV+F+I+G4,5243.908,72,10631.815,10658.632,10930.042
57,mtART,5976.609,51,12055.218,12068.060,12266.462
58,mtART+I,5782.384,52,11668.768,11682.147,11884.154
59,mtART+G4,5571.335,52,11246.670,11260.049,11462.056
60,mtART+I+G4,5567.826,53,11241.651,11255.578,11461.179
61,mtART+F,5742.260,70,11624.519,11649.748,11914.462
62,mtART+F+I,5559.404,71,11260.808,11286.823,11554.893
63,mtART+F+G4,5370.597,71,10883.195,10909.210,11177.280
64,mtART+F+I+G4,5366.689,72,10877.377,10904.194,11175.604
65,mtZOA,5756.280,51,11614.561,11627.403,11825.805
66,mtZOA+I,5583.975,52,11271.950,11285.328,11487.336
67,mtZOA+G4,5431.027,52,10966.054,10979.433,11181.440
68,mtZOA+I+G4,5426.710,53,10959.420,10973.347,11178.948
69,mtZOA+F,5591.102,70,11322.204,11347.432,11612.146
70,mtZOA+F+I,5427.606,71,10997.211,11023.226,11291.296
71,mtZOA+F+G4,5289.446,71,10720.892,10746.907,11014.977
72,mtZOA+F+I+G4,5287.289,72,10718.579,10745.395,11016.806
73,VT,5417.405,51,10936.809,10949.652,11148.053
74,VT+I,5284.662,52,10673.324,10686.702,10888.710
75,VT+G4,5190.192,52,10484.384,10497.763,10699.770
76,VT+I+G4,5191.537,53,10489.074,10503.001,10708.602
77,VT+F,5407.956,70,10955.912,10981.141,11245.855
78,VT+F+I,5273.618,71,10689.236,10715.252,10983.321
79,VT+F+G4,5179.699,71,10501.398,10527.414,10795.483
80,VT+F+I+G4,5180.970,72,10505.939,10532.756,10804.166
81,LG,5481.157,51,11064.314,11077.156,11275.557
82,LG+I,5341.963,52,10787.926,10801.305,11003.312
83,LG+G4,5234.415,52,10572.830,10586.209,10788.216
84,LG+I+G4,5235.568,53,10577.135,10591.062,10796.663
85,LG+F,5461.094,70,11062.188,11087.417,11352.131
86,LG+F+I,5319.804,71,10781.609,10807.624,11075.693
87,LG+F+G4,5213.518,71,10569.036,10595.051,10863.120
88,LG+F+I+G4,5214.411,72,10572.823,10599.639,10871.049
89,DCMut,5514.166,51,11130.332,11143.174,11341.576
90,DCMut+I,5376.623,52,10857.246,10870.625,11072.632
91,DCMut+G4,5261.851,52,10627.703,10641.081,10843.089
92,DCMut+I+G4,5261.663,53,10629.327,10643.254,10848.855
93,DCMut+F,5503.978,70,11147.957,11173.185,11437.899
94,DCMut+F+I,5364.234,71,10870.467,10896.483,11164.552
95,DCMut+F+G4,5255.985,71,10653.970,10679.986,10948.055
96,DCMut+F+I+G4,5255.925,72,10655.850,10682.666,10954.076
97,PMB,5475.375,51,11052.749,11065.592,11263.993
98,PMB+I,5342.154,52,10788.309,10801.687,11003.695
99,PMB+G4,5247.576,52,10599.152,10612.530,10814.538
100,PMB+I+G4,5248.742,53,10603.483,10617.410,10823.011
101,PMB+F,5478.969,70,11097.938,11123.167,11387.881
102,PMB+F+I,5344.693,71,10831.385,10857.401,11125.470
103,PMB+F+G4,5249.417,71,10640.835,10666.850,10934.919
104,PMB+F+I+G4,5250.561,72,10645.122,10671.938,10943.348
105,HIVb,5477.195,51,11056.389,11069.232,11267.633
106,HIVb+I,5312.466,52,10728.933,10742.311,10944.319
107,HIVb+G4,5187.732,52,10479.463,10492.842,10694.849
108,HIVb+I+G4,5188.481,53,10482.963,10496.890,10702.491
109,HIVb+F,5474.115,70,11088.230,11113.459,11378.173
110,HIVb+F+I,5304.542,71,10751.085,10777.100,11045.169
111,HIVb+F+G4,5176.930,71,10495.861,10521.876,10789.945
112,HIVb+F+I+G4,5177.901,72,10499.803,10526.619,10798.029
113,HIVw,5585.108,51,11272.216,11285.059,11483.460
114,HIVw+I,5410.702,52,10925.404,10938.783,11140.790
115,HIVw+G4,5282.585,52,10669.169,10682.548,10884.555
116,HIVw+I+G4,5281.417,53,10668.834,10682.761,10888.362
117,HIVw+F,5538.078,70,11216.155,11241.384,11506.098
118,HIVw+F+I,5357.946,71,10857.892,10883.907,11151.977
119,HIVw+F+G4,5231.776,71,10605.552,10631.568,10899.637
120,HIVw+F+I+G4,5231.534,72,10607.067,10633.884,10905.294
121,JTTDCMut,5359.140,51,10820.281,10833.123,11031.525
122,JTTDCMut+I,5224.166,52,10552.332,10565.710,10767.718
123,JTTDCMut+G4,5123.337,52,10350.675,10364.054,10566.061
124,JTTDCMut+I+G4,5123.994,53,10353.989,10367.916,10573.517
125,JTTDCMut+F,5370.884,70,10881.767,10906.995,11171.710
126,JTTDCMut+F+I,5231.814,71,10605.627,10631.643,10899.712
127,JTTDCMut+F+G4,5131.802,71,10405.605,10431.620,10699.689
128,JTTDCMut+F+I+G4,5132.471,72,10408.942,10435.758,10707.169
129,FLU,5489.346,51,11080.692,11093.535,11291.936
130,FLU+I,5334.833,52,10773.667,10787.045,10989.053
131,FLU+G4,5201.629,52,10507.259,10520.637,10722.645
132,FLU+I+G4,5202.308,53,10510.617,10524.544,10730.145
133,FLU+F,5495.489,70,11130.979,11156.207,11420.921
134,FLU+F+I,5332.025,71,10806.051,10832.066,11100.135
135,FLU+F+G4,5190.391,71,10522.782,10548.797,10816.867
136,FLU+F+I+G4,5191.213,72,10526.425,10553.242,10824.652
137,Blosum62,5502.851,51,11107.703,11120.546,11318.947
138,Blosum62+I,5366.262,52,10836.524,10849.903,11051.910
139,Blosum62+G4,5269.327,52,10642.655,10656.033,10858.041
140,Blosum62+I+G4,5270.024,53,10646.047,10659.974,10865.575
141,Blosum62+F,5491.379,70,11122.757,11147.986,11412.700
142,Blosum62+F+I,5353.253,71,10848.506,10874.521,11142.591
143,Blosum62+F+G4,5255.733,71,10653.467,10679.482,10947.551
144,Blosum62+F+I+G4,5256.371,72,10656.743,10683.559,10954.970
145,mtMet,5649.724,51,11401.448,11414.291,11612.692
146,mtMet+I,5493.062,52,11090.124,11103.503,11305.510
147,mtMet+G4,5361.989,52,10827.978,10841.356,11043.363
148,mtMet+I+G4,5360.911,53,10827.822,10841.749,11047.350
149,mtMet+F,5441.605,70,11023.211,11048.439,11313.153
150,mtMet+F+I,5283.561,71,10709.122,10735.137,11003.207
151,mtMet+F+G4,5161.446,71,10464.891,10490.907,10758.976
152,mtMet+F+I+G4,5161.047,72,10466.093,10492.910,10764.320
153,mtVer,5655.809,51,11413.618,11426.461,11624.862
154,mtVer+I,5500.744,52,11105.487,11118.866,11320.873
155,mtVer+G4,5347.383,52,10798.767,10812.146,11014.153
156,mtVer+I+G4,5346.347,53,10798.694,10812.621,11018.222
