No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,22632.544,109,45483.089,45506.213,46032.984
2,Dayhoff+I,22164.391,110,44548.782,44572.353,45103.721
3,Dayhoff+G4,21541.828,110,43303.656,43327.227,43858.595
4,Dayhoff+I+G4,21535.336,111,43292.672,43316.695,43852.656
5,Dayhoff+F,22610.416,128,45476.833,45509.273,46122.581
6,Dayhoff+F+I,22130.136,129,44518.271,44551.250,45169.064
7,Dayhoff+F+G4,21505.979,129,43269.958,43302.938,43920.751
8,Dayhoff+F+I+G4,21501.509,130,43263.018,43296.541,43918.855
9,mtMAM,24711.387,109,49640.775,49663.899,50190.670
10,mtMAM+I,24167.313,110,48554.627,48578.198,49109.566
11,mtMAM+G4,22755.131,110,45730.261,45753.833,46285.201
12,mtMAM+I+G4,22743.783,111,45709.566,45733.589,46269.550
13,mtMAM+F,23975.702,128,48207.405,48239.845,48853.153
14,mtMAM+F+I,23373.678,129,47005.356,47038.335,47656.148
15,mtMAM+F+G4,22207.669,129,44673.338,44706.318,45324.131
16,mtMAM+F+I+G4,22196.130,130,44652.260,44685.784,45308.098
17,JTT,22163.058,109,44544.116,44567.240,45094.010
18,JTT+I,21708.302,110,43636.603,43660.175,44191.543
19,JTT+G4,21107.877,110,42435.754,42459.326,42990.694
20,JTT+I+G4,21106.066,111,42434.132,42458.155,42994.117
21,JTT+F,22210.583,128,44677.165,44709.605,45322.913
22,JTT+F+I,21735.173,129,43728.346,43761.325,44379.139
23,JTT+F+G4,21121.555,129,42501.111,42534.090,43151.904
24,JTT+F+I+G4,21119.148,130,42498.296,42531.819,43154.133
25,WAG,22324.412,109,44866.823,44889.948,45416.718
26,WAG+I,21871.605,110,43963.209,43986.781,44518.149
27,WAG+G4,21305.789,110,42831.578,42855.149,43386.517
28,WAG+I+G4,21303.571,111,42829.143,42853.166,43389.127
29,WAG+F,22368.116,128,44992.232,45024.672,45637.980
30,WAG+F+I,21896.420,129,44050.841,44083.820,44701.634
31,WAG+F+G4,21309.812,129,42877.624,42910.604,43528.417
32,WAG+F+I+G4,21307.363,130,42874.726,42908.249,43530.563
33,cpREV,22552.977,109,45323.954,45347.079,45873.849
34,cpREV+I,22117.134,110,44454.268,44477.839,45009.207
35,cpREV+G4,21451.060,110,43122.119,43145.691,43677.059
36,cpREV+I+G4,21449.841,111,43121.682,43145.705,43681.666
37,cpREV+F,22540.165,128,45336.331,45368.771,45982.079
38,cpREV+F+I,22079.613,129,44417.225,44450.205,45068.018
39,cpREV+F+G4,21429.476,129,43116.953,43149.932,43767.746
40,cpREV+F+I+G4,21427.337,130,43114.673,43148.197,43770.511
41,mtREV,23635.311,109,47488.623,47511.747,48038.517
42,mtREV+I,23155.456,110,46530.911,46554.483,47085.851
43,mtREV+G4,22234.786,110,44689.572,44713.143,45244.511
44,mtREV+I+G4,22232.038,111,44686.075,44710.098,45246.060
45,mtREV+F,22949.509,128,46155.017,46187.457,46800.765
46,mtREV+F+I,22454.646,129,45167.292,45200.272,45818.085
47,mtREV+F+G4,21649.008,129,43556.017,43588.996,44206.810
48,mtREV+F+I+G4,21645.591,130,43551.181,43584.705,44207.019
49,rtREV,22822.996,109,45863.991,45887.116,46413.886
50,rtREV+I,22344.827,110,44909.653,44933.224,45464.593
51,rtREV+G4,21679.015,110,43578.030,43601.602,44132.970
52,rtREV+I+G4,21677.901,111,43577.802,43601.825,44137.786
53,rtREV+F,22821.311,128,45898.623,45931.063,46544.371
54,rtREV+F+I,22306.864,129,44871.729,44904.708,45522.522
55,rtREV+F+G4,21592.877,129,43443.754,43476.734,44094.547
56,rtREV+F+I+G4,21590.522,130,43441.044,43474.568,44096.882
57,mtART,24685.688,109,49589.376,49612.500,50139.270
58,mtART+I,24128.272,110,48476.544,48500.116,49031.484
59,mtART+G4,22763.341,110,45746.683,45770.254,46301.622
60,mtART+I+G4,22757.672,111,45737.344,45761.367,46297.328
61,mtART+F,24035.859,128,48327.718,48360.158,48973.466
62,mtART+F+I,23481.382,129,47220.764,47253.743,47871.557
63,mtART+F+G4,22333.139,129,44924.278,44957.257,45575.070
64,mtART+F+I+G4,22327.070,130,44914.139,44947.663,45569.977
65,mtZOA,23726.905,109,47671.811,47694.935,48221.705
66,mtZOA+I,23238.427,110,46696.854,46720.425,47251.793
67,mtZOA+G4,22113.164,110,44446.328,44469.899,45001.267
68,mtZOA+I+G4,22109.519,111,44441.038,44465.061,45001.023
69,mtZOA+F,23263.039,128,46782.078,46814.518,47427.826
70,mtZOA+F+I,22771.562,129,45801.123,45834.102,46451.916
71,mtZOA+F+G4,21837.605,129,43933.210,43966.189,44584.003
72,mtZOA+F+I+G4,21834.477,130,43928.954,43962.477,44584.791
73,VT,22261.404,109,44740.809,44763.933,45290.704
74,VT+I,21818.145,110,43856.290,43879.861,44411.229
75,VT+G4,21263.992,110,42747.984,42771.556,43302.924
76,VT+I+G4,21262.049,111,42746.097,42770.121,43306.082
77,VT+F,22276.474,128,44808.948,44841.388,45454.696
78,VT+F+I,21815.417,129,43888.833,43921.813,44539.626
79,VT+F+G4,21247.201,129,42752.403,42785.382,43403.195
80,VT+F+I+G4,21244.750,130,42749.501,42783.024,43405.338
81,LG,22577.682,109,45373.364,45396.488,45923.258
82,LG+I,22107.959,110,44435.918,44459.490,44990.858
83,LG+G4,21447.253,110,43114.506,43138.077,43669.445
84,LG+I+G4,21446.051,111,43114.101,43138.125,43674.086
85,LG+F,22616.516,128,45489.033,45521.473,46134.781
86,LG+F+I,22119.583,129,44497.165,44530.145,45147.958
87,LG+F+G4,21426.620,129,43111.240,43144.219,43762.033
88,LG+F+I+G4,21424.721,130,43109.442,43142.965,43765.279
89,DCMut,22630.136,109,45478.273,45501.397,46028.168
90,DCMut+I,22161.971,110,44543.942,44567.513,45098.881
91,DCMut+G4,21540.815,110,43301.630,43325.202,43856.570
92,DCMut+I+G4,21534.368,111,43290.736,43314.759,43850.721
93,DCMut+F,22608.424,128,45472.847,45505.287,46118.595
94,DCMut+F+I,22128.003,129,44514.007,44546.986,45164.800
95,DCMut+F+G4,21504.890,129,43267.780,43300.760,43918.573
96,DCMut+F+I+G4,21500.406,130,43260.813,43294.336,43916.650
97,PMB,22439.159,109,45096.319,45119.443,45646.214
98,PMB+I,21988.451,110,44196.902,44220.474,44751.842
99,PMB+G4,21420.766,110,43061.531,43085.103,43616.471
100,PMB+I+G4,21418.950,111,43059.900,43083.924,43619.885
101,PMB+F,22551.657,128,45359.314,45391.754,46005.062
102,PMB+F+I,22089.311,129,44436.621,44469.600,45087.414
103,PMB+F+G4,21504.022,129,43266.043,43299.023,43916.836
104,PMB+F+I+G4,21501.745,130,43263.489,43297.013,43919.327
105,HIVb,23002.546,109,46223.093,46246.217,46772.987
106,HIVb+I,22459.169,110,45138.338,45161.909,45693.277
107,HIVb+G4,21690.824,110,43601.648,43625.219,44156.587
108,HIVb+I+G4,21687.028,111,43596.057,43620.080,44156.041
109,HIVb+F,23010.728,128,46277.456,46309.896,46923.204
110,HIVb+F+I,22419.730,129,45097.459,45130.439,45748.252
111,HIVb+F+G4,21622.676,129,43503.352,43536.331,44154.145
112,HIVb+F+I+G4,21617.303,130,43494.607,43528.130,44150.444
113,HIVw,23666.087,109,47550.173,47573.298,48100.068
114,HIVw+I,23147.634,110,46515.269,46538.840,47070.208
115,HIVw+G4,22387.083,110,44994.167,45017.738,45549.106
116,HIVw+I+G4,22382.407,111,44986.814,45010.837,45546.798
117,HIVw+F,23263.047,128,46782.094,46814.534,47427.842
118,HIVw+F+I,22699.050,129,45656.100,45689.079,46306.893
119,HIVw+F+G4,21976.981,129,44211.961,44244.941,44862.754
120,HIVw+F+I+G4,21970.586,130,44201.172,44234.696,44857.010
121,JTTDCMut,22176.123,109,44570.246,44593.371,45120.141
122,JTTDCMut+I,21721.883,110,43663.766,43687.338,44218.706
123,JTTDCMut+G4,21121.336,110,42462.672,42486.243,43017.611
124,JTTDCMut+I+G4,21119.312,111,42460.623,42484.646,43020.608
125,JTTDCMut+F,22224.472,128,44704.945,44737.385,45350.692
126,JTTDCMut+F+I,21749.062,129,43756.125,43789.104,44406.918
127,JTTDCMut+F+G4,21135.910,129,42529.820,42562.799,43180.613
128,JTTDCMut+F+I+G4,21133.380,130,42526.760,42560.283,43182.597
129,FLU,22999.192,109,46216.383,46239.508,46766.278
130,FLU+I,22524.402,110,45268.803,45292.375,45823.743
131,FLU+G4,21737.159,110,43694.318,43717.890,44249.258
132,FLU+I+G4,21737.848,111,43697.695,43721.718,44257.680
133,FLU+F,22964.568,128,46185.135,46217.575,46830.883
134,FLU+F+I,22455.936,129,45169.872,45202.852,45820.665
135,FLU+F+G4,21624.771,129,43507.542,43540.521,44158.334
136,FLU+F+I+G4,21624.107,130,43508.214,43541.738,44164.052
137,Blosum62,22516.427,109,45250.855,45273.979,45800.749
138,Blosum62+I,22066.522,110,44353.044,44376.616,44907.984
139,Blosum62+G4,21494.917,110,43209.834,43233.406,43764.774
140,Blosum62+I+G4,21493.032,111,43208.064,43232.087,43768.048
141,Blosum62+F,22574.877,128,45405.754,45438.194,46051.502
142,Blosum62+F+I,22111.787,129,44481.574,44514.553,45132.366
143,Blosum62+F+G4,21527.561,129,43313.123,43346.102,43963.915
144,Blosum62+F+I+G4,21525.279,130,43310.557,43344.081,43966.395
145,mtMet,23473.467,109,47164.933,47188.058,47714.828
146,mtMet+I,23015.012,110,46250.024,46273.596,46804.964
147,mtMet+G4,22036.610,110,44293.220,44316.791,44848.159
148,mtMet+I+G4,22035.516,111,44293.032,44317.055,44853.016
149,mtMet+F,22764.610,128,45785.221,45817.661,46430.969
150,mtMet+F+I,22290.535,129,44839.069,44872.049,45489.862
151,mtMet+F+G4,21456.730,129,43171.460,43204.439,43822.252
152,mtMet+F+I+G4,21455.067,130,43170.133,43203.657,43825.971
153,mtVer,23768.528,109,47755.055,47778.180,48304.950
154,mtVer+I,23299.670,110,46819.340,46842.912,47374.280
155,mtVer+G4,22204.273,110,44628.546,44652.117,45183.485
156,mtVer+I+G4,22202.184,111,44626.368,44650.391,45186.353
157,mtVer+F,23097.189,128,46450.378,46482.818,47096.126
158,mtVer+F+I,22571.352,129,45400.704,45433.683,46051.496
159,mtVer+F+G4,21667.838,129,43593.677,43626.656,44244.470
160,mtVer+F+I+G4,21664.759,130,43589.519,43623.043,44245.357
161,mtInv,23528.404,109,47274.809,47297.933,47824.703
162,mtInv+I,23064.684,110,46349.368,46372.940,46904.308
163,mtInv+G4,22189.382,110,44598.763,44622.335,45153.703
164,mtInv+I+G4,22187.847,111,44597.694,44621.717,45157.679
165,mtInv+F,22608.598,128,45473.197,45505.637,46118.944
166,mtInv+F+I,22142.799,129,44543.598,44576.578,45194.391
167,mtInv+F+G4,21402.183,129,43062.365,43095.344,43713.158
168,mtInv+F+I+G4,21400.412,130,43060.823,43094.347,43716.661
