No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,25435.586,37,50945.173,50947.715,51131.737
2,Dayhoff+I,25388.513,38,50853.025,50855.708,51044.632
3,Dayhoff+G4,25080.917,38,50237.833,50240.516,50429.440
4,Dayhoff+I+G4,25080.575,39,50239.150,50241.976,50435.799
5,Dayhoff+F,25174.524,56,50461.048,50466.921,50743.416
6,Dayhoff+F+I,25126.132,57,50366.264,50372.352,50653.674
7,Dayhoff+F+G4,24788.361,57,49690.723,49696.811,49978.133
8,Dayhoff+F+I+G4,24787.798,58,49691.595,49697.903,49984.048
9,mtMAM,28042.007,37,56158.013,56160.556,56344.578
10,mtMAM+I,27839.459,38,55754.919,55757.601,55946.526
11,mtMAM+G4,26712.526,38,53501.051,53503.734,53692.658
12,mtMAM+I+G4,26711.379,39,53500.759,53503.585,53697.408
13,mtMAM+F,26884.858,56,53881.717,53887.590,54164.085
14,mtMAM+F+I,26693.404,57,53500.808,53506.897,53788.219
15,mtMAM+F+G4,25869.402,57,51852.805,51858.893,52140.215
16,mtMAM+F+I+G4,25868.744,58,51853.488,51859.796,52145.941
17,JTT,25301.836,37,50677.673,50680.215,50864.237
18,JTT+I,25223.283,38,50522.565,50525.247,50714.172
19,JTT+G4,24922.758,38,49921.516,49924.198,50113.123
20,JTT+I+G4,24922.715,39,49923.429,49926.256,50120.079
21,JTT+F,25161.938,56,50435.877,50441.750,50718.245
22,JTT+F+I,25086.370,57,50286.739,50292.827,50574.149
23,JTT+F+G4,24765.192,57,49644.384,49650.472,49931.794
24,JTT+F+I+G4,24765.100,58,49646.199,49652.507,49938.652
25,WAG,25087.055,37,50248.111,50250.653,50434.675
26,WAG+I,25033.879,38,50143.758,50146.441,50335.365
27,WAG+G4,24797.745,38,49671.490,49674.172,49863.097
28,WAG+I+G4,24797.613,39,49673.227,49676.053,49869.876
29,WAG+F,24869.770,56,49851.539,49857.412,50133.907
30,WAG+F+I,24821.935,57,49757.871,49763.959,50045.281
31,WAG+F+G4,24573.711,57,49261.422,49267.510,49548.832
32,WAG+F+I+G4,24573.659,58,49263.318,49269.626,49555.771
33,cpREV,25679.620,37,51433.241,51435.783,51619.805
34,cpREV+I,25494.541,38,51065.082,51067.764,51256.689
35,cpREV+G4,25203.440,38,50482.880,50485.562,50674.487
36,cpREV+I+G4,25194.914,39,50467.828,50470.654,50664.477
37,cpREV+F,25558.604,56,51229.208,51235.081,51511.576
38,cpREV+F+I,25390.686,57,50895.371,50901.459,51182.781
39,cpREV+F+G4,25063.496,57,50240.991,50247.080,50528.401
40,cpREV+F+I+G4,25058.116,58,50232.232,50238.540,50524.685
41,mtREV,26783.727,37,53641.454,53643.996,53828.018
42,mtREV+I,26659.517,38,53395.033,53397.716,53586.640
43,mtREV+G4,26051.411,38,52178.821,52181.503,52370.428
44,mtREV+I+G4,26051.985,39,52181.970,52184.797,52378.620
