No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,9511.136,99,19220.272,19257.843,19659.926
2,Dayhoff+I,9437.615,100,19075.230,19113.633,19519.325
3,Dayhoff+G4,9356.698,100,18913.395,18951.798,19357.490
4,Dayhoff+I+G4,9356.873,101,18915.746,18954.991,19364.281
5,Dayhoff+F,9453.043,118,19142.086,19197.370,19666.118
6,Dayhoff+F+I,9379.341,119,18996.681,19053.013,19525.154
7,Dayhoff+F+G4,9289.178,119,18816.356,18872.688,19344.829
8,Dayhoff+F+I+G4,9289.615,120,18819.230,18876.621,19352.144
9,mtMAM,10079.884,99,20357.769,20395.340,20797.422
10,mtMAM+I,9946.465,100,20092.931,20131.334,20537.025
11,mtMAM+G4,9707.172,100,19614.343,19652.746,20058.438
12,mtMAM+I+G4,9706.059,101,19614.117,19653.363,20062.653
13,mtMAM+F,9707.133,118,19650.266,19705.550,20174.298
14,mtMAM+F+I,9598.981,119,19435.963,19492.294,19964.436
15,mtMAM+F+G4,9422.540,119,19083.081,19139.412,19611.553
16,mtMAM+F+I+G4,9422.021,120,19084.042,19141.434,19616.956
17,JTT,9373.280,99,18944.559,18982.130,19384.213
18,JTT+I,9297.488,100,18794.976,18833.379,19239.070
19,JTT+G4,9220.297,100,18640.595,18678.998,19084.689
20,JTT+I+G4,9220.253,101,18642.506,18681.751,19091.041
21,JTT+F,9322.564,118,18881.127,18936.411,19405.159
22,JTT+F+I,9248.690,119,18735.381,18791.712,19263.854
23,JTT+F+G4,9165.028,119,18568.056,18624.387,19096.528
24,JTT+F+I+G4,9165.162,120,18570.323,18627.714,19103.237
25,WAG,9552.543,99,19303.086,19340.658,19742.740
26,WAG+I,9480.044,100,19160.089,19198.492,19604.184
27,WAG+G4,9397.650,100,18995.301,19033.704,19439.395
28,WAG+I+G4,9397.955,101,18997.910,19037.156,19446.446
29,WAG+F,9503.791,118,19243.582,19298.866,19767.614
30,WAG+F+I,9431.205,119,19100.409,19156.741,19628.882
31,WAG+F+G4,9342.428,119,18922.856,18979.187,19451.328
32,WAG+F+I+G4,9342.837,120,18925.673,18983.065,19458.587
33,cpREV,9711.575,99,19621.149,19658.720,20060.803
34,cpREV+I,9623.081,100,19446.162,19484.565,19890.257
35,cpREV+G4,9519.903,100,19239.806,19278.209,19683.901
36,cpREV+I+G4,9520.042,101,19242.084,19281.329,19690.619
37,cpREV+F,9604.730,118,19445.461,19500.744,19969.493
38,cpREV+F+I,9519.440,119,19276.881,19333.212,19805.354
39,cpREV+F+G4,9410.145,119,19058.290,19114.621,19586.763
40,cpREV+F+I+G4,9410.390,120,19060.779,19118.171,19593.693
41,mtREV,9839.172,99,19876.343,19913.914,20315.997
42,mtREV+I,9744.972,100,19689.944,19728.347,20134.039
43,mtREV+G4,9609.503,100,19419.006,19457.409,19863.100
44,mtREV+I+G4,9609.367,101,19420.735,19459.980,19869.270
45,mtREV+F,9548.809,118,19333.617,19388.901,19857.649
46,mtREV+F+I,9462.411,119,19162.823,19219.154,19691.295
47,mtREV+F+G4,9345.119,119,18928.239,18984.570,19456.711
48,mtREV+F+I+G4,9344.998,120,18929.997,18987.388,19462.910
49,rtREV,9658.428,99,19514.856,19552.427,19954.510
50,rtREV+I,9572.658,100,19345.316,19383.719,19789.410
51,rtREV+G4,9484.326,100,19168.653,19207.056,19612.747
52,rtREV+I+G4,9484.061,101,19170.123,19209.369,19618.659
53,rtREV+F,9532.590,118,19301.180,19356.464,19825.212
54,rtREV+F+I,9452.181,119,19142.362,19198.694,19670.835
55,rtREV+F+G4,9357.396,119,18952.792,19009.124,19481.265
56,rtREV+F+I+G4,9357.355,120,18954.709,19012.101,19487.623
57,mtART,10185.670,99,20569.339,20606.910,21008.993
58,mtART+I,10058.869,100,20317.737,20356.140,20761.832
59,mtART+G4,9843.474,100,19886.948,19925.351,20331.043
60,mtART+I+G4,9843.062,101,19888.125,19927.370,20336.660
61,mtART+F,9805.598,118,19847.196,19902.479,20371.227
62,mtART+F+I,9698.629,119,19635.258,19691.590,20163.731
63,mtART+F+G4,9534.773,119,19307.546,19363.877,19836.018
64,mtART+F+I+G4,9534.595,120,19309.189,19366.581,19842.103
65,mtZOA,9841.795,99,19881.591,19919.162,20321.245
66,mtZOA+I,9738.910,100,19677.820,19716.223,20121.915
67,mtZOA+G4,9574.650,100,19349.300,19387.703,19793.394
68,mtZOA+I+G4,9574.446,101,19350.892,19390.138,19799.427
69,mtZOA+F,9586.889,118,19409.778,19465.062,19933.810
