No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,12311.974,119,24861.947,24929.465,25373.303
2,Dayhoff+I,12063.170,120,24366.340,24435.155,24881.993
3,Dayhoff+G4,11809.407,120,23858.814,23927.629,24374.467
4,Dayhoff+I+G4,11806.218,121,23854.435,23924.563,24374.385
5,Dayhoff+F,12349.495,138,24974.990,25069.950,25567.991
6,Dayhoff+F+I,12095.162,139,24468.324,24564.900,25065.622
7,Dayhoff+F+G4,11824.603,139,23927.205,24023.781,24524.503
8,Dayhoff+F+I+G4,11821.656,140,23923.311,24021.520,24524.906
9,mtMAM,13160.576,119,26559.151,26626.669,27070.507
10,mtMAM+I,12880.327,120,26000.654,26069.469,26516.307
11,mtMAM+G4,12253.248,120,24746.496,24815.311,25262.149
12,mtMAM+I+G4,12255.049,121,24752.099,24822.227,25272.049
13,mtMAM+F,12636.129,138,25548.257,25643.218,26141.258
14,mtMAM+F+I,12373.796,139,25025.593,25122.169,25622.891
15,mtMAM+F+G4,11877.274,139,24032.547,24129.123,24629.846
16,mtMAM+F+I+G4,11876.789,140,24033.577,24131.786,24635.172
17,JTT,11971.362,119,24180.724,24248.242,24692.080
18,JTT+I,11730.311,120,23700.623,23769.438,24216.276
19,JTT+G4,11496.189,120,23232.378,23301.193,23748.031
20,JTT+I+G4,11493.709,121,23229.417,23299.546,23749.368
21,JTT+F,12033.740,138,24343.481,24438.441,24936.482
22,JTT+F+I,11786.834,139,23851.668,23948.243,24448.966
23,JTT+F+G4,11540.736,139,23359.472,23456.047,23956.770
24,JTT+F+I+G4,11538.388,140,23356.777,23454.985,23958.372
25,WAG,12176.079,119,24590.158,24657.676,25101.514
26,WAG+I,11941.034,120,24122.069,24190.884,24637.722
27,WAG+G4,11693.144,120,23626.289,23695.104,24141.942
28,WAG+I+G4,11691.313,121,23624.626,23694.754,24144.576
29,WAG+F,12249.990,138,24775.980,24870.940,25368.981
30,WAG+F+I,12012.338,139,24302.675,24399.251,24899.974
31,WAG+F+G4,11750.192,139,23778.384,23874.959,24375.682
32,WAG+F+I+G4,11748.553,140,23777.105,23875.314,24378.700
33,cpREV,12287.987,119,24813.975,24881.493,25325.331
34,cpREV+I,12051.017,120,24342.035,24410.850,24857.688
35,cpREV+G4,11747.959,120,23735.918,23804.733,24251.571
36,cpREV+I+G4,11745.671,121,23733.342,23803.471,24253.293
37,cpREV+F,12377.796,138,25031.592,25126.552,25624.593
38,cpREV+F+I,12140.541,139,24559.082,24655.658,25156.381
39,cpREV+F+G4,11820.021,139,23918.042,24014.618,24515.340
40,cpREV+F+I+G4,11818.546,140,23917.092,24015.301,24518.688
41,mtREV,12760.949,119,25759.897,25827.415,26271.253
42,mtREV+I,12532.339,120,25304.677,25373.493,25820.331
43,mtREV+G4,12128.672,120,24497.345,24566.160,25012.998
44,mtREV+I+G4,12128.583,121,24499.166,24569.294,25019.116
45,mtREV+F,12305.260,138,24886.519,24981.480,25479.520
46,mtREV+F+I,12090.129,139,24458.257,24554.833,25055.556
47,mtREV+F+G4,11753.767,139,23785.533,23882.109,24382.831
48,mtREV+F+I+G4,11752.198,140,23784.397,23882.605,24385.992
49,rtREV,12356.843,119,24951.686,25019.204,25463.042
50,rtREV+I,12116.669,120,24473.337,24542.152,24988.990
51,rtREV+G4,11851.589,120,23943.177,24011.992,24458.830
52,rtREV+I+G4,11849.120,121,23940.240,24010.368,24460.190
53,rtREV+F,12365.813,138,25007.626,25102.586,25600.627
54,rtREV+F+I,12123.467,139,24524.933,24621.509,25122.231
55,rtREV+F+G4,11841.853,139,23961.705,24058.281,24559.003
56,rtREV+F+I+G4,11839.632,140,23959.264,24057.473,24560.859
57,mtART,13443.810,119,27125.619,27193.137,27636.975
58,mtART+I,13154.779,120,26549.559,26618.374,27065.212
59,mtART+G4,12510.425,120,25260.849,25329.664,25776.502
60,mtART+I+G4,12510.783,121,25263.566,25333.695,25783.517
61,mtART+F,12944.131,138,26164.262,26259.223,26757.263
62,mtART+F+I,12684.559,139,25647.117,25743.693,26244.416
63,mtART+F+G4,12191.038,139,24660.076,24756.652,25257.374
64,mtART+F+I+G4,12190.152,140,24660.303,24758.512,25261.898
65,mtZOA,12840.557,119,25919.115,25986.632,26430.471
66,mtZOA+I,12588.385,120,25416.770,25485.585,25932.423
67,mtZOA+G4,12103.049,120,24446.097,24514.912,24961.750
68,mtZOA+I+G4,12103.157,121,24448.315,24518.443,24968.265
69,mtZOA+F,12490.961,138,25257.922,25352.882,25850.923
70,mtZOA+F+I,12254.633,139,24787.266,24883.842,25384.564
71,mtZOA+F+G4,11898.710,139,24075.420,24171.996,24672.718
72,mtZOA+F+I+G4,11896.998,140,24073.996,24172.205,24675.592
73,VT,12173.514,119,24585.029,24652.547,25096.385
74,VT+I,11935.989,120,24111.979,24180.794,24627.632
75,VT+G4,11700.132,120,23640.264,23709.079,24155.917
76,VT+I+G4,11698.583,121,23639.165,23709.294,24159.116
77,VT+F,12233.773,138,24743.545,24838.505,25336.546
78,VT+F+I,11995.174,139,24268.347,24364.923,24865.645
79,VT+F+G4,11750.843,139,23779.686,23876.261,24376.984
80,VT+F+I+G4,11749.323,140,23778.646,23876.855,24380.241
81,LG,12207.592,119,24653.183,24720.701,25164.539
82,LG+I,11970.203,120,24180.405,24249.220,24696.058
83,LG+G4,11704.002,120,23648.005,23716.820,24163.658
84,LG+I+G4,11702.249,121,23646.497,23716.625,24166.447
85,LG+F,12256.075,138,24788.151,24883.111,25381.152
86,LG+F+I,12017.817,139,24313.634,24410.210,24910.933
87,LG+F+G4,11741.231,139,23760.462,23857.037,24357.760
88,LG+F+I+G4,11739.600,140,23759.201,23857.410,24360.796
89,DCMut,12313.107,119,24864.213,24931.731,25375.569
90,DCMut+I,12064.163,120,24368.327,24437.142,24883.980
91,DCMut+G4,11810.435,120,23860.871,23929.686,24376.524
92,DCMut+I+G4,11807.629,121,23857.259,23927.387,24377.209
93,DCMut+F,12350.152,138,24976.303,25071.263,25569.304
94,DCMut+F+I,12095.838,139,24469.676,24566.252,25066.974
95,DCMut+F+G4,11825.444,139,23928.888,24025.464,24526.186
96,DCMut+F+I+G4,11822.739,140,23925.478,24023.687,24527.073
97,PMB,12388.785,119,25015.569,25083.087,25526.925
98,PMB+I,12149.254,120,24538.508,24607.323,25054.161
99,PMB+G4,11888.649,120,24017.298,24086.113,24532.951
100,PMB+I+G4,11887.010,121,24016.020,24086.149,24535.971
101,PMB+F,12483.646,138,25243.292,25338.253,25836.293
102,PMB+F+I,12243.697,139,24765.393,24861.969,25362.691
103,PMB+F+G4,11977.014,139,24232.029,24328.604,24829.327
104,PMB+F+I+G4,11975.401,140,24230.802,24329.011,24832.397
105,HIVb,12252.832,119,24743.665,24811.182,25255.021
106,HIVb+I,11976.524,120,24193.047,24261.862,24708.700
107,HIVb+G4,11658.757,120,23557.515,23626.330,24073.168
108,HIVb+I+G4,11655.716,121,23553.432,23623.561,24073.383
109,HIVb+F,12268.072,138,24812.145,24907.105,25405.146
110,HIVb+F+I,11989.573,139,24257.147,24353.722,24854.445
111,HIVb+F+G4,11658.569,139,23595.137,23691.713,24192.435
112,HIVb+F+I+G4,11656.153,140,23592.305,23690.514,24193.900
113,HIVw,12635.912,119,25509.824,25577.342,26021.180
114,HIVw+I,12317.486,120,24874.972,24943.787,25390.625
115,HIVw+G4,12007.128,120,24254.256,24323.071,24769.909
116,HIVw+I+G4,12002.437,121,24246.874,24317.002,24766.824
117,HIVw+F,12578.965,138,25433.930,25528.890,26026.931
118,HIVw+F+I,12264.795,139,24807.589,24904.165,25404.887
119,HIVw+F+G4,11939.318,139,24156.637,24253.213,24753.935
120,HIVw+F+I+G4,11935.278,140,24150.555,24248.764,24752.150
121,JTTDCMut,11981.791,119,24201.581,24269.099,24712.937
122,JTTDCMut+I,11740.867,120,23721.733,23790.549,24237.386
123,JTTDCMut+G4,11505.833,120,23251.667,23320.482,23767.320
124,JTTDCMut+I+G4,11503.032,121,23248.064,23318.192,23768.014
125,JTTDCMut+F,12044.187,138,24364.373,24459.333,24957.374
126,JTTDCMut+F+I,11797.456,139,23872.911,23969.487,24470.209
127,JTTDCMut+F+G4,11550.315,139,23378.629,23475.205,23975.928
128,JTTDCMut+F+I+G4,11547.804,140,23375.607,23473.816,23977.203
129,FLU,12337.810,119,24913.619,24981.137,25424.975
130,FLU+I,12060.704,120,24361.407,24430.223,24877.060
131,FLU+G4,11730.102,120,23700.203,23769.018,24215.856
132,FLU+I+G4,11726.874,121,23695.747,23765.875,24215.697
133,FLU+F,12419.633,138,25115.266,25210.226,25708.267
134,FLU+F+I,12138.491,139,24554.983,24651.559,25152.281
135,FLU+F+G4,11755.568,139,23789.135,23885.711,24386.433
136,FLU+F+I+G4,11753.798,140,23787.595,23885.804,24389.191
137,Blosum62,12410.698,119,25059.397,25126.915,25570.753
138,Blosum62+I,12172.574,120,24585.147,24653.962,25100.800
139,Blosum62+G4,11914.775,120,24069.550,24138.366,24585.203
140,Blosum62+I+G4,11913.301,121,24068.602,24138.731,24588.553
141,Blosum62+F,12506.117,138,25288.233,25383.194,25881.234
142,Blosum62+F+I,12268.361,139,24814.723,24911.298,25412.021
143,Blosum62+F+G4,12008.068,139,24294.136,24390.712,24891.434
144,Blosum62+F+I+G4,12006.713,140,24293.426,24391.635,24895.021
145,mtMet,12660.228,119,25558.455,25625.973,26069.811
146,mtMet+I,12411.221,120,25062.443,25131.258,25578.096
147,mtMet+G4,12004.014,120,24248.028,24316.843,24763.681
148,mtMet+I+G4,12003.894,121,24249.788,24319.916,24769.738
149,mtMet+F,12209.271,138,24694.541,24789.502,25287.543
150,mtMet+F+I,11970.820,139,24219.640,24316.216,24816.938
151,mtMet+F+G4,11651.804,139,23581.607,23678.183,24178.905
152,mtMet+F+I+G4,11649.592,140,23579.183,23677.392,24180.779
153,mtVer,12705.080,119,25648.161,25715.678,26159.517
154,mtVer+I,12446.542,120,25133.084,25201.899,25648.737
155,mtVer+G4,12011.627,120,24263.254,24332.069,24778.907
156,mtVer+I+G4,12011.134,121,24264.269,24334.397,24784.219
157,mtVer+F,12283.727,138,24843.453,24938.414,25436.454
158,mtVer+F+I,12028.556,139,24335.112,24431.688,24932.410
159,mtVer+F+G4,11678.708,139,23635.417,23731.992,24232.715
160,mtVer+F+I+G4,11676.467,140,23632.934,23731.143,24234.529
161,mtInv,12801.287,119,25840.573,25908.091,26351.929
162,mtInv+I,12552.478,120,25344.956,25413.771,25860.609
163,mtInv+G4,12170.821,120,24581.643,24650.458,25097.296
164,mtInv+I+G4,12170.426,121,24582.852,24652.980,25102.802
165,mtInv+F,12253.316,138,24782.631,24877.591,25375.632
166,mtInv+F+I,12013.587,139,24305.174,24401.750,24902.472
167,mtInv+F+G4,11725.537,139,23729.075,23825.650,24326.373
168,mtInv+F+I+G4,11723.039,140,23726.078,23824.287,24327.674
