No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,19957.554,117,40149.108,40180.344,40723.549
2,Dayhoff+I,19749.202,118,39734.404,39766.209,40313.755
3,Dayhoff+G4,19260.710,118,38757.419,38789.224,39336.770
4,Dayhoff+I+G4,19261.554,119,38761.107,38793.488,39345.368
5,Dayhoff+F,19939.349,136,40150.698,40193.777,40818.424
6,Dayhoff+F+I,19726.882,137,39727.764,39771.528,40400.400
7,Dayhoff+F+G4,19226.891,137,38727.782,38771.546,39400.418
8,Dayhoff+F+I+G4,19227.790,138,38731.579,38776.033,39409.125
9,mtMAM,21383.801,117,43001.601,43032.837,43576.042
10,mtMAM+I,21086.051,118,42408.103,42439.908,42987.454
11,mtMAM+G4,20182.176,118,40600.352,40632.157,41179.703
12,mtMAM+I+G4,20181.892,119,40601.784,40634.165,41186.044
13,mtMAM+F,20737.351,136,41746.702,41789.782,42414.429
14,mtMAM+F+I,20465.512,137,41205.023,41248.787,41877.660
15,mtMAM+F+G4,19720.646,137,39715.292,39759.056,40387.929
16,mtMAM+F+I+G4,19720.629,138,39717.257,39761.712,40394.803
17,JTT,19605.812,117,39445.623,39476.858,40020.064
18,JTT+I,19388.606,118,39013.212,39045.017,39592.563
19,JTT+G4,18950.691,118,38137.383,38169.188,38716.734
20,JTT+I+G4,18951.159,119,38140.318,38172.699,38724.578
21,JTT+F,19618.195,136,39508.390,39551.470,40176.116
22,JTT+F+I,19397.997,137,39069.995,39113.758,39742.631
23,JTT+F+G4,18951.935,137,38177.871,38221.635,38850.507
24,JTT+F+I+G4,18952.449,138,38180.898,38225.352,38858.443
25,WAG,19840.694,117,39915.389,39946.624,40489.830
26,WAG+I,19625.745,118,39487.491,39519.296,40066.842
27,WAG+G4,19178.505,118,38593.011,38624.816,39172.362
28,WAG+I+G4,19178.932,119,38595.865,38628.246,39180.125
29,WAG+F,19859.482,136,39990.965,40034.045,40658.691
30,WAG+F+I,19639.951,137,39553.902,39597.666,40226.538
31,WAG+F+G4,19181.114,137,38636.227,38679.991,39308.864
32,WAG+F+I+G4,19181.617,138,38639.235,38683.689,39316.781
33,cpREV,20000.234,117,40234.469,40265.704,40808.910
34,cpREV+I,19783.772,118,39803.544,39835.349,40382.895
35,cpREV+G4,19307.362,118,38850.725,38882.530,39430.076
36,cpREV+I+G4,19307.653,119,38853.306,38885.687,39437.566
37,cpREV+F,20016.235,136,40304.470,40347.550,40972.197
38,cpREV+F+I,19801.895,137,39877.790,39921.554,40550.426
39,cpREV+F+G4,19311.403,137,38896.806,38940.570,39569.442
40,cpREV+F+I+G4,19311.711,138,38899.421,38943.875,39576.967
41,mtREV,20657.970,117,41549.939,41581.175,42124.380
42,mtREV+I,20409.802,118,41055.603,41087.408,41634.954
43,mtREV+G4,19794.806,118,39825.612,39857.417,40404.963
44,mtREV+I+G4,19795.076,119,39828.152,39860.533,40412.413
45,mtREV+F,20104.280,136,40480.560,40523.640,41148.286
46,mtREV+F+I,19879.839,137,40033.678,40077.442,40706.314
47,mtREV+F+G4,19331.087,137,38936.174,38979.938,39608.811
48,mtREV+F+I+G4,19331.468,138,38938.936,38983.391,39616.482
49,rtREV,20184.972,117,40603.944,40635.179,41178.385
50,rtREV+I,19947.104,118,40130.207,40162.012,40709.558
51,rtREV+G4,19464.500,118,39165.000,39196.805,39744.351
52,rtREV+I+G4,19464.503,119,39167.006,39199.387,39751.267
53,rtREV+F,20072.315,136,40416.631,40459.710,41084.357
