No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,6055.004,55,12220.007,12234.605,12449.336
2,Dayhoff+I,5870.195,56,11852.391,11867.555,12085.889
3,Dayhoff+G4,5789.940,56,11691.880,11707.044,11925.379
4,Dayhoff+I+G4,5787.267,57,11688.533,11704.276,11926.201
5,Dayhoff+F,6014.119,74,12176.239,12203.782,12484.790
6,Dayhoff+F+I,5832.649,75,11815.297,11843.656,12128.018
7,Dayhoff+F+G4,5755.883,75,11661.766,11690.124,11974.487
8,Dayhoff+F+I+G4,5753.044,76,11658.087,11687.274,11974.977
9,mtMAM,6480.458,55,13070.916,13085.513,13300.245
10,mtMAM+I,6285.538,56,12683.075,12698.239,12916.574
11,mtMAM+G4,6093.914,56,12299.827,12314.991,12533.325
12,mtMAM+I+G4,6092.567,57,12299.133,12314.876,12536.801
13,mtMAM+F,6267.218,74,12682.437,12709.980,12990.988
14,mtMAM+F+I,6065.147,75,12280.293,12308.651,12593.014
15,mtMAM+F+G4,5902.733,75,11955.466,11983.824,12268.187
16,mtMAM+F+I+G4,5900.449,76,11952.898,11982.085,12269.788
17,JTT,5938.379,55,11986.758,12001.356,12216.087
18,JTT+I,5764.070,56,11640.140,11655.304,11873.638
19,JTT+G4,5692.984,56,11497.968,11513.131,11731.466
20,JTT+I+G4,5690.451,57,11494.902,11510.644,11732.569
21,JTT+F,5931.611,74,12011.222,12038.766,12319.773
22,JTT+F+I,5754.744,75,11659.487,11687.846,11972.208
23,JTT+F+G4,5682.307,75,11514.614,11542.972,11827.335
24,JTT+F+I+G4,5679.543,76,11511.085,11540.273,11827.976
25,WAG,5986.041,55,12082.083,12096.680,12311.411
26,WAG+I,5814.841,56,11741.682,11756.846,11975.180
27,WAG+G4,5749.241,56,11610.483,11625.647,11843.981
28,WAG+I+G4,5746.639,57,11607.278,11623.020,11844.945
29,WAG+F,5974.435,74,12096.870,12124.413,12405.421
30,WAG+F+I,5799.740,75,11749.479,11777.837,12062.200
31,WAG+F+G4,5733.409,75,11616.819,11645.177,11929.539
32,WAG+F+I+G4,5730.485,76,11612.970,11642.157,11929.861
33,cpREV,5995.476,55,12100.953,12115.550,12330.281
34,cpREV+I,5833.349,56,11778.699,11793.863,12012.197
35,cpREV+G4,5746.929,56,11605.857,11621.021,11839.356
36,cpREV+I+G4,5745.639,57,11605.278,11621.021,11842.946
37,cpREV+F,6005.395,74,12158.791,12186.334,12467.342
38,cpREV+F+I,5834.236,75,11818.471,11846.829,12131.192
39,cpREV+F+G4,5750.750,75,11651.500,11679.858,11964.221
40,cpREV+F+I+G4,5748.992,76,11649.984,11679.171,11966.875
41,mtREV,6299.672,55,12709.345,12723.942,12938.673
42,mtREV+I,6126.534,56,12365.068,12380.232,12598.567
43,mtREV+G4,5994.689,56,12101.379,12116.543,12334.877
44,mtREV+I+G4,5993.584,57,12101.169,12116.911,12338.836
45,mtREV+F,6092.535,74,12333.070,12360.614,12641.622
46,mtREV+F+I,5918.817,75,11987.634,12015.992,12300.355
47,mtREV+F+G4,5804.226,75,11758.452,11786.810,12071.173
48,mtREV+F+I+G4,5802.594,76,11757.188,11786.375,12074.078
49,rtREV,6081.355,55,12272.711,12287.308,12502.039
50,rtREV+I,5893.659,56,11899.318,11914.481,12132.816
51,rtREV+G4,5815.670,56,11743.340,11758.504,11976.838
52,rtREV+I+G4,5812.583,57,11739.167,11754.909,11976.834
53,rtREV+F,6068.730,74,12285.459,12313.002,12594.010
54,rtREV+F+I,5874.066,75,11898.131,11926.490,12210.852
55,rtREV+F+G4,5788.074,75,11726.148,11754.506,12038.869
56,rtREV+F+I+G4,5784.814,76,11721.629,11750.816,12038.519
57,mtART,6511.411,55,13132.823,13147.420,13362.152
58,mtART+I,6302.166,56,12716.332,12731.496,12949.831
59,mtART+G4,6081.695,56,12275.390,12290.554,12508.888
60,mtART+I+G4,6078.658,57,12271.316,12287.059,12508.984
61,mtART+F,6289.620,74,12727.240,12754.784,13035.791
62,mtART+F+I,6079.356,75,12308.712,12337.070,12621.432
63,mtART+F+G4,5896.137,75,11942.274,11970.632,12254.995
64,mtART+F+I+G4,5893.876,76,11939.751,11968.939,12256.642
65,mtZOA,6267.927,55,12645.853,12660.450,12875.182
66,mtZOA+I,6085.736,56,12283.472,12298.636,12516.970
67,mtZOA+G4,5911.491,56,11934.982,11950.146,12168.481
68,mtZOA+I+G4,5909.944,57,11933.887,11949.630,12171.555
69,mtZOA+F,6109.061,74,12366.122,12393.665,12674.673
70,mtZOA+F+I,5924.820,75,11999.640,12027.998,12312.361
71,mtZOA+F+G4,5786.556,75,11723.113,11751.471,12035.834
72,mtZOA+F+I+G4,5784.863,76,11721.726,11750.913,12038.616
73,VT,5992.429,55,12094.858,12109.455,12324.186
74,VT+I,5823.919,56,11759.837,11775.001,11993.335
75,VT+G4,5758.967,56,11629.935,11645.098,11863.433
76,VT+I+G4,5756.771,57,11627.542,11643.285,11865.210
77,VT+F,5988.918,74,12125.837,12153.380,12434.388
78,VT+F+I,5816.723,75,11783.446,11811.804,12096.167
79,VT+F+G4,5750.607,75,11651.214,11679.572,11963.935
80,VT+F+I+G4,5748.136,76,11648.272,11677.459,11965.162
81,LG,5983.734,55,12077.468,12092.065,12306.796
82,LG+I,5807.609,56,11727.219,11742.383,11960.717
83,LG+G4,5729.200,56,11570.401,11585.565,11803.899
84,LG+I+G4,5726.723,57,11567.446,11583.189,11805.114
85,LG+F,5996.155,74,12140.309,12167.853,12448.861
86,LG+F+I,5811.802,75,11773.604,11801.962,12086.324
87,LG+F+G4,5728.756,75,11607.512,11635.871,11920.233
88,LG+F+I+G4,5725.948,76,11603.897,11633.084,11920.787
89,DCMut,6055.477,55,12220.954,12235.552,12450.283
90,DCMut+I,5870.656,56,11853.312,11868.476,12086.810
91,DCMut+G4,5791.102,56,11694.204,11709.368,11927.703
92,DCMut+I+G4,5788.368,57,11690.735,11706.478,11928.403
93,DCMut+F,6014.825,74,12177.650,12205.193,12486.201
94,DCMut+F+I,5833.274,75,11816.548,11844.906,12129.268
95,DCMut+F+G4,5757.188,75,11664.377,11692.735,11977.097
96,DCMut+F+I+G4,5754.295,76,11660.589,11689.777,11977.480
97,PMB,6052.875,55,12215.749,12230.347,12445.078
98,PMB+I,5882.953,56,11877.907,11893.071,12111.405
99,PMB+G4,5814.063,56,11740.127,11755.291,11973.625
100,PMB+I+G4,5811.583,57,11737.167,11752.910,11974.835
101,PMB+F,6068.969,74,12285.939,12313.482,12594.490
102,PMB+F+I,5894.665,75,11939.329,11967.687,12252.050
103,PMB+F+G4,5824.136,75,11798.273,11826.631,12110.994
104,PMB+F+I+G4,5821.378,76,11794.755,11823.942,12111.646
105,HIVb,6096.105,55,12302.210,12316.807,12531.539
106,HIVb+I,5898.026,56,11908.051,11923.215,12141.550
107,HIVb+G4,5799.629,56,11711.258,11726.421,11944.756
108,HIVb+I+G4,5796.776,57,11707.552,11723.294,11945.219
109,HIVb+F,6095.489,74,12338.979,12366.522,12647.530
110,HIVb+F+I,5886.840,75,11923.680,11952.039,12236.401
111,HIVb+F+G4,5778.800,75,11707.600,11735.958,12020.321
112,HIVb+F+I+G4,5775.710,76,11703.420,11732.607,12020.311
113,HIVw,6273.361,55,12656.722,12671.319,12886.050
114,HIVw+I,6055.188,56,12222.376,12237.540,12455.874
115,HIVw+G4,5960.195,56,12032.390,12047.554,12265.889
116,HIVw+I+G4,5955.775,57,12025.551,12041.294,12263.219
117,HIVw+F,6154.650,74,12457.301,12484.844,12765.852
118,HIVw+F+I,5941.302,75,12032.604,12060.962,12345.325
119,HIVw+F+G4,5853.659,75,11857.318,11885.677,12170.039
120,HIVw+F+I+G4,5849.567,76,11851.133,11880.320,12168.024
121,JTTDCMut,5941.051,55,11992.101,12006.698,12221.430
122,JTTDCMut+I,5767.004,56,11646.008,11661.172,11879.506
123,JTTDCMut+G4,5696.039,56,11504.077,11519.241,11737.576
124,JTTDCMut+I+G4,5693.490,57,11500.981,11516.724,11738.649
125,JTTDCMut+F,5933.451,74,12014.903,12042.446,12323.454
126,JTTDCMut+F+I,5756.618,75,11663.236,11691.594,11975.956
127,JTTDCMut+F+G4,5684.345,75,11518.690,11547.048,11831.410
128,JTTDCMut+F+I+G4,5681.556,76,11515.112,11544.299,11832.002
129,FLU,6057.169,55,12224.338,12238.935,12453.667
130,FLU+I,5877.076,56,11866.152,11881.316,12099.651
131,FLU+G4,5785.009,56,11682.018,11697.182,11915.516
132,FLU+I+G4,5782.435,57,11678.869,11694.612,11916.537
133,FLU+F,6020.258,74,12188.515,12216.059,12497.067
134,FLU+F+I,5836.701,75,11823.401,11851.760,12136.122
135,FLU+F+G4,5738.459,75,11626.917,11655.276,11939.638
136,FLU+F+I+G4,5736.097,76,11624.195,11653.382,11941.085
137,Blosum62,6058.910,55,12227.821,12242.418,12457.149
138,Blosum62+I,5887.764,56,11887.527,11902.691,12121.025
139,Blosum62+G4,5821.474,56,11754.948,11770.112,11988.446
140,Blosum62+I+G4,5818.751,57,11751.502,11767.245,11989.170
141,Blosum62+F,6069.897,74,12287.795,12315.338,12596.346
142,Blosum62+F+I,5894.107,75,11938.214,11966.572,12250.935
143,Blosum62+F+G4,5826.882,75,11803.764,11832.123,12116.485
144,Blosum62+F+I+G4,5823.867,76,11799.733,11828.920,12116.624
145,mtMet,6269.838,55,12649.677,12664.274,12879.005
146,mtMet+I,6101.026,56,12314.051,12329.215,12547.549
147,mtMet+G4,5959.614,56,12031.229,12046.393,12264.727
148,mtMet+I+G4,5958.741,57,12031.481,12047.224,12269.149
149,mtMet+F,6043.819,74,12235.639,12263.182,12544.190
150,mtMet+F+I,5872.207,75,11894.414,11922.773,12207.135
151,mtMet+F+G4,5752.050,75,11654.100,11682.458,11966.821
152,mtMet+F+I+G4,5750.568,76,11653.135,11682.322,11970.026
153,mtVer,6345.333,55,12800.665,12815.262,13029.994
154,mtVer+I,6169.127,56,12450.254,12465.417,12683.752
155,mtVer+G4,6018.432,56,12148.863,12164.027,12382.361
156,mtVer+I+G4,6017.187,57,12148.374,12164.116,12386.041
157,mtVer+F,6128.211,74,12404.423,12431.966,12712.974
158,mtVer+F+I,5941.998,75,12033.996,12062.354,12346.717
159,mtVer+F+G4,5818.605,75,11787.210,11815.568,12099.930
160,mtVer+F+I+G4,5815.893,76,11783.785,11812.972,12100.676
161,mtInv,6308.118,55,12726.236,12740.834,12955.565
162,mtInv+I,6137.914,56,12387.829,12402.993,12621.327
163,mtInv+G4,6010.244,56,12132.488,12147.652,12365.986
164,mtInv+I+G4,6009.219,57,12132.438,12148.181,12370.106
165,mtInv+F,6011.403,74,12170.806,12198.349,12479.357
166,mtInv+F+I,5836.366,75,11822.731,11851.090,12135.452
167,mtInv+F+G4,5733.883,75,11617.766,11646.124,11930.487
168,mtInv+F+I+G4,5731.940,76,11615.880,11645.067,11932.770
