No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,8039.130,119,16316.259,16397.859,16810.434
2,Dayhoff+I,7846.930,120,15933.860,16017.069,16432.188
3,Dayhoff+G4,7620.654,120,15481.309,15564.518,15979.637
4,Dayhoff+I+G4,7618.466,121,15478.931,15563.770,15981.412
5,Dayhoff+F,8022.552,138,16321.105,16437.008,16894.182
6,Dayhoff+F+I,7830.731,139,15939.461,16057.401,16516.691
7,Dayhoff+F+G4,7590.612,139,15459.224,15577.163,16036.454
8,Dayhoff+F+I+G4,7588.665,140,15457.330,15577.330,16038.713
9,mtMAM,9050.674,119,18339.348,18420.948,18833.523
10,mtMAM+I,8768.831,120,17777.662,17860.871,18275.990
11,mtMAM+G4,8244.569,120,16729.138,16812.347,17227.466
12,mtMAM+I+G4,8244.427,121,16730.854,16815.693,17233.335
13,mtMAM+F,8477.633,138,17231.267,17347.170,17804.344
14,mtMAM+F+I,8224.486,139,16726.972,16844.911,17304.201
15,mtMAM+F+G4,7838.137,139,15954.274,16072.214,16531.504
16,mtMAM+F+I+G4,7836.252,140,15952.503,16072.503,16533.886
17,JTT,7926.397,119,16090.794,16172.394,16584.969
18,JTT+I,7729.011,120,15698.022,15781.231,16196.350
19,JTT+G4,7521.960,120,15283.920,15367.129,15782.248
20,JTT+I+G4,7520.357,121,15282.714,15367.553,15785.194
21,JTT+F,7902.153,138,16080.306,16196.209,16653.383
22,JTT+F+I,7703.994,139,15685.989,15803.928,16263.219
23,JTT+F+G4,7492.899,139,15263.798,15381.737,15841.027
24,JTT+F+I+G4,7492.145,140,15264.289,15384.289,15845.672
25,WAG,8040.759,119,16319.519,16401.119,16813.694
26,WAG+I,7837.966,120,15915.932,15999.141,16414.260
27,WAG+G4,7617.123,120,15474.246,15557.455,15972.574
28,WAG+I+G4,7615.818,121,15473.635,15558.474,15976.116
29,WAG+F,8023.960,138,16323.920,16439.823,16896.997
30,WAG+F+I,7819.607,139,15917.214,16035.153,16494.443
31,WAG+F+G4,7590.515,139,15459.029,15576.969,16036.259
32,WAG+F+I+G4,7589.721,140,15459.442,15579.442,16040.824
33,cpREV,8249.270,119,16736.540,16818.140,17230.715
34,cpREV+I,8018.945,120,16277.890,16361.099,16776.218
35,cpREV+G4,7739.384,120,15718.768,15801.977,16217.096
36,cpREV+I+G4,7738.808,121,15719.616,15804.455,16222.096
37,cpREV+F,8215.004,138,16706.009,16821.912,17279.086
38,cpREV+F+I,7983.725,139,16245.449,16363.388,16822.679
39,cpREV+F+G4,7688.701,139,15655.402,15773.341,16232.632
40,cpREV+F+I+G4,7688.505,140,15657.010,15777.010,16238.392
41,mtREV,8669.925,119,17577.851,17659.451,18072.026
42,mtREV+I,8428.212,120,17096.424,17179.634,17594.752
43,mtREV+G4,8056.130,120,16352.260,16435.469,16850.588
44,mtREV+I+G4,8055.474,121,16352.948,16437.787,16855.429
45,mtREV+F,8189.361,138,16654.723,16770.626,17227.800
46,mtREV+F+I,7970.326,139,16218.652,16336.591,16795.882
47,mtREV+F+G4,7661.901,139,15601.802,15719.742,16179.032
48,mtREV+F+I+G4,7660.633,140,15601.266,15721.266,16182.648
49,rtREV,8205.197,119,16648.394,16729.994,17142.570
50,rtREV+I,7996.026,120,16232.053,16315.262,16730.381
51,rtREV+G4,7750.082,120,15740.165,15823.374,16238.493
52,rtREV+I+G4,7749.365,121,15740.730,15825.569,16243.210
53,rtREV+F,8082.142,138,16440.283,16556.187,17013.360
54,rtREV+F+I,7872.795,139,16023.590,16141.530,16600.820
55,rtREV+F+G4,7627.699,139,15533.398,15651.338,16110.628
56,rtREV+F+I+G4,7626.785,140,15533.570,15653.570,16114.953
57,mtART,9038.222,119,18314.443,18396.043,18808.618
58,mtART+I,8728.442,120,17696.883,17780.093,18195.211
59,mtART+G4,8208.097,120,16656.193,16739.402,17154.521
60,mtART+I+G4,8207.275,121,16656.551,16741.390,17159.032
61,mtART+F,8482.195,138,17240.390,17356.293,17813.467
62,mtART+F+I,8228.219,139,16734.438,16852.377,17311.668
63,mtART+F+G4,7811.317,139,15900.634,16018.573,16477.863
64,mtART+F+I+G4,7812.055,140,15904.110,16024.110,16485.493
65,mtZOA,8574.046,119,17386.091,17467.691,17880.266
66,mtZOA+I,8326.643,120,16893.285,16976.494,17391.613
67,mtZOA+G4,7930.482,120,16100.965,16184.174,16599.293
68,mtZOA+I+G4,7931.051,121,16104.101,16188.940,16606.582
69,mtZOA+F,8183.976,138,16643.952,16759.855,17217.029
70,mtZOA+F+I,7972.636,139,16223.271,16341.211,16800.501
71,mtZOA+F+G4,7655.413,139,15588.825,15706.765,16166.055
72,mtZOA+F+I+G4,7655.304,140,15590.608,15710.608,16171.990
73,VT,8020.282,119,16278.565,16360.165,16772.740
74,VT+I,7822.539,120,15885.079,15968.288,16383.407
75,VT+G4,7624.802,120,15489.604,15572.813,15987.932
76,VT+I+G4,7623.439,121,15488.877,15573.716,15991.358
77,VT+F,7955.408,138,16186.816,16302.719,16759.893
78,VT+F+I,7758.560,139,15795.120,15913.060,16372.350
79,VT+F+G4,7555.946,139,15389.893,15507.832,15967.123
80,VT+F+I+G4,7555.110,140,15390.220,15510.220,15971.603
81,LG,8141.203,119,16520.406,16602.006,17014.581
82,LG+I,7928.701,120,16097.401,16180.611,16595.729
83,LG+G4,7690.935,120,15621.870,15705.079,16120.198
84,LG+I+G4,7689.570,121,15621.140,15705.979,16123.621
85,LG+F,8025.258,138,16326.515,16442.419,16899.592
86,LG+F+I,7817.168,139,15912.337,16030.276,16489.567
87,LG+F+G4,7578.466,139,15434.932,15552.872,16012.162
88,LG+F+I+G4,7577.604,140,15435.207,15555.207,16016.590
89,DCMut,8038.847,119,16315.694,16397.294,16809.869
90,DCMut+I,7846.510,120,15933.021,16016.230,16431.349
91,DCMut+G4,7621.127,120,15482.254,15565.463,15980.582
92,DCMut+I+G4,7618.871,121,15479.743,15564.582,15982.223
93,DCMut+F,8022.042,138,16320.085,16435.988,16893.162
94,DCMut+F+I,7830.133,139,15938.265,16056.205,16515.495
95,DCMut+F+G4,7590.933,139,15459.865,15577.805,16037.095
96,DCMut+F+I+G4,7588.901,140,15457.801,15577.801,16039.184
97,PMB,8118.586,119,16475.172,16556.772,16969.347
98,PMB+I,7903.845,120,16047.689,16130.899,16546.017
99,PMB+G4,7696.014,120,15632.028,15715.237,16130.356
100,PMB+I+G4,7693.915,121,15629.830,15714.669,16132.311
101,PMB+F,8076.871,138,16429.742,16545.645,17002.819
102,PMB+F+I,7866.207,139,16010.414,16128.353,16587.644
103,PMB+F+G4,7655.240,139,15588.479,15706.419,16165.709
104,PMB+F+I+G4,7653.860,140,15587.719,15707.719,16169.102
105,HIVb,8339.490,119,16916.979,16998.579,17411.154
106,HIVb+I,8071.811,120,16383.622,16466.832,16881.950
107,HIVb+G4,7788.013,120,15816.025,15899.234,16314.353
108,HIVb+I+G4,7785.112,121,15812.223,15897.063,16314.704
109,HIVb+F,8269.198,138,16814.397,16930.300,17387.474
110,HIVb+F+I,7999.240,139,16276.479,16394.419,16853.709
111,HIVb+F+G4,7715.520,139,15709.040,15826.979,16286.269
112,HIVb+F+I+G4,7714.024,140,15708.049,15828.049,16289.431
113,HIVw,8690.580,119,17619.160,17700.760,18113.335
114,HIVw+I,8429.534,120,17099.069,17182.278,17597.397
115,HIVw+G4,8131.532,120,16503.064,16586.273,17001.392
116,HIVw+I+G4,8130.186,121,16502.372,16587.211,17004.853
117,HIVw+F,8554.832,138,17385.664,17501.567,17958.741
118,HIVw+F+I,8279.443,139,16836.886,16954.825,17414.116
119,HIVw+F+G4,7975.440,139,16228.880,16346.820,16806.110
120,HIVw+F+I+G4,7974.822,140,16229.643,16349.643,16811.026
121,JTTDCMut,7932.587,119,16103.173,16184.773,16597.348
122,JTTDCMut+I,7734.665,120,15709.331,15792.540,16207.659
123,JTTDCMut+G4,7524.931,120,15289.862,15373.071,15788.190
124,JTTDCMut+I+G4,7523.337,121,15288.674,15373.513,15791.155
125,JTTDCMut+F,7910.232,138,16096.463,16212.367,16669.541
126,JTTDCMut+F+I,7710.983,139,15699.966,15817.905,16277.196
127,JTTDCMut+F+G4,7497.016,139,15272.031,15389.971,15849.261
128,JTTDCMut+F+I+G4,7496.222,140,15272.443,15392.443,15853.826
129,FLU,8378.470,119,16994.939,17076.539,17489.115
130,FLU+I,8127.152,120,16494.304,16577.514,16992.632
131,FLU+G4,7830.159,120,15900.318,15983.527,16398.646
132,FLU+I+G4,7827.396,121,15896.791,15981.630,16399.272
133,FLU+F,8318.617,138,16913.234,17029.137,17486.311
134,FLU+F+I,8054.312,139,16386.624,16504.563,16963.854
135,FLU+F+G4,7748.868,139,15775.736,15893.676,16352.966
136,FLU+F+I+G4,7746.758,140,15773.515,15893.515,16354.898
137,Blosum62,8160.142,119,16558.285,16639.885,17052.460
138,Blosum62+I,7952.867,120,16145.735,16228.944,16644.063
139,Blosum62+G4,7743.186,120,15726.371,15809.580,16224.699
140,Blosum62+I+G4,7741.433,121,15724.867,15809.706,16227.347
141,Blosum62+F,8085.271,138,16446.542,16562.446,17019.619
142,Blosum62+F+I,7882.271,139,16042.542,16160.481,16619.772
143,Blosum62+F+G4,7667.473,139,15612.945,15730.885,16190.175
144,Blosum62+F+I+G4,7666.450,140,15612.900,15732.900,16194.283
145,mtMet,8609.999,119,17457.998,17539.598,17952.173
146,mtMet+I,8381.476,120,17002.952,17086.161,17501.279
147,mtMet+G4,8057.152,120,16354.304,16437.513,16852.631
148,mtMet+I+G4,8055.708,121,16353.416,16438.255,16855.896
149,mtMet+F,8042.301,138,16360.603,16476.506,16933.680
150,mtMet+F+I,7847.428,139,15972.857,16090.796,16550.087
151,mtMet+F+G4,7582.184,139,15442.369,15560.308,16019.599
152,mtMet+F+I+G4,7580.988,140,15441.977,15561.977,16023.359
153,mtVer,8668.464,119,17574.928,17656.528,18069.103
154,mtVer+I,8445.666,120,17131.332,17214.542,17629.660
155,mtVer+G4,8087.179,120,16414.359,16497.568,16912.687
156,mtVer+I+G4,8085.983,121,16413.966,16498.805,16916.447
157,mtVer+F,8183.057,138,16642.114,16758.017,17215.191
158,mtVer+F+I,7978.389,139,16234.779,16352.718,16812.008
159,mtVer+F+G4,7692.019,139,15662.038,15779.977,16239.268
160,mtVer+F+I+G4,7690.178,140,15660.356,15780.356,16241.738
161,mtInv,8651.380,119,17540.761,17622.361,18034.936
162,mtInv+I,8420.198,120,17080.395,17163.604,17578.723
163,mtInv+G4,8131.468,120,16502.936,16586.145,17001.264
164,mtInv+I+G4,8129.472,121,16500.944,16585.783,17003.424
165,mtInv+F,7989.700,138,16255.401,16371.304,16828.478
166,mtInv+F+I,7801.331,139,15880.662,15998.601,16457.892
167,mtInv+F+G4,7551.733,139,15381.465,15499.405,15958.695
168,mtInv+F+I+G4,7550.707,140,15381.414,15501.414,15962.797
