No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,61289.046,101,122780.092,122787.911,123377.468
2,Dayhoff+I,60250.093,102,120704.186,120712.164,121307.477
3,Dayhoff+G4,58873.921,102,117951.843,117959.820,118555.134
4,Dayhoff+I+G4,58832.712,103,117871.423,117879.560,118480.629
5,Dayhoff+F,60860.944,120,121961.888,121972.989,122671.642
6,Dayhoff+F+I,59816.029,121,119874.057,119885.348,120589.726
7,Dayhoff+F+G4,58456.720,121,117155.441,117166.731,117871.109
8,Dayhoff+F+I+G4,58416.796,122,117077.593,117089.074,117799.176
9,mtMAM,65930.595,101,132063.190,132071.010,132660.567
10,mtMAM+I,64847.332,102,129898.663,129906.641,130501.954
11,mtMAM+G4,61756.823,102,123717.646,123725.623,124320.937
12,mtMAM+I+G4,61746.248,103,123698.495,123706.632,124307.701
13,mtMAM+F,62882.243,120,126004.485,126015.586,126714.239
14,mtMAM+F+I,61788.558,121,123819.115,123830.406,124534.784
15,mtMAM+F+G4,59357.311,121,118956.621,118967.911,119672.290
16,mtMAM+F+I+G4,59337.184,122,118918.367,118929.849,119639.951
17,JTT,60052.702,101,120307.404,120315.223,120904.780
18,JTT+I,59035.585,102,118275.170,118283.148,118878.461
19,JTT+G4,57787.616,102,115779.232,115787.209,116382.523
20,JTT+I+G4,57753.075,103,115712.150,115720.287,116321.356
21,JTT+F,59816.928,120,119873.856,119884.957,120583.610
22,JTT+F+I,58777.912,121,117797.823,117809.114,118513.492
23,JTT+F+G4,57541.503,121,115325.005,115336.295,116040.674
24,JTT+F+I+G4,57506.396,122,115256.791,115268.273,115978.375
25,WAG,60938.318,101,122078.636,122086.455,122676.012
26,WAG+I,59919.209,102,120042.418,120050.395,120645.709
27,WAG+G4,58684.529,102,117573.057,117581.035,118176.348
28,WAG+I+G4,58650.080,103,117506.159,117514.296,118115.365
29,WAG+F,60543.982,120,121327.963,121339.064,122037.718
30,WAG+F+I,59525.669,121,119293.338,119304.628,120009.006
31,WAG+F+G4,58297.616,121,116837.233,116848.523,117552.901
32,WAG+F+I+G4,58263.884,122,116771.769,116783.250,117493.352
33,cpREV,61586.207,101,123374.414,123382.233,123971.790
34,cpREV+I,60539.140,102,121282.281,121290.258,121885.572
35,cpREV+G4,59145.056,102,118494.113,118502.090,119097.404
36,cpREV+I+G4,59113.147,103,118432.294,118440.431,119041.500
37,cpREV+F,61123.479,120,122486.958,122498.059,123196.713
38,cpREV+F+I,60059.777,121,120361.554,120372.845,121077.223
39,cpREV+F+G4,58677.723,121,117597.445,117608.735,118313.114
40,cpREV+F+I+G4,58642.612,122,117529.223,117540.704,118250.807
41,mtREV,63891.977,101,127985.954,127993.774,128583.331
42,mtREV+I,62895.884,102,125995.768,126003.746,126599.059
43,mtREV+G4,60848.047,102,121900.094,121908.072,122503.385
44,mtREV+I+G4,60832.686,103,121871.371,121879.508,122480.577
45,mtREV+F,61393.511,120,123027.022,123038.123,123736.776
46,mtREV+F+I,60397.679,121,121037.358,121048.648,121753.026
47,mtREV+F+G4,58663.765,121,117569.529,117580.819,118285.198
48,mtREV+F+I+G4,58640.447,122,117524.894,117536.375,118246.477
49,rtREV,62096.838,101,124395.676,124403.495,124993.053
50,rtREV+I,61046.266,102,122296.532,122304.510,122899.823
51,rtREV+G4,59593.104,102,119390.209,119398.186,119993.500
52,rtREV+I+G4,59562.863,103,119331.726,119339.862,119940.931
53,rtREV+F,61409.384,120,123058.769,123069.870,123768.523
54,rtREV+F+I,60359.885,121,120961.769,120973.059,121677.438
55,rtREV+F+G4,58899.612,121,118041.224,118052.514,118756.893
56,rtREV+F+I+G4,58869.242,122,117982.485,117993.966,118704.068
57,mtART,66819.598,101,133841.197,133849.016,134438.573
58,mtART+I,65561.853,102,131327.705,131335.682,131930.996
59,mtART+G4,62496.848,102,125197.696,125205.673,125800.987
60,mtART+I+G4,62480.867,103,125167.734,125175.871,125776.940
61,mtART+F,63910.672,120,128061.345,128072.445,128771.099
62,mtART+F+I,62778.487,121,125798.974,125810.264,126514.643
63,mtART+F+G4,60256.658,121,120755.316,120766.606,121470.985
64,mtART+F+I+G4,60243.306,122,120730.612,120742.093,121452.195
65,mtZOA,64099.099,101,128400.197,128408.017,128997.574
66,mtZOA+I,63009.192,102,126222.384,126230.361,126825.675
67,mtZOA+G4,60554.751,102,121313.502,121321.480,121916.793
68,mtZOA+I+G4,60541.465,103,121288.929,121297.066,121898.135
69,mtZOA+F,62133.155,120,124506.311,124517.412,125216.065
70,mtZOA+F+I,61074.878,121,122391.756,122403.046,123107.424
71,mtZOA+F+G4,59083.100,121,118408.201,118419.491,119123.870
72,mtZOA+F+I+G4,59063.362,122,118370.725,118382.206,119092.308
73,VT,60721.420,101,121644.839,121652.658,122242.216
74,VT+I,59711.214,102,119626.428,119634.405,120229.719
75,VT+G4,58592.017,102,117388.033,117396.010,117991.324
76,VT+I+G4,58556.174,103,117318.349,117326.485,117927.554
77,VT+F,60360.180,120,120960.360,120971.461,121670.114
78,VT+F+I,59348.743,121,118939.485,118950.776,119655.154
79,VT+F+G4,58236.446,121,116714.892,116726.182,117430.561
80,VT+F+I+G4,58200.272,122,116644.544,116656.025,117366.127
81,LG,61414.485,101,123030.969,123038.789,123628.346
82,LG+I,60358.111,102,120920.221,120928.198,121523.512
83,LG+G4,58918.512,102,118041.024,118049.001,118644.315
84,LG+I+G4,58890.163,103,117986.327,117994.464,118595.533
85,LG+F,60855.790,120,121951.580,121962.681,122661.334
86,LG+F+I,59807.237,121,119856.473,119867.764,120572.142
87,LG+F+G4,58373.674,121,116989.348,117000.638,117705.017
88,LG+F+I+G4,58344.785,122,116933.570,116945.051,117655.154
89,DCMut,61288.302,101,122778.603,122786.423,123375.980
90,DCMut+I,60249.434,102,120702.868,120710.846,121306.159
91,DCMut+G4,58878.163,102,117960.327,117968.304,118563.618
92,DCMut+I+G4,58836.857,103,117879.714,117887.851,118488.920
93,DCMut+F,60860.623,120,121961.247,121972.348,122671.001
94,DCMut+F+I,59815.863,121,119873.725,119885.016,120589.394
95,DCMut+F+G4,58461.005,121,117164.011,117175.301,117879.679
96,DCMut+F+I+G4,58421.043,122,117086.086,117097.567,117807.670
97,PMB,61497.852,101,123197.703,123205.522,123795.079
98,PMB+I,60477.685,102,121159.370,121167.348,121762.661
99,PMB+G4,59316.062,102,118836.125,118844.102,119439.416
100,PMB+I+G4,59283.091,103,118772.182,118780.319,119381.388
101,PMB+F,61197.564,120,122635.128,122646.229,123344.882
102,PMB+F+I,60194.875,121,120631.749,120643.039,121347.418
103,PMB+F+G4,59041.481,121,118324.961,118336.252,119040.630
104,PMB+F+I+G4,59008.753,122,118261.507,118272.988,118983.090
105,HIVb,61736.710,101,123675.419,123683.238,124272.795
106,HIVb+I,60590.358,102,121384.715,121392.693,121988.006
107,HIVb+G4,58914.558,102,118033.115,118041.092,118636.406
108,HIVb+I+G4,58884.318,103,117974.635,117982.772,118583.841
109,HIVb+F,61032.717,120,122305.434,122316.534,123015.188
110,HIVb+F+I,59846.136,121,119934.272,119945.562,120649.941
111,HIVb+F+G4,58175.394,121,116592.787,116604.077,117308.456
112,HIVb+F+I+G4,58145.243,122,116534.486,116545.968,117256.070
113,HIVw,63892.973,101,127987.946,127995.765,128585.322
114,HIVw+I,62664.949,102,125533.898,125541.875,126137.189
115,HIVw+G4,60998.077,102,122200.153,122208.130,122803.444
116,HIVw+I+G4,60956.358,103,122118.716,122126.853,122727.922
117,HIVw+F,62345.554,120,124931.109,124942.210,125640.863
118,HIVw+F+I,61079.729,121,122401.458,122412.749,123117.127
119,HIVw+F+G4,59519.141,121,119280.282,119291.572,119995.951
120,HIVw+F+I+G4,59476.562,122,119197.123,119208.605,119918.707
121,JTTDCMut,60097.368,101,120396.737,120404.556,120994.113
122,JTTDCMut+I,59080.784,102,118365.569,118373.546,118968.860
123,JTTDCMut+G4,57828.279,102,115860.557,115868.535,116463.848
124,JTTDCMut+I+G4,57793.590,103,115793.180,115801.317,116402.386
125,JTTDCMut+F,59854.081,120,119948.161,119959.262,120657.915
126,JTTDCMut+F+I,58816.981,121,117875.962,117887.252,118591.630
127,JTTDCMut+F+G4,57576.610,121,115395.221,115406.511,116110.890
128,JTTDCMut+F+I+G4,57541.578,122,115327.155,115338.637,116048.739
129,FLU,61920.733,101,124043.467,124051.286,124640.843
130,FLU+I,60859.574,102,121923.149,121931.126,122526.440
131,FLU+G4,59167.801,102,118539.602,118547.579,119142.893
132,FLU+I+G4,59140.556,103,118487.111,118495.248,119096.317
133,FLU+F,60953.172,120,122146.344,122157.445,122856.098
134,FLU+F+I,59916.944,121,120075.887,120087.178,120791.556
135,FLU+F+G4,58256.975,121,116755.949,116767.240,117471.618
136,FLU+F+I+G4,58232.456,122,116708.913,116720.394,117430.496
137,Blosum62,61827.761,101,123857.521,123865.341,124454.898
138,Blosum62+I,60825.301,102,121854.603,121862.580,122457.894
139,Blosum62+G4,59640.147,102,119484.294,119492.271,120087.585
140,Blosum62+I+G4,59608.096,103,119422.193,119430.330,120031.398
141,Blosum62+F,61321.901,120,122883.801,122894.902,123593.556
142,Blosum62+F+I,60333.705,121,120909.410,120920.700,121625.079
143,Blosum62+F+G4,59153.027,121,118548.055,118559.345,119263.724
144,Blosum62+F+I+G4,59120.644,122,118485.288,118496.770,119206.872
145,mtMet,63632.852,101,127467.703,127475.523,128065.080
146,mtMet+I,62608.793,102,125421.586,125429.563,126024.877
147,mtMet+G4,60559.586,102,121323.171,121331.148,121926.462
148,mtMet+I+G4,60544.615,103,121295.229,121303.366,121904.435
