No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,10718.071,79,21594.142,21631.539,21912.945
2,Dayhoff+I,10581.631,80,21323.263,21361.720,21646.101
3,Dayhoff+G4,10298.119,80,20756.237,20794.694,21079.076
4,Dayhoff+I+G4,10296.725,81,20755.449,20794.985,21082.323
5,Dayhoff+F,10704.887,98,21605.775,21666.602,22001.252
6,Dayhoff+F+I,10570.400,99,21338.800,21401.064,21738.312
7,Dayhoff+F+G4,10283.604,99,20765.209,20827.473,21164.721
8,Dayhoff+F+I+G4,10282.419,100,20764.838,20828.560,21168.386
9,mtMAM,11659.203,79,23476.405,23513.802,23795.208
10,mtMAM+I,11479.201,80,23118.402,23156.859,23441.241
11,mtMAM+G4,10810.261,80,21780.522,21818.979,22103.361
12,mtMAM+I+G4,10808.199,81,21778.399,21817.934,22105.273
13,mtMAM+F,11005.779,98,22207.558,22268.386,22603.036
14,mtMAM+F+I,10838.194,99,21874.388,21936.652,22273.901
15,mtMAM+F+G4,10385.901,99,20969.802,21032.066,21369.315
16,mtMAM+F+I+G4,10384.753,100,20969.505,21033.228,21373.054
17,JTT,10516.879,79,21191.758,21229.155,21510.561
18,JTT+I,10363.701,80,20887.402,20925.859,21210.240
19,JTT+G4,10100.617,80,20361.234,20399.691,20684.073
20,JTT+I+G4,10098.565,81,20359.131,20398.667,20686.005
21,JTT+F,10503.958,98,21203.915,21264.743,21599.392
22,JTT+F+I,10352.035,99,20902.069,20964.334,21301.582
23,JTT+F+G4,10092.813,99,20383.627,20445.891,20783.139
24,JTT+F+I+G4,10090.849,100,20381.697,20445.420,20785.245
25,WAG,10633.899,79,21425.798,21463.194,21744.601
26,WAG+I,10488.933,80,21137.866,21176.323,21460.704
27,WAG+G4,10244.984,80,20649.967,20688.424,20972.806
28,WAG+I+G4,10243.218,81,20648.436,20687.971,20975.310
29,WAG+F,10635.237,98,21466.474,21527.302,21861.952
30,WAG+F+I,10490.878,99,21179.756,21242.020,21579.269
31,WAG+F+G4,10244.959,99,20687.918,20750.182,21087.430
32,WAG+F+I+G4,10243.231,100,20686.461,20750.183,21090.009
33,cpREV,10687.905,79,21533.810,21571.207,21852.613
34,cpREV+I,10543.518,80,21247.036,21285.493,21569.875
35,cpREV+G4,10273.379,80,20706.758,20745.215,21029.596
36,cpREV+I+G4,10271.600,81,20705.200,20744.736,21032.074
37,cpREV+F,10693.642,98,21583.284,21644.112,21978.761
38,cpREV+F+I,10549.891,99,21297.781,21360.046,21697.294
39,cpREV+F+G4,10273.052,99,20744.104,20806.368,21143.617
40,cpREV+F+I+G4,10271.200,100,20742.399,20806.122,21145.948
41,mtREV,11279.916,79,22717.832,22755.228,23036.635
42,mtREV+I,11122.384,80,22404.767,22443.224,22727.606
43,mtREV+G4,10707.201,80,21574.403,21612.860,21897.241
44,mtREV+I+G4,10705.299,81,21572.599,21612.135,21899.473
45,mtREV+F,10780.914,98,21757.829,21818.656,22153.306
46,mtREV+F+I,10633.115,99,21464.231,21526.495,21863.743
47,mtREV+F+G4,10309.529,99,20817.059,20879.323,21216.571
48,mtREV+F+I+G4,10308.342,100,20816.684,20880.407,21220.232
49,rtREV,10795.550,79,21749.099,21786.496,22067.903
50,rtREV+I,10646.733,80,21453.467,21491.923,21776.305
51,rtREV+G4,10372.807,80,20905.613,20944.070,21228.452
52,rtREV+I+G4,10371.309,81,20904.618,20944.154,21231.492
53,rtREV+F,10750.771,98,21697.542,21758.370,22093.020
54,rtREV+F+I,10601.105,99,21400.210,21462.474,21799.723
55,rtREV+F+G4,10329.537,99,20857.073,20919.337,21256.586
56,rtREV+F+I+G4,10327.842,100,20855.685,20919.407,21259.233
