No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,4599.101,31,9260.201,9265.368,9385.152
2,Dayhoff+I,4484.798,32,9033.596,9039.110,9162.578
3,Dayhoff+G4,4456.787,32,8977.574,8983.089,9106.556
4,Dayhoff+I+G4,4454.562,33,8975.124,8980.999,9108.137
5,Dayhoff+F,4623.995,50,9347.990,9361.963,9549.525
6,Dayhoff+F+I,4501.721,51,9105.442,9120.014,9311.007
7,Dayhoff+F+G4,4463.994,51,9029.988,9044.560,9235.553
8,Dayhoff+F+I+G4,4462.166,52,9028.332,9043.516,9237.927
9,mtMAM,4897.558,31,9857.115,9862.282,9982.067
10,mtMAM+I,4767.837,32,9599.674,9605.188,9728.656
11,mtMAM+G4,4736.200,32,9536.400,9541.914,9665.382
12,mtMAM+I+G4,4729.392,33,9524.784,9530.658,9657.796
13,mtMAM+F,4646.843,50,9393.686,9407.659,9595.220
14,mtMAM+F+I,4508.015,51,9118.029,9132.601,9323.594
15,mtMAM+F+G4,4461.703,51,9025.407,9039.978,9230.972
16,mtMAM+F+I+G4,4458.289,52,9020.578,9035.763,9230.174
17,JTT,4515.938,31,9093.875,9099.042,9218.827
18,JTT+I,4408.649,32,8881.298,8886.812,9010.280
19,JTT+G4,4399.606,32,8863.212,8868.726,8992.194
20,JTT+I+G4,4394.497,33,8854.994,8860.868,8988.007
21,JTT+F,4521.996,50,9143.991,9157.964,9345.526
22,JTT+F+I,4406.956,51,8915.913,8930.484,9121.478
23,JTT+F+G4,4389.403,51,8880.807,8895.378,9086.372
24,JTT+F+I+G4,4385.515,52,8875.030,8890.215,9084.626
25,WAG,4626.395,31,9314.790,9319.957,9439.742
26,WAG+I,4503.960,32,9071.920,9077.434,9200.901
27,WAG+G4,4483.360,32,9030.719,9036.233,9159.701
28,WAG+I+G4,4479.810,33,9025.619,9031.493,9158.632
29,WAG+F,4640.573,50,9381.147,9395.120,9582.681
30,WAG+F+I,4510.649,51,9123.298,9137.869,9328.863
31,WAG+F+G4,4482.143,51,9066.287,9080.858,9271.852
32,WAG+F+I+G4,4479.443,52,9062.886,9078.070,9272.481
33,cpREV,4706.657,31,9475.314,9480.481,9600.265
34,cpREV+I,4563.667,32,9191.335,9196.849,9320.316
35,cpREV+G4,4526.408,32,9116.816,9122.331,9245.798
36,cpREV+I+G4,4524.117,33,9114.233,9120.108,9247.246
37,cpREV+F,4711.466,50,9522.931,9536.904,9724.465
38,cpREV+F+I,4554.476,51,9210.951,9225.523,9416.516
39,cpREV+F+G4,4496.928,51,9095.856,9110.427,9301.420
40,cpREV+F+I+G4,4496.240,52,9096.480,9111.665,9306.076
41,mtREV,4832.860,31,9727.721,9732.887,9852.672
42,mtREV+I,4714.743,32,9493.486,9499.001,9622.468
43,mtREV+G4,4693.609,32,9451.219,9456.733,9580.201
44,mtREV+I+G4,4687.598,33,9441.197,9447.071,9574.209
45,mtREV+F,4634.156,50,9368.312,9382.285,9569.847
46,mtREV+F+I,4502.253,51,9106.506,9121.078,9312.071
47,mtREV+F+G4,4457.622,51,9017.245,9031.816,9222.810
48,mtREV+F+I+G4,4455.725,52,9015.450,9030.635,9225.046
49,rtREV,4678.045,31,9418.090,9423.257,9543.042
50,rtREV+I,4556.895,32,9177.791,9183.305,9306.772
51,rtREV+G4,4538.214,32,9140.428,9145.943,9269.410
52,rtREV+I+G4,4533.707,33,9133.414,9139.289,9266.427
53,rtREV+F,4620.136,50,9340.272,9354.245,9541.806
54,rtREV+F+I,4498.579,51,9099.159,9113.730,9304.724
55,rtREV+F+G4,4471.073,51,9044.147,9058.718,9249.712
56,rtREV+F+I+G4,4468.206,52,9040.413,9055.597,9250.008
57,mtART,4964.041,31,9990.082,9995.249,10115.033
58,mtART+I,4810.186,32,9684.372,9689.886,9813.354
59,mtART+G4,4764.923,32,9593.846,9599.361,9722.828
60,mtART+I+G4,4758.784,33,9583.567,9589.442,9716.580
61,mtART+F,4728.560,50,9557.120,9571.092,9758.654
62,mtART+F+I,4577.811,51,9257.622,9272.193,9463.187
63,mtART+F+G4,4509.863,51,9121.725,9136.297,9327.290
64,mtART+F+I+G4,4507.856,52,9119.711,9134.896,9329.307
65,mtZOA,4803.878,31,9669.757,9674.923,9794.708
66,mtZOA+I,4680.779,32,9425.558,9431.072,9554.540
67,mtZOA+G4,4650.793,32,9365.586,9371.100,9494.568
68,mtZOA+I+G4,4645.130,33,9356.259,9362.134,9489.272
69,mtZOA+F,4656.355,50,9412.709,9426.682,9614.244
70,mtZOA+F+I,4522.990,51,9147.980,9162.551,9353.545
