No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,8111.934,61,16345.869,16366.536,16593.475
2,Dayhoff+I,7876.306,62,15876.613,15898.015,16128.278
3,Dayhoff+G4,7686.699,62,15497.398,15518.800,15749.063
4,Dayhoff+I+G4,7683.790,63,15493.580,15515.734,15749.305
5,Dayhoff+F,8100.693,80,16361.386,16398.735,16686.116
6,Dayhoff+F+I,7866.827,81,15895.654,15934.047,16224.443
7,Dayhoff+F+G4,7677.027,81,15516.054,15554.447,15844.843
8,Dayhoff+F+I+G4,7674.411,82,15512.822,15552.277,15845.670
9,mtMAM,8720.490,61,17562.981,17583.648,17810.587
10,mtMAM+I,8458.283,62,17040.566,17061.969,17292.232
11,mtMAM+G4,7973.269,62,16070.537,16091.940,16322.203
12,mtMAM+I+G4,7973.486,63,16072.972,16095.126,16328.697
13,mtMAM+F,8339.929,80,16839.858,16877.207,17164.588
14,mtMAM+F+I,8073.404,81,16308.809,16347.202,16637.598
15,mtMAM+F+G4,7722.698,81,15607.396,15645.789,15936.185
16,mtMAM+F+I+G4,7721.482,82,15606.965,15646.420,15939.813
17,JTT,7977.453,61,16076.905,16097.572,16324.512
18,JTT+I,7754.219,62,15632.439,15653.842,15884.105
19,JTT+G4,7568.955,62,15261.910,15283.313,15513.576
20,JTT+I+G4,7567.199,63,15260.397,15282.551,15516.122
21,JTT+F,7964.881,80,16089.763,16127.112,16414.493
22,JTT+F+I,7741.728,81,15645.457,15683.850,15974.245
23,JTT+F+G4,7553.392,81,15268.784,15307.177,15597.573
24,JTT+F+I+G4,7551.590,82,15267.180,15306.635,15600.028
25,WAG,7970.127,61,16062.254,16082.920,16309.860
26,WAG+I,7758.136,62,15640.271,15661.674,15891.937
27,WAG+G4,7605.492,62,15334.984,15356.387,15586.650
28,WAG+I+G4,7603.776,63,15333.552,15355.705,15589.276
29,WAG+F,7955.778,80,16071.555,16108.904,16396.285
30,WAG+F+I,7743.931,81,15649.863,15688.256,15978.652
31,WAG+F+G4,7589.328,81,15340.656,15379.049,15669.445
32,WAG+F+I+G4,7587.739,82,15339.479,15378.934,15672.327
33,cpREV,7978.250,61,16078.501,16099.168,16326.107
34,cpREV+I,7783.643,62,15691.286,15712.688,15942.951
35,cpREV+G4,7613.395,62,15350.790,15372.192,15602.455
36,cpREV+I+G4,7611.927,63,15349.855,15372.008,15605.579
37,cpREV+F,7930.160,80,16020.320,16057.668,16345.049
38,cpREV+F+I,7732.577,81,15627.154,15665.547,15955.943
39,cpREV+F+G4,7565.805,81,15293.610,15332.003,15622.399
40,cpREV+F+I+G4,7563.674,82,15291.348,15330.803,15624.196
41,mtREV,8420.062,61,16962.124,16982.791,17209.731
42,mtREV+I,8189.560,62,16503.119,16524.522,16754.785
43,mtREV+G4,7901.467,62,15926.934,15948.336,16178.599
44,mtREV+I+G4,7900.691,63,15927.382,15949.536,16183.107
45,mtREV+F,8093.917,80,16347.835,16385.183,16672.565
46,mtREV+F+I,7862.236,81,15886.472,15924.865,16215.261
47,mtREV+F+G4,7642.746,81,15447.492,15485.885,15776.281
48,mtREV+F+I+G4,7640.241,82,15444.481,15483.936,15777.329
49,rtREV,8139.918,61,16401.837,16422.504,16649.443
50,rtREV+I,7922.735,62,15969.469,15990.872,16221.135
51,rtREV+G4,7734.272,62,15592.545,15613.947,15844.210
52,rtREV+I+G4,7732.707,63,15591.415,15613.569,15847.139
53,rtREV+F,8099.981,80,16359.962,16397.311,16684.692
54,rtREV+F+I,7882.501,81,15927.001,15965.394,16255.790
55,rtREV+F+G4,7681.512,81,15525.024,15563.417,15853.813
56,rtREV+F+I+G4,7680.040,82,15524.080,15563.535,15856.928
57,mtART,8705.737,61,17533.473,17554.140,17781.080
58,mtART+I,8465.443,62,17054.886,17076.289,17306.552
59,mtART+G4,7990.689,62,16105.378,16126.781,16357.044
60,mtART+I+G4,7991.489,63,16108.978,16131.132,16364.703
61,mtART+F,8343.916,80,16847.832,16885.181,17172.562
62,mtART+F+I,8106.399,81,16374.797,16413.190,16703.586
63,mtART+F+G4,7757.777,81,15677.553,15715.946,16006.342
64,mtART+F+I+G4,7757.211,82,15678.421,15717.876,16011.269
65,mtZOA,8425.427,61,16972.854,16993.521,17220.461
66,mtZOA+I,8206.695,62,16537.391,16558.793,16789.056
67,mtZOA+G4,7809.367,62,15742.734,15764.137,15994.400
68,mtZOA+I+G4,7809.824,63,15745.648,15767.802,16001.373
69,mtZOA+F,8154.492,80,16468.984,16506.333,16793.714
70,mtZOA+F+I,7934.044,81,16030.088,16068.481,16358.877
71,mtZOA+F+G4,7646.483,81,15454.966,15493.359,15783.755
72,mtZOA+F+I+G4,7645.949,82,15455.899,15495.354,15788.747
73,VT,7995.510,61,16113.021,16133.687,16360.627
74,VT+I,7786.150,62,15696.300,15717.703,15947.966
75,VT+G4,7628.882,62,15381.764,15403.167,15633.430
76,VT+I+G4,7628.272,63,15382.543,15404.697,15638.268
77,VT+F,7981.108,80,16122.217,16159.566,16446.947
78,VT+F+I,7772.503,81,15707.005,15745.398,16035.794
79,VT+F+G4,7613.266,81,15388.531,15426.924,15717.320
80,VT+F+I+G4,7612.631,82,15389.262,15428.717,15722.110
81,LG,8024.505,61,16171.010,16191.677,16418.617
82,LG+I,7806.976,62,15737.951,15759.354,15989.617
83,LG+G4,7615.038,62,15354.076,15375.479,15605.742
84,LG+I+G4,7614.195,63,15354.390,15376.544,15610.115
85,LG+F,8014.395,80,16188.790,16226.139,16513.520
