No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,19034.944,119,38307.888,38353.366,38857.359
2,Dayhoff+I,18747.793,120,37735.586,37781.902,38289.674
3,Dayhoff+G4,18272.310,120,36784.619,36830.935,37338.708
4,Dayhoff+I+G4,18268.810,121,36779.620,36826.783,37338.326
5,Dayhoff+F,19025.558,138,38327.116,38390.111,38964.318
6,Dayhoff+F+I,18734.021,139,37746.042,37810.055,38387.861
7,Dayhoff+F+G4,18259.497,139,36796.994,36861.008,37438.813
8,Dayhoff+F+I+G4,18255.430,140,36790.861,36855.902,37437.297
9,mtMAM,20303.043,119,40844.086,40889.564,41393.557
10,mtMAM+I,19948.546,120,40137.092,40183.408,40691.180
11,mtMAM+G4,19103.305,120,38446.610,38492.925,39000.698
12,mtMAM+I+G4,19092.680,121,38427.360,38474.523,38986.066
13,mtMAM+F,19367.404,138,39010.808,39073.803,39648.009
14,mtMAM+F+I,19053.236,139,38384.472,38448.485,39026.291
15,mtMAM+F+G4,18390.683,139,37059.365,37123.378,37701.184
16,mtMAM+F+I+G4,18383.475,140,37046.949,37111.990,37693.385
17,JTT,18589.435,119,37416.870,37462.347,37966.341
18,JTT+I,18311.326,120,36862.652,36908.968,37416.740
19,JTT+G4,17898.956,120,36037.913,36084.229,36592.001
20,JTT+I+G4,17894.600,121,36031.201,36078.364,36589.906
21,JTT+F,18576.779,138,37429.559,37492.554,38066.760
22,JTT+F+I,18293.508,139,36865.015,36929.029,37506.834
23,JTT+F+G4,17885.686,139,36049.372,36113.385,36691.191
24,JTT+F+I+G4,17880.925,140,36041.851,36106.892,36688.287
25,WAG,18970.926,119,38179.852,38225.330,38729.323
26,WAG+I,18692.418,120,37624.835,37671.151,38178.924
27,WAG+G4,18262.194,120,36764.387,36810.703,37318.476
28,WAG+I+G4,18258.536,121,36759.071,36806.234,37317.777
29,WAG+F,18979.489,138,38234.977,38297.972,38872.179
30,WAG+F+I,18701.039,139,37680.078,37744.091,38321.897
31,WAG+F+G4,18267.059,139,36812.117,36876.130,37453.936
32,WAG+F+I+G4,18263.099,140,36806.197,36871.239,37452.634
33,cpREV,19187.139,119,38612.277,38657.755,39161.748
34,cpREV+I,18893.432,120,38026.865,38073.180,38580.953
35,cpREV+G4,18408.937,120,37057.874,37104.190,37611.962
36,cpREV+I+G4,18405.243,121,37052.486,37099.649,37611.192
37,cpREV+F,19180.156,138,38636.312,38699.307,39273.514
38,cpREV+F+I,18885.458,139,38048.916,38112.929,38690.735
39,cpREV+F+G4,18389.109,139,37056.219,37120.232,37698.038
40,cpREV+F+I+G4,18385.612,140,37051.224,37116.265,37697.660
41,mtREV,19801.631,119,39841.262,39886.740,40390.733
42,mtREV+I,19503.185,120,39246.370,39292.686,39800.458
43,mtREV+G4,18898.652,120,38037.303,38083.619,38591.392
44,mtREV+I+G4,18891.784,121,38025.569,38072.732,38584.274
45,mtREV+F,19063.028,138,38402.056,38465.051,39039.258
46,mtREV+F+I,18792.957,139,37863.914,37927.927,38505.733
47,mtREV+F+G4,18259.579,139,36797.159,36861.172,37438.978
48,mtREV+F+I+G4,18255.397,140,36790.795,36855.836,37437.231
49,rtREV,19277.416,119,38792.832,38838.310,39342.303
50,rtREV+I,18981.461,120,38202.922,38249.238,38757.011
51,rtREV+G4,18534.118,120,37308.235,37354.551,37862.324
52,rtREV+I+G4,18528.922,121,37299.844,37347.007,37858.550
53,rtREV+F,19141.339,138,38558.678,38621.673,39195.880
54,rtREV+F+I,18852.746,139,37983.491,38047.504,38625.310
55,rtREV+F+G4,18403.895,139,37085.791,37149.804,37727.610
56,rtREV+F+I+G4,18399.096,140,37078.191,37143.232,37724.628
57,mtART,20579.448,119,41396.897,41442.374,41946.368
58,mtART+I,20190.287,120,40620.574,40666.890,41174.663
59,mtART+G4,19328.812,120,38897.625,38943.941,39451.713
60,mtART+I+G4,19316.934,121,38875.868,38923.031,39434.574
61,mtART+F,19763.611,138,39803.222,39866.217,40440.424
62,mtART+F+I,19416.837,139,39111.674,39175.687,39753.493
63,mtART+F+G4,18718.373,139,37714.746,37778.759,38356.565
64,mtART+F+I+G4,18712.157,140,37704.313,37769.355,38350.750
65,mtZOA,19774.809,119,39787.618,39833.095,40337.088
66,mtZOA+I,19433.753,120,39107.506,39153.821,39661.594
67,mtZOA+G4,18759.468,120,37758.936,37805.252,38313.025
68,mtZOA+I+G4,18749.698,121,37741.395,37788.558,38300.101
69,mtZOA+F,19254.419,138,38784.838,38847.833,39422.039
70,mtZOA+F+I,18940.598,139,38159.195,38223.209,38801.014
71,mtZOA+F+G4,18383.259,139,37044.519,37108.532,37686.338
72,mtZOA+F+I+G4,18378.341,140,37036.682,37101.723,37683.118
73,VT,18936.396,119,38110.793,38156.270,38660.264
74,VT+I,18660.206,120,37560.412,37606.727,38114.500
75,VT+G4,18271.512,120,36783.024,36829.340,37337.112
76,VT+I+G4,18266.955,121,36775.910,36823.072,37334.615
77,VT+F,18921.408,138,38118.816,38181.811,38756.018
78,VT+F+I,18645.516,139,37569.032,37633.046,38210.851
79,VT+F+G4,18257.027,139,36792.053,36856.066,37433.872
80,VT+F+I+G4,18252.323,140,36784.646,36849.687,37431.082
81,LG,19007.996,119,38253.993,38299.470,38803.464
82,LG+I,18715.042,120,37670.084,37716.399,38224.172
83,LG+G4,18264.424,120,36768.848,36815.164,37322.936
84,LG+I+G4,18259.660,121,36761.320,36808.483,37320.025
85,LG+F,18959.080,138,38194.161,38257.156,38831.363
86,LG+F+I,18669.668,139,37617.335,37681.348,38259.154
87,LG+F+G4,18219.050,139,36716.100,36780.114,37357.919
88,LG+F+I+G4,18214.459,140,36708.917,36773.959,37355.354
89,DCMut,19035.412,119,38308.824,38354.302,38858.295
90,DCMut+I,18748.390,120,37736.780,37783.095,38290.868
91,DCMut+G4,18274.127,120,36788.253,36834.569,37342.341
92,DCMut+I+G4,18270.524,121,36783.049,36830.212,37341.755
93,DCMut+F,19025.853,138,38327.706,38390.701,38964.908
94,DCMut+F+I,18734.464,139,37746.927,37810.941,38388.746
95,DCMut+F+G4,18261.112,139,36800.223,36864.236,37442.042
96,DCMut+F+I+G4,18257.014,140,36794.028,36859.069,37440.464
97,PMB,19258.476,119,38754.951,38800.429,39304.422
98,PMB+I,18968.555,120,38177.109,38223.425,38731.198
99,PMB+G4,18562.675,120,37365.351,37411.667,37919.439
100,PMB+I+G4,18557.335,121,37356.670,37403.833,37915.376
101,PMB+F,19292.230,138,38860.459,38923.454,39497.661
102,PMB+F+I,19008.317,139,38294.633,38358.646,38936.452
103,PMB+F+G4,18598.380,139,37474.761,37538.774,38116.580
104,PMB+F+I+G4,18593.297,140,37466.593,37531.634,38113.030
105,HIVb,18983.216,119,38204.432,38249.910,38753.903
106,HIVb+I,18669.523,120,37579.047,37625.362,38133.135
107,HIVb+G4,18132.269,120,36504.538,36550.854,37058.626
108,HIVb+I+G4,18127.535,121,36497.069,36544.232,37055.775
109,HIVb+F,18794.190,138,37864.379,37927.375,38501.581
110,HIVb+F+I,18477.732,139,37233.464,37297.477,37875.283
111,HIVb+F+G4,17953.705,139,36185.409,36249.422,36827.228
112,HIVb+F+I+G4,17948.155,140,36176.310,36241.351,36822.746
113,HIVw,19769.973,119,39777.946,39823.424,40327.417
114,HIVw+I,19441.111,120,39122.222,39168.538,39676.311
115,HIVw+G4,18857.413,120,37954.825,38001.141,38508.914
116,HIVw+I+G4,18853.087,121,37948.174,37995.337,38506.880
117,HIVw+F,19312.133,138,38900.267,38963.262,39537.468
118,HIVw+F+I,18973.662,139,38225.325,38289.338,38867.144
119,HIVw+F+G4,18423.971,139,37125.942,37189.955,37767.761
120,HIVw+F+I+G4,18418.047,140,37116.094,37181.135,37762.531
121,JTTDCMut,18606.414,119,37450.828,37496.305,38000.299
122,JTTDCMut+I,18328.652,120,36897.304,36943.620,37451.392
123,JTTDCMut+G4,17913.976,120,36067.953,36114.269,36622.041
124,JTTDCMut+I+G4,17909.722,121,36061.445,36108.608,36620.150
125,JTTDCMut+F,18595.270,138,37466.540,37529.535,38103.742
126,JTTDCMut+F+I,18312.152,139,36902.304,36966.317,37544.123
127,JTTDCMut+F+G4,17901.921,139,36081.843,36145.856,36723.662
128,JTTDCMut+F+I+G4,17897.259,140,36074.518,36139.559,36720.955
129,FLU,19186.372,119,38610.744,38656.222,39160.215
130,FLU+I,18885.509,120,38011.017,38057.333,38565.106
131,FLU+G4,18324.333,120,36888.665,36934.981,37442.754
132,FLU+I+G4,18319.885,121,36881.770,36928.933,37440.476
133,FLU+F,18993.186,138,38262.372,38325.367,38899.574
134,FLU+F+I,18692.198,139,37662.396,37726.410,38304.215
135,FLU+F+G4,18129.581,139,36537.162,36601.176,37178.982
136,FLU+F+I+G4,18125.037,140,36530.073,36595.114,37176.510
137,Blosum62,19336.766,119,38911.531,38957.009,39461.002
138,Blosum62+I,19054.129,120,38348.257,38394.573,38902.346
139,Blosum62+G4,18647.619,120,37535.237,37581.553,38089.326
140,Blosum62+I+G4,18642.769,121,37527.537,37574.700,38086.243
141,Blosum62+F,19343.363,138,38962.727,39025.722,39599.928
142,Blosum62+F+I,19066.381,139,38410.762,38474.775,39052.581
143,Blosum62+F+G4,18651.495,139,37580.990,37645.003,38222.809
144,Blosum62+F+I+G4,18646.987,140,37573.973,37639.014,38220.410
145,mtMet,19630.611,119,39499.222,39544.699,40048.692
146,mtMet+I,19311.849,120,38863.698,38910.014,39417.786
147,mtMet+G4,18745.654,120,37731.308,37777.624,38285.396
148,mtMet+I+G4,18736.689,121,37715.378,37762.541,38274.084
149,mtMet+F,18808.807,138,37893.615,37956.610,38530.816
150,mtMet+F+I,18513.982,139,37305.963,37369.976,37947.782
151,mtMet+F+G4,18030.678,139,36339.356,36403.369,36981.175
152,mtMet+F+I+G4,18026.233,140,36332.466,36397.507,36978.902
153,mtVer,19705.648,119,39649.296,39694.774,40198.767
154,mtVer+I,19371.854,120,38983.708,39030.024,39537.796
155,mtVer+G4,18746.792,120,37733.584,37779.900,38287.672
156,mtVer+I+G4,18737.166,121,37716.331,37763.494,38275.037
157,mtVer+F,18940.531,138,38157.061,38220.056,38794.263
158,mtVer+F+I,18621.941,139,37521.882,37585.895,38163.701
159,mtVer+F+G4,18105.880,139,36489.759,36553.772,37131.578
160,mtVer+F+I+G4,18101.119,140,36482.238,36547.279,37128.674
161,mtInv,19866.786,119,39971.571,40017.049,40521.042
162,mtInv+I,19547.849,120,39335.697,39382.013,39889.786
163,mtInv+G4,19029.392,120,38298.785,38345.101,38852.873
164,mtInv+I+G4,19021.698,121,38285.395,38332.558,38844.101
165,mtInv+F,18881.102,138,38038.205,38101.200,38675.406
166,mtInv+F+I,18582.112,139,37442.223,37506.236,38084.042
167,mtInv+F+G4,18124.195,139,36526.389,36590.402,37168.208
168,mtInv+F+I+G4,18119.731,140,36519.462,36584.503,37165.898
