No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,21645.304,107,43504.607,43542.558,43994.140
2,Dayhoff+I,21552.455,108,43320.910,43359.634,43815.019
3,Dayhoff+G4,21133.824,108,42483.649,42522.373,42977.757
4,Dayhoff+I+G4,21127.992,109,42473.985,42513.490,42972.668
5,Dayhoff+F,21807.526,126,43867.052,43921.296,44443.511
6,Dayhoff+F+I,21709.246,127,43672.492,43727.691,44253.527
7,Dayhoff+F+G4,21262.703,127,42779.406,42834.605,43360.441
8,Dayhoff+F+I+G4,21257.119,128,42770.239,42826.402,43355.848
9,mtMAM,23315.813,107,46845.625,46883.576,47335.158
10,mtMAM+I,23151.450,108,46518.900,46557.623,47013.008
11,mtMAM+G4,22029.491,108,44274.982,44313.706,44769.090
12,mtMAM+I+G4,22024.717,109,44267.434,44306.939,44766.117
13,mtMAM+F,22150.151,126,44552.302,44606.546,45128.762
14,mtMAM+F+I,22004.149,127,44262.298,44317.496,44843.332
15,mtMAM+F+G4,21281.709,127,42817.418,42872.617,43398.453
16,mtMAM+F+I+G4,21273.522,128,42803.045,42859.208,43388.655
17,JTT,20983.627,107,42181.253,42219.204,42670.786
18,JTT+I,20889.046,108,41994.092,42032.816,42488.200
19,JTT+G4,20524.318,108,41264.636,41303.359,41758.744
20,JTT+I+G4,20519.439,109,41256.879,41296.385,41755.562
21,JTT+F,21077.352,126,42406.705,42460.949,42983.164
22,JTT+F+I,20979.752,127,42213.503,42268.702,42794.538
23,JTT+F+G4,20614.220,127,41482.440,41537.638,42063.474
24,JTT+F+I+G4,20608.910,128,41473.820,41529.984,42059.430
25,WAG,21430.395,107,43074.791,43112.741,43564.324
26,WAG+I,21333.071,108,42882.141,42920.865,43376.249
27,WAG+G4,20938.148,108,42092.295,42131.019,42586.404
28,WAG+I+G4,20933.934,109,42085.868,42125.373,42584.551
29,WAG+F,21573.615,126,43399.230,43453.474,43975.690
30,WAG+F+I,21473.972,127,43201.945,43257.144,43782.980
31,WAG+F+G4,21060.989,127,42375.978,42431.176,42957.012
32,WAG+F+I+G4,21056.663,128,42369.326,42425.489,42954.936
33,cpREV,21555.132,107,43324.263,43362.214,43813.796
34,cpREV+I,21452.509,108,43121.018,43159.742,43615.126
35,cpREV+G4,20992.945,108,42201.891,42240.615,42695.999
36,cpREV+I+G4,20988.871,109,42195.742,42235.248,42694.425
37,cpREV+F,21639.255,126,43530.510,43584.754,44106.970
38,cpREV+F+I,21541.930,127,43337.859,43393.058,43918.894
39,cpREV+F+G4,21083.741,127,42421.481,42476.680,43002.516
40,cpREV+F+I+G4,21078.346,128,42412.692,42468.856,42998.302
41,mtREV,22731.200,107,45676.399,45714.350,46165.933
42,mtREV+I,22581.457,108,45378.914,45417.638,45873.023
43,mtREV+G4,21898.226,108,44012.452,44051.176,44506.560
44,mtREV+I+G4,21890.150,109,43998.299,44037.805,44496.983
45,mtREV+F,21835.070,126,43922.139,43976.383,44498.599
46,mtREV+F+I,21703.297,127,43660.593,43715.792,44241.628
47,mtREV+F+G4,21218.593,127,42691.186,42746.385,43272.221
48,mtREV+F+I+G4,21208.498,128,42672.995,42729.158,43258.605
49,rtREV,22022.438,107,44258.875,44296.826,44748.408
50,rtREV+I,21921.213,108,44058.427,44097.151,44552.535
51,rtREV+G4,21448.364,108,43112.728,43151.451,43606.836
52,rtREV+I+G4,21445.193,109,43108.385,43147.891,43607.068
53,rtREV+F,22010.775,126,44273.550,44327.794,44850.010
54,rtREV+F+I,21904.953,127,44063.905,44119.104,44644.940
55,rtREV+F+G4,21442.153,127,43138.306,43193.505,43719.341
56,rtREV+F+I+G4,21437.517,128,43131.034,43187.197,43716.644
57,mtART,24149.274,107,48512.549,48550.499,49002.082
58,mtART+I,23959.615,108,48135.230,48173.954,48629.339
59,mtART+G4,22723.275,108,45662.549,45701.273,46156.657
60,mtART+I+G4,22720.088,109,45658.177,45697.683,46156.860
61,mtART+F,22977.669,126,46207.338,46261.582,46783.798
62,mtART+F+I,22831.153,127,45916.307,45971.506,46497.342
63,mtART+F+G4,21977.808,127,44209.616,44264.814,44790.650
64,mtART+F+I+G4,21973.536,128,44203.073,44259.236,44788.682
65,mtZOA,23042.917,107,46299.834,46337.785,46789.367
66,mtZOA+I,22893.429,108,46002.857,46041.581,46496.965
67,mtZOA+G4,21960.140,108,44136.281,44175.004,44630.389
68,mtZOA+I+G4,21956.502,109,44131.005,44170.510,44629.688
69,mtZOA+F,22220.438,126,44692.876,44747.121,45269.336
70,mtZOA+F+I,22100.581,127,44455.163,44510.361,45036.197
71,mtZOA+F+G4,21472.569,127,43199.137,43254.336,43780.172
72,mtZOA+F+I+G4,21467.395,128,43190.789,43246.952,43776.399
73,VT,21444.430,107,43102.861,43140.812,43592.394
