No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,19491.198,107,39196.395,39246.099,39661.940
2,Dayhoff+I,19360.531,108,38937.061,38987.803,39406.957
3,Dayhoff+G4,18837.658,108,37891.316,37942.057,38361.211
4,Dayhoff+I+G4,18829.385,109,37876.769,37928.562,38351.016
5,Dayhoff+F,19409.678,126,39071.355,39143.113,39619.567
6,Dayhoff+F+I,19275.170,127,38804.340,38877.400,39356.902
7,Dayhoff+F+G4,18742.874,127,37739.748,37812.808,38292.310
8,Dayhoff+F+I+G4,18734.983,128,37725.966,37800.345,38282.880
9,mtMAM,20949.156,107,42112.312,42162.015,42577.857
10,mtMAM+I,20800.030,108,41816.060,41866.802,42285.956
11,mtMAM+G4,19598.271,108,39412.542,39463.284,39882.438
12,mtMAM+I+G4,19592.583,109,39403.166,39454.959,39877.412
13,mtMAM+F,19827.390,126,39906.781,39978.539,40454.992
14,mtMAM+F+I,19674.535,127,39603.070,39676.131,40155.633
15,mtMAM+F+G4,18803.758,127,37861.517,37934.578,38414.079
16,mtMAM+F+I+G4,18796.575,128,37849.150,37923.528,38406.063
17,JTT,19049.655,107,38313.310,38363.013,38778.855
18,JTT+I,18903.599,108,38023.199,38073.940,38493.094
19,JTT+G4,18412.548,108,37041.095,37091.837,37510.991
20,JTT+I+G4,18403.784,109,37025.568,37077.360,37499.814
21,JTT+F,18991.261,126,38234.522,38306.280,38782.734
22,JTT+F+I,18838.984,127,37931.968,38005.029,38484.530
23,JTT+F+G4,18352.833,127,36959.666,37032.726,37512.228
24,JTT+F+I+G4,18343.815,128,36943.630,37018.009,37500.544
25,WAG,19396.802,107,39007.603,39057.307,39473.148
26,WAG+I,19258.730,108,38733.461,38784.202,39203.357
27,WAG+G4,18754.952,108,37725.904,37776.645,38195.799
28,WAG+I+G4,18747.613,109,37713.225,37765.018,38187.472
29,WAG+F,19299.734,126,38851.467,38923.225,39399.679
30,WAG+F+I,19161.438,127,38576.875,38649.936,39129.438
31,WAG+F+G4,18655.067,127,37564.135,37637.195,38116.697
32,WAG+F+I+G4,18648.192,128,37552.385,37626.763,38109.298
33,cpREV,19582.203,107,39378.405,39428.108,39843.950
34,cpREV+I,19436.996,108,39089.992,39140.733,39559.887
35,cpREV+G4,18850.315,108,37916.631,37967.372,38386.527
36,cpREV+I+G4,18842.371,109,37902.742,37954.535,38376.989
37,cpREV+F,19481.174,126,39214.348,39286.106,39762.560
38,cpREV+F+I,19328.263,127,38910.526,38983.587,39463.089
39,cpREV+F+G4,18746.564,127,37747.128,37820.189,38299.691
40,cpREV+F+I+G4,18737.605,128,37731.211,37805.589,38288.124
41,mtREV,20353.889,107,40921.778,40971.481,41387.323
42,mtREV+I,20219.619,108,40655.238,40705.979,41125.134
43,mtREV+G4,19426.138,108,39068.276,39119.017,39538.172
44,mtREV+I+G4,19420.030,109,39058.059,39109.852,39532.306
45,mtREV+F,19486.079,126,39224.159,39295.916,39772.370
46,mtREV+F+I,19348.887,127,38951.775,39024.835,39504.337
47,mtREV+F+G4,18713.934,127,37681.868,37754.928,38234.430
48,mtREV+F+I+G4,18706.654,128,37669.309,37743.687,38226.222
49,rtREV,19804.001,107,39822.002,39871.706,40287.547
50,rtREV+I,19650.107,108,39516.213,39566.955,39986.109
51,rtREV+G4,19069.481,108,38354.962,38405.703,38824.857
52,rtREV+I+G4,19061.927,109,38341.855,38393.647,38816.101
53,rtREV+F,19602.156,126,39456.312,39528.070,40004.524
54,rtREV+F+I,19444.870,127,39143.740,39216.801,39696.303
55,rtREV+F+G4,18875.942,127,38005.884,38078.945,38558.447
56,rtREV+F+I+G4,18868.763,128,37993.526,38067.905,38550.440
57,mtART,21392.212,107,42998.425,43048.128,43463.969
58,mtART+I,21197.989,108,42611.977,42662.719,43081.873
59,mtART+G4,19947.706,108,40111.412,40162.153,40581.308
60,mtART+I+G4,19936.233,109,40090.465,40142.258,40564.712
61,mtART+F,20487.895,126,41227.791,41299.549,41776.002
62,mtART+F+I,20313.084,127,40880.169,40953.229,41432.731
63,mtART+F+G4,19335.484,127,38924.967,38998.028,39477.530
64,mtART+F+I+G4,19326.539,128,38909.078,38983.456,39465.991
65,mtZOA,20583.607,107,41381.214,41430.917,41846.759
66,mtZOA+I,20413.854,108,41043.707,41094.449,41513.603
67,mtZOA+G4,19400.050,108,39016.101,39066.842,39485.997
68,mtZOA+I+G4,19390.534,109,38999.068,39050.861,39473.315
69,mtZOA+F,19944.811,126,40141.621,40213.379,40689.833
70,mtZOA+F+I,19780.747,127,39815.495,39888.555,40368.057
71,mtZOA+F+G4,18990.352,127,38234.704,38307.765,38787.267
72,mtZOA+F+I+G4,18982.416,128,38220.832,38295.210,38777.745
73,VT,19350.995,107,38915.990,38965.694,39381.535
74,VT+I,19203.161,108,38622.323,38673.064,39092.219
75,VT+G4,18745.451,108,37706.902,37757.643,38176.797
76,VT+I+G4,18736.768,109,37691.536,37743.329,38165.783
77,VT+F,19266.441,126,38784.882,38856.640,39333.093
78,VT+F+I,19116.406,127,38486.812,38559.873,39039.375
79,VT+F+G4,18663.810,127,37581.620,37654.681,38134.182
80,VT+F+I+G4,18655.052,128,37566.104,37640.483,38123.018
81,LG,19530.866,107,39275.732,39325.435,39741.277
82,LG+I,19380.012,108,38976.025,39026.766,39445.920
83,LG+G4,18794.474,108,37804.947,37855.689,38274.843
84,LG+I+G4,18788.278,109,37794.556,37846.349,38268.803
85,LG+F,19400.661,126,39053.321,39125.079,39601.533
86,LG+F+I,19246.347,127,38746.693,38819.754,39299.256
87,LG+F+G4,18671.241,127,37596.482,37669.543,38149.045
88,LG+F+I+G4,18664.740,128,37585.480,37659.859,38142.394
89,DCMut,19490.949,107,39195.898,39245.601,39661.443
90,DCMut+I,19360.150,108,38936.300,38987.041,39406.196
91,DCMut+G4,18838.879,108,37893.758,37944.499,38363.654
92,DCMut+I+G4,18830.586,109,37879.172,37930.965,38353.418
93,DCMut+F,19409.346,126,39070.691,39142.449,39618.903
94,DCMut+F+I,19274.759,127,38803.517,38876.578,39356.080
95,DCMut+F+G4,18743.973,127,37741.945,37815.006,38294.508
96,DCMut+F+I+G4,18736.085,128,37728.169,37802.547,38285.082
97,PMB,19673.838,107,39561.675,39611.379,40027.220
98,PMB+I,19528.725,108,39273.450,39324.192,39743.346
99,PMB+G4,19030.300,108,38276.599,38327.341,38746.495
100,PMB+I+G4,19023.223,109,38264.445,38316.238,38738.692
101,PMB+F,19607.626,126,39467.252,39539.010,40015.464
102,PMB+F+I,19463.045,127,39180.090,39253.150,39732.652
103,PMB+F+G4,18973.762,127,38201.523,38274.584,38754.086
104,PMB+F+I+G4,18966.623,128,38189.246,38263.624,38746.159
105,HIVb,19570.528,107,39355.055,39404.758,39820.600
106,HIVb+I,19381.576,108,38979.151,39029.893,39449.047
107,HIVb+G4,18712.549,108,37641.097,37691.839,38110.993
108,HIVb+I+G4,18701.176,109,37620.352,37672.145,38094.599
109,HIVb+F,19336.579,126,38925.157,38996.915,39473.369
110,HIVb+F+I,19132.319,127,38518.638,38591.699,39071.200
111,HIVb+F+G4,18479.669,127,37213.338,37286.399,37765.900
112,HIVb+F+I+G4,18468.804,128,37193.607,37267.986,37750.521
113,HIVw,20161.068,107,40536.136,40585.839,41001.681
114,HIVw+I,19996.842,108,40209.685,40260.426,40679.580
115,HIVw+G4,19291.356,108,38798.713,38849.454,39268.608
116,HIVw+I+G4,19280.876,109,38779.751,38831.544,39253.998
117,HIVw+F,19690.392,126,39632.784,39704.541,40180.995
118,HIVw+F+I,19501.517,127,39257.033,39330.094,39809.596
119,HIVw+F+G4,18849.575,127,37953.150,38026.211,38505.713
120,HIVw+F+I+G4,18838.164,128,37932.328,38006.707,38489.242
121,JTTDCMut,19061.792,107,38337.584,38387.287,38803.129
122,JTTDCMut+I,18917.620,108,38051.241,38101.982,38521.137
123,JTTDCMut+G4,18423.619,108,37063.238,37113.980,37533.134
124,JTTDCMut+I+G4,18414.974,109,37047.948,37099.741,37522.195
125,JTTDCMut+F,19002.523,126,38257.046,38328.804,38805.258
126,JTTDCMut+F+I,18852.144,127,37958.288,38031.349,38510.850
127,JTTDCMut+F+G4,18362.409,127,36978.818,37051.878,37531.380
128,JTTDCMut+F+I+G4,18353.640,128,36963.279,37037.657,37520.192
129,FLU,19684.663,107,39583.326,39633.029,40048.870
130,FLU+I,19539.547,108,39295.093,39345.834,39764.989
131,FLU+G4,18816.271,108,37848.542,37899.283,38318.437
132,FLU+I+G4,18806.189,109,37830.379,37882.171,38304.625
133,FLU+F,19437.215,126,39126.431,39198.188,39674.642
134,FLU+F+I,19282.587,127,38819.174,38892.235,39371.736
135,FLU+F+G4,18586.963,127,37427.926,37500.986,37980.488
