No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,6465.812,67,13065.624,13112.352,13304.958
2,Dayhoff+I,6284.885,68,12705.771,12754.142,12948.677
3,Dayhoff+G4,6139.508,68,12415.015,12463.386,12657.922
4,Dayhoff+I+G4,6134.110,69,12406.220,12456.272,12652.698
5,Dayhoff+F,6391.677,86,12955.354,13040.377,13262.559
6,Dayhoff+F+I,6220.749,87,12615.498,12702.995,12926.276
7,Dayhoff+F+G4,6080.557,87,12335.114,12422.611,12645.891
8,Dayhoff+F+I+G4,6075.248,88,12326.496,12416.519,12640.845
9,mtMAM,6999.035,67,14132.071,14178.799,14371.405
10,mtMAM+I,6847.258,68,13830.516,13878.887,14073.423
11,mtMAM+G4,6458.020,68,13052.040,13100.412,13294.947
12,mtMAM+I+G4,6454.695,69,13047.390,13097.441,13293.868
13,mtMAM+F,6588.478,86,13348.955,13433.978,13656.160
14,mtMAM+F+I,6438.281,87,13050.561,13138.058,13361.339
15,mtMAM+F+G4,6126.170,87,12426.340,12513.837,12737.118
16,mtMAM+F+I+G4,6123.900,88,12423.801,12513.824,12738.151
17,JTT,6304.984,67,12743.968,12790.696,12983.302
18,JTT+I,6134.257,68,12404.513,12452.884,12647.420
19,JTT+G4,6006.066,68,12148.132,12196.503,12391.039
20,JTT+I+G4,6001.549,69,12141.098,12191.150,12387.577
21,JTT+F,6269.118,86,12710.237,12795.259,13017.442
22,JTT+F+I,6106.306,87,12386.613,12474.110,12697.390
23,JTT+F+G4,5979.722,87,12133.445,12220.942,12444.222
24,JTT+F+I+G4,5975.509,88,12127.019,12217.042,12441.368
25,WAG,6392.467,67,12918.934,12965.662,13158.268
26,WAG+I,6220.183,68,12576.366,12624.738,12819.273
27,WAG+G4,6096.993,68,12329.985,12378.356,12572.892
28,WAG+I+G4,6091.417,69,12320.834,12370.886,12567.313
29,WAG+F,6343.041,86,12858.083,12943.105,13165.288
30,WAG+F+I,6181.199,87,12536.399,12623.896,12847.176
31,WAG+F+G4,6061.627,87,12297.253,12384.751,12608.031
32,WAG+F+I+G4,6056.294,88,12288.589,12378.612,12602.939
33,cpREV,6419.091,67,12972.183,13018.911,13211.517
34,cpREV+I,6256.579,68,12649.158,12697.529,12892.064
35,cpREV+G4,6107.830,68,12351.661,12400.032,12594.567
36,cpREV+I+G4,6104.156,69,12346.312,12396.364,12592.791
37,cpREV+F,6359.761,86,12891.521,12976.544,13198.727
38,cpREV+F+I,6212.153,87,12598.306,12685.803,12909.084
39,cpREV+F+G4,6067.431,87,12308.861,12396.358,12619.639
40,cpREV+F+I+G4,6064.018,88,12304.036,12394.059,12618.385
41,mtREV,6778.258,67,13690.517,13737.245,13929.851
42,mtREV+I,6630.221,68,13396.441,13444.812,13639.348
43,mtREV+G4,6377.847,68,12891.694,12940.065,13134.600
44,mtREV+I+G4,6376.624,69,12891.248,12941.300,13137.726
45,mtREV+F,6425.885,86,13023.769,13108.792,13330.974
46,mtREV+F+I,6280.583,87,12735.166,12822.663,13045.943
47,mtREV+F+G4,6068.756,87,12311.512,12399.009,12622.290
48,mtREV+F+I+G4,6065.930,88,12307.859,12397.882,12622.209
49,rtREV,6518.455,67,13170.911,13217.639,13410.245
50,rtREV+I,6357.511,68,12851.022,12899.393,13093.928
51,rtREV+G4,6196.225,68,12528.450,12576.821,12771.357
52,rtREV+I+G4,6192.501,69,12523.001,12573.053,12769.480
53,rtREV+F,6444.742,86,13061.485,13146.508,13368.690
54,rtREV+F+I,6293.867,87,12761.734,12849.232,13072.512
55,rtREV+F+G4,6124.501,87,12423.002,12510.499,12733.779
56,rtREV+F+I+G4,6121.421,88,12418.842,12508.865,12733.192
57,mtART,7085.877,67,14305.755,14352.483,14545.089
58,mtART+I,6906.884,68,13949.767,13998.138,14192.674
59,mtART+G4,6518.802,68,13173.604,13221.975,13416.510
60,mtART+I+G4,6516.938,69,13171.877,13221.929,13418.355
61,mtART+F,6723.633,86,13619.267,13704.289,13926.472
62,mtART+F+I,6577.978,87,13329.955,13417.452,13640.733
63,mtART+F+G4,6243.709,87,12661.418,12748.915,12972.195
64,mtART+F+I+G4,6241.676,88,12659.352,12749.375,12973.701
65,mtZOA,6721.793,67,13577.587,13624.315,13816.921
66,mtZOA+I,6570.056,68,13276.112,13324.483,13519.018
67,mtZOA+G4,6273.852,68,12683.705,12732.076,12926.611
68,mtZOA+I+G4,6273.151,69,12684.302,12734.354,12930.780
69,mtZOA+F,6480.157,86,13132.314,13217.337,13439.520
70,mtZOA+F+I,6339.282,87,12852.564,12940.061,13163.341
71,mtZOA+F+G4,6090.164,87,12354.327,12441.825,12665.105
72,mtZOA+F+I+G4,6087.728,88,12351.456,12441.479,12665.806
73,VT,6391.071,67,12916.142,12962.870,13155.476
74,VT+I,6220.002,68,12576.005,12624.376,12818.911
75,VT+G4,6104.914,68,12345.828,12394.199,12588.734
76,VT+I+G4,6099.686,69,12337.372,12387.424,12583.851
77,VT+F,6350.265,86,12872.529,12957.552,13179.734
78,VT+F+I,6188.387,87,12550.774,12638.271,12861.551
79,VT+F+G4,6073.096,87,12320.191,12407.688,12630.969
80,VT+F+I+G4,6068.333,88,12312.667,12402.690,12627.016
81,LG,6408.478,67,12950.957,12997.685,13190.291
82,LG+I,6239.058,68,12614.117,12662.488,12857.023
83,LG+G4,6087.737,68,12311.475,12359.846,12554.381
84,LG+I+G4,6083.711,69,12305.421,12355.473,12551.900
85,LG+F,6354.748,86,12881.496,12966.519,13188.701
86,LG+F+I,6200.241,87,12574.482,12661.979,12885.259
87,LG+F+G4,6045.079,87,12264.159,12351.656,12574.936
88,LG+F+I+G4,6041.779,88,12259.557,12349.580,12573.907
89,DCMut,6466.028,67,13066.057,13112.785,13305.391
90,DCMut+I,6285.110,68,12706.219,12754.590,12949.126
91,DCMut+G4,6140.267,68,12416.534,12464.905,12659.440
92,DCMut+I+G4,6134.813,69,12407.627,12457.678,12654.105
93,DCMut+F,6392.028,86,12956.057,13041.080,13263.262
94,DCMut+F+I,6221.081,87,12616.162,12703.660,12926.940
95,DCMut+F+G4,6081.319,87,12336.638,12424.135,12647.415
96,DCMut+F+I+G4,6075.966,88,12327.931,12417.954,12642.281
97,PMB,6464.067,67,13062.133,13108.862,13301.468
98,PMB+I,6292.863,68,12721.726,12770.098,12964.633
99,PMB+G4,6172.120,68,12480.239,12528.610,12723.146
100,PMB+I+G4,6166.727,69,12471.454,12521.506,12717.932
101,PMB+F,6441.169,86,13054.337,13139.360,13361.542
102,PMB+F+I,6281.594,87,12737.189,12824.686,13047.966
103,PMB+F+G4,6162.342,87,12498.685,12586.182,12809.462
104,PMB+F+I+G4,6157.323,88,12490.646,12580.669,12804.995
105,HIVb,6434.825,67,13003.650,13050.378,13242.984
106,HIVb+I,6246.279,68,12628.559,12676.930,12871.465
107,HIVb+G4,6094.385,68,12324.770,12373.141,12567.676
108,HIVb+I+G4,6087.736,69,12313.473,12363.524,12559.951
109,HIVb+F,6340.985,86,12853.971,12938.993,13161.176
110,HIVb+F+I,6167.221,87,12508.442,12595.939,12819.220
111,HIVb+F+G4,6016.069,87,12206.138,12293.635,12516.915
112,HIVb+F+I+G4,6010.209,88,12196.418,12286.441,12510.768
113,HIVw,6658.356,67,13450.712,13497.440,13690.046
114,HIVw+I,6445.188,68,13026.375,13074.746,13269.282
115,HIVw+G4,6314.479,68,12764.957,12813.329,13007.864
116,HIVw+I+G4,6304.172,69,12746.344,12796.396,12992.822
117,HIVw+F,6493.505,86,13159.010,13244.033,13466.215
118,HIVw+F+I,6300.057,87,12774.113,12861.610,13084.890
119,HIVw+F+G4,6170.277,87,12514.555,12602.052,12825.332
120,HIVw+F+I+G4,6160.294,88,12496.589,12586.612,12810.938
121,JTTDCMut,6315.327,67,12764.653,12811.382,13003.988
122,JTTDCMut+I,6144.465,68,12424.930,12473.301,12667.836
123,JTTDCMut+G4,6014.967,68,12165.933,12214.304,12408.839
124,JTTDCMut+I+G4,6010.352,69,12158.704,12208.756,12405.183
125,JTTDCMut+F,6276.388,86,12724.777,12809.799,13031.982
126,JTTDCMut+F+I,6114.097,87,12402.193,12489.690,12712.970
127,JTTDCMut+F+G4,5986.737,87,12147.475,12234.972,12458.252
128,JTTDCMut+F+I+G4,5982.462,88,12140.924,12230.947,12455.274
129,FLU,6444.122,67,13022.245,13068.973,13261.579
130,FLU+I,6263.969,68,12663.938,12712.309,12906.844
131,FLU+G4,6127.217,68,12390.433,12438.805,12633.340
132,FLU+I+G4,6120.911,69,12379.823,12429.875,12626.301
