No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,36309.108,117,72852.216,72871.232,73479.199
2,Dayhoff+I,35799.043,118,71834.085,71853.440,72466.427
3,Dayhoff+G4,34270.653,118,68777.305,68796.660,69409.648
4,Dayhoff+I+G4,34271.833,119,68781.666,68801.363,69419.367
5,Dayhoff+F,36142.650,136,72557.300,72583.305,73286.101
6,Dayhoff+F+I,35604.660,137,71483.319,71509.724,72217.479
7,Dayhoff+F+G4,34022.710,137,68319.421,68345.826,69053.580
8,Dayhoff+F+I+G4,34023.771,138,68323.542,68350.352,69063.061
9,mtMAM,39239.548,117,78713.097,78732.113,79340.080
10,mtMAM+I,38571.889,118,77379.777,77399.132,78012.119
11,mtMAM+G4,35566.971,118,71369.942,71389.296,72002.284
12,mtMAM+I+G4,35558.109,119,71354.219,71373.915,71991.919
13,mtMAM+F,37764.175,136,75800.350,75826.354,76529.151
14,mtMAM+F+I,37118.287,137,74510.574,74536.979,75244.734
15,mtMAM+F+G4,34565.063,137,69404.125,69430.530,70138.285
16,mtMAM+F+I+G4,34565.032,138,69406.065,69432.874,70145.583
17,JTT,35623.735,117,71481.470,71500.487,72108.454
18,JTT+I,35097.943,118,70431.886,70451.241,71064.228
19,JTT+G4,33651.791,118,67539.582,67558.937,68171.924
20,JTT+I+G4,33653.123,119,67544.245,67563.942,68181.946
21,JTT+F,35584.684,136,71441.369,71467.373,72170.170
22,JTT+F+I,35043.374,137,70360.749,70387.154,71094.908
23,JTT+F+G4,33551.833,137,67377.665,67404.070,68111.825
24,JTT+F+I+G4,33552.898,138,67381.796,67408.605,68121.315
25,WAG,35882.496,117,71998.993,72018.009,72625.976
26,WAG+I,35385.365,118,71006.730,71026.085,71639.072
27,WAG+G4,34014.123,118,68264.247,68283.602,68896.589
28,WAG+I+G4,34015.319,119,68268.637,68288.334,68906.338
29,WAG+F,35780.177,136,71832.354,71858.359,72561.155
30,WAG+F+I,35268.107,137,70810.213,70836.618,71544.373
31,WAG+F+G4,33839.263,137,67952.526,67978.931,68686.686
32,WAG+F+I+G4,33840.498,138,67956.995,67983.805,68696.514
33,cpREV,36145.248,117,72524.497,72543.513,73151.480
34,cpREV+I,35630.728,118,71497.457,71516.812,72129.799
35,cpREV+G4,34133.513,118,68503.026,68522.380,69135.368
36,cpREV+I+G4,34134.565,119,68507.129,68526.826,69144.830
37,cpREV+F,36104.382,136,72480.764,72506.768,73209.565
38,cpREV+F+I,35569.643,137,71413.285,71439.690,72147.445
39,cpREV+F+G4,34048.958,137,68371.917,68398.322,69106.077
40,cpREV+F+I+G4,34049.813,138,68375.626,68402.435,69115.144
41,mtREV,37786.131,117,75806.262,75825.279,76433.245
42,mtREV+I,37245.779,118,74727.558,74746.913,75359.900
43,mtREV+G4,35143.096,118,70522.192,70541.547,71154.534
44,mtREV+I+G4,35141.860,119,70521.720,70541.416,71159.421
45,mtREV+F,36555.705,136,73383.409,73409.414,74112.210
46,mtREV+F+I,36025.964,137,72325.928,72352.333,73060.087
47,mtREV+F+G4,34174.343,137,68622.685,68649.091,69356.845
48,mtREV+F+I+G4,34175.179,138,68626.358,68653.167,69365.877
49,rtREV,36604.310,117,73442.619,73461.636,74069.602
50,rtREV+I,36055.793,118,72347.587,72366.942,72979.929
51,rtREV+G4,34506.198,118,69248.397,69267.752,69880.739
52,rtREV+I+G4,34506.931,119,69251.861,69271.558,69889.562
53,rtREV+F,36409.841,136,73091.682,73117.686,73820.483
54,rtREV+F+I,35835.660,137,71945.320,71971.725,72679.480
55,rtREV+F+G4,34201.850,137,68677.700,68704.105,69411.860
56,rtREV+F+I+G4,34202.642,138,68681.284,68708.093,69420.803
57,mtART,39507.815,117,79249.631,79268.647,79876.614
58,mtART+I,38755.492,118,77746.984,77766.339,78379.326
59,mtART+G4,35782.660,118,71801.321,71820.675,72433.663
60,mtART+I+G4,35770.085,119,71778.170,71797.867,72415.871
61,mtART+F,38122.990,136,76517.979,76543.983,77246.780
62,mtART+F+I,37454.146,137,75182.292,75208.697,75916.452
63,mtART+F+G4,34884.059,137,70042.117,70068.522,70776.277
64,mtART+F+I+G4,34880.148,138,70036.296,70063.105,70775.814
65,mtZOA,38287.210,117,76808.421,76827.437,77435.404
66,mtZOA+I,37627.422,118,75490.844,75510.199,76123.186
67,mtZOA+G4,35097.553,118,70431.106,70450.461,71063.448
68,mtZOA+I+G4,35091.057,119,70420.114,70439.810,71057.815
69,mtZOA+F,37200.708,136,74673.416,74699.420,75402.217
70,mtZOA+F+I,36581.655,137,73437.309,73463.714,74171.469
71,mtZOA+F+G4,34406.974,137,69087.949,69114.354,69822.109
72,mtZOA+F+I+G4,34407.087,138,69090.174,69116.983,69829.693
73,VT,35787.772,117,71809.545,71828.561,72436.528
74,VT+I,35270.899,118,70777.799,70797.154,71410.141
75,VT+G4,33965.074,118,68166.148,68185.503,68798.490
76,VT+I+G4,33966.489,119,68170.978,68190.674,68808.679
77,VT+F,35729.684,136,71731.368,71757.372,72460.169
78,VT+F+I,35201.118,137,70676.236,70702.641,71410.396
79,VT+F+G4,33860.251,137,67994.502,68020.907,68728.662
80,VT+F+I+G4,33861.512,138,67999.025,68025.834,68738.543
81,LG,36229.690,117,72693.379,72712.396,73320.362
82,LG+I,35677.989,118,71591.977,71611.332,72224.319
83,LG+G4,34074.649,118,68385.299,68404.654,69017.641
84,LG+I+G4,34075.753,119,68389.507,68409.203,69027.208
85,LG+F,36179.995,136,72631.991,72657.995,73360.792
86,LG+F+I,35609.616,137,71493.232,71519.637,72227.391
87,LG+F+G4,33945.528,137,68165.056,68191.461,68899.216
88,LG+F+I+G4,33946.502,138,68169.003,68195.812,68908.522
89,DCMut,36306.458,117,72846.915,72865.932,73473.898
90,DCMut+I,35796.458,118,71828.917,71848.272,72461.259
91,DCMut+G4,34271.632,118,68779.265,68798.620,69411.607
92,DCMut+I+G4,34272.011,119,68782.023,68801.719,69419.724
93,DCMut+F,36140.107,136,72552.214,72578.218,73281.015
94,DCMut+F+I,35602.284,137,71478.569,71504.974,72212.729
95,DCMut+F+G4,34023.593,137,68321.187,68347.592,69055.347
96,DCMut+F+I+G4,34024.002,138,68324.003,68350.813,69063.522
97,PMB,36177.987,117,72589.974,72608.990,73216.957
98,PMB+I,35668.293,118,71572.585,71591.940,72204.927
99,PMB+G4,34315.839,118,68867.678,68887.033,69500.020
100,PMB+I+G4,34316.628,119,68871.256,68890.952,69508.957
101,PMB+F,36145.201,136,72562.402,72588.406,73291.203
102,PMB+F+I,35623.713,137,71521.426,71547.831,72255.586
103,PMB+F+G4,34235.341,137,68744.681,68771.086,69478.841
104,PMB+F+I+G4,34236.120,138,68748.240,68775.049,69487.759
105,HIVb,36564.586,117,73363.172,73382.188,73990.155
106,HIVb+I,35938.656,118,72113.313,72132.667,72745.655
107,HIVb+G4,34134.016,118,68504.033,68523.388,69136.375
108,HIVb+I+G4,34134.575,119,68507.149,68526.846,69144.850
109,HIVb+F,36495.922,136,73263.844,73289.848,73992.645
110,HIVb+F+I,35832.901,137,71939.801,71966.206,72673.961
111,HIVb+F+G4,33922.903,137,68119.807,68146.212,68853.966
112,HIVb+F+I+G4,33923.196,138,68122.393,68149.202,68861.912
113,HIVw,37462.152,117,75158.303,75177.320,75785.286
114,HIVw+I,36836.637,118,73909.274,73928.629,74541.616
115,HIVw+G4,34991.678,118,70219.356,70238.711,70851.698
116,HIVw+I+G4,34992.204,119,70222.407,70242.104,70860.108
117,HIVw+F,36930.887,136,74133.773,74159.777,74862.574
118,HIVw+F+I,36285.060,137,72844.120,72870.525,73578.279
119,HIVw+F+G4,34450.068,137,69174.135,69200.540,69908.295
120,HIVw+F+I+G4,34450.267,138,69176.533,69203.343,69916.052
121,JTTDCMut,35634.680,117,71503.360,71522.376,72130.343
122,JTTDCMut+I,35111.779,118,70459.558,70478.912,71091.900
123,JTTDCMut+G4,33664.457,118,67564.913,67584.268,68197.255
124,JTTDCMut+I+G4,33664.742,119,67567.483,67587.180,68205.184
125,JTTDCMut+F,35594.638,136,71461.276,71487.280,72190.077
126,JTTDCMut+F+I,35055.579,137,70385.158,70411.564,71119.318
127,JTTDCMut+F+G4,33561.408,137,67396.816,67423.221,68130.976
128,JTTDCMut+F+I+G4,33561.653,138,67399.306,67426.115,68138.825
129,FLU,36600.199,117,73434.398,73453.414,74061.381
130,FLU+I,36035.930,118,72307.860,72327.215,72940.202
131,FLU+G4,34160.164,118,68556.328,68575.683,69188.670
132,FLU+I+G4,34160.373,119,68558.746,68578.443,69196.447
133,FLU+F,36533.327,136,73338.654,73364.658,74067.455
134,FLU+F+I,35955.652,137,72185.304,72211.709,72919.463
135,FLU+F+G4,34018.046,137,68310.092,68336.497,69044.251
136,FLU+F+I+G4,34018.087,138,68312.175,68338.984,69051.693
137,Blosum62,36255.362,117,72744.724,72763.740,73371.707
138,Blosum62+I,35755.615,118,71747.230,71766.585,72379.572
139,Blosum62+G4,34396.657,118,69029.314,69048.669,69661.657
140,Blosum62+I+G4,34396.993,119,69031.985,69051.682,69669.686
141,Blosum62+F,36153.379,136,72578.758,72604.762,73307.559
142,Blosum62+F+I,35642.268,137,71558.536,71584.941,72292.696
143,Blosum62+F+G4,34259.735,137,68793.470,68819.875,69527.630
144,Blosum62+F+I+G4,34260.081,138,68796.162,68822.971,69535.681
145,mtMet,37718.343,117,75670.685,75689.702,76297.668
146,mtMet+I,37087.999,118,74411.998,74431.353,75044.340
147,mtMet+G4,34846.230,118,69928.460,69947.815,70560.802
148,mtMet+I+G4,34845.589,119,69929.177,69948.874,70566.878
149,mtMet+F,36476.080,136,73224.160,73250.164,73952.961
150,mtMet+F+I,35879.822,137,72033.643,72060.048,72767.803
151,mtMet+F+G4,33945.089,137,68164.178,68190.583,68898.338
152,mtMet+F+I+G4,33945.188,138,68166.376,68193.185,68905.894
153,mtVer,38120.051,117,76474.101,76493.118,77101.084
154,mtVer+I,37491.455,118,75218.911,75238.266,75851.253
155,mtVer+G4,35036.056,118,70308.113,70327.467,70940.455
156,mtVer+I+G4,35030.964,119,70299.927,70319.624,70937.628
157,mtVer+F,36888.241,136,74048.482,74074.487,74777.283
158,mtVer+F+I,36239.388,137,72752.776,72779.181,73486.936
159,mtVer+F+G4,34129.177,137,68532.353,68558.758,69266.513
160,mtVer+F+I+G4,34130.558,138,68537.117,68563.926,69276.635
161,mtInv,37870.896,117,75975.793,75994.809,76602.776
162,mtInv+I,37236.065,118,74708.130,74727.485,75340.472
163,mtInv+G4,35174.423,118,70584.847,70604.202,71217.189
164,mtInv+I+G4,35172.912,119,70583.823,70603.520,71221.524
165,mtInv+F,36297.909,136,72867.818,72893.822,73596.619
166,mtInv+F+I,35719.503,137,71713.005,71739.410,72447.165
167,mtInv+F+G4,33958.762,137,68191.524,68217.929,68925.683
168,mtInv+F+I+G4,33960.040,138,68196.080,68222.889,68935.599
