No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,10439.854,39,20957.709,20963.381,21128.534
2,Dayhoff+I,10276.304,40,20632.608,20638.582,20807.813
3,Dayhoff+G4,10058.509,40,20197.018,20202.992,20372.223
4,Dayhoff+I+G4,10057.783,41,20197.565,20203.850,20377.150
5,Dayhoff+F,10369.780,58,20855.559,20868.448,21109.606
6,Dayhoff+F+I,10209.080,59,20536.161,20549.519,20794.588
7,Dayhoff+F+G4,9985.487,59,20088.974,20102.332,20347.401
8,Dayhoff+F+I+G4,9985.108,60,20090.215,20104.053,20353.023
9,mtMAM,11730.770,39,23539.541,23545.213,23710.365
10,mtMAM+I,11496.443,40,23072.886,23078.861,23248.091
11,mtMAM+G4,10821.389,40,21722.777,21728.752,21897.982
12,mtMAM+I+G4,10822.096,41,21726.192,21732.477,21905.777
13,mtMAM+F,10952.048,58,22020.096,22032.984,22274.143
14,mtMAM+F+I,10735.391,59,21588.782,21602.140,21847.209
15,mtMAM+F+G4,10266.301,59,20650.601,20663.960,20909.029
16,mtMAM+F+I+G4,10266.056,60,20652.111,20665.949,20914.919
17,JTT,10235.788,39,20549.576,20555.249,20720.401
18,JTT+I,10084.607,40,20249.213,20255.188,20424.418
19,JTT+G4,9889.689,40,19859.378,19865.352,20034.583
20,JTT+I+G4,9889.304,41,19860.608,19866.893,20040.193
21,JTT+F,10199.888,58,20515.775,20528.664,20769.822
22,JTT+F+I,10050.035,59,20218.070,20231.428,20476.497
23,JTT+F+G4,9854.584,59,19827.168,19840.527,20085.595
24,JTT+F+I+G4,9854.232,60,19828.464,19842.301,20091.271
25,WAG,10303.758,39,20685.516,20691.189,20856.341
26,WAG+I,10165.687,40,20411.373,20417.348,20586.578
27,WAG+G4,9981.547,40,20043.094,20049.069,20218.299
28,WAG+I+G4,9981.347,41,20044.695,20050.979,20224.280
29,WAG+F,10260.040,58,20636.081,20648.970,20890.128
30,WAG+F+I,10125.902,59,20369.804,20383.162,20628.231
31,WAG+F+G4,9935.262,59,19988.524,20001.882,20246.951
32,WAG+F+I+G4,9935.187,60,19990.374,20004.211,20253.181
33,cpREV,10412.751,39,20903.503,20909.176,21074.328
34,cpREV+I,10274.317,40,20628.635,20634.609,20803.840
35,cpREV+G4,10041.928,40,20163.856,20169.831,20339.061
36,cpREV+I+G4,10042.071,41,20166.142,20172.426,20345.727
37,cpREV+F,10371.487,58,20858.973,20871.862,21113.021
38,cpREV+F+I,10236.056,59,20590.112,20603.471,20848.539
39,cpREV+F+G4,9998.178,59,20114.355,20127.713,20372.782
40,cpREV+F+I+G4,9998.319,60,20116.638,20130.475,20379.445
41,mtREV,11223.393,39,22524.786,22530.458,22695.610
42,mtREV+I,11032.095,40,22144.189,22150.164,22319.394
43,mtREV+G4,10647.892,40,21375.783,21381.758,21550.988
44,mtREV+I+G4,10647.796,41,21377.592,21383.877,21557.177
45,mtREV+F,10584.179,58,21284.358,21297.247,21538.405
46,mtREV+F+I,10413.895,59,20945.790,20959.148,21204.217
47,mtREV+F+G4,10119.062,59,20356.124,20369.482,20614.551
48,mtREV+F+I+G4,10118.607,60,20357.213,20371.051,20620.021
49,rtREV,10461.028,39,21000.057,21005.730,21170.882
50,rtREV+I,10319.552,40,20719.105,20725.079,20894.310
51,rtREV+G4,10086.227,40,20252.454,20258.428,20427.659
52,rtREV+I+G4,10086.284,41,20254.568,20260.853,20434.153
53,rtREV+F,10357.368,58,20830.736,20843.625,21084.783
54,rtREV+F+I,10213.386,59,20544.772,20558.131,20803.200
55,rtREV+F+G4,9978.858,59,20075.716,20089.074,20334.143
56,rtREV+F+I+G4,9978.818,60,20077.636,20091.474,20340.444
57,mtART,11790.510,39,23659.020,23664.692,23829.844
58,mtART+I,11536.998,40,23153.996,23159.971,23329.201
59,mtART+G4,10855.471,40,21790.943,21796.917,21966.148
60,mtART+I+G4,10856.086,41,21794.172,21800.457,21973.757
61,mtART+F,11013.420,58,22142.841,22155.730,22396.888
62,mtART+F+I,10803.605,59,21725.209,21738.568,21983.636
63,mtART+F+G4,10274.794,59,20667.588,20680.947,20926.015
64,mtART+F+I+G4,10275.087,60,20670.174,20684.012,20932.982
65,mtZOA,11243.815,39,22565.631,22571.303,22736.455
66,mtZOA+I,11033.703,40,22147.406,22153.381,22322.611
67,mtZOA+G4,10515.850,40,21111.700,21117.675,21286.905
68,mtZOA+I+G4,10516.155,41,21114.310,21120.595,21293.895
69,mtZOA+F,10674.555,58,21465.110,21477.999,21719.157
70,mtZOA+F+I,10495.216,59,21108.432,21121.791,21366.859
71,mtZOA+F+G4,10113.234,59,20344.469,20357.827,20602.896
72,mtZOA+F+I+G4,10113.375,60,20346.750,20360.587,20609.557
73,VT,10313.446,39,20704.892,20710.564,20875.717
74,VT+I,10172.839,40,20425.677,20431.652,20600.882
75,VT+G4,10003.773,40,20087.546,20093.521,20262.751
76,VT+I+G4,10003.564,41,20089.128,20095.413,20268.713
77,VT+F,10268.809,58,20653.619,20666.507,20907.666
78,VT+F+I,10131.252,59,20380.504,20393.863,20638.931
79,VT+F+G4,9959.961,59,20037.922,20051.281,20296.349
80,VT+F+I+G4,9959.780,60,20039.559,20053.397,20302.367
81,LG,10347.812,39,20773.624,20779.297,20944.449
82,LG+I,10200.414,40,20480.827,20486.802,20656.032
83,LG+G4,9968.965,40,20017.930,20023.905,20193.135
84,LG+I+G4,9968.953,41,20019.906,20026.190,20199.491
85,LG+F,10288.564,58,20693.129,20706.018,20947.176
86,LG+F+I,10145.772,59,20409.544,20422.902,20667.971
87,LG+F+G4,9913.616,59,19945.231,19958.590,20203.659
88,LG+F+I+G4,9913.613,60,19947.225,19961.062,20210.032
89,DCMut,10439.504,39,20957.007,20962.680,21127.832
90,DCMut+I,10276.090,40,20632.180,20638.154,20807.385
91,DCMut+G4,10059.075,40,20198.150,20204.124,20373.355
92,DCMut+I+G4,10058.701,41,20199.401,20205.686,20378.986
93,DCMut+F,10369.287,58,20854.575,20867.464,21108.622
94,DCMut+F+I,10208.763,59,20535.525,20548.884,20793.952
95,DCMut+F+G4,9985.936,59,20089.872,20103.230,20348.299
96,DCMut+F+I+G4,9985.640,60,20091.280,20105.117,20354.087
97,PMB,10435.225,39,20948.450,20954.123,21119.275
