No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,19855.877,61,39833.755,39838.194,40167.820
2,JC+I,19411.058,62,38946.116,38950.704,39285.658
3,JC+G4,19215.647,62,38555.294,38559.881,38894.835
4,JC+I+G4,19192.204,63,38510.407,38515.145,38855.425
5,F81+F,19825.355,64,39778.709,39783.601,40129.204
6,F81+F+I,19358.198,65,38846.396,38851.443,39202.367
7,F81+F+G4,19152.881,65,38435.762,38440.809,38791.733
8,F81+F+I+G4,19128.869,66,38389.738,38394.944,38751.185
9,K2P,19476.650,62,39077.300,39081.887,39416.841
10,K2P+I,19013.817,63,38153.634,38158.372,38498.652
11,K2P+G4,18779.978,63,37685.955,37690.693,38030.973
12,K2P+I+G4,18758.918,64,37645.836,37650.727,37996.330
13,HKY+F,19394.410,65,38918.820,38923.867,39274.791
14,HKY+F+I,18896.926,66,37925.852,37931.057,38287.299
15,HKY+F+G4,18643.210,66,37418.420,37423.626,37779.867
16,HKY+F+I+G4,18620.556,67,37375.113,37380.479,37742.037
17,TNe,19475.748,63,39077.495,39082.233,39422.513
18,TNe+I,19013.816,64,38155.632,38160.524,38506.127
19,TNe+G4,18779.446,64,37686.893,37691.784,38037.387
20,TNe+I+G4,18758.679,65,37647.358,37652.405,38003.329
21,TN+F,19394.409,66,38920.819,38926.024,39282.266
22,TN+F+I,18893.678,67,37921.356,37926.722,38288.279
23,TN+F+G4,18642.075,67,37418.150,37423.517,37785.074
24,TN+F+I+G4,18618.561,68,37373.122,37378.652,37745.522
25,K3P,19474.963,63,39075.925,39080.663,39420.943
26,K3P+I,19012.197,64,38152.394,38157.285,38502.888
27,K3P+G4,18779.145,64,37686.290,37691.181,38036.784
28,K3P+I+G4,18758.006,65,37646.013,37651.060,38001.984
29,K3Pu+F,19394.211,66,38920.422,38925.628,39281.869
30,K3Pu+F+I,18895.538,67,37925.076,37930.443,38292.000
31,K3Pu+F+G4,18640.695,67,37415.390,37420.756,37782.313
32,K3Pu+F+I+G4,18617.908,68,37371.815,37377.345,37744.216
33,TPM2+F,19389.195,66,38910.390,38915.595,39271.837
34,TPM2+F+I,18894.032,67,37922.064,37927.431,38288.988
35,TPM2+F+G4,18633.235,67,37400.471,37405.837,37767.395
36,TPM2+F+I+G4,18611.678,68,37359.357,37364.886,37731.757
37,TPM2u+F,19389.195,66,38910.390,38915.595,39271.837
38,TPM2u+F+I,18894.032,67,37922.064,37927.430,38288.988
39,TPM2u+F+G4,18633.235,67,37400.471,37405.837,37767.395
40,TPM2u+F+I+G4,18611.673,68,37359.347,37364.876,37731.747
41,TPM3+F,19373.267,66,38878.535,38883.740,39239.982
42,TPM3+F+I,18894.243,67,37922.485,37927.852,38289.409
43,TPM3+F+G4,18638.668,67,37411.335,37416.702,37778.259
44,TPM3+F+I+G4,18617.488,68,37370.976,37376.506,37743.376
45,TPM3u+F,19373.267,66,38878.535,38883.740,39239.982
46,TPM3u+F+I,18894.243,67,37922.485,37927.852,38289.409
47,TPM3u+F+G4,18638.668,67,37411.336,37416.702,37778.259
48,TPM3u+F+I+G4,18617.487,68,37370.975,37376.505,37743.375
49,TIMe,19474.066,64,39076.132,39081.024,39426.626
50,TIMe+I,19012.197,65,38154.393,38159.440,38510.364
51,TIMe+G4,18778.621,65,37687.241,37692.288,38043.212
52,TIMe+I+G4,18757.767,66,37647.534,37652.739,38008.981
53,TIM+F,19394.210,67,38922.421,38927.787,39289.344
54,TIM+F+I,18892.256,68,37920.512,37926.041,38292.912
55,TIM+F+G4,18639.520,68,37415.040,37420.570,37787.441
56,TIM+F+I+G4,18615.866,69,37369.732,37375.428,37747.609
57,TIM2e,19472.639,64,39073.278,39078.169,39423.772
58,TIM2e+I,19009.718,65,38149.437,38154.484,38505.407
59,TIM2e+G4,18775.058,65,37680.117,37685.164,38036.087
60,TIM2e+I+G4,18754.111,66,37640.221,37645.427,38001.668
61,TIM2+F,19389.194,67,38912.388,38917.754,39279.311
62,TIM2+F+I,18890.692,68,37917.383,37922.913,38289.783
63,TIM2+F+G4,18632.155,68,37400.311,37405.840,37772.711
64,TIM2+F+I+G4,18609.746,69,37357.493,37363.189,37735.369
65,TIM3e,19417.060,64,38962.120,38967.012,39312.615
66,TIM3e+I,18988.688,65,38107.376,38112.423,38463.346
67,TIM3e+G4,18743.152,65,37616.304,37621.351,37972.275
68,TIM3e+I+G4,18726.447,66,37584.893,37590.099,37946.340
69,TIM3+F,19373.267,67,38880.535,38885.901,39247.459
70,TIM3+F+I,18891.118,68,37918.236,37923.766,38290.636
71,TIM3+F+G4,18637.564,68,37411.129,37416.658,37783.529
72,TIM3+F+I+G4,18615.605,69,37369.210,37374.906,37747.087
73,TVMe,19413.553,65,38957.105,38962.152,39313.076
74,TVMe+I,18983.465,66,38098.931,38104.136,38460.378
75,TVMe+G4,18737.843,66,37607.686,37612.891,37969.133
76,TVMe+I+G4,18720.860,67,37575.721,37581.087,37942.644
77,TVM+F,19367.007,68,38870.015,38875.545,39242.415
78,TVM+F+I,18890.002,69,37918.005,37923.701,38295.882
79,TVM+F+G4,18626.936,69,37391.872,37397.568,37769.749
80,TVM+F+I+G4,18606.885,70,37353.769,37359.634,37737.122
81,SYM,19412.608,66,38957.215,38962.421,39318.663
82,SYM+I,18983.449,67,38100.899,38106.265,38467.822
83,SYM+G4,18737.457,67,37608.914,37614.280,37975.838
84,SYM+I+G4,18720.644,68,37577.289,37582.819,37949.689
85,GTR+F,19367.005,69,38872.011,38877.707,39249.887
86,GTR+F+I,18886.808,70,37913.617,37919.481,38296.970
87,GTR+F+G4,18625.896,70,37391.792,37397.656,37775.145
88,GTR+F+I+G4,18605.086,71,37352.172,37358.208,37741.002
