No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,11612.213,79,23382.426,23405.534,23733.261
2,Dayhoff+I,11238.581,80,22637.163,22660.899,22992.438
3,Dayhoff+G4,10913.695,80,21987.389,22011.125,22342.665
4,Dayhoff+I+G4,10905.799,81,21973.597,21997.972,22333.314
5,Dayhoff+F,11663.104,98,23522.208,23558.958,23957.420
6,Dayhoff+F+I,11282.906,99,22763.813,22801.384,23203.466
7,Dayhoff+F+G4,10945.107,99,22088.213,22125.784,22527.867
8,Dayhoff+F+I+G4,10937.187,100,22074.375,22112.778,22518.470
9,mtMAM,12931.851,79,26021.702,26044.810,26372.537
10,mtMAM+I,12503.828,80,25167.657,25191.393,25522.932
11,mtMAM+G4,11724.712,80,23609.425,23633.161,23964.700
12,mtMAM+I+G4,11714.799,81,23591.599,23615.973,23951.315
13,mtMAM+F,12298.266,98,24792.531,24829.281,25227.744
14,mtMAM+F+I,11877.249,99,23952.497,23990.068,24392.151
15,mtMAM+F+G4,11285.354,99,22768.708,22806.280,23208.362
16,mtMAM+F+I+G4,11278.950,100,22757.901,22796.304,23201.995
17,JTT,11443.725,79,23045.450,23068.557,23396.284
18,JTT+I,11074.594,80,22309.187,22332.924,22664.463
19,JTT+G4,10750.719,80,21661.439,21685.175,22016.714
20,JTT+I+G4,10745.890,81,21653.780,21678.154,22013.497
21,JTT+F,11450.084,98,23096.168,23132.918,23531.381
22,JTT+F+I,11077.636,99,22353.272,22390.843,22792.926
23,JTT+F+G4,10760.516,99,21719.032,21756.604,22158.686
24,JTT+F+I+G4,10755.877,100,21711.754,21750.157,22155.849
25,WAG,11601.886,79,23361.772,23384.880,23712.607
26,WAG+I,11253.081,80,22666.162,22689.898,23021.438
27,WAG+G4,10915.016,80,21990.032,22013.768,22345.308
28,WAG+I+G4,10911.861,81,21985.723,22010.097,22345.439
29,WAG+F,11657.517,98,23511.034,23547.784,23946.247
30,WAG+F+I,11307.195,99,22812.389,22849.960,23252.043
31,WAG+F+G4,10961.521,99,22121.042,22158.613,22560.696
32,WAG+F+I+G4,10958.351,100,22116.702,22155.105,22560.796
33,cpREV,11819.264,79,23796.527,23819.635,24147.362
34,cpREV+I,11462.761,80,23085.522,23109.259,23440.798
35,cpREV+G4,11034.644,80,22229.289,22253.025,22584.564
36,cpREV+I+G4,11034.056,81,22230.113,22254.487,22589.829
37,cpREV+F,11851.709,98,23899.418,23936.168,24334.631
38,cpREV+F+I,11486.643,99,23171.287,23208.858,23610.940
39,cpREV+F+G4,11053.781,99,22305.562,22343.133,22745.216
40,cpREV+F+I+G4,11052.180,100,22304.361,22342.764,22748.455
41,mtREV,12425.725,79,25009.451,25032.559,25360.286
42,mtREV+I,12059.672,80,24279.345,24303.081,24634.620
43,mtREV+G4,11528.502,80,23217.004,23240.740,23572.280
44,mtREV+I+G4,11523.976,81,23209.952,23234.327,23569.669
45,mtREV+F,11962.714,98,24121.429,24158.179,24556.641
46,mtREV+F+I,11609.572,99,23417.145,23454.716,23856.798
47,mtREV+F+G4,11155.557,99,22509.113,22546.685,22948.767
48,mtREV+F+I+G4,11148.831,100,22497.663,22536.066,22941.758
49,rtREV,11776.869,79,23711.737,23734.845,24062.572
50,rtREV+I,11422.827,80,23005.653,23029.389,23360.929
51,rtREV+G4,11039.879,80,22239.757,22263.493,22595.033
52,rtREV+I+G4,11037.817,81,22237.634,22262.008,22597.351
53,rtREV+F,11752.068,98,23700.137,23736.887,24135.349
54,rtREV+F+I,11392.083,99,22982.166,23019.737,23421.820
55,rtREV+F+G4,11023.088,99,22244.176,22281.748,22683.830
56,rtREV+F+I+G4,11019.827,100,22239.655,22278.058,22683.750
57,mtART,13072.550,79,26303.101,26326.209,26653.935
58,mtART+I,12613.205,80,25386.411,25410.147,25741.686
59,mtART+G4,11888.357,80,23936.714,23960.450,24291.990
60,mtART+I+G4,11875.205,81,23912.411,23936.785,24272.127
61,mtART+F,12405.559,98,25007.118,25043.868,25442.331
62,mtART+F+I,11984.919,99,24167.838,24205.409,24607.492
63,mtART+F+G4,11413.772,99,23025.544,23063.115,23465.198
64,mtART+F+I+G4,11403.377,100,23006.755,23045.158,23450.849
65,mtZOA,12466.507,79,25091.014,25114.121,25441.848
66,mtZOA+I,12066.226,80,24292.452,24316.188,24647.727
67,mtZOA+G4,11492.962,80,23145.924,23169.660,23501.200
68,mtZOA+I+G4,11488.130,81,23138.260,23162.635,23497.977
69,mtZOA+F,12004.822,98,24205.644,24242.394,24640.857
70,mtZOA+F+I,11627.553,99,23453.106,23490.677,23892.759
71,mtZOA+F+G4,11180.696,99,22559.393,22596.964,22999.046
72,mtZOA+F+I+G4,11174.842,100,22549.684,22588.087,22993.779
73,VT,11572.720,79,23303.439,23326.547,23654.274
74,VT+I,11224.708,80,22609.415,22633.152,22964.691
75,VT+G4,10907.428,80,21974.856,21998.592,22330.132
76,VT+I+G4,10903.963,81,21969.926,21994.300,22329.642
77,VT+F,11577.141,98,23350.282,23387.032,23785.495
78,VT+F+I,11227.268,99,22652.537,22690.108,23092.190
79,VT+F+G4,10918.672,99,22035.344,22072.915,22474.998
80,VT+F+I+G4,10915.107,100,22030.214,22068.617,22474.309
81,LG,11736.521,79,23631.042,23654.150,23981.876
82,LG+I,11374.352,80,22908.703,22932.440,23263.979
83,LG+G4,10985.990,80,22131.979,22155.716,22487.255
84,LG+I+G4,10983.737,81,22129.473,22153.848,22489.190
85,LG+F,11696.945,98,23589.889,23626.639,24025.102
86,LG+F+I,11334.041,99,22866.082,22903.653,23305.735
87,LG+F+G4,10972.303,99,22142.606,22180.177,22582.259
88,LG+F+I+G4,10969.064,100,22138.129,22176.532,22582.223
89,DCMut,11611.933,79,23381.866,23404.974,23732.700
90,DCMut+I,11238.336,80,22636.673,22660.409,22991.948
91,DCMut+G4,10913.921,80,21987.841,22011.578,22343.117
92,DCMut+I+G4,10906.150,81,21974.301,21998.675,22334.017
93,DCMut+F,11662.630,98,23521.259,23558.009,23956.472
94,DCMut+F+I,11282.541,99,22763.083,22800.654,23202.737
95,DCMut+F+G4,10945.322,99,22088.645,22126.216,22528.299
96,DCMut+F+I+G4,10937.593,100,22075.185,22113.588,22519.280
97,PMB,11772.875,79,23703.751,23726.859,24054.586
98,PMB+I,11417.780,80,22995.560,23019.296,23350.836
99,PMB+G4,11078.377,80,22316.754,22340.490,22672.030
100,PMB+I+G4,11075.433,81,22312.866,22337.240,22672.582
101,PMB+F,11779.258,98,23754.516,23791.266,24189.729
102,PMB+F+I,11423.062,99,23044.124,23081.695,23483.778
103,PMB+F+G4,11092.354,99,22382.707,22420.278,22822.361
104,PMB+F+I+G4,11089.343,100,22378.685,22417.088,22822.780
105,HIVb,11824.594,79,23807.188,23830.296,24158.023
106,HIVb+I,11382.726,80,22925.452,22949.188,23280.728
107,HIVb+G4,10910.067,80,21980.134,22003.871,22335.410
108,HIVb+I+G4,10903.450,81,21968.901,21993.275,22328.617
109,HIVb+F,11740.139,98,23676.278,23713.028,24111.491
110,HIVb+F+I,11290.767,99,22779.533,22817.104,23219.187
111,HIVb+F+G4,10856.287,99,21910.573,21948.144,22350.227
112,HIVb+F+I+G4,10847.923,100,21895.846,21934.249,22339.941
113,HIVw,12227.202,79,24612.404,24635.512,24963.239
114,HIVw+I,11766.939,80,23693.878,23717.614,24049.153
115,HIVw+G4,11273.008,80,22706.016,22729.752,23061.292
116,HIVw+I+G4,11265.612,81,22693.224,22717.598,23052.941
117,HIVw+F,12015.807,98,24227.613,24264.363,24662.826
