No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,66058.999,65,132247.998,132249.509,132680.621
2,JC+I,63050.144,66,126232.287,126233.845,126671.566
3,JC+G4,62199.623,66,124531.246,124532.804,124970.524
4,JC+I+G4,62154.144,67,124442.289,124443.894,124888.223
5,F81+F,66101.484,68,132338.967,132340.621,132791.557
6,F81+F+I,63131.880,69,126401.760,126403.463,126861.006
7,F81+F+G4,62285.978,69,124709.955,124711.658,125169.201
8,F81+F+I+G4,62240.042,70,124620.084,124621.837,125085.986
9,K2P,63973.867,66,128079.734,128081.292,128519.013
10,K2P+I,60835.582,67,121805.163,121806.769,122251.098
11,K2P+G4,59848.121,67,119830.242,119831.848,120276.177
12,K2P+I+G4,59799.641,68,119735.283,119736.937,120187.873
13,HKY+F,63989.829,69,128117.658,128119.361,128576.904
14,HKY+F+I,60905.860,70,121951.721,121953.473,122417.622
15,HKY+F+G4,59894.743,70,119929.486,119931.239,120395.388
16,HKY+F+I+G4,59846.235,71,119834.470,119836.273,120307.028
17,TNe,63901.900,67,127937.800,127939.406,128383.735
18,TNe+I,60804.857,68,121745.713,121747.367,122198.303
19,TNe+G4,59821.835,68,119779.670,119781.323,120232.260
20,TNe+I+G4,59771.590,69,119681.180,119682.883,120140.426
21,TN+F,63891.546,70,127923.091,127924.844,128388.993
22,TN+F+I,60862.697,71,121867.394,121869.197,122339.952
23,TN+F+G4,59855.612,71,119853.225,119855.028,120325.782
24,TN+F+I+G4,59805.903,72,119755.806,119757.660,120235.019
25,K3P,63971.414,67,128076.829,128078.434,128522.763
26,K3P+I,60833.182,68,121802.365,121804.018,122254.955
27,K3P+G4,59844.188,68,119824.376,119826.030,120276.966
28,K3P+I+G4,59795.584,69,119729.168,119730.870,120188.413
29,K3Pu+F,63985.623,70,128111.246,128112.998,128577.147
30,K3Pu+F+I,60903.535,71,121949.070,121950.873,122421.627
31,K3Pu+F+G4,59888.957,71,119919.914,119921.717,120392.471
32,K3Pu+F+I+G4,59840.357,72,119824.713,119826.567,120303.927
33,TPM2+F,63979.294,70,128098.587,128100.340,128564.489
34,TPM2+F+I,60891.646,71,121925.293,121927.095,122397.850
35,TPM2+F+G4,59882.734,71,119907.468,119909.270,120380.025
36,TPM2+F+I+G4,59835.236,72,119814.472,119816.326,120293.685
37,TPM2u+F,63979.290,70,128098.580,128100.332,128564.481
38,TPM2u+F+I,60891.647,71,121925.294,121927.096,122397.851
39,TPM2u+F+G4,59882.734,71,119907.467,119909.270,120380.025
40,TPM2u+F+I+G4,59835.242,72,119814.485,119816.339,120293.698
41,TPM3+F,63977.851,70,128095.703,128097.455,128561.604
42,TPM3+F+I,60905.838,71,121953.677,121955.479,122426.234
43,TPM3+F+G4,59887.878,71,119917.756,119919.559,120390.313
44,TPM3+F+I+G4,59840.556,72,119825.113,119826.967,120304.326
45,TPM3u+F,63977.853,70,128095.706,128097.458,128561.607
46,TPM3u+F+I,60905.838,71,121953.676,121955.479,122426.234
47,TPM3u+F+G4,59887.878,71,119917.756,119919.559,120390.313
48,TPM3u+F+I+G4,59840.561,72,119825.122,119826.976,120304.335
49,TIMe,63899.454,68,127934.909,127936.563,128387.499
