No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,15189.602,45,30469.204,30472.680,30699.624
2,JC+I,15079.317,46,30250.634,30254.268,30486.175
3,JC+G4,15017.104,46,30126.208,30129.841,30361.748
4,JC+I+G4,15012.174,47,30118.347,30122.142,30359.008
5,F81+F,15228.271,48,30552.541,30556.501,30798.323
6,F81+F+I,15105.210,49,30308.419,30312.547,30559.321
7,F81+F+G4,15050.216,49,30198.433,30202.561,30449.335
8,F81+F+I+G4,15042.447,50,30184.894,30189.194,30440.916
9,K2P,14680.782,46,29453.564,29457.197,29689.104
10,K2P+I,14561.528,47,29217.056,29220.850,29457.716
11,K2P+G4,14488.243,47,29070.485,29074.280,29311.146
12,K2P+I+G4,14483.496,48,29062.992,29066.951,29308.773
13,HKY+F,14663.330,49,29424.660,29428.788,29675.562
14,HKY+F+I,14516.587,50,29133.174,29137.474,29389.196
15,HKY+F+G4,14454.842,50,29009.685,29013.985,29265.707
16,HKY+F+I+G4,14444.428,51,28990.856,28995.332,29251.999
17,TNe,14680.775,47,29455.550,29459.345,29696.211
18,TNe+I,14561.397,48,29218.793,29222.753,29464.575
19,TNe+G4,14488.126,48,29072.252,29076.212,29318.034
20,TNe+I+G4,14483.399,49,29064.798,29068.926,29315.700
21,TN+F,14661.174,50,29422.347,29426.647,29678.369
22,TN+F+I,14515.001,51,29132.001,29136.477,29393.144
23,TN+F+G4,14453.517,51,29009.033,29013.509,29270.176
24,TN+F+I+G4,14443.002,52,28990.004,28994.659,29256.267
25,K3P,14680.637,47,29455.274,29459.069,29695.935
26,K3P+I,14561.380,48,29218.761,29222.720,29464.542
27,K3P+G4,14488.095,48,29072.189,29076.149,29317.971
28,K3P+I+G4,14483.399,49,29064.797,29068.925,29315.699
29,K3Pu+F,14659.718,50,29419.437,29423.737,29675.459
30,K3Pu+F+I,14511.588,51,29125.175,29129.651,29386.318
31,K3Pu+F+G4,14449.772,51,29001.543,29006.019,29262.686
32,K3Pu+F+I+G4,14439.086,52,28982.172,28986.828,29248.435
33,TPM2+F,14657.999,50,29415.999,29420.299,29672.021
34,TPM2+F+I,14508.715,51,29119.430,29123.906,29380.572
35,TPM2+F+G4,14446.651,51,28995.302,28999.778,29256.445
36,TPM2+F+I+G4,14435.542,52,28975.084,28979.740,29241.347
37,TPM2u+F,14658.001,50,29416.001,29420.301,29672.023
38,TPM2u+F+I,14508.715,51,29119.429,29123.905,29380.572
39,TPM2u+F+G4,14446.652,51,28995.303,28999.779,29256.446
40,TPM2u+F+I+G4,14435.518,52,28975.035,28979.691,29241.298
41,TPM3+F,14662.784,50,29425.567,29429.867,29681.589
42,TPM3+F+I,14513.903,51,29129.807,29134.283,29390.949
43,TPM3+F+G4,14452.444,51,29006.889,29011.365,29268.031
44,TPM3+F+I+G4,14441.265,52,28986.530,28991.185,29252.793
45,TPM3u+F,14662.784,50,29425.567,29429.868,29681.590
46,TPM3u+F+I,14513.903,51,29129.807,29134.283,29390.949
47,TPM3u+F+G4,14452.444,51,29006.889,29011.365,29268.031
48,TPM3u+F+I+G4,14441.261,52,28986.522,28991.177,29252.785
49,TIMe,14680.630,48,29457.261,29461.221,29703.042
50,TIMe+I,14561.250,49,29220.500,29224.628,29471.401
51,TIMe+G4,14487.978,49,29073.955,29078.083,29324.857
52,TIMe+I+G4,14483.286,50,29066.573,29070.873,29322.595
53,TIM+F,14657.543,51,29417.086,29421.562,29678.229
54,TIM+F+I,14509.968,52,29123.937,29128.592,29390.200
55,TIM+F+G4,14448.405,52,29000.810,29005.466,29267.073
56,TIM+F+I+G4,14437.585,53,28981.169,28986.008,29252.553
57,TIM2e,14680.764,48,29457.529,29461.488,29703.310
58,TIM2e+I,14561.190,49,29220.380,29224.508,29471.282
59,TIM2e+G4,14488.107,49,29074.214,29078.342,29325.116
60,TIM2e+I+G4,14483.409,50,29066.818,29071.118,29322.840
61,TIM2+F,14655.841,51,29413.682,29418.158,29674.825
62,TIM2+F+I,14507.109,52,29118.217,29122.873,29384.480
63,TIM2+F+G4,14445.349,52,28994.699,28999.354,29260.962
64,TIM2+F+I+G4,14434.215,53,28974.430,28979.269,29245.814
65,TIM3e,14674.854,48,29445.708,29449.668,29691.490
66,TIM3e+I,14558.558,49,29215.116,29219.244,29466.018
67,TIM3e+G4,14480.564,49,29059.129,29063.257,29310.030
68,TIM3e+I+G4,14476.940,50,29053.881,29058.181,29309.903
69,TIM3+F,14660.641,51,29423.283,29427.759,29684.426
70,TIM3+F+I,14512.326,52,29128.653,29133.308,29394.916
71,TIM3+F+G4,14451.076,52,29006.153,29010.808,29272.416
72,TIM3+F+I+G4,14439.854,53,28985.707,28990.546,29257.091
73,TVMe,14674.356,49,29446.713,29450.841,29697.614
74,TVMe+I,14558.251,50,29216.503,29220.803,29472.525
75,TVMe+G4,14479.879,50,29059.757,29064.057,29315.779
76,TVMe+I+G4,14476.398,51,29054.795,29059.271,29315.938
77,TVM+F,14656.105,52,29416.211,29420.866,29682.474
78,TVM+F+I,14504.755,53,29115.510,29120.348,29386.893
79,TVM+F+G4,14442.797,53,28991.593,28996.432,29262.977
80,TVM+F+I+G4,14431.093,54,28970.185,28975.211,29246.689
81,SYM,14674.351,50,29448.703,29453.003,29704.725
82,SYM+I,14558.103,51,29218.206,29222.682,29479.349
83,SYM+G4,14479.839,51,29061.679,29066.155,29322.821
84,SYM+I+G4,14476.290,52,29056.581,29061.236,29322.844
85,GTR+F,14653.949,53,29413.899,29418.737,29685.282
86,GTR+F+I,14503.148,54,29114.296,29119.321,29390.800
87,GTR+F+G4,14441.436,54,28990.873,28995.898,29267.377
88,GTR+F+I+G4,14429.627,55,28969.255,28974.470,29250.879
