No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,14826.459,73,29798.918,29812.191,30148.513
2,Dayhoff+I,14342.009,74,28832.019,28845.672,29186.403
3,Dayhoff+G4,13912.407,74,27972.815,27986.468,28327.199
4,Dayhoff+I+G4,13903.224,75,27956.449,27970.488,28315.622
5,Dayhoff+F,14864.626,92,29913.253,29934.777,30353.838
6,Dayhoff+F+I,14379.039,93,28944.078,28966.098,29389.453
7,Dayhoff+F+G4,13925.071,93,28036.142,28058.162,28481.516
8,Dayhoff+F+I+G4,13915.067,94,28018.134,28040.656,28468.298
9,mtMAM,16364.705,73,32875.410,32888.683,33225.005
10,mtMAM+I,15724.640,74,31597.281,31610.934,31951.665
11,mtMAM+G4,14778.053,74,29704.105,29717.759,30058.489
12,mtMAM+I+G4,14765.515,75,29681.030,29695.069,30040.203
13,mtMAM+F,15297.772,92,30779.544,30801.068,31220.129
14,mtMAM+F+I,14702.523,93,29591.047,29613.067,30036.421
15,mtMAM+F+G4,14014.813,93,28215.627,28237.647,28661.001
16,mtMAM+F+I+G4,14006.238,94,28200.476,28222.998,28650.639
17,JTT,14504.448,73,29154.896,29168.169,29504.491
18,JTT+I,14013.007,74,28174.013,28187.667,28528.397
19,JTT+G4,13615.162,74,27378.323,27391.977,27732.707
20,JTT+I+G4,13606.443,75,27362.887,27376.926,27722.059
21,JTT+F,14503.556,92,29191.111,29212.636,29631.697
22,JTT+F+I,14010.577,93,28207.155,28229.175,28652.529
23,JTT+F+G4,13623.363,93,27432.726,27454.746,27878.100
24,JTT+F+I+G4,13612.600,94,27413.200,27435.722,27863.364
25,WAG,14688.004,73,29522.009,29535.282,29871.604
26,WAG+I,14211.269,74,28570.537,28584.190,28924.921
27,WAG+G4,13807.643,74,27763.286,27776.939,28117.670
28,WAG+I+G4,13796.991,75,27743.983,27758.022,28103.156
29,WAG+F,14682.358,92,29548.716,29570.240,29989.301
30,WAG+F+I,14214.952,93,28615.904,28637.924,29061.278
31,WAG+F+G4,13804.595,93,27795.189,27817.209,28240.564
32,WAG+F+I+G4,13795.344,94,27778.687,27801.209,28228.851
33,cpREV,14842.860,73,29831.720,29844.993,30181.315
34,cpREV+I,14367.521,74,28883.043,28896.696,29237.427
35,cpREV+G4,13892.161,74,27932.322,27945.975,28286.705
36,cpREV+I+G4,13884.682,75,27919.365,27933.404,28278.538
37,cpREV+F,14768.416,92,29720.832,29742.356,30161.417
38,cpREV+F+I,14308.936,93,28803.871,28825.891,29249.246
39,cpREV+F+G4,13813.515,93,27813.030,27835.050,28258.404
40,cpREV+F+I+G4,13808.348,94,27804.696,27827.218,28254.859
41,mtREV,15786.844,73,31719.688,31732.960,32069.283
42,mtREV+I,15253.647,74,30655.295,30668.948,31009.679
43,mtREV+G4,14608.378,74,29364.757,29378.410,29719.141
44,mtREV+I+G4,14599.281,75,29348.561,29362.601,29707.734
45,mtREV+F,14901.605,92,29987.210,30008.735,30427.796
46,mtREV+F+I,14401.266,93,28988.531,29010.552,29433.906
47,mtREV+F+G4,13873.683,93,27933.366,27955.387,28378.741
48,mtREV+F+I+G4,13868.828,94,27925.656,27948.178,28375.819
49,rtREV,14965.711,73,30077.422,30090.695,30427.017
50,rtREV+I,14451.311,74,29050.622,29064.275,29405.006
51,rtREV+G4,13990.455,74,28128.909,28142.562,28483.293
52,rtREV+I+G4,13982.583,75,28115.166,28129.206,28474.339
53,rtREV+F,14856.284,92,29896.568,29918.093,30337.154
54,rtREV+F+I,14359.662,93,28905.324,28927.344,29350.698
55,rtREV+F+G4,13917.178,93,28020.357,28042.377,28465.731
56,rtREV+F+I+G4,13908.717,94,28005.433,28027.955,28455.596
57,mtART,16716.505,73,33579.010,33592.283,33928.605
58,mtART+I,16017.541,74,32183.082,32196.735,32537.466
59,mtART+G4,15099.182,74,30346.364,30360.017,30700.748
60,mtART+I+G4,15082.661,75,30315.323,30329.362,30674.496
61,mtART+F,15648.727,92,31481.454,31502.979,31922.039
62,mtART+F+I,15057.917,93,30301.833,30323.854,30747.208
63,mtART+F+G4,14314.242,93,28814.483,28836.504,29259.858
64,mtART+F+I+G4,14298.913,94,28785.826,28808.348,29235.989
65,mtZOA,15894.753,73,31935.506,31948.779,32285.101
66,mtZOA+I,15303.358,74,30754.717,30768.370,31109.101
67,mtZOA+G4,14591.247,74,29330.495,29344.148,29684.878
68,mtZOA+I+G4,14581.093,75,29312.186,29326.225,29671.359
69,mtZOA+F,15124.988,92,30433.977,30455.501,30874.562
70,mtZOA+F+I,14605.677,93,29397.353,29419.373,29842.727
71,mtZOA+F+G4,14031.739,93,28249.477,28271.497,28694.851
72,mtZOA+F+I+G4,14025.344,94,28238.689,28261.211,28688.852
73,VT,14682.260,73,29510.520,29523.793,29860.115
74,VT+I,14196.118,74,28540.235,28553.888,28894.619
75,VT+G4,13828.948,74,27805.897,27819.550,28160.281
76,VT+I+G4,13818.577,75,27787.154,27801.193,28146.327
77,VT+F,14642.524,92,29469.048,29490.573,29909.634
78,VT+F+I,14169.405,93,28524.810,28546.831,28970.185
79,VT+F+G4,13809.355,93,27804.711,27826.731,28250.085
80,VT+F+I+G4,13798.568,94,27785.136,27807.659,28235.300
81,LG,14828.381,73,29802.762,29816.035,30152.357
82,LG+I,14313.143,74,28774.287,28787.940,29128.671
83,LG+G4,13865.358,74,27878.715,27892.368,28233.099
84,LG+I+G4,13856.462,75,27862.925,27876.964,28222.098
85,LG+F,14711.899,92,29607.798,29629.323,30048.384
86,LG+F+I,14225.050,93,28636.101,28658.121,29081.475
87,LG+F+G4,13800.367,93,27786.733,27808.753,28232.107
88,LG+F+I+G4,13791.460,94,27770.919,27793.441,28221.082
89,DCMut,14828.844,73,29803.687,29816.960,30153.282
90,DCMut+I,14343.722,74,28835.444,28849.097,29189.828
91,DCMut+G4,13914.588,74,27977.177,27990.830,28331.561
92,DCMut+I+G4,13905.286,75,27960.571,27974.610,28319.744
93,DCMut+F,14865.755,92,29915.510,29937.035,30356.096
94,DCMut+F+I,14379.777,93,28945.554,28967.574,29390.928
95,DCMut+F+G4,13926.873,93,28039.746,28061.766,28485.120
96,DCMut+F+I+G4,13916.816,94,28021.631,28044.153,28471.795
97,PMB,14895.794,73,29937.588,29950.860,30287.183
98,PMB+I,14398.499,74,28944.998,28958.651,29299.382
99,PMB+G4,14010.365,74,28168.730,28182.383,28523.114
100,PMB+I+G4,13999.897,75,28149.795,28163.834,28508.968
101,PMB+F,14862.697,92,29909.395,29930.919,30349.980
102,PMB+F+I,14384.096,93,28954.191,28976.211,29399.566
103,PMB+F+G4,13997.795,93,28181.589,28203.609,28626.963
104,PMB+F+I+G4,13987.777,94,28163.554,28186.076,28613.717
105,HIVb,14969.592,73,30085.184,30098.457,30434.779
106,HIVb+I,14380.544,74,28909.088,28922.741,29263.472
107,HIVb+G4,13826.583,74,27801.165,27814.818,28155.549
108,HIVb+I+G4,13817.972,75,27785.944,27799.983,28145.117
109,HIVb+F,14851.747,92,29887.494,29909.019,30328.079
110,HIVb+F+I,14266.705,93,28719.409,28741.429,29164.784
111,HIVb+F+G4,13742.346,93,27670.693,27692.713,28116.067
112,HIVb+F+I+G4,13733.122,94,27654.244,27676.766,28104.407
113,HIVw,15393.394,73,30932.787,30946.060,31282.382
114,HIVw+I,14812.178,74,29772.356,29786.009,30126.740
115,HIVw+G4,14232.636,74,28613.272,28626.925,28967.656
116,HIVw+I+G4,14224.215,75,28598.431,28612.470,28957.604
117,HIVw+F,15149.543,92,30483.085,30504.610,30923.671
118,HIVw+F+I,14545.235,93,29276.471,29298.491,29721.845
119,HIVw+F+G4,13981.106,93,28148.213,28170.233,28593.587
120,HIVw+F+I+G4,13969.515,94,28127.030,28149.552,28577.193
121,JTTDCMut,14507.602,73,29161.204,29174.477,29510.799
122,JTTDCMut+I,14018.620,74,28185.241,28198.894,28539.625
123,JTTDCMut+G4,13618.677,74,27385.354,27399.007,27739.738
124,JTTDCMut+I+G4,13610.142,75,27370.284,27384.324,27729.457
125,JTTDCMut+F,14507.123,92,29198.247,29219.771,29638.832
126,JTTDCMut+F+I,14016.269,93,28218.537,28240.557,28663.912
127,JTTDCMut+F+G4,13626.344,93,27438.687,27460.708,27884.062
