No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,42475.886,41,85033.771,85034.810,85284.630
2,JC+I,42039.998,42,84163.996,84165.086,84420.973
3,JC+G4,41755.440,42,83594.881,83595.971,83851.858
4,JC+I+G4,41712.560,43,83511.119,83512.262,83774.215
5,F81+F,42534.341,44,85156.682,85157.878,85425.896
6,F81+F+I,42048.319,45,84186.638,84187.889,84461.971
7,F81+F+G4,41773.816,45,83637.632,83638.883,83912.965
8,F81+F+I+G4,41720.908,46,83533.815,83535.122,83815.267
9,K2P,41836.328,42,83756.656,83757.746,84013.633
10,K2P+I,41378.216,43,82842.432,82843.574,83105.527
11,K2P+G4,41050.662,43,82187.324,82188.466,82450.419
12,K2P+I+G4,41008.176,44,82104.352,82105.548,82373.567
13,HKY+F,41801.203,45,83692.405,83693.656,83967.738
14,HKY+F+I,41257.817,46,82607.633,82608.940,82889.084
15,HKY+F+G4,40936.328,46,81964.655,81965.962,82246.107
16,HKY+F+I+G4,40876.833,47,81847.665,81849.029,82135.235
17,TNe,41831.461,43,83748.922,83750.064,84012.018
18,TNe+I,41376.220,44,82840.439,82841.635,83109.653
19,TNe+G4,41045.772,44,82179.544,82180.740,82448.758
20,TNe+I+G4,41004.457,45,82098.914,82100.165,82374.247
21,TN+F,41801.100,46,83694.199,83695.506,83975.650
22,TN+F+I,41255.510,47,82605.019,82606.383,82892.589
23,TN+F+G4,40936.325,47,81966.650,81968.014,82254.220
24,TN+F+I+G4,40876.230,48,81848.460,81849.883,82142.149
25,K3P,41832.511,43,83751.021,83752.164,84014.117
26,K3P+I,41374.186,44,82836.373,82837.569,83105.587
27,K3P+G4,41045.794,44,82179.587,82180.783,82448.801
28,K3P+I+G4,41003.385,45,82096.769,82098.020,82372.102
29,K3Pu+F,41801.043,46,83694.086,83695.393,83975.538
30,K3Pu+F+I,41257.812,47,82609.625,82610.989,82897.194
31,K3Pu+F+G4,40936.308,47,81966.617,81967.981,82254.187
32,K3Pu+F+I+G4,40876.821,48,81849.641,81851.064,82143.330
33,TPM2+F,41783.112,46,83658.224,83659.530,83939.675
34,TPM2+F+I,41240.166,47,82574.331,82575.695,82861.901
35,TPM2+F+G4,40913.234,47,81920.468,81921.832,82208.038
36,TPM2+F+I+G4,40853.890,48,81803.781,81805.203,82097.469
37,TPM2u+F,41783.111,46,83658.223,83659.529,83939.674
38,TPM2u+F+I,41240.166,47,82574.332,82575.696,82861.901
39,TPM2u+F+G4,40913.234,47,81920.468,81921.832,82208.038
40,TPM2u+F+I+G4,40853.890,48,81803.781,81805.203,82097.469
41,TPM3+F,41800.564,46,83693.127,83694.434,83974.579
42,TPM3+F+I,41254.326,47,82602.652,82604.016,82890.222
43,TPM3+F+G4,40934.227,47,81962.454,81963.818,82250.023
44,TPM3+F+I+G4,40872.126,48,81840.251,81841.673,82133.939
45,TPM3u+F,41800.563,46,83693.126,83694.433,83974.578
46,TPM3u+F+I,41254.326,47,82602.652,82604.016,82890.222
47,TPM3u+F+G4,40934.226,47,81962.453,81963.817,82250.022
48,TPM3u+F+I+G4,40872.125,48,81840.250,81841.672,82133.938
49,TIMe,41827.629,44,83743.258,83744.454,84012.472
50,TIMe+I,41372.182,45,82834.364,82835.615,83109.697
