No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,42538.363,41,85158.725,85159.751,85410.130
2,JC+I,42111.441,42,84306.881,84307.957,84564.418
3,JC+G4,41825.791,42,83735.581,83736.657,83993.118
4,JC+I+G4,41786.642,43,83659.283,83660.410,83922.952
5,F81+F,42597.689,44,85283.379,85284.559,85553.179
6,F81+F+I,42119.634,45,84329.268,84330.502,84605.201
7,F81+F+G4,41840.799,45,83771.598,83772.832,84047.531
8,F81+F+I+G4,41792.131,46,83676.263,83677.552,83958.326
9,K2P,41893.576,42,83871.153,83872.228,84128.689
10,K2P+I,41443.982,43,82973.965,82975.092,83237.633
11,K2P+G4,41115.351,43,82316.703,82317.830,82580.371
12,K2P+I+G4,41076.569,44,82241.138,82242.318,82510.939
13,HKY+F,41857.195,45,83804.389,83805.623,84080.322
14,HKY+F+I,41320.482,46,82732.964,82734.254,83015.028
15,HKY+F+G4,40994.374,46,82080.749,82082.038,82362.813
16,HKY+F+I+G4,40938.968,47,81971.936,81973.282,82260.132
17,TNe,41888.467,43,83862.935,83864.062,84126.603
18,TNe+I,41442.479,44,82972.958,82974.138,83242.758
19,TNe+G4,41109.129,44,82306.259,82307.439,82576.059
20,TNe+I+G4,41072.186,45,82234.373,82235.607,82510.305
21,TN+F,41857.070,46,83806.140,83807.429,84088.204
22,TN+F+I,41317.446,47,82728.892,82730.238,83017.088
23,TN+F+G4,40994.332,47,82082.665,82084.011,82370.861
24,TN+F+I+G4,40938.551,48,81973.101,81974.505,82267.429
25,K3P,41891.538,43,83869.076,83870.203,84132.744
26,K3P+I,41441.601,44,82971.203,82972.383,83241.003
27,K3P+G4,41112.275,44,82312.550,82313.730,82582.350
28,K3P+I+G4,41073.522,45,82237.043,82238.277,82512.975
29,K3Pu+F,41857.169,46,83806.337,83807.627,84088.401
30,K3Pu+F+I,41320.300,47,82734.600,82735.945,83022.796
31,K3Pu+F+G4,40994.289,47,82082.579,82083.924,82370.775
32,K3Pu+F+I+G4,40938.829,48,81973.659,81975.062,82267.986
33,TPM2+F,41836.514,46,83765.029,83766.318,84047.093
34,TPM2+F+I,41300.291,47,82694.582,82695.928,82982.778
35,TPM2+F+G4,40967.041,47,82028.082,82029.428,82316.278
36,TPM2+F+I+G4,40911.983,48,81919.965,81921.368,82214.293
37,TPM2u+F,41836.513,46,83765.025,83766.315,84047.089
38,TPM2u+F+I,41300.291,47,82694.583,82695.928,82982.779
39,TPM2u+F+G4,40967.039,47,82028.079,82029.425,82316.275
40,TPM2u+F+I+G4,40911.982,48,81919.965,81921.368,82214.292
41,TPM3+F,41856.585,46,83805.171,83806.460,84087.235
42,TPM3+F+I,41316.753,47,82727.505,82728.851,83015.701
43,TPM3+F+G4,40992.310,47,82078.621,82079.966,82366.816
44,TPM3+F+I+G4,40934.306,48,81964.612,81966.016,82258.940
45,TPM3u+F,41856.585,46,83805.171,83806.460,84087.235
46,TPM3u+F+I,41316.753,47,82727.505,82728.851,83015.701
47,TPM3u+F+G4,40992.310,47,82078.619,82079.965,82366.815
48,TPM3u+F+I+G4,40934.305,48,81964.609,81966.013,82258.937
49,TIMe,41886.427,44,83860.853,83862.033,84130.653
50,TIMe+I,41440.099,45,82970.198,82971.432,83246.130
51,TIMe+G4,41106.036,45,82302.071,82303.305,82578.003
