No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,5324.695,65,10779.390,10825.028,11009.317
2,Dayhoff+I,5177.518,66,10487.037,10534.331,10720.501
3,Dayhoff+G4,5056.373,66,10244.747,10292.041,10478.211
4,Dayhoff+I+G4,5052.805,67,10239.609,10288.599,10476.611
5,Dayhoff+F,5319.888,84,10807.775,10892.272,11104.911
6,Dayhoff+F+I,5168.902,85,10507.804,10594.827,10808.477
7,Dayhoff+F+G4,5040.406,85,10250.813,10337.837,10551.486
8,Dayhoff+F+I+G4,5036.424,86,10244.849,10334.453,10549.059
9,mtMAM,5780.304,65,11690.609,11736.247,11920.536
10,mtMAM+I,5592.989,66,11317.978,11365.272,11551.442
11,mtMAM+G4,5320.125,66,10772.251,10819.545,11005.715
12,mtMAM+I+G4,5316.663,67,10767.327,10816.316,11004.328
13,mtMAM+F,5488.132,84,11144.264,11228.761,11441.400
14,mtMAM+F+I,5310.504,85,10791.008,10878.032,11091.682
15,mtMAM+F+G4,5116.741,85,10403.481,10490.505,10704.155
16,mtMAM+F+I+G4,5115.778,86,10403.556,10493.161,10707.767
17,JTT,5187.465,65,10504.931,10550.569,10734.857
18,JTT+I,5050.538,66,10233.075,10280.369,10466.539
19,JTT+G4,4946.462,66,10024.923,10072.217,10258.387
20,JTT+I+G4,4943.948,67,10021.897,10070.886,10258.898
21,JTT+F,5173.578,84,10515.156,10599.653,10812.292
22,JTT+F+I,5036.866,85,10243.731,10330.755,10544.405
23,JTT+F+G4,4935.310,85,10040.619,10127.643,10341.293
24,JTT+F+I+G4,4932.096,86,10036.192,10125.797,10340.403
25,WAG,5258.799,65,10647.598,10693.236,10877.525
26,WAG+I,5127.260,66,10386.519,10433.814,10619.984
27,WAG+G4,5015.398,66,10162.795,10210.089,10396.259
28,WAG+I+G4,5013.525,67,10161.050,10210.039,10398.051
29,WAG+F,5244.536,84,10657.072,10741.569,10954.208
30,WAG+F+I,5112.545,85,10395.089,10482.113,10695.763
31,WAG+F+G4,4999.090,85,10168.179,10255.203,10468.853
32,WAG+F+I+G4,4996.655,86,10165.311,10254.916,10469.522
33,cpREV,5335.666,65,10801.332,10846.970,11031.259
34,cpREV+I,5201.101,66,10534.203,10581.497,10767.667
35,cpREV+G4,5058.271,66,10248.542,10295.836,10482.006
36,cpREV+I+G4,5057.487,67,10248.974,10297.963,10485.975
37,cpREV+F,5323.586,84,10815.172,10899.669,11112.308
38,cpREV+F+I,5186.462,85,10542.925,10629.949,10843.598
39,cpREV+F+G4,5037.912,85,10245.824,10332.847,10546.497
40,cpREV+F+I+G4,5035.948,86,10243.896,10333.501,10548.107
41,mtREV,5575.149,65,11280.298,11325.936,11510.224
42,mtREV+I,5419.382,66,10970.765,11018.059,11204.229
43,mtREV+G4,5245.743,66,10623.485,10670.779,10856.949
44,mtREV+I+G4,5244.718,67,10623.436,10672.425,10860.437
45,mtREV+F,5354.922,84,10877.844,10962.341,11174.980
46,mtREV+F+I,5203.527,85,10577.055,10664.078,10877.728
47,mtREV+F+G4,5063.171,85,10296.341,10383.365,10597.015
48,mtREV+F+I+G4,5061.104,86,10294.208,10383.813,10598.419
49,rtREV,5363.517,65,10857.034,10902.673,11086.961
50,rtREV+I,5231.144,66,10594.288,10641.582,10827.752
51,rtREV+G4,5102.582,66,10337.164,10384.459,10570.629
52,rtREV+I+G4,5100.567,67,10335.134,10384.123,10572.135
53,rtREV+F,5330.024,84,10828.049,10912.546,11125.185
54,rtREV+F+I,5194.221,85,10558.441,10645.465,10859.115
55,rtREV+F+G4,5077.433,85,10324.867,10411.890,10625.540
56,rtREV+F+I+G4,5074.887,86,10321.774,10411.379,10625.985
57,mtART,5922.406,65,11974.813,12020.451,12204.740
58,mtART+I,5736.291,66,11604.582,11651.876,11838.046
59,mtART+G4,5435.957,66,11003.915,11051.209,11237.379
60,mtART+I+G4,5435.772,67,11005.544,11054.533,11242.546
61,mtART+F,5612.608,84,11393.215,11477.712,11690.351
62,mtART+F+I,5441.988,85,11053.976,11141.000,11354.650
63,mtART+F+G4,5216.428,85,10602.856,10689.879,10903.529
64,mtART+F+I+G4,5216.850,86,10605.700,10695.305,10909.911
65,mtZOA,5664.013,65,11458.027,11503.665,11687.953
66,mtZOA+I,5506.708,66,11145.415,11192.710,11378.879
67,mtZOA+G4,5287.694,66,10707.388,10754.682,10940.852
68,mtZOA+I+G4,5287.438,67,10708.877,10757.866,10945.878
69,mtZOA+F,5442.296,84,11052.591,11137.088,11349.727
70,mtZOA+F+I,5291.338,85,10752.677,10839.701,11053.350
